t_ps,comp1_600K,comp1_800K,comp1_1000K,modelc_600K,modelc_800K,modelc_1000K
4.970000000000000284e+01,1.283520000000000039e+01,1.989039999999999964e+01,4.619659999999999656e+01,2.547540000000000049e+01,6.920829999999999416e+01,1.430989999999999895e+02
4.979999999999999716e+01,1.179269999999999996e+01,1.898039999999999949e+01,4.743249999999999744e+01,2.534730000000000061e+01,7.186539999999999395e+01,1.405420000000000016e+02
4.989999999999999858e+01,1.236079999999999934e+01,1.791959999999999908e+01,4.815299999999999869e+01,2.718459999999999965e+01,7.385349999999999682e+01,1.438199999999999932e+02
5.000000000000000000e+01,1.285800000000000054e+01,1.992909999999999826e+01,4.833749999999999858e+01,2.818690000000000140e+01,7.185339999999999350e+01,1.432299999999999898e+02
5.010000000000000142e+01,1.273980000000000068e+01,1.959659999999999869e+01,4.743260000000000076e+01,2.709100000000000108e+01,7.165449999999999875e+01,1.414470000000000027e+02
5.020000000000000284e+01,1.322359999999999935e+01,2.011019999999999897e+01,4.788419999999999987e+01,2.750100000000000122e+01,7.086409999999999343e+01,1.408689999999999998e+02
5.029999999999999716e+01,1.373949999999999960e+01,1.953569999999999851e+01,4.950480000000000302e+01,2.697569999999999979e+01,7.063439999999999941e+01,1.374530000000000030e+02
5.039999999999999858e+01,1.311700000000000088e+01,1.989049999999999940e+01,5.028479999999999706e+01,2.799380000000000024e+01,7.154139999999999588e+01,1.369499999999999886e+02
5.050000000000000000e+01,1.384469999999999956e+01,2.048290000000000077e+01,4.941899999999999693e+01,2.872350000000000136e+01,7.235460000000000491e+01,1.395399999999999920e+02
5.060000000000000142e+01,1.325750000000000028e+01,2.181019999999999825e+01,4.953450000000000131e+01,2.807989999999999853e+01,7.157630000000000337e+01,1.411709999999999923e+02
5.070000000000000284e+01,1.240130000000000088e+01,2.119419999999999860e+01,4.992940000000000111e+01,2.770840000000000103e+01,7.257070000000000221e+01,1.418650000000000091e+02
5.079999999999999716e+01,1.316099999999999959e+01,2.225459999999999994e+01,5.167920000000000158e+01,2.851190000000000069e+01,7.186419999999999675e+01,1.414459999999999980e+02
5.089999999999999858e+01,1.345330000000000048e+01,2.074080000000000013e+01,5.171659999999999968e+01,2.852230000000000132e+01,7.292770000000000152e+01,1.406129999999999995e+02
5.100000000000000000e+01,1.324399999999999977e+01,2.062770000000000081e+01,5.114350000000000307e+01,2.973549999999999827e+01,7.271410000000000196e+01,1.435380000000000109e+02
5.110000000000000142e+01,1.300329999999999941e+01,2.098229999999999862e+01,4.927279999999999660e+01,3.132959999999999923e+01,7.014730000000000132e+01,1.354859999999999900e+02
5.120000000000000284e+01,1.296920000000000073e+01,2.210000000000000142e+01,5.161419999999999675e+01,2.943909999999999982e+01,6.838429999999999609e+01,1.372570000000000050e+02
5.129999999999999716e+01,1.267089999999999961e+01,2.188579999999999970e+01,5.042090000000000316e+01,2.959840000000000160e+01,7.020090000000000430e+01,1.367170000000000130e+02
5.139999999999999858e+01,1.320180000000000042e+01,2.054279999999999973e+01,5.050180000000000291e+01,2.989539999999999864e+01,7.038660000000000139e+01,1.368290000000000077e+02
5.150000000000000000e+01,1.328700000000000081e+01,2.051279999999999859e+01,5.019769999999999754e+01,3.035480000000000089e+01,7.092069999999999652e+01,1.406339999999999861e+02
5.160000000000000142e+01,1.377849999999999930e+01,2.010610000000000142e+01,4.923720000000000141e+01,3.015350000000000108e+01,6.900149999999999295e+01,1.393549999999999898e+02
5.170000000000000284e+01,1.344219999999999970e+01,2.058389999999999986e+01,4.751820000000000022e+01,3.177209999999999823e+01,6.907609999999999673e+01,1.356959999999999980e+02
5.179999999999999716e+01,1.315339999999999954e+01,2.017279999999999873e+01,4.670420000000000016e+01,3.060140000000000171e+01,7.072039999999999793e+01,1.353470000000000084e+02
5.189999999999999858e+01,1.278009999999999913e+01,2.088789999999999836e+01,4.728000000000000114e+01,3.040559999999999974e+01,7.157179999999999609e+01,1.310500000000000114e+02
5.200000000000000000e+01,1.281739999999999924e+01,2.146359999999999957e+01,4.597809999999999775e+01,3.068430000000000035e+01,6.931619999999999493e+01,1.358180000000000121e+02
5.210000000000000142e+01,1.326449999999999996e+01,2.074289999999999878e+01,4.674320000000000164e+01,3.059069999999999823e+01,6.693019999999999925e+01,1.392680000000000007e+02
5.220000000000000284e+01,1.171669999999999945e+01,2.221569999999999823e+01,4.991400000000000148e+01,3.132900000000000063e+01,6.720770000000000266e+01,1.419509999999999934e+02
5.229999999999999716e+01,1.148690000000000033e+01,2.193980000000000175e+01,4.892600000000000193e+01,3.164529999999999887e+01,6.728610000000000468e+01,1.360149999999999864e+02
5.239999999999999858e+01,1.207649999999999935e+01,2.181500000000000128e+01,4.900690000000000168e+01,3.223570000000000135e+01,6.831109999999999616e+01,1.413139999999999930e+02
5.250000000000000000e+01,1.129090000000000060e+01,2.135539999999999949e+01,5.071070000000000277e+01,3.403340000000000032e+01,6.870759999999999934e+01,1.422630000000000052e+02
5.260000000000000142e+01,1.077989999999999959e+01,2.086670000000000158e+01,5.264909999999999712e+01,3.423290000000000077e+01,6.940649999999999409e+01,1.458650000000000091e+02
5.270000000000000284e+01,1.089199999999999946e+01,2.003810000000000002e+01,5.266479999999999961e+01,3.531380000000000052e+01,7.141440000000000055e+01,1.459089999999999918e+02
5.279999999999999716e+01,1.014920000000000044e+01,2.030170000000000030e+01,5.394200000000000017e+01,3.544180000000000064e+01,7.274989999999999668e+01,1.469569999999999936e+02
5.289999999999999858e+01,1.050179999999999936e+01,1.986990000000000123e+01,5.544720000000000226e+01,3.651050000000000040e+01,7.261480000000000246e+01,1.444590000000000032e+02
5.300000000000000000e+01,1.112519999999999953e+01,1.997449999999999903e+01,5.551919999999999789e+01,3.737449999999999761e+01,7.399699999999999989e+01,1.423669999999999902e+02
5.310000000000000142e+01,1.095320000000000071e+01,2.073740000000000094e+01,5.472059999999999746e+01,3.679460000000000264e+01,7.651019999999999754e+01,1.467129999999999939e+02
5.320000000000000284e+01,1.099789999999999957e+01,1.994539999999999935e+01,5.254760000000000275e+01,3.587830000000000297e+01,7.897419999999999618e+01,1.521150000000000091e+02
5.329999999999999716e+01,1.104080000000000084e+01,1.979110000000000014e+01,5.210999999999999943e+01,3.418399999999999750e+01,7.903459999999999752e+01,1.473100000000000023e+02
5.339999999999999858e+01,1.066949999999999932e+01,2.131269999999999953e+01,5.372249999999999659e+01,3.646699999999999875e+01,7.944910000000000139e+01,1.493460000000000036e+02
5.350000000000000000e+01,1.107719999999999949e+01,2.132479999999999976e+01,5.290440000000000254e+01,3.627080000000000126e+01,7.917100000000000648e+01,1.532709999999999866e+02
5.360000000000000142e+01,1.076420000000000066e+01,1.985879999999999868e+01,5.328750000000000142e+01,3.640460000000000207e+01,7.854430000000000689e+01,1.536730000000000018e+02
5.370000000000000284e+01,1.031600000000000072e+01,2.053180000000000049e+01,5.285699999999999932e+01,3.658610000000000184e+01,8.233119999999999550e+01,1.528950000000000102e+02
5.379999999999999716e+01,1.098770000000000024e+01,2.072200000000000131e+01,5.631269999999999953e+01,3.504299999999999926e+01,8.060150000000000148e+01,1.544970000000000141e+02
5.389999999999999858e+01,1.132319999999999993e+01,2.219790000000000063e+01,5.705319999999999681e+01,3.520770000000000266e+01,8.320399999999999352e+01,1.583859999999999957e+02
5.400000000000000000e+01,1.111849999999999916e+01,2.159669999999999845e+01,5.616009999999999991e+01,3.466949999999999932e+01,8.156990000000000407e+01,1.612470000000000141e+02
5.410000000000000142e+01,1.108079999999999998e+01,2.193980000000000175e+01,5.371640000000000015e+01,3.581580000000000297e+01,7.995770000000000266e+01,1.636990000000000123e+02
5.420000000000000284e+01,1.097119999999999962e+01,2.266460000000000008e+01,5.270349999999999824e+01,3.581900000000000261e+01,7.823720000000000141e+01,1.627849999999999966e+02
5.429999999999999716e+01,1.060340000000000060e+01,2.244109999999999872e+01,5.314339999999999975e+01,3.590550000000000352e+01,7.602389999999999759e+01,1.633290000000000077e+02
5.439999999999999858e+01,1.042670000000000030e+01,2.205000000000000071e+01,5.381920000000000215e+01,3.748329999999999984e+01,7.791240000000000521e+01,1.656450000000000102e+02
5.450000000000000000e+01,1.077839999999999954e+01,2.223489999999999966e+01,5.340180000000000149e+01,3.836610000000000298e+01,7.653570000000000562e+01,1.657319999999999993e+02
5.460000000000000142e+01,1.178439999999999976e+01,2.229070000000000107e+01,5.629290000000000305e+01,3.948760000000000048e+01,7.703560000000000230e+01,1.631759999999999877e+02
5.470000000000000284e+01,1.189400000000000013e+01,2.292060000000000031e+01,5.704579999999999984e+01,4.079829999999999757e+01,7.786469999999999914e+01,1.653700000000000045e+02
5.479999999999999716e+01,1.115889999999999915e+01,2.346559999999999846e+01,5.801970000000000027e+01,4.036449999999999960e+01,7.801370000000000005e+01,1.645960000000000036e+02
5.489999999999999858e+01,1.052870000000000061e+01,2.311670000000000158e+01,5.703560000000000230e+01,4.174759999999999849e+01,7.973470000000000368e+01,1.602009999999999934e+02
5.500000000000000000e+01,1.072669999999999924e+01,2.401889999999999858e+01,5.786590000000000344e+01,4.178509999999999991e+01,7.956690000000000396e+01,1.577729999999999961e+02
5.510000000000000142e+01,1.053880000000000017e+01,2.282349999999999923e+01,5.671860000000000213e+01,3.952219999999999800e+01,7.809650000000000603e+01,1.599310000000000116e+02
5.520000000000000284e+01,1.027490000000000059e+01,2.216410000000000124e+01,5.627770000000000294e+01,4.036090000000000089e+01,8.085290000000000532e+01,1.566440000000000055e+02
5.529999999999999716e+01,1.069800000000000040e+01,2.355799999999999983e+01,5.968310000000000315e+01,4.062720000000000198e+01,7.911180000000000234e+01,1.624209999999999923e+02
5.539999999999999858e+01,1.042399999999999949e+01,2.295899999999999963e+01,6.121009999999999707e+01,4.037539999999999907e+01,7.759250000000000114e+01,1.639780000000000086e+02
5.550000000000000000e+01,1.008450000000000024e+01,2.282969999999999899e+01,6.067219999999999658e+01,4.151129999999999853e+01,7.741400000000000148e+01,1.636119999999999948e+02
5.560000000000000142e+01,1.047489999999999988e+01,2.382029999999999959e+01,6.108350000000000080e+01,4.249269999999999925e+01,7.868959999999999866e+01,1.645840000000000032e+02
5.570000000000000284e+01,1.056659999999999933e+01,2.372909999999999897e+01,6.082609999999999673e+01,4.182849999999999824e+01,7.791700000000000159e+01,1.656860000000000070e+02
5.579999999999999716e+01,1.034450000000000003e+01,2.243179999999999907e+01,6.276440000000000197e+01,4.152049999999999841e+01,7.683020000000000493e+01,1.666709999999999923e+02
5.589999999999999858e+01,9.288360000000000838e+00,2.278099999999999881e+01,6.251050000000000040e+01,4.233149999999999835e+01,7.459399999999999409e+01,1.652740000000000009e+02
5.600000000000000000e+01,9.251279999999999504e+00,2.288479999999999848e+01,6.614990000000000236e+01,4.114130000000000109e+01,7.623019999999999641e+01,1.656709999999999923e+02
5.610000000000000142e+01,9.417709999999999582e+00,2.236149999999999949e+01,6.577360000000000184e+01,4.145060000000000144e+01,7.675060000000000571e+01,1.658369999999999891e+02
5.620000000000000284e+01,9.595219999999999416e+00,2.421030000000000015e+01,6.484810000000000230e+01,4.236979999999999791e+01,7.659520000000000550e+01,1.682410000000000139e+02
5.629999999999999716e+01,1.004390000000000072e+01,2.328290000000000148e+01,6.541910000000000025e+01,4.205649999999999977e+01,7.516559999999999775e+01,1.663700000000000045e+02
5.639999999999999858e+01,1.006780000000000008e+01,2.409829999999999828e+01,6.367929999999999779e+01,4.311800000000000210e+01,7.485209999999999297e+01,1.637069999999999936e+02
5.650000000000000000e+01,1.007429999999999914e+01,2.431960000000000122e+01,6.388669999999999760e+01,4.217349999999999710e+01,7.232769999999999300e+01,1.622620000000000005e+02
5.660000000000000142e+01,1.007049999999999912e+01,2.479189999999999827e+01,6.208840000000000003e+01,4.456730000000000302e+01,7.478849999999999909e+01,1.626359999999999957e+02
5.670000000000000284e+01,9.423669999999999547e+00,2.378119999999999834e+01,6.364739999999999753e+01,4.180510000000000304e+01,7.244020000000000437e+01,1.652259999999999991e+02
5.679999999999999716e+01,9.782819999999999183e+00,2.366839999999999833e+01,6.425730000000000075e+01,4.277680000000000149e+01,7.222809999999999775e+01,1.664879999999999995e+02
5.689999999999999858e+01,9.535589999999999122e+00,2.398320000000000007e+01,6.269350000000000023e+01,4.312250000000000227e+01,7.497580000000000666e+01,1.632090000000000032e+02
5.700000000000000000e+01,9.970760000000000289e+00,2.338370000000000104e+01,6.179659999999999798e+01,4.311889999999999645e+01,7.550360000000000582e+01,1.656939999999999884e+02
5.710000000000000142e+01,9.890119999999999578e+00,2.302139999999999986e+01,6.422499999999999432e+01,4.251610000000000156e+01,7.880830000000000268e+01,1.688410000000000082e+02
5.720000000000000284e+01,1.013490000000000002e+01,2.239760000000000062e+01,6.574160000000000537e+01,4.187389999999999901e+01,7.874299999999999500e+01,1.678549999999999898e+02
5.729999999999999716e+01,1.028659999999999997e+01,2.287920000000000087e+01,6.587820000000000675e+01,4.131369999999999720e+01,7.763269999999999982e+01,1.655560000000000116e+02
5.739999999999999858e+01,1.037199999999999989e+01,2.237869999999999848e+01,6.860360000000000014e+01,4.260269999999999868e+01,7.981749999999999545e+01,1.633950000000000102e+02
5.750000000000000000e+01,1.067559999999999931e+01,2.142859999999999943e+01,6.865699999999999648e+01,4.186050000000000182e+01,8.020839999999999748e+01,1.636200000000000045e+02
5.760000000000000142e+01,1.028829999999999956e+01,2.215129999999999910e+01,6.649259999999999593e+01,4.364330000000000354e+01,8.328780000000000427e+01,1.642630000000000052e+02
5.770000000000000284e+01,1.041239999999999988e+01,2.270169999999999888e+01,6.393099999999999739e+01,4.453770000000000095e+01,8.315449999999999875e+01,1.628050000000000068e+02
5.779999999999999716e+01,1.085960000000000036e+01,2.273659999999999926e+01,6.052159999999999940e+01,4.688799999999999812e+01,8.226049999999999329e+01,1.635699999999999932e+02
5.789999999999999858e+01,1.079199999999999982e+01,2.287950000000000017e+01,6.161370000000000147e+01,4.475110000000000099e+01,7.885550000000000637e+01,1.629670000000000130e+02
5.800000000000000000e+01,1.050220000000000020e+01,2.281909999999999883e+01,6.276480000000000103e+01,4.410249999999999915e+01,7.774939999999999429e+01,1.645639999999999930e+02
5.810000000000000142e+01,1.106509999999999927e+01,2.097889999999999944e+01,6.384409999999999741e+01,4.569230000000000302e+01,7.780429999999999779e+01,1.645879999999999939e+02
5.820000000000000284e+01,1.129059999999999953e+01,2.189219999999999899e+01,6.532540000000000191e+01,4.513640000000000185e+01,7.897520000000000095e+01,1.649610000000000127e+02
5.829999999999999716e+01,1.104710000000000036e+01,2.242000000000000171e+01,6.406310000000000571e+01,4.390460000000000207e+01,7.994219999999999970e+01,1.667470000000000141e+02
5.839999999999999858e+01,1.053689999999999927e+01,2.049729999999999919e+01,6.254919999999999902e+01,4.527250000000000085e+01,7.690989999999999327e+01,1.667069999999999936e+02
5.850000000000000000e+01,1.078650000000000020e+01,1.924459999999999837e+01,6.190370000000000061e+01,4.622959999999999781e+01,7.737720000000000198e+01,1.677620000000000005e+02
5.860000000000000142e+01,1.096749999999999936e+01,1.889679999999999893e+01,6.145009999999999906e+01,4.725119999999999720e+01,7.869370000000000687e+01,1.730310000000000059e+02
5.870000000000000284e+01,1.157440000000000069e+01,1.860610000000000142e+01,6.042399999999999949e+01,4.745810000000000173e+01,7.932259999999999422e+01,1.759350000000000023e+02
5.879999999999999716e+01,1.189569999999999972e+01,1.819030000000000058e+01,5.941020000000000323e+01,4.774549999999999983e+01,8.259650000000000603e+01,1.781030000000000086e+02
5.889999999999999858e+01,1.193389999999999951e+01,1.790660000000000096e+01,5.964289999999999736e+01,4.640950000000000131e+01,8.091939999999999600e+01,1.792920000000000016e+02
5.900000000000000000e+01,1.204460000000000086e+01,1.761659999999999826e+01,5.765690000000000026e+01,4.542329999999999757e+01,7.957720000000000482e+01,1.834490000000000123e+02
5.910000000000000142e+01,1.222969999999999935e+01,1.788439999999999941e+01,5.696470000000000056e+01,4.726420000000000243e+01,7.726160000000000139e+01,1.821040000000000134e+02
5.920000000000000284e+01,1.192680000000000007e+01,1.755000000000000071e+01,5.643059999999999832e+01,4.656049999999999756e+01,7.510320000000000107e+01,1.771040000000000134e+02
5.929999999999999716e+01,1.147199999999999953e+01,1.760950000000000060e+01,5.852270000000000039e+01,4.599549999999999983e+01,7.821859999999999502e+01,1.808959999999999866e+02
5.939999999999999858e+01,1.216029999999999944e+01,1.769989999999999952e+01,5.907200000000000273e+01,4.835159999999999769e+01,8.020869999999999322e+01,1.777609999999999957e+02
5.950000000000000000e+01,1.178219999999999956e+01,1.804939999999999856e+01,5.798729999999999762e+01,4.915180000000000149e+01,8.084810000000000230e+01,1.832230000000000132e+02
5.960000000000000142e+01,1.188899999999999935e+01,1.757720000000000127e+01,5.987140000000000128e+01,4.955010000000000048e+01,8.085559999999999548e+01,1.820089999999999861e+02
5.970000000000000284e+01,1.183569999999999922e+01,1.716300000000000026e+01,6.112100000000000222e+01,4.988190000000000168e+01,7.882070000000000221e+01,1.795360000000000014e+02
5.979999999999999716e+01,1.200469999999999970e+01,1.894000000000000128e+01,6.040859999999999985e+01,5.110719999999999885e+01,8.279070000000000107e+01,1.806800000000000068e+02
5.989999999999999858e+01,1.213579999999999970e+01,1.895779999999999887e+01,5.889280000000000115e+01,4.921869999999999834e+01,8.093070000000000164e+01,1.753720000000000141e+02
6.000000000000000000e+01,1.153969999999999985e+01,1.956840000000000046e+01,5.844270000000000209e+01,4.993860000000000099e+01,8.014790000000000703e+01,1.804459999999999980e+02
6.010000000000000142e+01,1.171460000000000079e+01,1.921120000000000161e+01,6.055409999999999826e+01,5.038130000000000308e+01,8.309550000000000125e+01,1.812299999999999898e+02
6.020000000000000284e+01,1.143299999999999983e+01,2.013090000000000046e+01,6.267589999999999861e+01,4.790650000000000119e+01,8.333220000000000027e+01,1.820800000000000125e+02
6.029999999999999716e+01,1.184120000000000061e+01,2.037790000000000035e+01,6.564660000000000650e+01,4.770340000000000202e+01,8.161289999999999623e+01,1.821310000000000002e+02
6.039999999999999858e+01,1.197550000000000026e+01,1.962800000000000011e+01,6.573749999999999716e+01,4.924889999999999901e+01,8.103060000000000684e+01,1.809139999999999873e+02
6.050000000000000000e+01,1.197940000000000005e+01,1.974810000000000088e+01,6.533589999999999520e+01,4.928880000000000194e+01,8.249979999999999336e+01,1.790320000000000107e+02
6.060000000000000142e+01,1.271049999999999969e+01,2.018809999999999860e+01,6.505540000000000589e+01,5.026809999999999690e+01,8.197599999999999909e+01,1.780370000000000061e+02
6.070000000000000284e+01,1.217980000000000018e+01,2.006459999999999866e+01,6.420010000000000616e+01,5.093359999999999843e+01,8.361709999999999354e+01,1.819950000000000045e+02
6.079999999999999716e+01,1.280230000000000068e+01,1.993169999999999931e+01,6.257370000000000232e+01,5.120989999999999753e+01,8.002649999999999864e+01,1.796409999999999911e+02
6.089999999999999858e+01,1.340520000000000067e+01,1.884860000000000113e+01,6.509139999999999304e+01,5.016530000000000200e+01,8.252219999999999800e+01,1.799679999999999893e+02
6.100000000000000000e+01,1.354180000000000028e+01,1.784280000000000044e+01,6.424110000000000298e+01,4.929999999999999716e+01,8.090779999999999461e+01,1.763290000000000077e+02
6.110000000000000142e+01,1.348980000000000068e+01,1.808970000000000056e+01,6.703470000000000084e+01,4.988790000000000191e+01,8.186129999999999995e+01,1.771030000000000086e+02
6.120000000000000284e+01,1.312550000000000061e+01,1.798270000000000124e+01,6.550339999999999918e+01,4.999389999999999645e+01,8.091349999999999909e+01,1.773530000000000086e+02
6.129999999999999716e+01,1.308220000000000027e+01,1.924790000000000134e+01,6.787160000000000082e+01,5.013230000000000075e+01,7.924830000000000041e+01,1.764490000000000123e+02
6.139999999999999858e+01,1.343599999999999994e+01,2.008269999999999911e+01,6.692340000000000089e+01,4.928849999999999909e+01,8.066160000000000707e+01,1.749199999999999875e+02
6.150000000000000000e+01,1.293229999999999968e+01,1.967909999999999826e+01,6.546389999999999532e+01,4.833310000000000173e+01,7.861459999999999582e+01,1.760300000000000011e+02
6.160000000000000142e+01,1.232119999999999926e+01,2.028859999999999886e+01,6.569350000000000023e+01,4.968160000000000309e+01,8.068519999999999470e+01,1.737609999999999957e+02
6.170000000000000284e+01,1.263560000000000016e+01,1.943659999999999854e+01,6.326590000000000202e+01,4.994230000000000302e+01,7.841630000000000678e+01,1.677009999999999934e+02
6.179999999999999716e+01,1.338189999999999991e+01,2.002599999999999980e+01,6.370100000000000051e+01,5.037349999999999994e+01,7.783710000000000662e+01,1.730889999999999986e+02
6.189999999999999858e+01,1.288339999999999996e+01,1.988060000000000116e+01,6.476099999999999568e+01,5.127530000000000143e+01,8.131999999999999318e+01,1.709269999999999925e+02
6.200000000000000000e+01,1.266960000000000086e+01,1.969059999999999988e+01,6.436440000000000339e+01,5.017020000000000124e+01,8.084780000000000655e+01,1.726649999999999920e+02
6.210000000000000142e+01,1.284009999999999962e+01,1.898529999999999873e+01,6.451640000000000441e+01,5.107750000000000057e+01,8.046420000000000528e+01,1.739389999999999930e+02
6.220000000000000284e+01,1.288349999999999973e+01,1.876389999999999958e+01,6.564870000000000516e+01,5.196779999999999688e+01,8.109619999999999607e+01,1.746270000000000095e+02
6.229999999999999716e+01,1.352270000000000039e+01,1.725069999999999837e+01,6.257410000000000139e+01,5.075189999999999912e+01,8.282510000000000616e+01,1.775289999999999964e+02
6.239999999999999858e+01,1.331780000000000008e+01,1.784420000000000073e+01,6.243900000000000006e+01,5.075110000000000099e+01,8.499639999999999418e+01,1.786279999999999859e+02
6.250000000000000000e+01,1.350999999999999979e+01,1.726470000000000127e+01,6.307070000000000221e+01,4.961330000000000240e+01,8.511289999999999623e+01,1.787810000000000059e+02
6.260000000000000142e+01,1.362540000000000084e+01,1.710320000000000107e+01,6.482129999999999370e+01,5.036769999999999925e+01,8.402259999999999707e+01,1.778830000000000098e+02
6.270000000000000284e+01,1.391419999999999924e+01,1.635450000000000159e+01,6.373720000000000141e+01,5.110220000000000340e+01,8.525960000000000605e+01,1.800670000000000073e+02
6.279999999999999716e+01,1.429690000000000083e+01,1.602149999999999963e+01,6.290149999999999864e+01,5.164450000000000074e+01,8.557330000000000325e+01,1.816020000000000039e+02
6.289999999999999858e+01,1.374419999999999931e+01,1.655260000000000176e+01,6.346659999999999968e+01,5.223590000000000089e+01,8.670659999999999457e+01,1.804439999999999884e+02
6.300000000000000000e+01,1.415419999999999945e+01,1.628559999999999874e+01,6.139390000000000214e+01,5.195519999999999783e+01,8.903929999999999723e+01,1.805819999999999936e+02
6.310000000000000142e+01,1.493849999999999945e+01,1.691720000000000113e+01,6.017699999999999960e+01,5.089730000000000132e+01,9.199949999999999761e+01,1.850109999999999957e+02
6.320000000000000284e+01,1.380369999999999919e+01,1.774930000000000163e+01,6.079500000000000171e+01,4.992669999999999675e+01,8.611119999999999663e+01,1.881910000000000025e+02
6.329999999999999716e+01,1.414279999999999937e+01,1.792249999999999943e+01,6.195620000000000260e+01,4.907419999999999760e+01,8.794970000000000709e+01,1.882069999999999936e+02
6.339999999999999858e+01,1.337940000000000040e+01,1.722830000000000084e+01,6.221670000000000300e+01,4.920729999999999649e+01,8.729019999999999868e+01,1.874639999999999986e+02
6.350000000000000000e+01,1.302459999999999951e+01,1.686939999999999884e+01,6.307589999999999719e+01,4.931550000000000011e+01,8.656900000000000261e+01,1.872150000000000034e+02
6.360000000000000142e+01,1.319449999999999967e+01,1.511989999999999945e+01,5.977669999999999817e+01,4.924940000000000140e+01,8.448250000000000171e+01,1.854819999999999993e+02
6.370000000000000284e+01,1.399910000000000032e+01,1.524290000000000056e+01,5.980680000000000263e+01,5.033239999999999981e+01,8.613370000000000459e+01,1.807510000000000048e+02
6.379999999999999716e+01,1.344030000000000058e+01,1.544209999999999994e+01,6.141669999999999874e+01,5.035759999999999792e+01,8.763439999999999941e+01,1.884840000000000089e+02
6.389999999999999858e+01,1.376229999999999976e+01,1.524649999999999928e+01,6.131250000000000000e+01,5.158529999999999660e+01,8.951949999999999363e+01,1.896399999999999864e+02
6.400000000000000000e+01,1.377079999999999949e+01,1.709149999999999991e+01,5.844959999999999667e+01,5.075730000000000075e+01,8.919970000000000709e+01,1.874099999999999966e+02
6.409999999999999432e+01,1.323540000000000028e+01,1.807550000000000168e+01,5.683599999999999852e+01,5.292130000000000223e+01,8.803260000000000218e+01,1.835480000000000018e+02
6.420000000000000284e+01,1.339419999999999966e+01,1.861299999999999955e+01,5.750110000000000099e+01,5.060900000000000176e+01,9.091639999999999588e+01,1.826450000000000102e+02
6.429999999999999716e+01,1.363930000000000042e+01,1.697899999999999920e+01,5.974580000000000268e+01,5.016290000000000049e+01,9.106669999999999732e+01,1.842019999999999982e+02
6.440000000000000568e+01,1.371959999999999980e+01,1.709900000000000020e+01,6.077309999999999945e+01,4.992249999999999943e+01,9.052589999999999293e+01,1.863470000000000084e+02
6.450000000000000000e+01,1.427779999999999916e+01,1.786070000000000135e+01,5.923389999999999844e+01,4.939170000000000016e+01,8.860150000000000148e+01,1.833199999999999932e+02
6.459999999999999432e+01,1.395439999999999969e+01,1.998379999999999868e+01,6.238609999999999900e+01,4.982459999999999667e+01,8.637779999999999347e+01,1.795910000000000082e+02
6.470000000000000284e+01,1.353630000000000067e+01,2.087209999999999965e+01,6.041349999999999909e+01,5.006410000000000338e+01,8.841960000000000264e+01,1.812110000000000127e+02
6.479999999999999716e+01,1.338359999999999950e+01,2.117480000000000118e+01,6.070250000000000057e+01,5.120210000000000150e+01,8.728329999999999700e+01,1.830639999999999930e+02
6.490000000000000568e+01,1.322589999999999932e+01,2.078079999999999927e+01,6.201400000000000290e+01,5.256909999999999883e+01,8.675440000000000396e+01,1.802330000000000041e+02
6.500000000000000000e+01,1.251699999999999946e+01,2.247050000000000125e+01,6.166340000000000288e+01,5.289710000000000178e+01,8.953230000000000643e+01,1.834130000000000109e+02
6.509999999999999432e+01,1.247819999999999929e+01,2.182260000000000133e+01,6.126059999999999661e+01,5.396940000000000026e+01,8.757059999999999889e+01,1.825409999999999968e+02
6.520000000000000284e+01,1.361079999999999934e+01,2.067739999999999867e+01,6.190449999999999875e+01,5.589609999999999701e+01,8.820449999999999591e+01,1.803120000000000118e+02
6.529999999999999716e+01,1.323670000000000080e+01,1.960760000000000147e+01,6.297919999999999874e+01,5.718110000000000070e+01,8.668080000000000496e+01,1.782259999999999991e+02
6.540000000000000568e+01,1.293180000000000085e+01,1.833849999999999980e+01,6.244219999999999970e+01,5.767000000000000171e+01,8.930700000000000216e+01,1.780449999999999875e+02
6.550000000000000000e+01,1.247690000000000055e+01,1.850619999999999976e+01,6.508759999999999479e+01,5.681609999999999872e+01,8.715189999999999770e+01,1.800900000000000034e+02
6.559999999999999432e+01,1.264119999999999955e+01,1.910210000000000008e+01,6.576049999999999329e+01,5.577459999999999951e+01,8.848099999999999454e+01,1.758060000000000116e+02
6.570000000000000284e+01,1.192479999999999940e+01,1.981520000000000081e+01,6.683799999999999386e+01,5.731329999999999814e+01,9.177500000000000568e+01,1.737129999999999939e+02
6.579999999999999716e+01,1.285169999999999924e+01,1.853399999999999892e+01,6.494259999999999877e+01,5.598219999999999885e+01,9.187470000000000425e+01,1.733640000000000043e+02
6.590000000000000568e+01,1.270260000000000034e+01,1.796839999999999904e+01,6.374699999999999989e+01,5.838779999999999859e+01,9.103459999999999752e+01,1.702299999999999898e+02
6.600000000000000000e+01,1.234200000000000053e+01,1.751640000000000086e+01,6.157209999999999894e+01,5.787160000000000082e+01,9.614530000000000598e+01,1.686020000000000039e+02
6.609999999999999432e+01,1.332199999999999918e+01,1.761789999999999878e+01,6.327949999999999875e+01,5.902349999999999852e+01,9.577580000000000382e+01,1.679360000000000070e+02
6.620000000000000284e+01,1.379809999999999981e+01,1.830249999999999844e+01,6.388280000000000314e+01,6.028320000000000078e+01,9.574259999999999593e+01,1.678120000000000118e+02
