time_s_exact,V_V_old2,V_V_control16,V_V_lateA16,V_V_control_minus_old,V_V_A_minus_control,V_V_A_minus_old,V_V_identity_residual,delta_Eeq_V_old2,delta_Eeq_V_control16,delta_Eeq_V_lateA16,delta_Eeq_V_control_minus_old,delta_Eeq_V_A_minus_control,delta_Eeq_V_A_minus_old,delta_Eeq_V_identity_residual,delta_etaMid_V_old2,delta_etaMid_V_control16,delta_etaMid_V_lateA16,delta_etaMid_V_control_minus_old,delta_etaMid_V_A_minus_control,delta_etaMid_V_A_minus_old,delta_etaMid_V_identity_residual,delta_phiL_V_old2,delta_phiL_V_control16,delta_phiL_V_lateA16,delta_phiL_V_control_minus_old,delta_phiL_V_A_minus_control,delta_phiL_V_A_minus_old,delta_phiL_V_identity_residual
0.0013750000000000004,2.2322514401813396,2.23225144018134,2.2322514401813396,4E-16,-4E-16,0E-16,0E-16,2.1669991482111850,2.1669991482111850,2.1669991482111850,0E-16,0E-16,0E-16,0E-16,0.062687976079806032,0.062687976079804918,0.062687976079806476,-1.114E-15,1.558E-15,4.44E-16,0E-18,0.0025643158903485,0.0025643158903501,0.0025643158903483,1.6E-15,-1.8E-15,-2E-16,0E-16
0.0015000000000000005,2.232353002112298,2.2323530021122986,2.232353002112299,6E-16,4E-16,1E-15,0E-16,2.1671023184544456,2.1671023184544458,2.1671023184544456,2E-16,-2E-16,0E-16,0E-16,0.062686323824440171,0.062686323824439506,0.062686323824441727,-6.65E-16,2.221E-15,1.556E-15,0E-18,0.0025643598334122,0.0025643598334133,0.0025643598334117,1.1E-15,-1.6E-15,-5E-16,0E-16
0.0016250000000000006,2.2324498973164597,2.232449897316459,2.2324498973164584,-7E-16,-6E-16,-1.3E-15,0E-16,2.1672007521464429,2.1672007521464427,2.1672007521464429,-2E-16,2E-16,0E-16,0E-16,0.062684742567659322,0.062684742567659104,0.062684742567659546,-2.18E-16,4.42E-16,2.24E-16,0E-18,0.0025644026023575,0.0025644026023570,0.0025644026023557,-5E-16,-1.3E-15,-1.8E-15,0E-16
0.0017500000000000007,2.2325425782367936,2.232542578236793,2.2325425782367914,-6E-16,-1.6E-15,-2.2E-15,0E-16,2.1672949084444202,2.1672949084444202,2.1672949084444202,0E-16,0E-16,0E-16,0E-16,0.062683225479974070,0.06268322547997207,0.062683225479972295,-2.000E-15,2.25E-16,-1.775E-15,0E-18,0.0025644443123996,0.0025644443124006,0.002564444312399,1.0E-15,-1.6E-15,-6E-16,0E-16
0.0018750000000000004,2.2326314433086534,2.2326314433086543,2.2326314433086556,9E-16,1.3E-15,2.2E-15,0E-16,2.1673851916824684,2.1673851916824684,2.1673851916824682,0E-16,-2E-16,-2E-16,0E-16,0.062681766561022423,0.062681766561022867,0.062681766561024644,4.44E-16,1.777E-15,2.221E-15,0E-18,0.0025644850651626,0.0025644850651632,0.0025644850651629,6E-16,-3E-16,3E-16,0E-16
0.002,2.232716843842165,2.232716843842164,2.2327168438421645,-1E-15,5E-16,-5E-16,0E-16,2.1674719583645461,2.167471958364546,2.167471958364546,-1E-16,0E-15,-1E-16,0E-16,0.062680360527307855,0.062680360527308521,0.062680360527311626,6.66E-16,3.105E-15,3.771E-15,0E-18,0.0025645249503108,0.0025645249503092,0.0025645249503068,-1.6E-15,-2.4E-15,-4.0E-15,0E-16
0.002125,2.2327990901138173,2.2327990901138173,2.2327990901138177,0E-16,4E-16,4E-16,0E-16,2.1675555233515675,2.1675555233515675,2.1675555233515675,0E-16,0E-16,0E-16,0E-16,0.062679002715227305,0.062679002715225304,0.062679002715228194,-2.001E-15,2.890E-15,8.89E-16,0E-18,0.0025645640470224,0.0025645640470246,0.0025645640470220,2.2E-15,-2.6E-15,-4E-16,0E-16
0.0022500000000000003,2.23287845667234,2.2328784566723385,2.232878456672338,-1.5E-15,-5E-16,-2E-15,0E-16,2.1676361652487694,2.1676361652487692,2.1676361652487692,-2E-16,0E-16,-2E-16,0E-16,0.062677688998238779,0.062677688998238775,0.062677688998237887,-4E-18,-8.88E-16,-8.92E-16,0E-18,0.0025646024253314,0.0025646024253307,0.002564602425331,-7E-16,3E-16,-4E-16,0E-16
0.0023750000000000004,2.232955186933585,2.232955186933588,2.2329551869335837,3E-15,-4.3E-15,-1.3E-15,0E-16,2.1677141310701597,2.1677141310701597,2.1677141310701597,0E-16,0E-16,0E-16,0E-16,0.062676415716169444,0.062676415716169664,0.062676415716168996,2.20E-16,-6.68E-16,-4.48E-16,0E-18,0.0025646401472562,0.0025646401472590,0.0025646401472548,2.8E-15,-4.2E-15,-1.4E-15,0E-16
0.0025000000000000005,2.233029497152917,2.2330294971529163,2.233029497152918,-7E-16,1.7E-15,1E-15,0E-16,2.1677896402703385,2.1677896402703383,2.1677896402703383,-2E-16,0E-16,-2E-16,0E-16,0.06267517961474933,0.062675179614750221,0.06267517961474911,8.91E-16,-1.111E-15,-2.2E-16,0E-18,0.0025646772678293,0.0025646772678279,0.0025646772678307,-1.4E-15,2.8E-15,1.4E-15,0E-16
0.0026250000000000006,2.2331015798590927,2.233101579859092,2.2331015798590914,-7E-16,-6E-16,-1.3E-15,0E-16,2.1678628882293428,2.1678628882293428,2.1678628882293428,0E-16,0E-16,0E-16,0E-16,0.062673977793788141,0.062673977793786365,0.062673977793787025,-1.776E-15,6.60E-16,-1.116E-15,0E-18,0.0025647138359619,0.0025647138359627,0.0025647138359614,8E-16,-1.3E-15,-5E-16,0E-16
0.0027500000000000007,2.2331716068244085,2.2331716068244085,2.233171606824407,0E-16,-1.5E-15,-1.5E-15,0E-16,2.1679340492665868,2.1679340492665863,2.1679340492665863,-5E-16,0E-16,-5E-16,0E-16,0.062672807662591978,0.062672807662592198,0.062672807662591978,2.20E-16,-2.20E-16,0E-18,0E-18,0.0025647498952300,0.0025647498952298,0.0025647498952286,-2E-16,-1.2E-15,-1.4E-15,0E-16
0.002875000000000001,2.2332397316359276,2.233239731635928,2.23323973163593,4E-16,2E-15,2.4E-15,0E-16,2.1680032792498276,2.1680032792498276,2.1680032792498276,0E-16,0E-16,0E-16,0E-16,0.062671666901584986,0.062671666901585876,0.062671666901585654,8.90E-16,-2.22E-16,6.68E-16,0E-18,0.0025647854845150,0.0025647854845146,0.0025647854845167,-4E-16,2.1E-15,1.7E-15,0E-16
0.003000000000000001,2.2333060919235947,2.2333060919235956,2.233306091923598,9E-16,2.4E-15,3.3E-15,0E-16,2.168070717855890,2.1680707178558897,2.1680707178558897,-3E-16,0E-16,-3E-16,0E-16,0.062670553429107434,0.062670553429109210,0.062670553429108986,1.776E-15,-2.24E-16,1.552E-15,0E-18,0.0025648206385973,0.0025648206385966,0.0025648206385991,-7E-16,2.5E-15,1.8E-15,0E-16
0.003125000000000001,2.2333708112931054,2.233370811293106,2.233370811293107,6E-16,1E-15,1.6E-15,0E-16,2.1681364905317415,2.1681364905317412,2.1681364905317412,-3E-16,0E-16,-3E-16,0E-16,0.06266946537270934,0.062669465372711116,0.062669465372710896,1.776E-15,-2.20E-16,1.556E-15,0E-18,0.0025648553886547,0.0025648553886536,0.0025648553886551,-1.1E-15,1.5E-15,4E-16,0E-16
0.003250000000000001,2.2334340010045124,2.2334340010045106,2.2334340010045106,-1.8E-15,0E-16,-1.8E-15,0E-16,2.168200710197568,2.1682007101975677,2.1682007101975677,-3E-16,0E-16,-3E-16,0E-16,0.062668401044256192,0.062668401044259302,0.062668401044257749,3.110E-15,-1.553E-15,1.557E-15,0E-18,0.0025648897626882,0.0025648897626838,0.0025648897626854,-4.4E-15,1.6E-15,-2.8E-15,0E-16
0.0033750000000000013,2.2334957614317035,2.233495761431701,2.2334957614317026,-2.5E-15,1.6E-15,-9E-16,0E-16,2.1682634787275039,2.1682634787275036,2.1682634787275036,-3E-16,0E-16,-3E-16,0E-16,0.06266735891829134,0.062667358918291342,0.062667358918291116,2E-18,-2.26E-16,-2.24E-16,0E-18,0.0025649237859084,0.0025649237859060,0.0025649237859080,-2.4E-15,2.0E-15,-4E-16,0E-16
0.0035000000000000014,2.2335561833329103,2.233556183332911,2.2335561833329094,7E-16,-1.6E-15,-9E-16,0E-16,2.1683248882386202,2.1683248882386202,2.1683248882386202,0E-16,0E-16,0E-16,0E-16,0.062666337613217271,0.062666337613218601,0.062666337613215493,1.330E-15,-3.108E-15,-1.778E-15,0E-18,0.0025649574810727,0.0025649574810722,0.0025649574810735,-5E-16,1.3E-15,8E-16,0E-16
0.0036250000000000015,2.233615348958027,2.2336153489580286,2.2336153489580295,1.6E-15,9E-16,2.5E-15,0E-16,2.1683850222143721,2.1683850222143721,2.1683850222143721,0E-16,0E-16,0E-16,0E-16,0.062665335874898756,0.062665335874898975,0.062665335874898975,2.19E-16,0E-18,2.19E-16,0E-18,0.0025649908687560,0.0025649908687576,0.0025649908687586,1.6E-15,1.0E-15,2.6E-15,0E-16
0.0037500000000000016,2.2336733330149787,2.233673333014981,2.23367333301498,2.3E-15,-1E-15,1.3E-15,0E-16,2.1684439564850234,2.1684439564850234,2.1684439564850234,0E-16,0E-16,0E-16,0E-16,0.062664352562335823,0.06266435256233649,0.062664352562337377,6.67E-16,8.87E-16,1.554E-15,0E-18,0.0025650239676196,0.002565023967621,0.0025650239676194,1.4E-15,-1.6E-15,-2E-16,0E-16
0.0038750000000000017,2.2337302035141438,2.2337302035141446,2.233730203514146,8E-16,1.4E-15,2.2E-15,0E-16,2.1685017600843810,2.1685017600843810,2.1685017600843810,0E-16,0E-16,0E-16,0E-16,0.062663386635148922,0.062663386635149365,0.062663386635150253,4.43E-16,8.88E-16,1.331E-15,0E-18,0.0025650567946140,0.0025650567946141,0.0025650567946150,1E-16,9E-16,1.0E-15,0E-16
0.004000000000000002,2.2337860225072474,2.2337860225072474,2.2337860225072466,0E-16,-8E-16,-8E-16,0E-16,2.1685584959994527,2.1685584959994527,2.1685584959994527,0E-16,0E-16,0E-16,0E-16,0.062662437142622759,0.062662437142620983,0.062662437142622095,-1.776E-15,1.112E-15,-6.64E-16,0E-18,0.0025650893651718,0.0025650893651736,0.0025650893651718,1.8E-15,-1.8E-15,0E-16,0E-16
0.004125000000000002,2.2338408467347874,2.2338408467347852,2.233840846734788,-2.2E-15,2.8E-15,6E-16,0E-16,2.1686142218273203,2.1686142218273203,2.1686142218273203,0E-16,0E-16,0E-16,0E-16,0.062661503214078041,0.062661503214078487,0.062661503214077819,4.46E-16,-6.68E-16,-2.22E-16,0E-18,0.0025651216933895,0.0025651216933867,0.002565121693390,-2.8E-15,3.3E-15,5E-16,0E-16
0.004250000000000002,2.2338947281941253,2.2338947281941235,2.2338947281941195,-1.8E-15,-4.0E-15,-5.8E-15,0E-16,2.1686689903515292,2.1686689903515292,2.1686689903515292,0E-16,0E-16,0E-16,0E-16,0.062660584050439283,0.062660584050441059,0.062660584050440835,1.776E-15,-2.24E-16,1.552E-15,0E-18,0.0025651537921569,0.0025651537921529,0.0025651537921496,-4.0E-15,-3.3E-15,-7.3E-15,0E-16
0.004375000000000002,2.2339477146386786,2.233947714638679,2.233947714638678,4E-16,-1E-15,-6E-16,0E-16,2.1687228500485988,2.1687228500485988,2.1687228500485988,0E-16,0E-16,0E-16,0E-16,0.062659678916795028,0.062659678916795028,0.06265967891679347,0E-18,-1.558E-15,-1.558E-15,0E-18,0.0025651856732844,0.002565185673285,0.0025651856732856,6E-16,6E-16,1.2E-15,0E-16
0.004500000000000002,2.2339998500172666,2.2339998500172693,2.2339998500172698,2.7E-15,5E-16,3.2E-15,0E-16,2.1687758455337727,2.1687758455337727,2.1687758455337727,0E-16,0E-16,0E-16,0E-16,0.062658787135851268,0.06265878713585282,0.06265878713585282,1.552E-15,0E-17,1.552E-15,0E-18,0.0025652173476427,0.0025652173476441,0.0025652173476443,1.4E-15,2E-16,1.6E-15,0E-16
0.004625000000000002,2.234051174861309,2.2340511748613103,2.2340511748613103,1.3E-15,0E-16,1.3E-15,0E-16,2.1688280179539187,2.1688280179539187,2.1688280179539187,0E-16,0E-16,0E-16,0E-16,0.062657908082161649,0.062657908082159874,0.062657908082159876,-1.775E-15,2E-18,-1.773E-15,0E-18,0.0025652488252287,0.002565248825232,0.0025652488252317,3.3E-15,-3E-16,3.0E-15,0E-16
0.0047500000000000025,2.234101726626628,2.2341017266266294,2.2341017266266276,1.4E-15,-1.8E-15,-4E-16,0E-16,2.1688794053343575,2.1688794053343575,2.1688794053343575,0E-16,0E-16,0E-16,0E-16,0.06265704117699666,0.062657041176997330,0.062657041176996665,6.70E-16,-6.65E-16,5E-18,0E-18,0.0025652801152740,0.0025652801152747,0.0025652801152735,7E-16,-1.2E-15,-5E-16,0E-16
0.004875000000000001,2.23415153999568,2.234151539995679,2.23415153999568,-1E-15,1E-15,0E-14,0E-15,2.168930042885527,2.168930042885527,2.168930042885527,0E-15,0E-15,0E-15,0E-15,0.06265618588384547,0.062656185883844142,0.062656185883844806,-1.328E-15,6.64E-16,-6.64E-16,0E-18,0.0025653112263073,0.0025653112263078,0.0025653112263082,5E-16,4E-16,9E-16,0E-16
0.005,2.234200647145173,2.2342006471451765,2.2342006471451756,3.5E-15,-9E-16,2.6E-15,0E-16,2.1689799632745597,2.1689799632745597,2.1689799632745597,0E-16,0E-16,0E-16,0E-16,0.062655341704375808,0.062655341704379366,0.062655341704379141,3.558E-15,-2.25E-16,3.333E-15,0E-18,0.0025653421662374,0.0025653421662377,0.0025653421662368,3E-16,-9E-16,-6E-16,0E-16
0.005125,2.2342490779834825,2.2342490779834816,2.2342490779834807,-9E-16,-9E-16,-1.8E-15,0E-16,2.1690291968661772,2.1690291968661772,2.1690291968661772,0E-16,0E-16,0E-16,0E-16,0.062654508174898374,0.062654508174899704,0.062654508174898818,1.330E-15,-8.86E-16,4.44E-16,0E-18,0.0025653729424068,0.0025653729424045,0.0025653729424046,-2.3E-15,1E-16,-2.2E-15,0E-16
0.00525,2.2342968603615403,2.2342968603615385,2.2342968603615363,-1.8E-15,-2.2E-15,-4.0E-15,0E-16,2.1690777719367365,2.1690777719367365,2.1690777719367365,0E-16,0E-16,0E-16,0E-16,0.062653684863162697,0.062653684863164473,0.062653684863162028,1.776E-15,-2.445E-15,-6.69E-16,0E-18,0.0025654035616412,0.0025654035616376,0.0025654035616373,-3.6E-15,-3E-16,-3.9E-15,0E-16
0.0053750000000000004,2.234344020260574,2.234344020260576,2.2343440202605747,2E-15,-1.3E-15,7E-16,0E-16,2.1691257148647236,2.1691257148647236,2.1691257148647236,0E-16,0E-16,0E-16,0E-16,0.06265287136554787,0.062652871365549423,0.062652871365551422,1.553E-15,1.999E-15,3.552E-15,0E-18,0.0025654340303023,0.0025654340303028,0.0025654340302991,5E-16,-3.7E-15,-3.2E-15,0E-16
0.0055000000000000005,2.234390581959452,2.234390581959452,2.2343905819594507,0E-15,-1.3E-15,-1.3E-15,0E-16,2.1691730503005835,2.1691730503005835,2.1691730503005835,0E-16,0E-16,0E-16,0E-16,0.062652067304538095,0.06265206730453943,0.062652067304539873,1.335E-15,4.43E-16,1.778E-15,0E-18,0.0025654643543304,0.0025654643543296,0.0025654643543276,-8E-16,-2.0E-15,-2.8E-15,0E-16
0.005625000000000001,2.234436568184113,2.234436568184111,2.2344365681841096,-2E-15,-1.4E-15,-3.4E-15,0E-16,2.1692198013183777,2.1692198013183777,2.1692198013183777,0E-16,0E-16,0E-16,0E-16,0.062651272326451848,0.06265127232645029,0.062651272326451624,-1.558E-15,1.334E-15,-2.24E-16,0E-18,0.0025654945392837,0.0025654945392830,0.0025654945392802,-7E-16,-2.8E-15,-3.5E-15,0E-16
0.005750000000000001,2.2344820002412473,2.2344820002412455,2.234482000241245,-1.8E-15,-5E-16,-2.3E-15,0E-16,2.1692659895514632,2.1692659895514632,2.1692659895514632,0E-16,0E-16,0E-16,0E-16,0.062650486099427915,0.062650486099426583,0.062650486099426803,-1.332E-15,2.20E-16,-1.112E-15,0E-18,0.0025655245903562,0.0025655245903555,0.0025655245903551,-7E-16,-4E-16,-1.1E-15,0E-16
0.005875000000000001,2.234526898138098,2.2345268981381,2.2345268981380992,2E-15,-8E-16,1.2E-15,0E-16,2.1693116353140609,2.1693116353140609,2.1693116353140609,0E-16,0E-16,0E-16,0E-16,0.062649708311597552,0.062649708311597992,0.062649708311598217,4.40E-16,2.25E-16,6.65E-16,0E-18,0.0025655545124394,0.0025655545124410,0.0025655545124401,1.6E-15,-9E-16,7E-16,0E-16
0.006000000000000001,2.2345712806899782,2.2345712806899813,2.2345712806899796,3.1E-15,-1.7E-15,1.4E-15,0E-16,2.1693567577103914,2.1693567577103914,2.1693567577103914,0E-16,0E-16,0E-16,0E-16,0.062648938669470633,0.06264893866947130,0.06264893866947241,6.67E-16,1.11E-15,1.777E-15,0E-18,0.0025655843101160,0.0025655843101186,0.0025655843101158,2.6E-15,-2.8E-15,-2E-16,0E-16
0.006125000000000001,2.2346151656169586,2.234615165616961,2.23461516561696,2.4E-15,-1E-15,1.4E-15,0E-16,2.1694013747328105,2.1694013747328102,2.1694013747328102,-3E-16,0E-16,-3E-16,0E-16,0.062648176896445307,0.06264817689644775,0.062648176896446197,2.443E-15,-1.553E-15,8.90E-16,0E-18,0.0025656139877030,0.0025656139877028,0.0025656139877035,-2E-16,7E-16,5E-16,0E-16
0.006250000000000001,2.234658569630971,2.234658569630969,2.2346585696309704,-2E-15,1.4E-15,-6E-16,0E-16,2.1694455033502052,2.1694455033502052,2.1694455033502047,0E-16,-5E-16,-5E-16,0E-16,0.06264742273149215,0.06264742273149215,0.062647422731490599,0E-17,-1.551E-15,-1.551E-15,0E-18,0.0025656435492736,0.0025656435492718,0.0025656435492747,-1.8E-15,2.9E-15,1.1E-15,0E-16
0.006375000000000001,2.234701508514367,2.2347015085143664,2.234701508514367,-6E-16,6E-16,0E-15,0E-16,2.169489159587757,2.1694891595877568,2.1694891595877568,-2E-16,0E-16,-2E-16,0E-16,0.062646675927948033,0.062646675927947151,0.062646675927947371,-8.82E-16,2.20E-16,-6.62E-16,0E-18,0.0025656729986616,0.0025656729986621,0.0025656729986626,5E-16,5E-16,1.0E-15,0E-16
0.0065000000000000014,2.234743997190978,2.2347439971909764,2.2347439971909764,-1.6E-15,0E-16,-1.6E-15,0E-16,2.1695323585990372,2.169532358599037,2.169532358599037,-2E-16,0E-15,-2E-16,0E-16,0.06264593625244230,0.062645936252440967,0.062645936252443856,-1.333E-15,2.889E-15,1.556E-15,0E-18,0.0025657023394984,0.0025657023394983,0.0025657023394954,-1E-16,-2.9E-15,-3.0E-15,0E-16
0.0066250000000000015,2.2347860497904066,2.234786049790405,2.234786049790407,-1.6E-15,2E-15,4E-16,0E-16,2.1695751147312869,2.1695751147312872,2.1695751147312867,3E-16,-5E-16,-2E-16,0E-16,0.062645203483901124,0.062645203483900014,0.062645203483900679,-1.110E-15,6.65E-16,-4.45E-16,0E-18,0.0025657315752186,0.0025657315752179,0.0025657315752199,-7E-16,2.0E-15,1.3E-15,0E-16
0.006750000000000002,2.2348276797063553,2.234827679706359,2.2348276797063575,3.7E-15,-1.5E-15,2.2E-15,0E-16,2.1696174415846222,2.1696174415846228,2.1696174415846222,6E-16,-6E-16,0E-16,0E-16,0.062644477412656884,0.062644477412659104,0.062644477412657992,2.220E-15,-1.112E-15,1.108E-15,0E-18,0.0025657607090763,0.0025657607090768,0.0025657607090772,5E-16,4E-16,9E-16,0E-16
