# LPSCl1.6 (= undoped Li5.4PS4.4Cl1.6) element-projected DOS, VBM-aligned, states/eV, sigma=0.15 eV. Cols: Li P S Cl (no B/O = undoped)
E_minus_VBM,Li,P,S,Cl
3.4400,2.4796,4.2488,4.1841,0.2207
3.4500,2.5922,4.3867,4.2855,0.2322
3.4600,2.7082,4.5279,4.3914,0.2440
3.4700,2.8274,4.6718,4.5012,0.2563
3.4800,2.9494,4.8178,4.6146,0.2689
3.4900,3.0737,4.9653,4.7309,0.2818
3.5000,3.1998,5.1136,4.8497,0.2950
3.5100,3.3274,5.2619,4.9702,0.3085
3.5200,3.4559,5.4097,5.0920,0.3221
3.5300,3.5848,5.5563,5.2144,0.3359
3.5400,3.7137,5.7010,5.3367,0.3497
3.5500,3.8419,5.8431,5.4585,0.3636
3.5600,3.9691,5.9819,5.5790,0.3775
3.5700,4.0947,6.1170,5.6977,0.3913
3.5800,4.2181,6.2475,5.8139,0.4050
3.5900,4.3389,6.3730,5.9271,0.4186
3.6000,4.4567,6.4930,6.0367,0.4319
3.6100,4.5710,6.6070,6.1423,0.4450
3.6200,4.6814,6.7145,6.2433,0.4578
3.6300,4.7875,6.8151,6.3392,0.4702
3.6400,4.8891,6.9085,6.4298,0.4823
3.6500,4.9857,6.9944,6.5146,0.4939
3.6600,5.0773,7.0727,6.5934,0.5051
3.6700,5.1635,7.1431,6.6660,0.5158
3.6800,5.2443,7.2057,6.7321,0.5260
3.6900,5.3196,7.2603,6.7916,0.5357
3.7000,5.3894,7.3071,6.8446,0.5448
3.7100,5.4536,7.3461,6.8910,0.5534
3.7200,5.5124,7.3777,6.9310,0.5615
3.7300,5.5659,7.4020,6.9646,0.5690
3.7400,5.6143,7.4193,6.9922,0.5760
3.7500,5.6578,7.4302,7.0139,0.5824
3.7600,5.6968,7.4350,7.0302,0.5884
3.7700,5.7314,7.4343,7.0414,0.5939
3.7800,5.7622,7.4286,7.0480,0.5989
3.7900,5.7895,7.4185,7.0504,0.6035
3.8000,5.8138,7.4048,7.0493,0.6077
3.8100,5.8354,7.3880,7.0452,0.6116
3.8200,5.8549,7.3688,7.0386,0.6152
3.8300,5.8727,7.3481,7.0302,0.6185
3.8400,5.8893,7.3264,7.0206,0.6215
3.8500,5.9052,7.3045,7.0105,0.6244
3.8600,5.9208,7.2831,7.0005,0.6272
3.8700,5.9367,7.2629,6.9912,0.6298
3.8800,5.9531,7.2445,6.9831,0.6325
3.8900,5.9707,7.2285,6.9768,0.6351
3.9000,5.9897,7.2155,6.9730,0.6378
3.9100,6.0105,7.2060,6.9720,0.6406
3.9200,6.0335,7.2004,6.9742,0.6435
3.9300,6.0588,7.1992,6.9801,0.6466
3.9400,6.0868,7.2025,6.9900,0.6499
3.9500,6.1176,7.2108,7.0041,0.6534
3.9600,6.1514,7.2241,7.0227,0.6572
3.9700,6.1882,7.2425,7.0458,0.6613
3.9800,6.2281,7.2660,7.0735,0.6657
3.9900,6.2711,7.2946,7.1057,0.6704
4.0000,6.3171,7.3281,7.1425,0.6755
4.0100,6.3661,7.3664,7.1836,0.6809
4.0200,6.4179,7.4091,7.2288,0.6866
4.0300,6.4722,7.4558,7.2779,0.6927
4.0400,6.5290,7.5064,7.3306,0.6991
4.0500,6.5879,7.5601,7.3864,0.7058
4.0600,6.6487,7.6167,7.4451,0.7128
4.0700,6.7110,7.6756,7.5061,0.7201
4.0800,6.7745,7.7362,7.5689,0.7276
4.0900,6.8389,7.7980,7.6331,0.7353
4.1000,6.9037,7.8604,7.6982,0.7432
4.1100,6.9686,7.9227,7.7636,0.7512
4.1200,7.0332,7.9845,7.8288,0.7594
4.1300,7.0972,8.0450,7.8932,0.7675
4.1400,7.1600,8.1038,7.9564,0.7757
4.1500,7.2214,8.1603,8.0177,0.7839
4.1600,7.2809,8.2139,8.0768,0.7919
4.1700,7.3382,8.2640,8.1330,0.7999
4.1800,7.3929,8.3102,8.1859,0.8076
4.1900,7.4447,8.3520,8.2351,0.8152
4.2000,7.4933,8.3889,8.2801,0.8225
4.2100,7.5383,8.4205,8.3206,0.8295
4.2200,7.5796,8.4465,8.3561,0.8361
4.2300,7.6169,8.4665,8.3864,0.8423
4.2400,7.6499,8.4802,8.4111,0.8482
4.2500,7.6786,8.4874,8.4300,0.8536
4.2600,7.7027,8.4879,8.4429,0.8586
4.2700,7.7222,8.4813,8.4496,0.8631
4.2800,7.7370,8.4676,8.4499,0.8670
4.2900,7.7471,8.4467,8.4436,0.8705
4.3000,7.7524,8.4185,8.4308,0.8735
4.3100,7.7530,8.3829,8.4114,0.8760
4.3200,7.7489,8.3400,8.3853,0.8780
4.3300,7.7404,8.2897,8.3525,0.8794
4.3400,7.7274,8.2322,8.3132,0.8805
4.3500,7.7101,8.1674,8.2674,0.8810
4.3600,7.6889,8.0957,8.2152,0.8812
4.3700,7.6638,8.0170,8.1567,0.8810
4.3800,7.6352,7.9317,8.0922,0.8804
4.3900,7.6033,7.8399,8.0219,0.8795
4.4000,7.5684,7.7419,7.9459,0.8783
4.4100,7.5309,7.6380,7.8645,0.8769
4.4200,7.4910,7.5283,7.7780,0.8753
4.4300,7.4491,7.4133,7.6866,0.8735
4.4400,7.4056,7.2933,7.5907,0.8717
4.4500,7.3608,7.1685,7.4905,0.8698
4.4600,7.3150,7.0394,7.3864,0.8679
4.4700,7.2686,6.9062,7.2787,0.8661
4.4800,7.2220,6.7693,7.1677,0.8643
4.4900,7.1755,6.6292,7.0537,0.8627
4.5000,7.1294,6.4860,6.9371,0.8613
4.5100,7.0842,6.3403,6.8182,0.8602
4.5200,7.0402,6.1922,6.6973,0.8593
4.5300,6.9977,6.0423,6.5747,0.8587
4.5400,6.9570,5.8908,6.4508,0.8585
4.5500,6.9185,5.7380,6.3259,0.8587
4.5600,6.8826,5.5842,6.2003,0.8593
4.5700,6.8495,5.4299,6.0743,0.8604
4.5800,6.8197,5.2752,5.9482,0.8621
4.5900,6.7934,5.1206,5.8224,0.8642
4.6000,6.7710,4.9662,5.6971,0.8670
4.6100,6.7527,4.8124,5.5727,0.8704
4.6200,6.7390,4.6596,5.4495,0.8744
4.6300,6.7302,4.5079,5.3277,0.8791
4.6400,6.7266,4.3576,5.2078,0.8845
4.6500,6.7285,4.2091,5.0899,0.8907
4.6600,6.7362,4.0627,4.9745,0.8976
4.6700,6.7501,3.9186,4.8618,0.9052
4.6800,6.7705,3.7772,4.7522,0.9137
4.6900,6.7975,3.6386,4.6459,0.9230
4.7000,6.8316,3.5033,4.5433,0.9330
4.7100,6.8728,3.3714,4.4446,0.9439
4.7200,6.9215,3.2433,4.3502,0.9556
4.7300,6.9778,3.1191,4.2602,0.9681
4.7400,7.0418,2.9992,4.1750,0.9814
4.7500,7.1135,2.8837,4.0946,0.9955
4.7600,7.1931,2.7728,4.0194,1.0103
4.7700,7.2806,2.6669,3.9495,1.0259
4.7800,7.3759,2.5659,3.8851,1.0421
4.7900,7.4791,2.4701,3.8264,1.0590
4.8000,7.5901,2.3797,3.7733,1.0765
4.8100,7.7085,2.2946,3.7259,1.0946
4.8200,7.8343,2.2150,3.6844,1.1132
4.8300,7.9672,2.1408,3.6486,1.1322
4.8400,8.1069,2.0721,3.6184,1.1515
4.8500,8.2531,2.0088,3.5940,1.1712
4.8600,8.4054,1.9508,3.5750,1.1911
4.8700,8.5636,1.8981,3.5615,1.2111
4.8800,8.7271,1.8505,3.5531,1.2312
4.8900,8.8956,1.8079,3.5498,1.2513
4.9000,9.0685,1.7700,3.5512,1.2713
4.9100,9.2455,1.7366,3.5572,1.2911
4.9200,9.4260,1.7076,3.5675,1.3107
4.9300,9.6097,1.6827,3.5819,1.3299
4.9400,9.7960,1.6616,3.6000,1.3488
4.9500,9.9844,1.6441,3.6215,1.3672
4.9600,10.1745,1.6299,3.6462,1.3851
4.9700,10.3658,1.6186,3.6738,1.4023
4.9800,10.5580,1.6102,3.7040,1.4189
4.9900,10.7505,1.6041,3.7365,1.4348
5.0000,10.9429,1.6002,3.7710,1.4500
5.0100,11.1349,1.5983,3.8072,1.4643
5.0200,11.3261,1.5980,3.8449,1.4778
5.0300,11.5161,1.5991,3.8839,1.4905
5.0400,11.7045,1.6015,3.9239,1.5023
5.0500,11.8911,1.6048,3.9646,1.5131
5.0600,12.0756,1.6088,4.0060,1.5231
5.0700,12.2577,1.6135,4.0477,1.5321
5.0800,12.4371,1.6186,4.0897,1.5403
5.0900,12.6136,1.6240,4.1317,1.5475
5.1000,12.7870,1.6295,4.1737,1.5538
5.1100,12.9570,1.6351,4.2155,1.5592
5.1200,13.1236,1.6405,4.2569,1.5638
5.1300,13.2865,1.6458,4.2978,1.5675
5.1400,13.4455,1.6508,4.3383,1.5704
5.1500,13.6005,1.6554,4.3780,1.5726
5.1600,13.7513,1.6597,4.4171,1.5739
5.1700,13.8979,1.6635,4.4553,1.5745
5.1800,14.0402,1.6668,4.4927,1.5744
5.1900,14.1780,1.6696,4.5291,1.5736
5.2000,14.3113,1.6717,4.5645,1.5721
5.2100,14.4399,1.6732,4.5988,1.5700
5.2200,14.5638,1.6741,4.6319,1.5673
5.2300,14.6831,1.6743,4.6638,1.5639
5.2400,14.7976,1.6737,4.6944,1.5599
5.2500,14.9074,1.6724,4.7237,1.5553
5.2600,15.0125,1.6704,4.7516,1.5502
5.2700,15.1129,1.6675,4.7780,1.5445
5.2800,15.2087,1.6638,4.8028,1.5381
5.2900,15.2999,1.6592,4.8261,1.5313
5.3000,15.3868,1.6538,4.8478,1.5239
5.3100,15.4694,1.6475,4.8678,1.5159
5.3200,15.5478,1.6404,4.8860,1.5074
5.3300,15.6223,1.6323,4.9026,1.4983
5.3400,15.6930,1.6233,4.9173,1.4887
5.3500,15.7602,1.6134,4.9302,1.4787
5.3600,15.8239,1.6026,4.9413,1.4681
5.3700,15.8845,1.5910,4.9505,1.4570
5.3800,15.9422,1.5785,4.9580,1.4456
5.3900,15.9974,1.5652,4.9636,1.4337
5.4000,16.0501,1.5511,4.9675,1.4214
5.4100,16.1007,1.5362,4.9697,1.4089
5.4200,16.1492,1.5208,4.9702,1.3960
5.4300,16.1961,1.5047,4.9691,1.3830
5.4400,16.2413,1.4881,4.9666,1.3697
5.4500,16.2852,1.4710,4.9626,1.3564
5.4600,16.3278,1.4536,4.9573,1.3431
5.4700,16.3692,1.4360,4.9508,1.3297
5.4800,16.4095,1.4182,4.9433,1.3165
5.4900,16.4487,1.4005,4.9349,1.3035
5.5000,16.4868,1.3828,4.9257,1.2906
5.5100,16.5238,1.3653,4.9159,1.2781
5.5200,16.5597,1.3482,4.9056,1.2660
5.5300,16.5943,1.3315,4.8951,1.2544
5.5400,16.6275,1.3154,4.8845,1.2433
5.5500,16.6592,1.3000,4.8739,1.2327
5.5600,16.6891,1.2854,4.8635,1.2229
5.5700,16.7171,1.2718,4.8535,1.2137
5.5800,16.7431,1.2592,4.8440,1.2053
5.5900,16.7668,1.2477,4.8352,1.1976
5.6000,16.7880,1.2375,4.8272,1.1909
5.6100,16.8066,1.2285,4.8201,1.1850
5.6200,16.8224,1.2209,4.8140,1.1801
5.6300,16.8352,1.2148,4.8090,1.1761
5.6400,16.8448,1.2102,4.8052,1.1731
5.6500,16.8513,1.2071,4.8026,1.1711
5.6600,16.8546,1.2055,4.8013,1.1701
