# Zhu & Mo, "Materials Design Principles for Air-Stable Lithium/Sodium Solid Electrolytes",
#   Angew. Chem. Int. Ed. 2020, 59, 17472-17476.  DOI 10.1002/anie.202007621
#   SOURCE FILE: anie_202007621_sm_miscellaneous_information.xlsx (SI spreadsheet), 전수 전사 2026-08-05.
#
# !! 이것은 문헌 소환값이다. 우리(Yonghoon-DEM-DFT) 계산이 아니다. !!
#   우리 db 절대값(db/properties/*.json, ESW/gap/sigma 등)과 같은 표·같은 축에 넣지 말 것.
#   인용할 때는 반드시 (a) 출처 (b) 계산 수준 (c) 부분압 조건을 함께 적는다.
#
# 계산 수준 (SI Methods):
#   - 고체 대부분 = Materials Project 형성에너지 직접 소환 (GGA-PBE + MP anion correction),
#     엔트로피/PV 항 무시. 대상은 MP convex hull 위 50 meV/atom 이내 화합물 전부(준안정 포함).
#   - 자체 DFT 4종만: Li3AsS4, Na3AsS4 (enargite-type Pmn2_1), Li3YCl6, Li2ZrCl6 (P-31m).
#     VASP + PAW, GGA-PBE, ecut 520 eV, pseudo Li_sv/Na_pv/P/S. k-mesh 미기재. entry id 칸이 빈 행이 이들.
#   - hydroxide 고체 19종 = NIST-JANAF 실험 표준생성엔탈피 (보정 스킴 없음).
#   - 기체 H2O/H2S/HCl = NIST-JANAF 실험 엔탈피+엔트로피, T = 300 K.
#   - 부분압 보정 dmu(x) = kB*T*ln(x);  preset: x(H2O)=0.1% (=300 K RH ~3%), x(H2S)=x(HCl)=1 ppm.
#   - 대표 가수분해 반응 = H2O 당 정규화 후 최저 dG 반응 (tracer-H2O 극한). SI Step 1-4 알고리즘.
#   -> DFT(고체) + 실험(기체/수산화물) 혼합 스킴. 절대값은 ~0.1 eV급 스킴 의존성 예상.
#
# !! 염화물 부분압 규약 불일치 (우리가 전사 중 발견, 2026-08-05) !!
#   Excel 의 sulfide 시트는 SI 본문값과 일치한다 (Li2S 0.225 = SI eq.(1); Li3PS4 -0.594 vs 본문 -0.608).
#   그러나 chloride 시트(M-Cl / Li-M-Cl / Na-M-Cl)는 SI 본문 이성분 식과 어긋난다:
#     Excel LiCl 1.335 vs SI 본문 +0.977 / Excel NaCl 1.880 vs SI 본문 +1.532.
#   차이 = 0.357 eV = kB*T*ln(1e6) @300 K = HCl 1 ppm 보정항, HCl 1개당.
#   교차검증 3건: (i) Fig 1 의 LiCl->LiOH 경계까지 거리가 0.977 로 읽힌다 (SI 본문 규약),
#                (ii) Fig S1 의 LiCl/NaCl 점선 기준선도 0.98/1.53 에 그려져 있다 (SI 본문 규약),
#                (iii) 그런데 Fig S1 의 LiCl/NaCl *데이터 점* 과 Fig 3c 의 14종은 Excel 값과 정확히 일치.
#   => 논문의 chloride 산점도/표는 HCl 1 ppm 보정을 빠뜨린 것으로 보인다 (H2O 0.1% 보정은 들어가 있음).
#      같은 그림(Fig S1) 안에서 기준선과 데이터 점의 규약이 다르다.
#   조치: 원본값을 'as_published' 로 그대로 두고, 우리가 유도한 preset 환산값을 별도 열로 병기한다.
#     dG_preset_corrected_OURS = dG_as_published - 0.35714 * n_gas_per_H2O   (chloride only)
#     sulfide 는 보정 0 (이미 preset).  ⚠ 이 환산은 우리 추론이다 - 논문이 제시한 값이 아니다.
#     인용 시 어느 열을 썼는지 반드시 밝힐 것.
#
# THIS FILE: SI xlsx 시트 'Li-M-S'(52) + 'Na-M-S'(65) + 'Li-M-Cl'(14) + 'Na-M-Cl'(39) = 170 행.
#   각 행에 0 V 환원 / 4.5 V 산화 / 가수분해가 함께 들어 있다 (원본 시트 구조 그대로 보존).
#
# ★ 본문에 없는 것 2가지가 이 시트에 있다 (2026-08-05 확인):
#   (1) 4.5 V 산화 반응식 + 반응에너지 - 논문 본문은 0 V(환원)만 논의한다.
#   (2) cathodic_limit_V / anodic_limit_V = 전기화학 안정성 창(ESW) 양끝, V vs Li/Li+ (또는 Na/Na+).
#       우리 grand-potential ESW 와 같은 방법(ref [1] Zhu/He/Mo 2015 ACS AMI · 2016 JMCA)의 산출물.
#       ⚠ 그래도 우리 ESW 값과 한 표에 넣지 말 것 - 그들은 MP-GGA ordered 상, 우리는 우리 구조/조건.
#
# 열 정의:
#   source_sheet / alkali / anion    원본 시트와 계열
#   row_in_sheet                     원본 시트 행 번호 (전사 대조용)
#   compound / cation / mp_entry_id  원본 그대로. n/a_own_DFT = 저자 자체 DFT (Li3AsS4/Na3AsS4/Li3YCl6/Li2ZrCl6)
#   reaction_0V / dE_0V_eV_per_alkali    Li(Na) 금속 접촉(0 V) 환원분해. eV per alkali. 음수 클수록 음극에서 잘 분해
#   reaction_4p5V / dE_4p5V_eV_per_alkali  4.5 V 탈리튬 산화분해. eV per alkali. (본문 미논의)
#   cathodic_limit_V / anodic_limit_V      ESW 하한/상한, V vs Li/Li+ (Na 시트는 vs Na/Na+)
#   hydrolysis_reaction .. dG_hyd_*        CSV 1 과 동일 정의 (아래 주의 동일)
#   dG_hyd_eV_per_H2O_as_published   ★ 논문 값 그대로
#   dG_hyd_eV_per_H2O_preset_OURS    ★★ 우리 유도값 (chloride 만 -0.35714*n_HCl) - 논문 값 아님
#
source_sheet,alkali,anion,row_in_sheet,compound,cation,mp_entry_id,reaction_0V,dE_0V_eV_per_alkali,reaction_4p5V,dE_4p5V_eV_per_alkali,cathodic_limit_V,anodic_limit_V,hydrolysis_reaction,gas_product,n_gas_per_H2O,h2o_coeff_check,dG_hyd_eV_per_H2O_as_published,preset_correction_eV_OURS,dG_hyd_eV_per_H2O_preset_OURS
Na-M-Cl,Na,Cl,28,Na6MnCl8,Mn2+,mp-27125,0.5 Na6MnCl8 + Na -> 4 NaCl + 0.5 Mn,-1.919,0.1667 Na6MnCl8 -> 0.1667 MnCl2 + 0.5 Cl2 + Na,-0.508,1.919,3.789,0.5 Na6MnCl8 + H2O -> HCl + 3 NaCl + 0.5 Mn(HO)2,HCl,1.0,1.0,0.807,-0.35716,0.4498
Na-M-Cl,Na,Cl,29,Na2BeCl4,Be2+,mp-1210352,0.5 Na2BeCl4 + Na -> 2 NaCl + 0.5 Be,-1.399,0.5 Na2BeCl4 -> 0.5 BeCl2 + 0.5 Cl2 + Na,-0.456,1.399,3.868,Na2BeCl4 + H2O -> 2 HCl + 2 NaCl + BeO,HCl,2.0,1.0,0.176,-0.71432,-0.5383
Na-M-Cl,Na,Cl,30,NaNbCl6,Nb5+,mp-28178,0.2 NaNbCl6 + Na -> 1.2 NaCl + 0.2 Nb,-2.129,NaNbCl6 -> NbCl5 + 0.5 Cl2 + Na,-0.487,2.461,3.822,NaNbCl6 + H2O -> 2 HCl + NbCl3O + NaCl,HCl,2.0,1.0,0.573,-0.71432,-0.1413
Na-M-Cl,Na,Cl,31,NaAlCl4,Al3+,mp-23363,0.3333 NaAlCl4 + Na -> 1.333 NaCl + 0.3333 Al,-1.5,NaAlCl4 -> AlCl3 + 0.5 Cl2 + Na,-0.206,1.5,4.243,0.6667 NaAlCl4 + H2O -> 2 HCl + 0.6667 NaCl + 0.3333 Al2O3,HCl,2.0,1.0,0.468,-0.71432,-0.2463
Na-M-Cl,Na,Cl,32,Na2ZnCl4,Zn2+,mp-616461,0.4815 Na2ZnCl4 + Na -> 0.03704 NaZn13 + 1.926 NaCl,-1.764,0.5 Na2ZnCl4 -> 0.5 ZnCl2 + 0.5 Cl2 + Na,-0.44,1.803,3.893,0.3333 Na2ZnCl4 + H2O -> 1.333 HCl + 0.3333 ZnO + 0.6667 NaHO,HCl,1.333,1.0,1.917,-0.47609,1.4409
Na-M-Cl,Na,Cl,33,Na3CrCl6,Cr3+,mp-28360,0.3333 Na3CrCl6 + Na -> 2 NaCl + 0.3333 Cr,-2.095,0.3333 Na3CrCl6 -> 0.3333 CrCl3 + 0.5 Cl2 + Na,-0.521,2.095,3.771,Na3CrCl6 + H2O -> 2 HCl + CrClO + 3 NaCl,HCl,2.0,1.0,1.033,-0.71432,0.3187
Na-M-Cl,Na,Cl,34,Na6CdCl8,Cd2+,mp-28022,0.2 Na6CdCl8 + Na -> 1.6 NaCl + 0.2 Na3Cd,-0.805,0.1667 Na6CdCl8 -> 0.1667 CdCl2 + 0.5 Cl2 + Na,-0.51,1.913,3.788,0.5 Na6CdCl8 + H2O -> HCl + 3 NaCl + 0.5 Cd(HO)2,HCl,1.0,1.0,1.464,-0.35716,1.1068
Na-M-Cl,Na,Cl,35,Na2CdCl4,Cd2+,mp-28658,0.2 Na2CdCl4 + Na -> 0.8 NaCl + 0.2 Na3Cd,-0.834,0.5 Na2CdCl4 -> 0.5 CdCl2 + 0.5 Cl2 + Na,-0.539,1.999,3.788,0.75 Na2CdCl4 + H2O -> HCl + 0.25 Na6CdCl8 + 0.5 Cd(HO)2,HCl,1.0,1.0,1.356,-0.35716,0.9988
Na-M-Cl,Na,Cl,36,Na3InCl6,In3+,mp-23503,0.2 Na3InCl6 + Na -> 0.2 Na2In + 1.2 NaCl,-1.327,0.3333 Na3InCl6 -> 0.3333 InCl3 + 0.5 Cl2 + Na,-0.319,2.149,4.073,0.6667 Na3InCl6 + H2O -> 2 HCl + 2 NaCl + 0.3333 In2O3,HCl,2.0,1.0,1.659,-0.71432,0.9447
Na-M-Cl,Na,Cl,37,NaGaCl4,Ga3+,mp-1190761,0.2826 NaGaCl4 + Na -> 0.02174 Na7Ga13 + 1.13 NaCl,-1.814,NaGaCl4 -> GaCl3 + 0.5 Cl2 + Na,-0.258,2.048,4.166,0.6667 NaGaCl4 + H2O -> 2 HCl + 0.6667 NaCl + 0.3333 Ga2O3,HCl,2.0,1.0,1.302,-0.71432,0.5877
Na-M-Cl,Na,Cl,38,Na4AgCl5,Ag+,mp-1221198,0.6667 Na4AgCl5 + Na -> 0.3333 NaAg2 + 3.333 NaCl,-1.946,0.25 Na4AgCl5 -> 0.125 Ag2Cl3 + 0.4375 Cl2 + Na,-0.599,2.762,3.43,0.25 Na4AgCl5 + H2O -> HCl + 0.25 AgCl + NaHO,HCl,1.0,1.0,1.88,-0.35716,1.5228
Na-M-Cl,Na,Cl,39,NaSbCl6,Sb5+,mp-28177,0.125 NaSbCl6 + Na -> 0.125 Na3Sb + 0.75 NaCl,-1.954,NaSbCl6 -> SbCl5 + 0.5 Cl2 + Na,-0.223,3.257,4.218,0.3846 NaSbCl6 + H2O -> 2 HCl + 0.07692 NaSb5O13 + 0.3077 NaCl,HCl,2.0,1.0,1.097,-0.71432,0.3827
