frame,t_ps,P_S,S_Li,P_Li,Li_penetrated
45.000,9.000,3.600,3.341,1.700,56.000
46.000,9.200,3.600,3.273,1.100,56.000
47.000,9.400,3.600,3.455,1.000,56.000
48.000,9.600,3.600,3.409,1.200,56.000
49.000,9.800,3.600,3.341,1.100,56.000
50.000,10.000,3.600,3.409,1.000,56.000
51.000,10.200,3.600,3.477,1.100,56.000
52.000,10.400,3.600,3.318,1.100,56.000
53.000,10.600,3.600,3.295,1.200,56.000
54.000,10.800,3.500,3.477,0.700,56.000
55.000,11.000,3.500,3.341,1.400,56.000
56.000,11.200,3.500,3.477,1.400,56.000
57.000,11.400,3.500,3.705,1.500,56.000
58.000,11.600,3.500,3.614,1.400,55.000
59.000,11.800,3.500,3.568,1.400,55.000
60.000,12.000,3.500,3.568,1.300,55.000
61.000,12.200,3.500,3.591,1.800,56.000
62.000,12.400,3.400,3.682,1.400,56.000
63.000,12.600,3.400,3.636,1.700,56.000
64.000,12.800,3.400,3.727,1.400,57.000
65.000,13.000,3.400,3.773,1.600,57.000
66.000,13.200,3.400,3.727,1.800,58.000
67.000,13.400,3.400,3.568,1.600,59.000
68.000,13.600,3.400,3.727,1.800,57.000
69.000,13.800,3.400,3.636,1.600,57.000
70.000,14.000,3.400,3.659,1.600,57.000
71.000,14.200,3.400,3.705,1.500,57.000
72.000,14.400,3.400,3.591,1.700,57.000
73.000,14.600,3.400,3.682,1.800,57.000
74.000,14.800,3.400,3.727,1.600,57.000
75.000,15.000,3.400,3.773,1.800,58.000
76.000,15.200,3.400,3.795,1.800,58.000
77.000,15.400,3.400,3.727,1.600,58.000
78.000,15.600,3.400,3.682,2.100,58.000
79.000,15.800,3.400,3.773,1.800,58.000
80.000,16.000,3.400,3.682,1.800,58.000
81.000,16.200,3.400,3.773,1.700,58.000
82.000,16.400,3.400,3.727,1.500,58.000
83.000,16.600,3.400,3.750,1.500,58.000
84.000,16.800,3.400,3.705,1.500,58.000
85.000,17.000,3.400,3.636,1.500,58.000
86.000,17.200,3.400,3.614,1.500,57.000
87.000,17.400,3.400,3.500,1.100,57.000
88.000,17.600,3.400,3.636,1.300,58.000
89.000,17.800,3.400,3.614,1.900,58.000
90.000,18.000,3.400,3.659,1.500,58.000
91.000,18.200,3.400,3.614,1.700,58.000
92.000,18.400,3.400,3.636,1.300,58.000
93.000,18.600,3.400,3.818,1.900,58.000
94.000,18.800,3.300,3.636,1.600,58.000
95.000,19.000,3.300,3.909,1.500,58.000
96.000,19.200,3.300,3.659,1.500,58.000
97.000,19.400,3.300,3.841,1.500,59.000
98.000,19.600,3.300,3.636,1.700,59.000
99.000,19.800,3.300,3.818,1.600,59.000
100.000,20.000,3.300,3.795,1.600,59.000
101.000,20.200,3.300,3.727,1.500,59.000
102.000,20.400,3.300,3.773,1.500,59.000
103.000,20.600,3.300,3.750,1.600,59.000
104.000,20.800,3.300,3.636,1.300,59.000
105.000,21.000,3.300,3.727,1.500,59.000
106.000,21.200,3.300,3.636,1.600,59.000
107.000,21.400,3.300,3.818,1.400,59.000
108.000,21.600,3.300,3.977,1.600,59.000
109.000,21.800,3.300,3.841,1.800,59.000
110.000,22.000,3.300,3.818,1.900,59.000
111.000,22.200,3.300,3.818,1.600,59.000
112.000,22.400,3.300,3.773,1.500,58.000
113.000,22.600,3.300,3.841,1.700,59.000
114.000,22.800,3.300,3.773,1.800,59.000
115.000,23.000,3.300,3.818,1.700,59.000
116.000,23.200,3.300,3.886,1.800,59.000
117.000,23.400,3.300,3.864,1.900,59.000
118.000,23.600,3.200,3.795,1.800,60.000
119.000,23.800,3.200,3.864,1.700,60.000
120.000,24.000,3.200,3.727,1.800,60.000
121.000,24.200,3.200,3.841,1.900,60.000
122.000,24.400,3.200,3.841,1.900,60.000
123.000,24.600,3.200,3.705,1.700,60.000
124.000,24.800,3.200,3.977,2.200,60.000
125.000,25.000,3.200,4.091,2.000,60.000
126.000,25.200,3.200,3.909,2.000,60.000
127.000,25.400,3.200,3.955,2.000,61.000
128.000,25.600,3.200,3.955,1.900,61.000
129.000,25.800,3.200,4.045,1.800,61.000
130.000,26.000,3.200,4.091,1.800,61.000
131.000,26.200,3.200,4.000,2.100,60.000
132.000,26.400,3.200,4.000,2.000,59.000
133.000,26.600,3.100,3.841,2.400,60.000
134.000,26.800,3.100,3.886,2.100,59.000
135.000,27.000,3.100,4.045,2.100,59.000
136.000,27.200,3.100,3.955,2.000,60.000
137.000,27.400,3.100,3.909,2.400,61.000
138.000,27.600,3.100,4.000,2.400,60.000
139.000,27.800,3.100,3.932,2.200,61.000
140.000,28.000,3.100,3.932,1.600,60.000
141.000,28.200,3.100,3.886,2.000,59.000
142.000,28.400,3.100,3.955,2.200,59.000
143.000,28.600,3.100,3.977,2.400,61.000
144.000,28.800,3.100,4.068,2.200,59.000
145.000,29.000,3.100,4.023,1.900,61.000
146.000,29.200,3.100,4.045,2.600,61.000
147.000,29.400,3.100,4.182,2.200,62.000
148.000,29.600,3.100,4.023,2.300,62.000
149.000,29.800,3.100,4.114,2.100,62.000
150.000,30.000,3.100,4.000,2.000,62.000
151.000,30.200,3.100,3.977,2.300,62.000
152.000,30.400,3.100,4.023,2.200,62.000
153.000,30.600,3.100,4.182,2.000,62.000
154.000,30.800,3.100,4.068,2.200,61.000
155.000,31.000,3.100,4.068,2.300,61.000
156.000,31.200,3.100,4.023,2.000,62.000
157.000,31.400,3.100,4.000,1.700,61.000
158.000,31.600,3.100,4.114,2.200,61.000
159.000,31.800,3.100,4.000,2.000,62.000
160.000,32.000,3.100,4.091,1.700,61.000
161.000,32.200,3.000,4.114,2.000,61.000
162.000,32.400,3.100,3.977,1.900,61.000
163.000,32.600,3.100,3.932,1.900,62.000
164.000,32.800,3.100,4.091,1.700,62.000
165.000,33.000,3.100,4.136,1.600,63.000
166.000,33.200,3.100,3.955,1.500,63.000
167.000,33.400,3.100,4.023,2.200,62.000
168.000,33.600,3.100,4.000,1.600,62.000
169.000,33.800,3.100,4.114,1.900,61.000
170.000,34.000,3.100,4.136,2.100,62.000
171.000,34.200,3.100,3.955,2.200,62.000
172.000,34.400,3.100,4.159,1.800,63.000
173.000,34.600,3.100,4.023,1.700,63.000
174.000,34.800,3.100,3.955,1.900,62.000
175.000,35.000,3.100,4.182,2.300,63.000
176.000,35.200,3.100,4.091,2.000,63.000
177.000,35.400,3.100,4.068,2.100,62.000
178.000,35.600,3.100,4.159,2.000,61.000
179.000,35.800,3.100,3.955,2.000,61.000
180.000,36.000,3.100,4.182,2.400,61.000
181.000,36.200,3.100,4.250,2.300,61.000
182.000,36.400,3.100,4.023,2.400,61.000
183.000,36.600,3.100,4.114,2.400,62.000
184.000,36.800,3.100,4.023,2.200,61.000
185.000,37.000,3.100,4.091,1.800,62.000
186.000,37.200,3.100,4.114,2.400,63.000
187.000,37.400,3.100,4.023,2.300,62.000
188.000,37.600,3.100,4.227,2.000,63.000
189.000,37.800,3.100,4.023,2.500,63.000
190.000,38.000,3.100,4.068,2.200,63.000
191.000,38.200,3.100,4.045,1.900,63.000
192.000,38.400,3.100,3.955,1.800,63.000
193.000,38.600,3.000,3.955,2.500,63.000
194.000,38.800,3.100,4.159,2.500,63.000
195.000,39.000,3.100,4.136,2.100,63.000
196.000,39.200,3.100,4.114,2.300,62.000
197.000,39.400,3.100,4.159,1.900,63.000
198.000,39.600,3.100,4.136,1.900,62.000
199.000,39.800,3.100,4.091,1.600,63.000
200.000,40.000,3.000,4.091,2.100,63.000
201.000,40.200,3.000,4.273,2.100,63.000
202.000,40.400,3.000,4.205,1.900,63.000
203.000,40.600,3.000,4.250,2.100,63.000
204.000,40.800,3.000,4.114,1.700,63.000
205.000,41.000,3.000,4.023,2.200,63.000
206.000,41.200,3.000,4.114,2.000,63.000
207.000,41.400,3.000,4.136,2.200,63.000
208.000,41.600,3.000,4.114,2.300,63.000
209.000,41.800,3.000,4.114,2.300,63.000
210.000,42.000,3.000,4.023,2.200,63.000
211.000,42.200,3.000,4.205,2.300,63.000
212.000,42.400,3.000,4.091,1.900,63.000
213.000,42.600,3.000,4.068,2.200,63.000
214.000,42.800,3.000,4.045,2.200,63.000
215.000,43.000,3.000,4.000,2.200,63.000
216.000,43.200,3.000,4.045,2.200,64.000
217.000,43.400,3.000,4.136,2.100,63.000
218.000,43.600,3.000,4.045,2.100,63.000
219.000,43.800,3.000,4.182,2.100,64.000
220.000,44.000,3.000,4.114,2.400,65.000
221.000,44.200,3.000,4.159,2.000,64.000
222.000,44.400,3.000,4.273,2.000,63.000
223.000,44.600,3.000,4.273,2.100,65.000
224.000,44.800,3.000,4.091,2.100,64.000
225.000,45.000,3.000,4.205,2.000,64.000
226.000,45.200,3.000,4.250,2.000,65.000
227.000,45.400,3.000,4.136,2.000,64.000
228.000,45.600,3.000,4.136,2.300,64.000
229.000,45.800,3.000,4.295,2.200,62.000
230.000,46.000,3.000,4.114,2.100,62.000
231.000,46.200,3.000,4.159,2.100,62.000
232.000,46.400,3.000,4.205,2.000,64.000
233.000,46.600,3.000,4.182,2.200,65.000
234.000,46.800,3.000,4.182,2.300,63.000
235.000,47.000,3.000,4.205,2.200,63.000
236.000,47.200,3.000,4.364,2.100,63.000
237.000,47.400,3.000,4.114,1.700,64.000
238.000,47.600,3.000,4.068,1.700,65.000
239.000,47.800,3.000,4.273,2.100,64.000
240.000,48.000,3.000,4.227,2.300,63.000
241.000,48.200,3.000,4.318,2.300,64.000
242.000,48.400,3.000,4.068,2.100,63.000
243.000,48.600,3.000,4.205,2.100,64.000
244.000,48.800,3.000,4.386,2.500,64.000
245.000,49.000,3.000,4.114,2.400,64.000
246.000,49.200,3.000,4.205,2.600,65.000
247.000,49.400,3.000,4.068,2.700,64.000
248.000,49.600,3.000,4.409,2.200,64.000
249.000,49.800,3.000,4.091,2.200,63.000
250.000,50.000,3.000,4.295,2.000,64.000
251.000,50.200,3.000,4.114,2.300,65.000
252.000,50.400,3.000,4.273,1.900,63.000
253.000,50.600,3.000,4.273,2.000,63.000
254.000,50.800,3.000,4.091,2.300,64.000
255.000,51.000,3.000,4.091,2.500,63.000
256.000,51.200,3.000,4.091,2.100,63.000
257.000,51.400,3.000,4.182,2.200,63.000
258.000,51.600,3.000,4.114,2.300,63.000
259.000,51.800,3.000,4.045,2.100,63.000
260.000,52.000,3.000,4.205,2.300,63.000
261.000,52.200,3.000,4.205,2.400,63.000
262.000,52.400,3.000,4.182,2.200,63.000
263.000,52.600,3.000,4.250,1.900,63.000
264.000,52.800,3.000,4.114,2.500,63.000
265.000,53.000,3.000,4.182,2.500,63.000
266.000,53.200,3.000,4.273,2.600,63.000
267.000,53.400,3.000,4.091,2.300,63.000
268.000,53.600,3.000,4.318,2.300,63.000
269.000,53.800,3.000,4.182,2.300,63.000
270.000,54.000,3.000,4.364,2.400,63.000
271.000,54.200,3.000,4.114,2.300,63.000
272.000,54.400,3.000,4.227,2.300,63.000
273.000,54.600,3.000,4.091,2.100,63.000
274.000,54.800,3.000,4.182,2.100,63.000
275.000,55.000,3.000,4.068,2.600,63.000
276.000,55.200,3.000,4.091,2.300,63.000
277.000,55.400,3.000,4.205,2.100,63.000
278.000,55.600,3.000,4.136,2.200,63.000
279.000,55.800,3.000,4.114,2.300,63.000
280.000,56.000,3.000,4.114,2.600,63.000
281.000,56.200,3.000,4.205,1.900,63.000
282.000,56.400,3.000,4.295,2.000,63.000
283.000,56.600,3.000,4.114,2.100,63.000
284.000,56.800,3.000,4.250,2.000,63.000
285.000,57.000,3.000,4.159,1.800,63.000
286.000,57.200,3.000,4.227,2.300,64.000
287.000,57.400,3.000,4.182,2.500,63.000
288.000,57.600,3.000,4.341,2.700,63.000
289.000,57.800,3.000,4.273,2.200,64.000
290.000,58.000,3.000,4.273,2.300,64.000
291.000,58.200,3.000,4.023,2.300,63.000
292.000,58.400,3.000,4.250,2.300,63.000
293.000,58.600,3.000,4.159,2.500,63.000
294.000,58.800,3.000,4.182,2.400,64.000
295.000,59.000,3.000,4.114,2.300,63.000
296.000,59.200,3.000,4.114,2.700,64.000
297.000,59.400,3.000,4.227,2.500,63.000
298.000,59.600,3.000,4.068,1.900,63.000
299.000,59.800,3.000,4.182,2.300,63.000
300.000,60.000,3.000,4.273,2.300,63.000
301.000,60.200,3.000,4.227,2.200,63.000
302.000,60.400,3.000,4.205,2.500,64.000
303.000,60.600,3.000,4.205,2.200,63.000
304.000,60.800,3.000,4.205,2.400,63.000
305.000,61.000,3.000,4.227,2.600,63.000
306.000,61.200,3.000,4.205,2.100,63.000
307.000,61.400,3.000,4.250,2.300,63.000
308.000,61.600,3.000,4.091,2.300,63.000
309.000,61.800,3.000,4.227,2.000,63.000
310.000,62.000,3.000,4.182,2.100,64.000
311.000,62.200,3.000,4.114,2.600,64.000
312.000,62.400,3.000,4.182,2.500,63.000
313.000,62.600,3.000,4.114,2.300,63.000
314.000,62.800,3.000,4.250,2.000,63.000
315.000,63.000,3.000,4.250,2.400,63.000
316.000,63.200,3.000,4.091,2.500,63.000
317.000,63.400,3.000,4.364,2.200,63.000
318.000,63.600,3.000,4.432,2.000,63.000
319.000,63.800,3.000,4.000,2.400,63.000
320.000,64.000,3.000,4.091,2.000,63.000
321.000,64.200,3.000,4.182,2.200,63.000
322.000,64.400,3.000,4.182,2.100,63.000
323.000,64.600,3.000,4.182,2.300,63.000
324.000,64.800,3.000,4.091,2.000,63.000
325.000,65.000,3.000,4.068,2.200,63.000
326.000,65.200,3.000,4.114,1.900,63.000
327.000,65.400,3.000,4.182,1.900,63.000
328.000,65.600,3.000,4.182,2.300,63.000
329.000,65.800,3.000,4.091,2.300,63.000
330.000,66.000,3.000,4.273,1.900,63.000
331.000,66.200,3.000,4.114,2.000,63.000
332.000,66.400,3.000,4.227,2.400,63.000
333.000,66.600,3.000,4.273,2.600,63.000
334.000,66.800,3.000,4.114,1.800,63.000
335.000,67.000,2.900,4.227,2.300,63.000
336.000,67.200,2.900,4.114,2.500,63.000
337.000,67.400,2.900,4.409,2.200,64.000
338.000,67.600,2.900,4.341,2.200,64.000
339.000,67.800,2.900,4.477,2.000,64.000
340.000,68.000,2.900,4.182,2.300,64.000
341.000,68.200,2.900,4.364,2.500,64.000
342.000,68.400,2.900,4.295,2.400,64.000
343.000,68.600,2.900,4.227,2.600,65.000
344.000,68.800,2.900,4.227,2.400,64.000
345.000,69.000,2.900,4.364,2.400,64.000
346.000,69.200,2.900,4.295,2.300,64.000
347.000,69.400,2.900,4.205,2.500,64.000
348.000,69.600,2.900,4.182,2.200,64.000
349.000,69.800,2.900,4.409,2.000,64.000
350.000,70.000,2.900,4.409,2.400,64.000
351.000,70.200,2.900,4.273,2.500,64.000
352.000,70.400,2.900,4.273,2.300,64.000
353.000,70.600,2.900,4.386,2.800,64.000
354.000,70.800,2.900,4.341,2.400,64.000
355.000,71.000,2.900,4.136,2.500,64.000
356.000,71.200,2.900,4.227,2.600,64.000
357.000,71.400,2.900,4.182,2.300,64.000
358.000,71.600,2.900,4.295,2.400,64.000
359.000,71.800,2.900,4.409,2.500,64.000
360.000,72.000,2.900,4.182,2.300,64.000
361.000,72.200,2.900,4.273,2.700,64.000
362.000,72.400,2.900,4.318,2.500,64.000
363.000,72.600,2.900,4.182,2.500,64.000
364.000,72.800,2.900,4.273,2.400,64.000
365.000,73.000,2.900,4.250,2.500,64.000
366.000,73.200,2.900,4.227,2.700,64.000
367.000,73.400,2.900,4.364,2.400,64.000
368.000,73.600,2.900,4.295,2.600,64.000
369.000,73.800,2.900,4.250,2.300,64.000
370.000,74.000,2.900,4.182,2.800,64.000
371.000,74.200,2.900,4.205,2.600,64.000
372.000,74.400,2.900,4.295,2.700,64.000
373.000,74.600,2.900,4.182,2.800,64.000
374.000,74.800,2.900,4.159,2.400,64.000
375.000,75.000,2.900,4.341,2.400,64.000
376.000,75.200,2.900,4.250,2.400,64.000
377.000,75.400,2.900,4.227,2.400,64.000
378.000,75.600,2.900,4.318,2.800,64.000
379.000,75.800,2.900,4.250,2.300,64.000
380.000,76.000,2.900,4.295,2.400,64.000
381.000,76.200,2.900,4.273,2.500,64.000
382.000,76.400,2.900,4.364,2.700,64.000
383.000,76.600,2.900,4.295,2.100,64.000
384.000,76.800,2.900,4.295,2.300,63.000
385.000,77.000,2.900,4.205,2.100,64.000
386.000,77.200,2.900,4.159,2.500,64.000
387.000,77.400,2.900,4.159,2.100,63.000
388.000,77.600,2.900,4.273,2.400,64.000
389.000,77.800,2.900,4.295,2.100,63.000
390.000,78.000,2.900,4.205,1.900,64.000
391.000,78.200,2.900,4.295,2.200,64.000
392.000,78.400,2.900,4.295,2.500,63.000
393.000,78.600,2.900,4.273,2.100,62.000
394.000,78.800,2.900,4.318,2.400,63.000
395.000,79.000,2.900,4.341,2.300,63.000
396.000,79.200,2.900,4.341,2.700,64.000
397.000,79.400,2.900,4.273,2.300,64.000
398.000,79.600,2.900,4.273,2.300,62.000
399.000,79.800,2.900,4.341,2.100,63.000
400.000,80.000,2.900,4.227,2.500,62.000
401.000,80.200,2.900,4.205,2.100,62.000
402.000,80.400,2.900,4.114,2.200,62.000
403.000,80.600,2.900,4.136,2.100,62.000
404.000,80.800,2.900,4.295,2.400,63.000
405.000,81.000,2.900,4.205,2.100,64.000
406.000,81.200,2.900,4.227,1.900,63.000
407.000,81.400,2.900,4.341,2.200,64.000
408.000,81.600,2.900,4.409,2.400,64.000
409.000,81.800,2.900,4.182,2.300,64.000
410.000,82.000,2.900,4.205,2.300,65.000
411.000,82.200,2.900,4.227,2.300,65.000
412.000,82.400,2.900,4.295,2.400,65.000
413.000,82.600,2.900,4.250,2.200,65.000
414.000,82.800,2.900,4.386,2.300,65.000
415.000,83.000,2.900,4.273,2.400,65.000
416.000,83.200,2.900,4.182,2.100,65.000
417.000,83.400,2.900,4.386,2.300,64.000
418.000,83.600,2.900,4.455,2.000,65.000
419.000,83.800,2.900,4.364,1.900,64.000
420.000,84.000,2.900,4.409,2.100,65.000
421.000,84.200,2.900,4.318,2.200,64.000
422.000,84.400,2.900,4.273,2.100,63.000
423.000,84.600,2.900,4.205,2.300,62.000
424.000,84.800,2.900,4.295,2.100,62.000
425.000,85.000,2.900,4.432,2.600,62.000
426.000,85.200,2.900,4.318,2.400,62.000
427.000,85.400,2.900,4.318,2.400,62.000
428.000,85.600,2.900,4.273,1.900,63.000
429.000,85.800,2.900,4.227,2.500,62.000
430.000,86.000,2.900,4.341,2.500,64.000
431.000,86.200,2.900,4.409,1.900,63.000
432.000,86.400,2.900,4.318,2.200,62.000
433.000,86.600,2.900,4.159,2.500,62.000
434.000,86.800,2.900,4.205,2.200,63.000
435.000,87.000,2.900,4.364,2.500,62.000
436.000,87.200,2.900,4.386,2.600,62.000
437.000,87.400,2.900,4.341,2.500,62.000
438.000,87.600,2.900,4.386,2.500,63.000
439.000,87.800,2.900,4.250,2.700,63.000
440.000,88.000,2.900,4.500,2.500,63.000
441.000,88.200,2.900,4.318,2.100,62.000
442.000,88.400,2.900,4.205,2.100,62.000
443.000,88.600,2.900,4.318,2.200,62.000
444.000,88.800,2.900,4.432,2.000,63.000
445.000,89.000,2.900,4.205,2.600,64.000
446.000,89.200,2.900,4.273,2.500,64.000
447.000,89.400,2.900,4.386,2.000,62.000
448.000,89.600,2.900,4.227,2.400,62.000
449.000,89.800,2.900,4.455,2.000,64.000
450.000,90.000,2.900,4.159,2.300,63.000
451.000,90.200,2.900,4.159,2.100,62.000
452.000,90.400,2.900,4.386,2.300,62.000
453.000,90.600,2.900,4.227,1.900,62.000
454.000,90.800,2.900,4.205,2.100,62.000
455.000,91.000,2.800,4.295,2.200,62.000
456.000,91.200,2.900,4.386,2.100,62.000
457.000,91.400,2.900,4.364,2.300,62.000
458.000,91.600,2.900,4.295,2.400,62.000
459.000,91.800,2.900,4.386,2.000,62.000
460.000,92.000,2.900,4.273,2.300,62.000
461.000,92.200,2.900,4.250,2.300,62.000
462.000,92.400,2.900,4.295,2.300,62.000
463.000,92.600,2.900,4.227,1.900,62.000
464.000,92.800,2.900,4.364,2.000,62.000
465.000,93.000,2.900,4.318,2.200,62.000
466.000,93.200,2.900,4.068,2.500,62.000
467.000,93.400,2.900,4.136,2.500,62.000
468.000,93.600,2.900,4.205,2.300,62.000
469.000,93.800,2.900,4.318,2.500,62.000
470.000,94.000,2.900,4.250,2.700,62.000
471.000,94.200,2.900,4.182,2.400,62.000
472.000,94.400,2.900,4.227,2.100,62.000
473.000,94.600,2.900,4.159,2.500,62.000
474.000,94.800,2.900,4.227,2.500,62.000
475.000,95.000,2.900,4.318,2.400,62.000
476.000,95.200,2.900,4.295,2.200,62.000
477.000,95.400,2.900,4.227,1.900,62.000
478.000,95.600,2.900,4.318,2.100,62.000
479.000,95.800,2.900,4.295,2.100,62.000
480.000,96.000,2.900,4.205,2.200,62.000
481.000,96.200,2.900,4.409,1.900,62.000
482.000,96.400,2.800,4.250,2.200,62.000
483.000,96.600,2.900,4.295,2.200,62.000
484.000,96.800,2.900,4.295,2.100,62.000
485.000,97.000,2.900,4.273,2.100,62.000
486.000,97.200,2.900,4.295,2.300,62.000
487.000,97.400,2.900,4.227,2.100,62.000
488.000,97.600,2.900,4.432,2.200,62.000
489.000,97.800,2.900,4.341,2.300,62.000
490.000,98.000,2.900,4.136,2.200,62.000
491.000,98.200,2.900,4.273,2.400,62.000
492.000,98.400,2.900,4.273,2.200,62.000
493.000,98.600,2.900,4.386,2.400,62.000
494.000,98.800,2.900,4.318,2.400,62.000
495.000,99.000,2.900,4.250,2.100,62.000
496.000,99.200,2.900,4.205,2.000,62.000
497.000,99.400,2.900,4.205,1.800,62.000
498.000,99.600,2.900,4.205,2.300,62.000
499.000,99.800,2.900,4.068,2.500,62.000
