"# lpsocl element PDOS normalized. _perTOT = /total atoms (62); _perEL = /count {'Li': 27, 'P': 5, 'S': 21, 'O': 1, 'Cl': 8}"
E_minus_VBM,Li_perTOT,P_perTOT,S_perTOT,Cl_perTOT,O_perTOT,Li_perEL,P_perEL,S_perEL,Cl_perEL,O_perEL
1.7200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.7400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.7600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.7800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.8000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.8200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.8400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.8600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.8800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.9000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.9200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.9400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.9600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.9800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2.0200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2.0400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000
2.0600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00001,0.00000,0.00000
2.0800,0.00000,0.00001,0.00001,0.00000,0.00000,0.00001,0.00010,0.00004,0.00000,0.00000
2.1000,0.00001,0.00003,0.00005,0.00000,0.00000,0.00003,0.00033,0.00014,0.00001,0.00001
2.1200,0.00003,0.00007,0.00012,0.00000,0.00000,0.00007,0.00088,0.00037,0.00002,0.00002
2.1400,0.00007,0.00016,0.00029,0.00000,0.00000,0.00017,0.00204,0.00085,0.00004,0.00005
2.1600,0.00015,0.00033,0.00058,0.00001,0.00000,0.00034,0.00406,0.00170,0.00007,0.00010
2.1800,0.00025,0.00057,0.00100,0.00002,0.00000,0.00058,0.00703,0.00294,0.00012,0.00017
2.2000,0.00038,0.00085,0.00150,0.00002,0.00000,0.00088,0.01060,0.00443,0.00018,0.00026
2.2200,0.00051,0.00115,0.00202,0.00003,0.00001,0.00118,0.01426,0.00595,0.00025,0.00035
2.2400,0.00065,0.00144,0.00253,0.00004,0.00001,0.00148,0.01791,0.00746,0.00031,0.00045
2.2600,0.00081,0.00182,0.00317,0.00005,0.00001,0.00187,0.02255,0.00936,0.00040,0.00058
2.2800,0.00109,0.00244,0.00423,0.00007,0.00001,0.00250,0.03021,0.01249,0.00054,0.00081
2.3000,0.00153,0.00343,0.00594,0.00010,0.00002,0.00352,0.04255,0.01755,0.00077,0.00117
2.3200,0.00212,0.00474,0.00820,0.00014,0.00003,0.00486,0.05878,0.02421,0.00107,0.00163
2.3400,0.00268,0.00602,0.01041,0.00017,0.00003,0.00616,0.07464,0.03073,0.00135,0.00207
2.3600,0.00302,0.00678,0.01172,0.00020,0.00004,0.00693,0.08402,0.03459,0.00153,0.00232
2.3800,0.00296,0.00666,0.01151,0.00019,0.00004,0.00680,0.08257,0.03399,0.00150,0.00228
2.4000,0.00254,0.00571,0.00986,0.00017,0.00003,0.00583,0.07076,0.02912,0.00128,0.00197
2.4200,0.00194,0.00435,0.00751,0.00013,0.00003,0.00446,0.05392,0.02216,0.00098,0.00158
2.4400,0.00143,0.00317,0.00545,0.00009,0.00002,0.00328,0.03931,0.01608,0.00072,0.00130
2.4600,0.00122,0.00265,0.00450,0.00008,0.00002,0.00280,0.03283,0.01327,0.00062,0.00131
2.4800,0.00141,0.00303,0.00507,0.00009,0.00003,0.00324,0.03753,0.01496,0.00072,0.00170
2.5000,0.00202,0.00433,0.00718,0.00013,0.00004,0.00464,0.05366,0.02121,0.00103,0.00250
2.5200,0.00298,0.00640,0.01058,0.00020,0.00006,0.00683,0.07932,0.03123,0.00152,0.00368
2.5400,0.00414,0.00892,0.01472,0.00027,0.00008,0.00951,0.11066,0.04346,0.00212,0.00513
2.5600,0.00534,0.01151,0.01895,0.00035,0.00011,0.01225,0.14268,0.05594,0.00273,0.00670
2.5800,0.00638,0.01375,0.02260,0.00042,0.00013,0.01465,0.17047,0.06672,0.00327,0.00819
2.6000,0.00714,0.01536,0.02522,0.00047,0.00015,0.01639,0.19051,0.07446,0.00367,0.00940
2.6200,0.00753,0.01619,0.02654,0.00050,0.00016,0.01728,0.20073,0.07835,0.00388,0.01018
2.6400,0.00751,0.01614,0.02641,0.00050,0.00017,0.01724,0.20009,0.07798,0.00388,0.01041
2.6600,0.00710,0.01525,0.02490,0.00047,0.00016,0.01630,0.18907,0.07350,0.00368,0.01009
2.6800,0.00645,0.01384,0.02249,0.00043,0.00015,0.01481,0.17157,0.06640,0.00336,0.00942
2.7000,0.00589,0.01261,0.02033,0.00040,0.00014,0.01353,0.15634,0.06003,0.00308,0.00886
2.7200,0.00587,0.01251,0.01995,0.00040,0.00015,0.01348,0.15518,0.05890,0.00308,0.00905
2.7400,0.00675,0.01434,0.02261,0.00045,0.00017,0.01550,0.17784,0.06675,0.00352,0.01051
2.7600,0.00858,0.01825,0.02857,0.00057,0.00021,0.01970,0.22625,0.08434,0.00445,0.01320
2.7800,0.01103,0.02354,0.03676,0.00073,0.00027,0.02532,0.29190,0.10853,0.00568,0.01646
2.8000,0.01348,0.02892,0.04515,0.00089,0.00031,0.03095,0.35863,0.13329,0.00690,0.01930
2.8200,0.01531,0.03304,0.05161,0.00100,0.00034,0.03516,0.40975,0.15236,0.00778,0.02096
2.8400,0.01622,0.03515,0.05492,0.00105,0.00034,0.03724,0.43584,0.16215,0.00816,0.02131
2.8600,0.01634,0.03543,0.05538,0.00105,0.00034,0.03751,0.43929,0.16349,0.00811,0.02084
2.8800,0.01622,0.03497,0.05470,0.00102,0.00033,0.03725,0.43368,0.16150,0.00787,0.02032
2.9000,0.01662,0.03532,0.05535,0.00101,0.00033,0.03816,0.43794,0.16340,0.00781,0.02043
2.9200,0.01810,0.03765,0.05924,0.00106,0.00035,0.04156,0.46686,0.17490,0.00820,0.02153
2.9400,0.02067,0.04205,0.06653,0.00117,0.00038,0.04746,0.52145,0.19641,0.00907,0.02357
2.9600,0.02365,0.04725,0.07512,0.00131,0.00042,0.05430,0.58584,0.22178,0.01017,0.02616
2.9800,0.02596,0.05120,0.08167,0.00143,0.00046,0.05960,0.63492,0.24112,0.01108,0.02877
3.0000,0.02672,0.05234,0.08350,0.00148,0.00050,0.06136,0.64899,0.24653,0.01145,0.03104
3.0200,0.02575,0.05037,0.08010,0.00145,0.00053,0.05913,0.62464,0.23649,0.01122,0.03292
3.0400,0.02355,0.04630,0.07308,0.00136,0.00056,0.05408,0.57408,0.21575,0.01056,0.03449
3.0600,0.02096,0.04159,0.06493,0.00126,0.00058,0.04812,0.51569,0.19169,0.00973,0.03586
3.0800,0.01869,0.03750,0.05776,0.00116,0.00060,0.04293,0.46497,0.17054,0.00900,0.03720
3.1000,0.01722,0.03481,0.05288,0.00110,0.00063,0.03954,0.43159,0.15611,0.00854,0.03888
3.1200,0.01672,0.03392,0.05087,0.00109,0.00067,0.03840,0.42059,0.15019,0.00844,0.04131
3.1400,0.01719,0.03493,0.05184,0.00112,0.00072,0.03946,0.43317,0.15306,0.00871,0.04457
3.1600,0.01839,0.03760,0.05539,0.00120,0.00078,0.04222,0.46620,0.16354,0.00926,0.04815
3.1800,0.01995,0.04129,0.06058,0.00128,0.00083,0.04582,0.51195,0.17885,0.00993,0.05117
3.2000,0.02148,0.04516,0.06614,0.00136,0.00085,0.04934,0.55999,0.19526,0.01052,0.05297
3.2200,0.02268,0.04842,0.07087,0.00141,0.00086,0.05207,0.60045,0.20924,0.01093,0.05347
3.2400,0.02340,0.05057,0.07401,0.00144,0.00086,0.05373,0.62709,0.21852,0.01113,0.05311
3.2600,0.02368,0.05150,0.07539,0.00144,0.00084,0.05438,0.63865,0.22259,0.01114,0.05238
3.2800,0.02364,0.05150,0.07539,0.00142,0.00083,0.05430,0.63859,0.22258,0.01104,0.05157
3.3000,0.02346,0.05109,0.07473,0.00141,0.00082,0.05387,0.63347,0.22064,0.01089,0.05081
3.3200,0.02331,0.05086,0.07423,0.00139,0.00081,0.05352,0.63067,0.21917,0.01079,0.05031
3.3400,0.02333,0.05125,0.07449,0.00139,0.00081,0.05358,0.63549,0.21992,0.01078,0.05040
3.3600,0.02357,0.05231,0.07562,0.00140,0.00083,0.05413,0.64861,0.22325,0.01088,0.05126
3.3800,0.02394,0.05367,0.07720,0.00142,0.00085,0.05498,0.66551,0.22792,0.01102,0.05268
3.4000,0.02427,0.05478,0.07853,0.00143,0.00087,0.05573,0.67933,0.23184,0.01111,0.05404
3.4200,0.02442,0.05527,0.07908,0.00143,0.00088,0.05608,0.68537,0.23346,0.01109,0.05472
3.4400,0.02441,0.05514,0.07880,0.00142,0.00088,0.05606,0.68371,0.23266,0.01100,0.05460
3.4600,0.02438,0.05469,0.07806,0.00141,0.00087,0.05598,0.67817,0.23046,0.01095,0.05421
3.4800,0.02444,0.05425,0.07722,0.00142,0.00088,0.05611,0.67266,0.22798,0.01101,0.05445
3.5000,0.02455,0.05386,0.07633,0.00144,0.00090,0.05638,0.66785,0.22535,0.01118,0.05584
3.5200,0.02450,0.05323,0.07497,0.00146,0.00094,0.05627,0.66001,0.22134,0.01132,0.05810
3.5400,0.02395,0.05178,0.07240,0.00145,0.00097,0.05499,0.64204,0.21375,0.01125,0.06000
3.5600,0.02259,0.04892,0.06787,0.00139,0.00097,0.05186,0.60663,0.20037,0.01078,0.05999
3.5800,0.02034,0.04441,0.06111,0.00127,0.00092,0.04672,0.55074,0.18041,0.00987,0.05705
3.6000,0.01747,0.03859,0.05262,0.00111,0.00083,0.04013,0.47852,0.15537,0.00860,0.05123
3.6200,0.01447,0.03234,0.04364,0.00093,0.00071,0.03323,0.40097,0.12885,0.00722,0.04375
3.6400,0.01188,0.02674,0.03563,0.00077,0.00058,0.02728,0.33164,0.10518,0.00598,0.03627
3.6600,0.01011,0.02272,0.02975,0.00066,0.00049,0.02321,0.28175,0.08783,0.00510,0.03025
3.6800,0.00935,0.02077,0.02661,0.00061,0.00043,0.02147,0.25756,0.07856,0.00470,0.02662
3.7000,0.00965,0.02100,0.02626,0.00062,0.00042,0.02216,0.26039,0.07752,0.00480,0.02578
3.7200,0.01090,0.02319,0.02831,0.00069,0.00045,0.02502,0.28754,0.08359,0.00537,0.02765
3.7400,0.01284,0.02683,0.03206,0.00081,0.00051,0.02949,0.33265,0.09467,0.00629,0.03148
3.7600,0.01514,0.03117,0.03654,0.00095,0.00058,0.03476,0.38656,0.10788,0.00739,0.03600
3.7800,0.01748,0.03552,0.04076,0.00111,0.00064,0.04014,0.44047,0.12033,0.00856,0.03981
3.8000,0.01982,0.03957,0.04416,0.00128,0.00068,0.04552,0.49063,0.13037,0.00988,0.04214
3.8200,0.02247,0.04365,0.04691,0.00150,0.00070,0.05159,0.54124,0.13851,0.01160,0.04316
3.8400,0.02597,0.04864,0.04989,0.00182,0.00071,0.05963,0.60313,0.14730,0.01409,0.04379
3.8600,0.03083,0.05546,0.05420,0.00228,0.00073,0.07080,0.68770,0.16001,0.01765,0.04523
3.8800,0.03722,0.06447,0.06052,0.00288,0.00078,0.08547,0.79947,0.17868,0.02230,0.04841
3.9000,0.04479,0.07510,0.06863,0.00359,0.00087,0.10284,0.93122,0.20263,0.02778,0.05365
3.9200,0.05273,0.08589,0.07737,0.00433,0.00098,0.12108,1.06502,0.22843,0.03354,0.06054
3.9400,0.06010,0.09511,0.08513,0.00503,0.00110,0.13800,1.17942,0.25134,0.03897,0.06798
3.9600,0.06615,0.10154,0.09066,0.00563,0.00121,0.15190,1.25907,0.26767,0.04363,0.07472
3.9800,0.07067,0.10499,0.09366,0.00612,0.00129,0.16228,1.30187,0.27653,0.04746,0.07998
4.0000,0.07406,0.10644,0.09492,0.00655,0.00136,0.17007,1.31984,0.28023,0.05073,0.08402
4.0200,0.07714,0.10749,0.09584,0.00696,0.00142,0.17713,1.33283,0.28296,0.05396,0.08813
4.0400,0.08076,0.10964,0.09782,0.00744,0.00152,0.18545,1.35956,0.28879,0.05762,0.09400
4.0600,0.08540,0.11363,0.10153,0.00800,0.00166,0.19611,1.40906,0.29974,0.06197,0.10275
4.0800,0.09088,0.11908,0.10664,0.00862,0.00184,0.20870,1.47656,0.31486,0.06680,0.11430
4.1000,0.09635,0.12463,0.11196,0.00923,0.00205,0.22125,1.54538,0.33056,0.07151,0.12722
4.1200,0.10068,0.12865,0.11599,0.00972,0.00225,0.23119,1.59521,0.34244,0.07531,0.13964
4.1400,0.10304,0.13007,0.11772,0.01001,0.00243,0.23662,1.61292,0.34754,0.07757,0.15049
4.1600,0.10333,0.12895,0.11710,0.01008,0.00258,0.23727,1.59893,0.34573,0.07816,0.16023
4.1800,0.10202,0.12613,0.11485,0.00998,0.00275,0.23426,1.56403,0.33909,0.07737,0.17029
4.2000,0.09974,0.12256,0.11176,0.00977,0.00293,0.22903,1.51974,0.32996,0.07572,0.18171
4.2200,0.09686,0.11865,0.10821,0.00949,0.00313,0.22243,1.47123,0.31947,0.07358,0.19401
4.2400,0.09349,0.11432,0.10419,0.00918,0.00331,0.21468,1.41756,0.30761,0.07114,0.20510
4.2600,0.08966,0.10943,0.09967,0.00884,0.00342,0.20588,1.35690,0.29426,0.06855,0.21227
4.2800,0.08554,0.10409,0.09483,0.00851,0.00344,0.19643,1.29072,0.27996,0.06593,0.21355
4.3000,0.08143,0.09872,0.09005,0.00818,0.00337,0.18698,1.22419,0.26588,0.06343,0.20890
4.3200,0.07771,0.09395,0.08587,0.00790,0.00323,0.17843,1.16495,0.25351,0.06119,0.20046
4.3400,0.07492,0.09050,0.08285,0.00768,0.00309,0.17203,1.12215,0.24461,0.05949,0.19175
4.3600,0.07374,0.08912,0.08165,0.00759,0.00300,0.16932,1.10504,0.24105,0.05881,0.18593
4.3800,0.07483,0.09035,0.08278,0.00771,0.00297,0.17184,1.12029,0.24439,0.05975,0.18437
4.4000,0.07859,0.09428,0.08642,0.00810,0.00301,0.18047,1.16902,0.25513,0.06279,0.18646
4.4200,0.08487,0.10044,0.09225,0.00878,0.00308,0.19490,1.24552,0.27235,0.06803,0.19066
4.4400,0.09294,0.10797,0.09950,0.00967,0.00316,0.21343,1.33877,0.29375,0.07495,0.19590
4.4600,0.10160,0.11579,0.10715,0.01065,0.00326,0.23330,1.43578,0.31634,0.08253,0.20210
4.4800,0.10950,0.12301,0.11423,0.01155,0.00338,0.25144,1.52529,0.33726,0.08951,0.20957
4.5000,0.11565,0.12912,0.12015,0.01224,0.00352,0.26557,1.60106,0.35474,0.09489,0.21812
4.5200,0.11979,0.13413,0.12485,0.01268,0.00366,0.27507,1.66322,0.36860,0.09830,0.22671
4.5400,0.12234,0.13841,0.12867,0.01292,0.00377,0.28092,1.71631,0.37989,0.10009,0.23405
4.5600,0.12401,0.14228,0.13201,0.01302,0.00386,0.28476,1.76433,0.38975,0.10091,0.23955
4.5800,0.12530,0.14568,0.13491,0.01308,0.00393,0.28773,1.80641,0.39830,0.10134,0.24381
4.6000,0.12632,0.14809,0.13699,0.01312,0.00400,0.29007,1.83633,0.40445,0.10169,0.24822
4.6200,0.12703,0.14897,0.13782,0.01318,0.00410,0.29170,1.84725,0.40690,0.10218,0.25430
4.6400,0.12761,0.14822,0.13735,0.01330,0.00425,0.29303,1.83789,0.40552,0.10311,0.26343
4.6600,0.12856,0.14638,0.13611,0.01354,0.00446,0.29522,1.81512,0.40186,0.10493,0.27663
4.6800,0.13037,0.14431,0.13485,0.01392,0.00474,0.29938,1.78940,0.39813,0.10787,0.29400
4.7000,0.13294,0.14248,0.13394,0.01440,0.00506,0.30526,1.76678,0.39544,0.11157,0.31386
4.7200,0.13533,0.14067,0.13303,0.01483,0.00537,0.31075,1.74435,0.39276,0.11497,0.33274
4.7400,0.13620,0.13821,0.13137,0.01506,0.00560,0.31275,1.71384,0.38785,0.11672,0.34698
4.7600,0.13458,0.13463,0.12839,0.01495,0.00572,0.30903,1.66937,0.37907,0.11588,0.35482
4.7800,0.13045,0.13001,0.12415,0.01451,0.00577,0.29954,1.61216,0.36653,0.11243,0.35754
4.8000,0.12470,0.12485,0.11912,0.01384,0.00578,0.28636,1.54808,0.35168,0.10723,0.35837
4.8200,0.11863,0.11955,0.11385,0.01311,0.00581,0.27241,1.48246,0.33613,0.10157,0.36038
4.8400,0.11334,0.11430,0.10871,0.01247,0.00588,0.26027,1.41737,0.32097,0.09663,0.36484
4.8600,0.10958,0.10917,0.10396,0.01203,0.00599,0.25163,1.35375,0.30692,0.09323,0.37157
4.8800,0.10771,0.10438,0.09987,0.01185,0.00613,0.24734,1.29433,0.29485,0.09182,0.38020
4.9000,0.10783,0.10032,0.09680,0.01195,0.00631,0.24762,1.24391,0.28578,0.09259,0.39091
4.9200,0.10975,0.09725,0.09491,0.01232,0.00651,0.25202,1.20592,0.28021,0.09546,0.40371
4.9400,0.11286,0.09506,0.09395,0.01290,0.00673,0.25916,1.17871,0.27738,0.09999,0.41746
4.9600,0.11616,0.09318,0.09324,0.01358,0.00694,0.26673,1.15541,0.27527,0.10528,0.43007
4.9800,0.11848,0.09095,0.09194,0.01421,0.00710,0.27208,1.12778,0.27144,0.11014,0.44005
5.0000,0.11903,0.08798,0.08951,0.01465,0.00722,0.27332,1.09091,0.26426,0.11352,0.44760
5.0200,0.11761,0.08425,0.08590,0.01482,0.00732,0.27008,1.04476,0.25360,0.11489,0.45400
5.0400,0.11469,0.08001,0.08147,0.01475,0.00741,0.26336,0.99210,0.24053,0.11431,0.45954
5.0600,0.11092,0.07542,0.07667,0.01448,0.00745,0.25470,0.93526,0.22635,0.11219,0.46217
5.0800,0.10699,0.07061,0.07187,0.01410,0.00740,0.24567,0.87557,0.21218,0.10924,0.45857
5.1000,0.10364,0.06569,0.06738,0.01375,0.00720,0.23798,0.81460,0.19893,0.10654,0.44650
5.1200,0.10173,0.06093,0.06353,0.01361,0.00688,0.23360,0.75553,0.18757,0.10547,0.42640
5.1400,0.10200,0.05662,0.06060,0.01384,0.00646,0.23422,0.70205,0.17892,0.10723,0.40063
5.1600,0.10467,0.05291,0.05867,0.01449,0.00599,0.24036,0.65611,0.17321,0.11229,0.37160
5.1800,0.10938,0.04974,0.05754,0.01550,0.00550,0.25116,0.61676,0.16989,0.12013,0.34076
5.2000,0.11530,0.04687,0.05687,0.01672,0.00499,0.26477,0.58116,0.16790,0.12957,0.30917
5.2200,0.12139,0.04404,0.05625,0.01794,0.00448,0.27874,0.54615,0.16608,0.13903,0.27802
5.2400,0.12644,0.04108,0.05534,0.01894,0.00401,0.29034,0.50933,0.16338,0.14676,0.24841
5.2600,0.12947,0.03788,0.05394,0.01952,0.00356,0.29730,0.46976,0.15924,0.15131,0.22073
5.2800,0.13035,0.03460,0.05217,0.01965,0.00314,0.29933,0.42909,0.15403,0.15232,0.19497
5.3000,0.13028,0.03164,0.05060,0.01949,0.00277,0.29916,0.39232,0.14939,0.15102,0.17174
5.3200,0.13143,0.02958,0.05006,0.01935,0.00246,0.30181,0.36676,0.14780,0.14995,0.15277
5.3400,0.13588,0.02890,0.05126,0.01957,0.00226,0.31201,0.35834,0.15134,0.15164,0.13992
5.3600,0.14421,0.02964,0.05425,0.02028,0.00216,0.33115,0.36756,0.16016,0.15713,0.13372
5.3800,0.15498,0.03127,0.05824,0.02132,0.00214,0.35589,0.38779,0.17193,0.16523,0.13258
5.4000,0.16540,0.03287,0.06191,0.02235,0.00215,0.37981,0.40763,0.18278,0.17318,0.13358
5.4200,0.17317,0.03360,0.06418,0.02303,0.00216,0.39764,0.41670,0.18949,0.17850,0.13412
5.4400,0.17825,0.03318,0.06493,0.02334,0.00215,0.40932,0.41144,0.19170,0.18089,0.13334
5.4600,0.18304,0.03200,0.06508,0.02355,0.00214,0.42032,0.39674,0.19214,0.18250,0.13239
5.4800,0.19054,0.03080,0.06588,0.02402,0.00215,0.43754,0.38190,0.19450,0.18618,0.13330
5.5000,0.20205,0.03018,0.06800,0.02494,0.00222,0.46397,0.37418,0.20077,0.19326,0.13736
5.5200,0.21626,0.03024,0.07115,0.02615,0.00233,0.49661,0.37500,0.21007,0.20264,0.14433
5.5400,0.23035,0.03073,0.07442,0.02731,0.00246,0.52894,0.38105,0.21971,0.21169,0.15281
5.5600,0.24173,0.03128,0.07694,0.02813,0.00260,0.55508,0.38789,0.22717,0.21797,0.16127
5.5800,0.24926,0.03167,0.07837,0.02843,0.00272,0.57237,0.39277,0.23137,0.22036,0.16882
5.6000,0.25325,0.03184,0.07881,0.02827,0.00282,0.58154,0.39486,0.23269,0.21912,0.17512
5.6200,0.25486,0.03179,0.07865,0.02779,0.00290,0.58524,0.39419,0.23221,0.21536,0.17994
5.6400,0.25541,0.03153,0.07830,0.02715,0.00295,0.58649,0.39103,0.23116,0.21043,0.18280
5.6600,0.25599,0.03114,0.07812,0.02651,0.00295,0.58784,0.38613,0.23063,0.20544,0.18317
5.6800,0.25736,0.03073,0.07840,0.02596,0.00292,0.59098,0.38104,0.23148,0.20116,0.18103
5.7000,0.25981,0.03044,0.07931,0.02555,0.00286,0.59659,0.37744,0.23414,0.19803,0.17719
5.7200,0.26294,0.03030,0.08065,0.02530,0.00279,0.60378,0.37566,0.23810,0.19606,0.17288
5.7400,0.26563,0.03016,0.08194,0.02512,0.00272,0.60997,0.37396,0.24192,0.19470,0.16888
5.7600,0.26647,0.02980,0.08261,0.02490,0.00266,0.61190,0.36951,0.24389,0.19297,0.16495
5.7800,0.26453,0.02906,0.08235,0.02449,0.00258,0.60745,0.36036,0.24314,0.18977,0.16007
5.8000,0.25999,0.02796,0.08135,0.02380,0.00247,0.59702,0.34670,0.24016,0.18447,0.15328
5.8200,0.25401,0.02665,0.08007,0.02284,0.00233,0.58328,0.33047,0.23640,0.17703,0.14444
5.8400,0.24798,0.02530,0.07896,0.02166,0.00217,0.56943,0.31374,0.23312,0.16789,0.13433
5.8600,0.24267,0.02399,0.07807,0.02034,0.00200,0.55725,0.29746,0.23050,0.15766,0.12421
5.8800,0.23796,0.02268,0.07708,0.01895,0.00186,0.54643,0.28123,0.22758,0.14686,0.11512
5.9000,0.23343,0.02132,0.07558,0.01757,0.00173,0.53603,0.26439,0.22315,0.13616,0.10754
5.9200,0.22938,0.01994,0.07348,0.01634,0.00164,0.52672,0.24730,0.21693,0.12662,0.10153
5.9400,0.22704,0.01868,0.07112,0.01543,0.00157,0.52135,0.23164,0.20998,0.11958,0.09703
5.9600,0.22773,0.01769,0.06906,0.01497,0.00151,0.52294,0.21930,0.20389,0.11600,0.09383
5.9800,0.23171,0.01702,0.06761,0.01494,0.00148,0.53207,0.21099,0.19963,0.11575,0.09149
6.0000,0.23801,0.01661,0.06679,0.01520,0.00144,0.54654,0.20593,0.19718,0.11778,0.08937
6.0200,0.24564,0.01636,0.06645,0.01560,0.00140,0.56405,0.20287,0.19620,0.12091,0.08696
6.0400,0.25461,0.01622,0.06665,0.01610,0.00136,0.58466,0.20111,0.19676,0.12474,0.08428
6.0600,0.26568,0.01618,0.06748,0.01671,0.00132,0.61008,0.20067,0.19922,0.12951,0.08182
6.0800,0.27889,0.01624,0.06891,0.01747,0.00129,0.64041,0.20143,0.20344,0.13537,0.08014
6.1000,0.29254,0.01634,0.07053,0.01827,0.00128,0.67175,0.20258,0.20823,0.14161,0.07944
6.1200,0.30391,0.01637,0.07178,0.01896,0.00128,0.69786,0.20294,0.21193,0.14695,0.07955
6.1400,0.31105,0.01628,0.07229,0.01940,0.00129,0.71425,0.20185,0.21343,0.15034,0.08018
6.1600,0.31412,0.01611,0.07214,0.01958,0.00131,0.72131,0.19970,0.21297,0.15173,0.08123
6.1800,0.31499,0.01593,0.07172,0.01959,0.00134,0.72330,0.19752,0.21174,0.15185,0.08279
6.2000,0.31580,0.01581,0.07146,0.01956,0.00137,0.72518,0.19607,0.21097,0.15157,0.08491
6.2200,0.31770,0.01575,0.07155,0.01952,0.00141,0.72953,0.19531,0.21124,0.15128,0.08744
6.2400,0.32045,0.01570,0.07190,0.01946,0.00145,0.73584,0.19463,0.21227,0.15083,0.08990
6.2600,0.32306,0.01560,0.07223,0.01934,0.00148,0.74185,0.19340,0.21325,0.14986,0.09167
6.2800,0.32474,0.01544,0.07229,0.01913,0.00149,0.74569,0.19141,0.21342,0.14828,0.09227
6.3000,0.32557,0.01525,0.07199,0.01891,0.00148,0.74761,0.18907,0.21253,0.14655,0.09166
6.3200,0.32659,0.01509,0.07147,0.01877,0.00146,0.74995,0.18708,0.21102,0.14543,0.09032
6.3400,0.32887,0.01500,0.07099,0.01878,0.00143,0.75518,0.18602,0.20960,0.14551,0.08888
6.3600,0.33268,0.01500,0.07069,0.01893,0.00142,0.76394,0.18597,0.20871,0.14673,0.08777
6.3800,0.33743,0.01505,0.07055,0.01916,0.00141,0.77484,0.18664,0.20828,0.14849,0.08712
6.4000,0.34235,0.01514,0.07045,0.01938,0.00140,0.78614,0.18773,0.20800,0.15022,0.08710
6.4200,0.34724,0.01525,0.07034,0.01958,0.00142,0.79737,0.18916,0.20766,0.15176,0.08816
6.4400,0.35238,0.01540,0.07019,0.01979,0.00147,0.80917,0.19097,0.20724,0.15339,0.09090
6.4600,0.35783,0.01556,0.07001,0.02003,0.00154,0.82168,0.19292,0.20671,0.15524,0.09554
6.4800,0.36293,0.01568,0.06970,0.02026,0.00164,0.83340,0.19440,0.20577,0.15702,0.10157
6.5000,0.36659,0.01570,0.06911,0.02040,0.00174,0.84180,0.19466,0.20403,0.15809,0.10785
6.5200,0.36811,0.01559,0.06819,0.02037,0.00183,0.84529,0.19326,0.20131,0.15788,0.11324
6.5400,0.36782,0.01535,0.06705,0.02018,0.00189,0.84461,0.19039,0.19795,0.15636,0.11711
6.5600,0.36689,0.01506,0.06594,0.01988,0.00193,0.84249,0.18680,0.19468,0.15403,0.11955
6.5800,0.36661,0.01479,0.06513,0.01957,0.00195,0.84184,0.18345,0.19228,0.15165,0.12113
6.6000,0.36773,0.01461,0.06476,0.01934,0.00197,0.84441,0.18119,0.19118,0.14990,0.12241
6.6200,0.37041,0.01456,0.06482,0.01925,0.00199,0.85058,0.18053,0.19139,0.14919,0.12363
6.6400,0.37439,0.01463,0.06521,0.01930,0.00201,0.85972,0.18145,0.19251,0.14955,0.12449
6.6600,0.37910,0.01479,0.06570,0.01944,0.00201,0.87053,0.18335,0.19396,0.15065,0.12441
6.6800,0.38375,0.01493,0.06607,0.01960,0.00198,0.88120,0.18519,0.19507,0.15189,0.12281
6.7000,0.38753,0.01500,0.06614,0.01970,0.00193,0.88988,0.18596,0.19528,0.15269,0.11956
6.7200,0.39010,0.01493,0.06588,0.01971,0.00186,0.89578,0.18515,0.19449,0.15277,0.11512
