frame,t_ps,P_S,S_Li,P_Li,Li_penetrated,B_S,B_Li
128.000,25.600,2.875,4.220,1.375,66.000,3.000,2.000
129.000,25.800,2.875,4.195,1.125,66.000,3.000,1.500
130.000,26.000,2.875,4.146,1.500,66.000,3.000,1.000
131.000,26.200,2.875,4.220,1.500,66.000,3.000,1.500
132.000,26.400,2.875,4.122,1.625,66.000,3.000,1.000
133.000,26.600,2.875,4.220,1.875,64.000,3.000,1.000
134.000,26.800,2.875,4.122,2.000,63.000,3.000,1.500
135.000,27.000,2.875,4.146,1.875,65.000,3.000,1.000
136.000,27.200,2.875,4.122,1.750,65.000,3.000,1.000
137.000,27.400,2.875,4.268,2.000,65.000,3.000,1.500
138.000,27.600,2.875,4.098,1.625,64.000,3.000,2.000
139.000,27.800,2.875,4.073,1.875,63.000,3.000,2.000
140.000,28.000,2.875,4.000,1.750,63.000,3.000,2.500
141.000,28.200,2.875,4.171,1.500,64.000,3.000,3.000
142.000,28.400,2.875,4.098,1.750,66.000,3.000,1.500
143.000,28.600,2.875,4.171,1.625,65.000,3.000,0.500
144.000,28.800,2.875,4.000,1.500,64.000,3.000,1.000
145.000,29.000,2.875,4.220,0.875,65.000,3.000,1.500
146.000,29.200,2.875,4.073,1.625,64.000,3.000,1.500
147.000,29.400,2.875,4.122,1.625,64.000,3.000,3.000
148.000,29.600,2.875,4.317,1.375,64.000,3.000,1.500
149.000,29.800,2.875,4.049,1.500,64.000,3.000,1.500
150.000,30.000,2.875,4.000,1.625,64.000,3.000,1.000
151.000,30.200,2.875,4.122,1.625,65.000,3.000,1.500
152.000,30.400,2.875,4.098,1.625,64.000,3.000,2.000
153.000,30.600,2.875,4.146,1.000,63.000,3.000,1.500
154.000,30.800,2.875,4.049,1.500,65.000,3.000,0.500
155.000,31.000,2.875,4.171,1.250,66.000,3.000,1.500
156.000,31.200,2.875,4.195,2.000,64.000,3.000,1.000
157.000,31.400,2.875,4.220,1.625,66.000,3.000,1.500
158.000,31.600,2.875,4.024,1.375,64.000,3.000,1.000
159.000,31.800,2.875,4.073,1.625,64.000,3.000,1.500
160.000,32.000,2.875,4.122,1.500,63.000,3.000,0.500
161.000,32.200,2.875,4.146,1.125,64.000,3.000,1.500
162.000,32.400,2.875,4.073,1.250,64.000,3.000,1.500
163.000,32.600,2.875,3.951,1.375,63.000,3.000,1.500
164.000,32.800,2.875,3.927,1.375,63.000,3.000,2.000
165.000,33.000,2.875,4.000,1.500,64.000,3.000,3.500
166.000,33.200,2.875,4.073,1.125,65.000,3.000,2.000
167.000,33.400,2.875,3.902,1.500,65.000,3.000,1.000
168.000,33.600,2.875,4.049,1.000,63.000,3.000,0.500
169.000,33.800,2.875,3.951,1.125,64.000,3.000,1.000
170.000,34.000,2.875,3.854,1.250,63.000,3.000,1.000
171.000,34.200,2.875,4.024,1.500,64.000,3.000,2.500
172.000,34.400,2.875,3.976,1.500,63.000,3.000,1.000
173.000,34.600,2.875,4.073,1.625,64.000,3.000,2.500
174.000,34.800,2.875,4.049,1.000,64.000,3.000,1.500
175.000,35.000,2.875,4.000,1.375,65.000,3.000,2.000
176.000,35.200,2.875,4.171,1.625,64.000,3.000,1.000
177.000,35.400,2.875,4.122,1.625,64.000,3.000,1.000
178.000,35.600,2.875,4.024,1.875,63.000,3.000,1.500
179.000,35.800,2.875,4.122,1.500,65.000,3.000,1.000
180.000,36.000,2.875,3.927,1.750,64.000,3.000,1.500
181.000,36.200,2.875,3.976,1.750,64.000,3.000,1.500
182.000,36.400,2.875,3.927,1.500,64.000,3.000,1.500
183.000,36.600,2.875,4.098,1.625,66.000,3.000,1.500
184.000,36.800,2.875,4.220,1.500,65.000,3.000,1.000
185.000,37.000,2.875,4.220,1.375,66.000,3.000,1.000
186.000,37.200,2.875,4.098,1.750,65.000,3.000,0.500
187.000,37.400,2.875,4.049,1.500,64.000,3.000,1.000
188.000,37.600,2.875,4.098,1.750,65.000,3.000,0.500
189.000,37.800,2.875,4.122,1.500,65.000,3.000,1.500
190.000,38.000,2.875,4.195,1.500,66.000,3.000,1.000
191.000,38.200,2.875,4.122,2.000,66.000,3.000,1.500
192.000,38.400,2.875,4.171,1.625,66.000,3.000,2.000
193.000,38.600,2.875,4.122,1.500,65.000,3.000,1.500
194.000,38.800,2.875,4.122,1.375,66.000,3.000,3.000
195.000,39.000,2.875,4.293,1.500,66.000,3.000,2.000
196.000,39.200,2.875,4.171,1.625,66.000,3.000,2.000
197.000,39.400,2.875,4.049,1.750,66.000,3.000,2.000
198.000,39.600,2.875,3.976,1.125,64.000,3.000,1.000
199.000,39.800,2.875,4.098,1.375,63.000,3.000,1.000
200.000,40.000,2.875,4.098,1.625,66.000,3.000,0.500
201.000,40.200,2.875,4.268,1.750,66.000,3.000,2.500
202.000,40.400,2.875,4.195,1.250,66.000,3.000,0.500
203.000,40.600,2.875,4.268,1.250,66.000,3.000,2.000
204.000,40.800,2.875,4.293,1.625,66.000,3.000,0.000
205.000,41.000,2.875,4.049,1.750,66.000,3.000,2.000
206.000,41.200,2.875,4.366,1.375,66.000,3.000,2.000
207.000,41.400,2.875,4.390,1.625,66.000,3.000,1.000
208.000,41.600,2.875,4.268,1.500,67.000,3.000,1.000
209.000,41.800,2.875,4.195,1.125,67.000,3.000,2.000
210.000,42.000,2.750,4.415,1.750,67.000,3.000,1.500
211.000,42.200,2.750,4.341,1.500,67.000,3.000,1.500
212.000,42.400,2.875,4.415,1.125,67.000,3.000,1.500
213.000,42.600,2.750,4.366,1.375,67.000,3.000,2.000
214.000,42.800,2.750,4.171,1.750,67.000,3.000,1.500
215.000,43.000,2.750,4.268,1.375,67.000,3.000,1.500
216.000,43.200,2.750,4.244,1.750,67.000,3.000,1.000
217.000,43.400,2.750,4.268,1.875,66.000,3.000,1.000
218.000,43.600,2.750,4.268,2.125,67.000,3.000,1.500
219.000,43.800,2.750,4.195,1.375,67.000,3.000,0.500
220.000,44.000,2.750,4.293,1.625,67.000,3.000,1.500
221.000,44.200,2.750,4.341,2.125,67.000,3.000,1.500
222.000,44.400,2.750,4.293,1.500,66.000,3.000,1.500
223.000,44.600,2.750,4.220,1.625,67.000,3.000,1.500
224.000,44.800,2.750,4.317,1.875,65.000,3.000,1.000
225.000,45.000,2.750,4.268,1.750,65.000,3.000,2.000
226.000,45.200,2.750,4.341,2.000,65.000,3.000,3.500
227.000,45.400,2.750,4.366,1.625,65.000,3.000,3.000
228.000,45.600,2.750,4.195,1.375,64.000,3.000,1.500
229.000,45.800,2.750,4.220,1.750,66.000,3.000,1.500
230.000,46.000,2.750,4.244,1.750,65.000,3.000,2.500
231.000,46.200,2.750,4.171,1.375,64.000,3.000,2.000
232.000,46.400,2.750,4.268,1.625,64.000,3.000,2.000
233.000,46.600,2.750,4.268,1.500,64.000,3.000,1.000
234.000,46.800,2.750,4.293,1.250,64.000,3.000,1.500
235.000,47.000,2.750,4.146,1.750,64.000,3.000,1.500
236.000,47.200,2.750,4.220,1.625,64.000,3.000,1.000
237.000,47.400,2.750,4.195,1.875,64.000,3.000,1.000
238.000,47.600,2.750,4.366,1.750,65.000,3.000,1.000
239.000,47.800,2.750,4.317,1.750,65.000,3.000,1.500
240.000,48.000,2.750,4.268,2.000,65.000,3.000,1.500
241.000,48.200,2.750,4.390,1.500,65.000,3.000,2.000
242.000,48.400,2.750,4.439,1.500,65.000,3.000,1.500
243.000,48.600,2.750,4.244,1.500,65.000,3.000,2.000
244.000,48.800,2.750,4.195,1.750,66.000,3.000,2.000
245.000,49.000,2.750,4.390,1.750,66.000,3.000,2.000
246.000,49.200,2.750,4.415,1.250,66.000,3.000,2.000
247.000,49.400,2.750,4.268,1.875,65.000,3.000,2.500
248.000,49.600,2.750,4.122,1.500,64.000,3.000,2.000
249.000,49.800,2.750,4.317,1.375,66.000,3.000,0.500
250.000,50.000,2.750,4.293,2.125,66.000,3.000,1.000
251.000,50.200,2.750,4.293,1.625,64.000,3.000,0.500
252.000,50.400,2.750,4.341,1.875,64.000,3.000,1.000
253.000,50.600,2.750,4.268,1.500,64.000,3.000,2.500
254.000,50.800,2.750,4.293,1.625,64.000,3.000,2.000
255.000,51.000,2.750,4.098,1.875,64.000,3.000,1.500
256.000,51.200,2.750,4.122,1.625,64.000,3.000,1.500
257.000,51.400,2.750,4.195,1.750,64.000,3.000,2.000
258.000,51.600,2.750,4.195,1.500,64.000,3.000,3.000
259.000,51.800,2.750,4.220,1.250,64.000,3.000,2.000
260.000,52.000,2.750,4.293,1.625,64.000,3.000,1.500
261.000,52.200,2.750,4.220,1.875,64.000,3.000,2.000
262.000,52.400,2.750,4.220,1.375,64.000,3.000,2.000
263.000,52.600,2.750,4.146,1.500,64.000,3.000,0.000
264.000,52.800,2.750,4.268,1.625,64.000,3.000,1.000
265.000,53.000,2.750,4.244,1.875,65.000,3.000,1.000
266.000,53.200,2.750,4.317,1.625,64.000,3.000,0.500
267.000,53.400,2.750,4.293,1.750,64.000,3.000,1.500
268.000,53.600,2.750,4.341,1.750,64.000,3.000,3.000
269.000,53.800,2.750,4.244,1.500,64.000,3.000,2.000
270.000,54.000,2.750,4.293,1.750,64.000,3.000,1.000
271.000,54.200,2.750,4.293,1.625,64.000,3.000,2.500
272.000,54.400,2.750,4.317,2.000,64.000,3.000,1.500
273.000,54.600,2.750,4.341,1.500,64.000,3.000,1.500
274.000,54.800,2.750,4.439,1.875,64.000,3.000,1.500
275.000,55.000,2.750,4.195,1.750,65.000,3.000,2.500
276.000,55.200,2.750,4.341,1.500,65.000,3.000,1.000
277.000,55.400,2.750,4.293,2.250,65.000,3.000,1.000
278.000,55.600,2.750,4.220,1.750,65.000,3.000,0.500
279.000,55.800,2.750,4.293,1.500,65.000,3.000,1.000
280.000,56.000,2.750,4.146,1.500,64.000,3.000,1.500
281.000,56.200,2.750,4.366,1.500,65.000,3.000,1.500
282.000,56.400,2.750,4.293,1.375,65.000,3.000,1.000
283.000,56.600,2.750,4.341,1.375,65.000,3.000,1.000
284.000,56.800,2.750,4.293,1.750,65.000,3.000,1.500
285.000,57.000,2.750,4.268,1.500,64.000,3.000,1.000
286.000,57.200,2.750,4.341,1.750,64.000,3.000,0.500
287.000,57.400,2.750,4.268,1.375,64.000,3.000,2.000
288.000,57.600,2.750,4.195,1.875,64.000,3.000,0.500
289.000,57.800,2.750,4.268,1.625,65.000,3.000,1.000
290.000,58.000,2.750,4.341,1.500,65.000,3.000,1.500
291.000,58.200,2.750,4.341,1.500,65.000,3.000,1.500
292.000,58.400,2.750,4.244,1.625,65.000,3.000,1.500
293.000,58.600,2.750,4.366,1.375,65.000,3.000,2.000
294.000,58.800,2.750,4.341,1.625,65.000,3.000,0.500
295.000,59.000,2.750,4.293,1.625,65.000,3.000,1.000
296.000,59.200,2.750,4.220,1.750,65.000,3.000,2.000
297.000,59.400,2.750,4.439,2.125,65.000,3.000,1.500
298.000,59.600,2.750,4.293,1.875,65.000,3.000,1.500
299.000,59.800,2.750,4.366,1.750,65.000,3.000,1.500
300.000,60.000,2.750,4.341,1.250,65.000,3.000,0.500
301.000,60.200,2.750,4.268,1.625,65.000,3.000,1.000
302.000,60.400,2.750,4.195,1.250,65.000,3.000,1.000
303.000,60.600,2.750,4.488,1.500,65.000,3.000,0.500
304.000,60.800,2.750,4.268,1.625,65.000,3.000,1.000
305.000,61.000,2.750,4.439,1.375,64.000,3.000,1.500
306.000,61.200,2.750,4.415,1.625,64.000,3.000,1.500
307.000,61.400,2.750,4.317,1.625,63.000,3.000,2.000
308.000,61.600,2.750,4.244,1.500,65.000,3.000,1.500
309.000,61.800,2.750,4.366,1.750,65.000,3.000,1.000
310.000,62.000,2.750,4.244,1.750,65.000,3.000,2.500
311.000,62.200,2.750,4.390,1.625,65.000,3.000,1.000
312.000,62.400,2.750,4.415,1.500,65.000,3.000,1.500
313.000,62.600,2.750,4.366,1.625,65.000,3.000,2.000
314.000,62.800,2.750,4.366,1.750,65.000,3.000,2.500
315.000,63.000,2.750,4.415,1.500,65.000,3.000,2.500
316.000,63.200,2.750,4.366,1.500,65.000,3.000,1.500
317.000,63.400,2.750,4.244,1.750,65.000,3.000,1.000
318.000,63.600,2.750,4.463,1.875,65.000,3.000,0.500
319.000,63.800,2.750,4.415,1.250,65.000,3.000,1.000
320.000,64.000,2.750,4.488,1.875,65.000,3.000,0.500
321.000,64.200,2.750,4.317,1.750,64.000,3.000,1.000
322.000,64.400,2.750,4.390,1.625,63.000,3.000,2.500
323.000,64.600,2.750,4.390,1.500,63.000,3.000,1.500
324.000,64.800,2.750,4.366,2.000,64.000,3.000,1.000
325.000,65.000,2.750,4.293,2.125,64.000,3.000,1.500
326.000,65.200,2.750,4.244,1.750,64.000,3.000,1.000
327.000,65.400,2.750,4.220,1.750,65.000,3.000,2.000
328.000,65.600,2.750,4.439,1.625,65.000,3.000,1.000
329.000,65.800,2.750,4.366,1.875,65.000,3.000,1.000
330.000,66.000,2.750,4.317,1.750,65.000,3.000,0.500
331.000,66.200,2.750,4.390,1.875,65.000,3.000,1.000
332.000,66.400,2.750,4.341,1.375,65.000,3.000,1.000
333.000,66.600,2.750,4.488,1.250,65.000,3.000,1.500
334.000,66.800,2.750,4.268,1.875,65.000,3.000,1.500
335.000,67.000,2.750,4.439,1.625,65.000,3.000,2.000
336.000,67.200,2.750,4.341,1.750,65.000,3.000,1.000
337.000,67.400,2.750,4.317,1.500,65.000,3.000,0.500
338.000,67.600,2.750,4.244,1.750,65.000,3.000,2.000
339.000,67.800,2.750,4.341,2.125,65.000,3.000,0.500
340.000,68.000,2.750,4.415,1.875,65.000,3.000,1.500
341.000,68.200,2.750,4.293,2.250,65.000,3.000,1.000
342.000,68.400,2.750,4.415,2.000,65.000,3.000,0.500
343.000,68.600,2.750,4.268,1.500,65.000,3.000,1.500
344.000,68.800,2.750,4.366,1.375,65.000,3.000,1.500
345.000,69.000,2.750,4.439,1.500,65.000,3.000,1.500
346.000,69.200,2.750,4.293,1.500,65.000,3.000,1.500
347.000,69.400,2.750,4.220,1.625,65.000,3.000,0.500
348.000,69.600,2.750,4.268,1.250,65.000,3.000,0.500
349.000,69.800,2.750,4.390,2.000,65.000,3.000,1.000
350.000,70.000,2.750,4.390,2.000,65.000,3.000,1.000
351.000,70.200,2.750,4.293,1.750,65.000,3.000,0.500
352.000,70.400,2.750,4.317,1.625,65.000,3.000,0.500
353.000,70.600,2.750,4.268,2.000,65.000,3.000,0.000
354.000,70.800,2.750,4.390,1.750,65.000,3.000,1.000
355.000,71.000,2.750,4.220,1.750,65.000,3.000,1.500
356.000,71.200,2.750,4.268,1.500,65.000,3.000,1.000
357.000,71.400,2.750,4.195,1.500,65.000,3.000,1.000
358.000,71.600,2.750,4.146,1.875,65.000,3.000,0.500
359.000,71.800,2.750,4.366,1.750,65.000,3.000,0.500
360.000,72.000,2.750,4.195,1.375,65.000,3.000,2.000
361.000,72.200,2.750,4.366,1.375,65.000,3.000,0.500
362.000,72.400,2.750,4.415,1.125,65.000,3.000,1.500
363.000,72.600,2.750,4.390,1.875,65.000,3.000,1.500
364.000,72.800,2.750,4.244,1.625,65.000,3.000,1.500
365.000,73.000,2.750,4.390,1.500,65.000,3.000,1.000
366.000,73.200,2.750,4.341,1.500,65.000,3.000,1.000
367.000,73.400,2.750,4.341,1.625,65.000,3.000,0.500
368.000,73.600,2.750,4.439,1.375,65.000,3.000,2.500
369.000,73.800,2.750,4.317,1.500,65.000,3.000,2.000
370.000,74.000,2.750,4.195,1.625,65.000,3.000,1.500
371.000,74.200,2.750,4.366,1.625,65.000,3.000,2.000
372.000,74.400,2.750,4.366,2.125,65.000,3.000,3.000
373.000,74.600,2.750,4.317,1.125,65.000,3.000,1.500
374.000,74.800,2.750,4.439,1.750,65.000,3.000,2.000
375.000,75.000,2.750,4.366,1.625,65.000,3.000,2.000
376.000,75.200,2.750,4.268,1.625,65.000,3.000,1.500
377.000,75.400,2.750,4.415,1.875,65.000,3.000,1.500
378.000,75.600,2.750,4.195,1.875,65.000,3.000,2.000
379.000,75.800,2.750,4.317,1.250,65.000,3.000,1.000
380.000,76.000,2.750,4.268,1.750,65.000,3.000,0.500
381.000,76.200,2.750,4.268,1.375,65.000,3.000,0.500
382.000,76.400,2.750,4.415,1.375,65.000,3.000,2.500
383.000,76.600,2.750,4.341,1.500,65.000,3.000,2.500
384.000,76.800,2.750,4.146,1.750,65.000,3.000,3.000
385.000,77.000,2.750,4.195,1.500,64.000,3.000,0.500
386.000,77.200,2.750,4.293,1.875,62.000,3.000,1.500
387.000,77.400,2.750,4.195,1.250,64.000,3.000,1.500
388.000,77.600,2.750,4.293,1.375,65.000,3.000,1.000
389.000,77.800,2.750,4.268,1.625,65.000,3.000,1.500
390.000,78.000,2.750,4.293,1.375,65.000,3.000,1.000
391.000,78.200,2.750,4.415,1.750,64.000,3.000,0.500
392.000,78.400,2.750,4.268,1.500,65.000,3.000,2.000
393.000,78.600,2.750,4.293,1.625,65.000,3.000,1.500
394.000,78.800,2.750,4.366,1.625,65.000,3.000,1.000
395.000,79.000,2.750,4.317,1.500,65.000,3.000,3.000
396.000,79.200,2.750,4.317,1.500,65.000,3.000,2.500
397.000,79.400,2.750,4.488,1.375,65.000,3.000,2.500
398.000,79.600,2.750,4.390,1.875,64.000,3.000,1.000
399.000,79.800,2.750,4.390,1.500,65.000,3.000,1.000
400.000,80.000,2.750,4.415,2.000,65.000,3.000,2.000
401.000,80.200,2.750,4.317,1.625,65.000,3.000,1.000
402.000,80.400,2.750,4.366,1.875,64.000,3.000,2.000
403.000,80.600,2.750,4.171,1.750,65.000,3.000,1.000
404.000,80.800,2.750,4.220,2.000,65.000,3.000,1.500
405.000,81.000,2.750,4.463,1.750,65.000,3.000,1.500
406.000,81.200,2.750,4.390,1.625,64.000,3.000,1.500
407.000,81.400,2.750,4.366,1.625,65.000,3.000,0.500
408.000,81.600,2.750,4.415,1.375,65.000,3.000,1.000
409.000,81.800,2.750,4.512,1.875,65.000,3.000,1.500
410.000,82.000,2.750,4.488,1.750,65.000,3.000,1.500
411.000,82.200,2.750,4.439,1.625,65.000,3.000,2.500
412.000,82.400,2.750,4.293,1.500,65.000,3.000,1.000
413.000,82.600,2.750,4.512,1.750,65.000,3.000,1.000
414.000,82.800,2.750,4.488,1.500,65.000,3.000,1.000
415.000,83.000,2.750,4.439,1.625,65.000,3.000,1.500
416.000,83.200,2.750,4.415,1.625,65.000,3.000,2.000
417.000,83.400,2.750,4.317,1.875,65.000,3.000,1.000
418.000,83.600,2.750,4.439,1.875,65.000,3.000,1.500
419.000,83.800,2.750,4.488,1.625,65.000,3.000,1.500
420.000,84.000,2.750,4.341,1.500,65.000,3.000,1.500
421.000,84.200,2.750,4.415,1.375,65.000,3.000,1.000
422.000,84.400,2.750,4.268,1.750,65.000,3.000,2.000
423.000,84.600,2.750,4.415,1.375,65.000,3.000,2.500
424.000,84.800,2.750,4.390,1.625,65.000,3.000,2.500
425.000,85.000,2.750,4.341,1.750,66.000,3.000,0.000
426.000,85.200,2.750,4.341,1.250,65.000,3.000,1.000
427.000,85.400,2.750,4.366,1.750,65.000,3.000,0.500
428.000,85.600,2.750,4.317,1.625,65.000,3.000,2.000
429.000,85.800,2.750,4.220,1.250,65.000,3.000,1.000
430.000,86.000,2.750,4.341,1.750,65.000,3.000,1.000
431.000,86.200,2.750,4.341,2.000,65.000,3.000,0.500
432.000,86.400,2.750,4.317,1.875,65.000,3.000,0.000
433.000,86.600,2.750,4.390,2.000,65.000,3.000,1.500
434.000,86.800,2.750,4.341,1.625,65.000,3.000,0.500
