frame,t_ps,P_S,S_Li,P_Li,Li_penetrated,B_S,B_Li
89.000,17.800,3.000,4.024,1.500,66.000,3.000,0.500
90.000,18.000,3.000,3.927,1.250,66.000,3.000,1.500
91.000,18.200,3.000,4.000,1.750,65.000,3.000,1.500
92.000,18.400,3.000,4.073,1.625,66.000,3.000,2.000
93.000,18.600,3.000,3.927,1.125,66.000,3.000,1.500
94.000,18.800,3.000,3.951,1.500,66.000,3.000,2.000
95.000,19.000,3.000,4.049,1.375,65.000,3.000,1.500
96.000,19.200,3.000,4.000,1.750,65.000,3.000,1.500
97.000,19.400,3.000,3.976,2.125,65.000,3.000,1.000
98.000,19.600,3.000,3.878,1.500,66.000,3.000,2.500
99.000,19.800,3.000,4.049,1.500,66.000,3.000,1.500
100.000,20.000,3.000,4.098,1.625,66.000,3.000,1.500
101.000,20.200,3.000,3.976,1.500,66.000,3.000,1.500
102.000,20.400,3.000,3.951,1.375,66.000,3.000,1.500
103.000,20.600,3.000,3.951,1.250,66.000,3.000,2.000
104.000,20.800,3.000,3.976,1.000,66.000,3.000,2.500
105.000,21.000,3.000,3.951,1.750,65.000,3.000,0.500
106.000,21.200,3.000,4.049,1.375,66.000,3.000,0.500
107.000,21.400,3.000,4.000,1.625,66.000,3.000,1.500
108.000,21.600,3.000,4.049,1.750,66.000,3.000,2.000
109.000,21.800,3.000,3.976,1.750,66.000,3.000,1.500
110.000,22.000,3.000,4.098,1.625,66.000,3.000,2.000
111.000,22.200,3.000,3.902,1.625,65.000,3.000,1.000
112.000,22.400,3.000,4.122,1.000,66.000,3.000,1.500
113.000,22.600,3.000,3.854,1.500,65.000,3.000,1.000
114.000,22.800,3.000,3.780,1.625,66.000,3.000,1.500
115.000,23.000,3.000,3.951,1.500,67.000,3.000,1.000
116.000,23.200,3.000,4.073,1.750,67.000,3.000,1.000
117.000,23.400,3.000,3.976,1.375,67.000,3.000,2.000
118.000,23.600,3.000,4.024,1.250,66.000,3.000,1.500
119.000,23.800,2.875,3.927,1.750,66.000,3.000,1.500
120.000,24.000,2.875,3.951,1.125,67.000,3.000,1.500
121.000,24.200,2.875,3.951,1.500,65.000,3.000,1.500
122.000,24.400,2.875,3.829,1.500,64.000,3.000,1.000
123.000,24.600,2.875,4.049,1.750,66.000,3.000,1.000
124.000,24.800,2.875,4.073,1.250,64.000,3.000,1.500
125.000,25.000,2.875,4.000,1.625,66.000,3.000,2.000
126.000,25.200,2.875,4.000,1.500,65.000,3.000,2.000
127.000,25.400,2.875,4.122,1.375,65.000,3.000,1.500
128.000,25.600,2.875,4.122,1.500,67.000,3.000,1.500
129.000,25.800,2.875,4.146,1.375,67.000,3.000,2.500
130.000,26.000,2.875,4.122,1.875,66.000,3.000,3.000
131.000,26.200,2.875,4.171,1.625,67.000,3.000,2.500
132.000,26.400,2.875,4.122,1.750,65.000,3.000,2.000
133.000,26.600,2.875,4.171,1.500,65.000,3.000,1.500
134.000,26.800,2.875,4.195,1.500,65.000,3.000,1.500
135.000,27.000,2.875,4.146,1.875,65.000,3.000,1.000
136.000,27.200,2.875,4.146,1.750,65.000,3.000,1.500
137.000,27.400,2.875,4.195,1.625,65.000,3.000,1.000
138.000,27.600,2.875,4.220,1.500,65.000,3.000,2.000
139.000,27.800,2.875,4.171,1.625,65.000,3.000,2.000
140.000,28.000,2.875,4.171,1.750,65.000,3.000,2.500
141.000,28.200,2.875,4.146,1.625,65.000,3.000,3.000
142.000,28.400,2.875,4.000,1.875,65.000,3.000,2.000
143.000,28.600,2.875,4.171,1.625,65.000,3.000,0.000
144.000,28.800,2.875,4.049,1.750,65.000,3.000,1.000
145.000,29.000,2.875,4.024,1.625,65.000,3.000,0.500
146.000,29.200,2.875,4.171,1.375,65.000,3.000,2.500
147.000,29.400,2.875,4.024,2.000,65.000,3.000,1.000
148.000,29.600,2.875,4.171,1.625,65.000,3.000,1.000
149.000,29.800,2.875,4.049,1.500,65.000,3.000,1.000
150.000,30.000,2.875,4.049,1.750,66.000,3.000,1.000
151.000,30.200,2.875,4.146,1.875,65.000,3.000,1.000
152.000,30.400,2.875,4.049,1.750,65.000,3.000,1.000
153.000,30.600,2.875,4.049,1.750,65.000,3.000,2.000
154.000,30.800,2.875,4.073,1.750,66.000,3.000,1.000
155.000,31.000,2.875,4.171,1.875,67.000,3.000,0.500
156.000,31.200,2.875,4.171,2.000,65.000,3.000,0.000
157.000,31.400,2.875,4.098,1.875,65.000,3.000,1.000
158.000,31.600,2.875,4.098,1.750,65.000,3.000,0.500
159.000,31.800,2.875,4.098,1.250,65.000,3.000,1.000
160.000,32.000,2.875,4.122,2.250,65.000,3.000,1.500
161.000,32.200,2.875,4.268,1.375,65.000,3.000,1.000
162.000,32.400,2.875,4.171,1.500,65.000,3.000,1.500
163.000,32.600,2.875,4.122,1.250,65.000,3.000,1.500
164.000,32.800,2.875,4.171,1.875,65.000,3.000,2.500
165.000,33.000,2.875,4.244,1.250,65.000,3.000,2.000
166.000,33.200,2.875,4.098,1.500,65.000,3.000,1.500
167.000,33.400,2.875,4.171,1.375,65.000,3.000,1.500
168.000,33.600,2.875,4.317,1.500,65.000,3.000,2.500
169.000,33.800,2.875,4.049,1.750,65.000,3.000,2.500
170.000,34.000,2.875,4.073,1.500,65.000,3.000,3.000
171.000,34.200,2.875,4.024,1.500,65.000,3.000,2.500
172.000,34.400,2.875,4.146,1.125,65.000,3.000,1.500
173.000,34.600,2.875,4.244,1.750,65.000,3.000,2.500
174.000,34.800,2.875,4.171,1.750,65.000,3.000,1.500
175.000,35.000,2.875,4.122,2.000,66.000,3.000,2.500
176.000,35.200,2.875,4.122,1.750,66.000,3.000,1.500
177.000,35.400,2.875,4.195,1.875,66.000,3.000,0.500
178.000,35.600,2.875,4.220,1.625,66.000,3.000,0.500
179.000,35.800,2.875,4.244,1.500,65.000,3.000,1.500
180.000,36.000,2.875,4.244,2.000,66.000,3.000,1.000
181.000,36.200,2.875,4.146,1.625,65.000,3.000,1.000
182.000,36.400,2.875,4.366,1.750,66.000,3.000,2.000
183.000,36.600,2.875,4.024,1.750,66.000,3.000,1.500
184.000,36.800,2.875,4.268,1.500,66.000,3.000,2.500
185.000,37.000,2.875,4.244,1.875,66.000,3.000,1.500
186.000,37.200,2.875,4.098,1.500,66.000,3.000,1.000
187.000,37.400,2.875,4.122,1.750,66.000,3.000,1.500
188.000,37.600,2.875,4.366,1.500,66.000,3.000,1.000
189.000,37.800,2.875,4.293,1.750,66.000,3.000,1.000
190.000,38.000,2.875,4.146,1.625,66.000,3.000,0.500
191.000,38.200,2.875,4.122,1.875,66.000,3.000,0.000
192.000,38.400,2.875,4.122,1.875,66.000,3.000,1.500
193.000,38.600,2.875,4.098,1.625,66.000,3.000,1.000
194.000,38.800,2.750,4.268,1.375,66.000,3.000,2.000
195.000,39.000,2.750,4.244,1.500,66.000,3.000,2.000
196.000,39.200,2.750,4.220,1.250,66.000,3.000,1.000
197.000,39.400,2.750,4.098,1.375,66.000,3.000,1.000
198.000,39.600,2.750,4.268,1.625,66.000,3.000,1.000
199.000,39.800,2.750,4.073,1.875,66.000,3.000,0.500
200.000,40.000,2.750,4.268,2.000,66.000,3.000,1.000
201.000,40.200,2.750,4.366,1.625,66.000,3.000,2.500
202.000,40.400,2.750,4.244,1.625,66.000,3.000,1.000
203.000,40.600,2.750,4.220,2.125,67.000,3.000,1.500
204.000,40.800,2.750,4.073,1.500,67.000,3.000,1.500
205.000,41.000,2.750,4.171,1.500,68.000,3.000,1.000
206.000,41.200,2.750,4.195,2.000,67.000,3.000,1.000
207.000,41.400,2.750,4.317,2.375,67.000,3.000,1.000
208.000,41.600,2.750,4.317,1.875,68.000,3.000,1.000
209.000,41.800,2.750,4.244,2.000,69.000,3.000,1.000
210.000,42.000,2.750,4.317,2.375,70.000,3.000,1.500
211.000,42.200,2.750,4.244,1.875,70.000,3.000,3.000
212.000,42.400,2.750,4.146,1.500,70.000,3.000,1.000
213.000,42.600,2.750,4.244,1.500,70.000,3.000,1.500
214.000,42.800,2.750,4.171,1.875,70.000,3.000,2.000
215.000,43.000,2.750,4.415,1.625,70.000,3.000,1.000
216.000,43.200,2.750,4.415,1.750,70.000,3.000,1.000
217.000,43.400,2.750,4.366,1.500,70.000,3.000,0.500
218.000,43.600,2.750,4.220,1.375,69.000,3.000,1.500
219.000,43.800,2.750,4.512,1.625,69.000,3.000,2.000
220.000,44.000,2.750,4.390,2.000,70.000,3.000,1.500
221.000,44.200,2.750,4.268,1.750,70.000,3.000,2.000
222.000,44.400,2.750,4.220,2.375,70.000,3.000,1.500
223.000,44.600,2.750,4.268,2.250,69.000,3.000,0.500
224.000,44.800,2.750,4.366,2.000,69.000,3.000,1.000
225.000,45.000,2.750,4.317,2.125,70.000,3.000,1.000
226.000,45.200,2.750,4.439,2.000,67.000,3.000,1.000
227.000,45.400,2.750,4.195,2.250,67.000,3.000,0.500
228.000,45.600,2.750,4.146,1.750,70.000,3.000,2.500
229.000,45.800,2.750,4.293,1.750,70.000,3.000,1.000
230.000,46.000,2.750,4.341,2.250,69.000,3.000,1.500
231.000,46.200,2.750,4.341,2.000,68.000,3.000,1.000
232.000,46.400,2.750,4.390,1.875,69.000,3.000,1.000
233.000,46.600,2.750,4.195,2.250,69.000,3.000,2.500
234.000,46.800,2.750,4.341,2.000,69.000,3.000,2.000
235.000,47.000,2.750,4.390,2.250,68.000,3.000,1.500
236.000,47.200,2.750,4.341,2.000,68.000,3.000,1.000
237.000,47.400,2.750,4.244,2.000,70.000,3.000,1.000
238.000,47.600,2.625,4.244,1.750,70.000,3.000,2.000
239.000,47.800,2.625,4.366,2.000,70.000,3.000,2.500
240.000,48.000,2.625,4.390,2.250,70.000,3.000,2.500
241.000,48.200,2.625,4.341,2.000,70.000,3.000,2.500
242.000,48.400,2.625,4.317,2.375,70.000,3.000,1.500
243.000,48.600,2.625,4.341,2.375,70.000,3.000,1.500
244.000,48.800,2.625,4.366,2.375,70.000,3.000,0.500
245.000,49.000,2.625,4.341,2.625,71.000,3.000,1.000
246.000,49.200,2.625,4.341,2.500,71.000,3.000,1.000
247.000,49.400,2.625,4.341,2.000,70.000,3.000,1.000
248.000,49.600,2.625,4.390,2.625,69.000,3.000,1.000
249.000,49.800,2.625,4.366,2.250,69.000,3.000,0.500
250.000,50.000,2.625,4.463,2.375,70.000,3.000,1.500
251.000,50.200,2.625,4.463,2.250,70.000,3.000,1.500
252.000,50.400,2.625,4.341,2.375,70.000,3.000,0.500
253.000,50.600,2.625,4.415,2.625,69.000,3.000,2.000
254.000,50.800,2.625,4.341,2.000,69.000,3.000,1.500
255.000,51.000,2.625,4.390,2.375,69.000,3.000,1.000
256.000,51.200,2.625,4.390,2.500,69.000,3.000,3.500
257.000,51.400,2.625,4.561,1.875,70.000,3.000,1.500
258.000,51.600,2.625,4.415,2.250,70.000,3.000,2.500
259.000,51.800,2.625,4.512,2.250,69.000,3.000,1.500
260.000,52.000,2.625,4.610,2.500,70.000,3.000,2.000
261.000,52.200,2.625,4.366,2.500,70.000,3.000,1.500
262.000,52.400,2.625,4.415,2.375,70.000,3.000,1.500
263.000,52.600,2.625,4.341,2.625,70.000,3.000,0.000
264.000,52.800,2.625,4.561,2.625,70.000,3.000,2.500
265.000,53.000,2.625,4.268,2.375,70.000,3.000,1.000
266.000,53.200,2.625,4.463,2.625,69.000,3.000,0.500
267.000,53.400,2.625,4.463,2.500,70.000,3.000,1.000
268.000,53.600,2.625,4.439,2.500,70.000,3.000,0.500
269.000,53.800,2.625,4.488,2.375,70.000,3.000,2.000
270.000,54.000,2.625,4.366,2.125,69.000,3.000,2.000
271.000,54.200,2.625,4.244,2.250,69.000,3.000,1.000
272.000,54.400,2.625,4.317,2.250,69.000,3.000,1.500
273.000,54.600,2.625,4.415,2.500,70.000,3.000,1.000
274.000,54.800,2.625,4.488,2.375,69.000,3.000,0.500
275.000,55.000,2.625,4.390,2.375,70.000,3.000,1.500
276.000,55.200,2.625,4.366,2.375,70.000,3.000,1.000
277.000,55.400,2.625,4.415,2.125,69.000,3.000,1.000
278.000,55.600,2.625,4.512,2.250,70.000,3.000,1.000
279.000,55.800,2.625,4.463,2.125,69.000,3.000,1.500
280.000,56.000,2.625,4.317,2.250,70.000,3.000,1.000
281.000,56.200,2.625,4.488,2.375,69.000,3.000,1.000
282.000,56.400,2.625,4.439,2.375,69.000,3.000,0.500
283.000,56.600,2.625,4.585,2.000,69.000,3.000,1.000
284.000,56.800,2.625,4.561,1.750,69.000,3.000,1.500
285.000,57.000,2.625,4.415,2.000,69.000,3.000,1.500
286.000,57.200,2.625,4.488,2.375,69.000,3.000,2.500
287.000,57.400,2.625,4.512,2.125,69.000,3.000,3.500
288.000,57.600,2.625,4.341,2.250,69.000,3.000,0.500
289.000,57.800,2.625,4.512,2.125,69.000,3.000,2.500
290.000,58.000,2.625,4.366,2.125,69.000,3.000,1.500
291.000,58.200,2.625,4.488,2.500,69.000,3.000,0.500
292.000,58.400,2.625,4.463,2.250,69.000,3.000,0.500
293.000,58.600,2.625,4.390,2.625,69.000,3.000,1.500
294.000,58.800,2.625,4.439,2.625,69.000,3.000,1.500
295.000,59.000,2.625,4.390,2.250,69.000,3.000,0.500
296.000,59.200,2.625,4.317,2.500,70.000,3.000,1.000
297.000,59.400,2.625,4.488,1.875,70.000,3.000,0.500
298.000,59.600,2.625,4.366,2.000,70.000,3.000,0.000
299.000,59.800,2.625,4.537,2.500,70.000,3.000,1.000
300.000,60.000,2.625,4.537,2.250,69.000,3.000,1.000
301.000,60.200,2.625,4.366,2.250,69.000,3.000,2.000
302.000,60.400,2.625,4.390,2.250,69.000,3.000,1.500
303.000,60.600,2.625,4.415,2.250,69.000,3.000,1.500
304.000,60.800,2.625,4.439,2.500,69.000,3.000,0.500
305.000,61.000,2.625,4.366,2.250,69.000,3.000,0.500
306.000,61.200,2.625,4.244,2.500,69.000,3.000,1.000
307.000,61.400,2.625,4.366,2.500,69.000,3.000,1.500
308.000,61.600,2.625,4.415,2.375,69.000,3.000,2.000
309.000,61.800,2.625,4.293,2.000,69.000,3.000,1.000
310.000,62.000,2.625,4.488,2.250,69.000,3.000,2.500
311.000,62.200,2.500,4.415,2.250,70.000,3.000,2.500
312.000,62.400,2.500,4.366,2.500,70.000,3.000,1.500
313.000,62.600,2.500,4.439,2.625,70.000,3.000,1.000
314.000,62.800,2.500,4.463,2.125,71.000,3.000,0.500
315.000,63.000,2.500,4.439,2.875,71.000,3.000,1.000
316.000,63.200,2.500,4.463,2.500,71.000,3.000,1.000
317.000,63.400,2.500,4.463,2.125,71.000,3.000,0.500
318.000,63.600,2.500,4.585,2.875,71.000,3.000,0.500
319.000,63.800,2.500,4.439,2.375,71.000,3.000,1.500
320.000,64.000,2.500,4.585,2.500,71.000,3.000,0.000
321.000,64.200,2.500,4.317,2.375,70.000,3.000,0.000
322.000,64.400,2.500,4.561,2.375,71.000,3.000,1.500
323.000,64.600,2.500,4.537,2.250,71.000,3.000,0.500
324.000,64.800,2.500,4.341,2.375,70.000,3.000,0.500
325.000,65.000,2.500,4.463,2.625,71.000,3.000,1.000
326.000,65.200,2.500,4.390,2.500,71.000,3.000,1.000
327.000,65.400,2.500,4.439,2.625,71.000,3.000,1.000
328.000,65.600,2.500,4.512,3.125,71.000,3.000,2.000
329.000,65.800,2.500,4.512,2.750,71.000,3.000,1.500
330.000,66.000,2.500,4.537,2.625,71.000,3.000,1.500
331.000,66.200,2.500,4.512,2.750,71.000,3.000,2.000
332.000,66.400,2.500,4.439,3.000,71.000,3.000,2.000
333.000,66.600,2.500,4.293,2.750,71.000,3.000,2.000
334.000,66.800,2.500,4.488,2.500,71.000,3.000,1.500
335.000,67.000,2.500,4.537,2.500,71.000,3.000,1.500
336.000,67.200,2.500,4.488,3.000,71.000,3.000,2.000
337.000,67.400,2.500,4.561,2.625,72.000,3.000,0.500
338.000,67.600,2.500,4.317,2.500,71.000,3.000,1.500
339.000,67.800,2.500,4.317,3.000,71.000,3.000,1.000
340.000,68.000,2.500,4.439,2.750,71.000,3.000,1.500
341.000,68.200,2.500,4.463,3.000,72.000,3.000,2.000
342.000,68.400,2.500,4.463,3.000,72.000,3.000,1.500
343.000,68.600,2.500,4.537,3.000,72.000,3.000,2.500
344.000,68.800,2.500,4.439,2.625,72.000,3.000,2.000
345.000,69.000,2.500,4.390,2.500,72.000,3.000,1.500
346.000,69.200,2.500,4.512,2.750,72.000,3.000,1.500
347.000,69.400,2.500,4.463,2.625,71.000,3.000,0.000
348.000,69.600,2.500,4.561,2.750,72.000,3.000,1.500
349.000,69.800,2.500,4.512,2.875,71.000,3.000,1.000
350.000,70.000,2.500,4.439,2.250,71.000,3.000,1.500
351.000,70.200,2.500,4.561,2.625,72.000,3.000,1.000
352.000,70.400,2.500,4.537,2.875,72.000,3.000,0.500
353.000,70.600,2.500,4.512,3.000,72.000,3.000,1.000
354.000,70.800,2.500,4.537,2.625,71.000,3.000,2.000
355.000,71.000,2.500,4.512,2.875,71.000,3.000,2.000
356.000,71.200,2.500,4.317,2.625,71.000,3.000,2.000
357.000,71.400,2.500,4.707,2.250,71.000,3.000,1.500
358.000,71.600,2.500,4.537,2.500,71.000,3.000,0.000
359.000,71.800,2.500,4.537,2.750,71.000,3.000,1.000
360.000,72.000,2.500,4.585,2.375,71.000,3.000,0.500
361.000,72.200,2.500,4.341,2.500,71.000,3.000,0.500
362.000,72.400,2.500,4.439,2.625,71.000,3.000,0.000
363.000,72.600,2.500,4.561,2.750,71.000,3.000,0.500
364.000,72.800,2.500,4.610,2.875,71.000,3.000,1.000
365.000,73.000,2.500,4.439,2.500,71.000,3.000,1.500
366.000,73.200,2.500,4.537,2.500,71.000,3.000,1.000
367.000,73.400,2.500,4.512,2.750,71.000,3.000,1.000
368.000,73.600,2.500,4.415,2.750,71.000,3.000,1.500
369.000,73.800,2.500,4.537,3.125,71.000,3.000,1.000
370.000,74.000,2.500,4.415,2.875,71.000,3.000,0.500
371.000,74.200,2.500,4.341,2.750,72.000,3.000,0.500
372.000,74.400,2.500,4.659,2.750,71.000,3.000,1.500
373.000,74.600,2.500,4.488,2.625,71.000,3.000,2.000
374.000,74.800,2.500,4.512,2.625,71.000,3.000,2.500
375.000,75.000,2.500,4.415,2.375,72.000,3.000,2.000
376.000,75.200,2.500,4.341,3.000,71.000,3.000,1.000
377.000,75.400,2.500,4.415,2.875,71.000,3.000,0.500
378.000,75.600,2.500,4.512,2.375,71.000,3.000,0.500
379.000,75.800,2.500,4.415,2.375,72.000,3.000,0.000
380.000,76.000,2.500,4.512,2.625,72.000,3.000,1.000
381.000,76.200,2.500,4.415,2.750,72.000,3.000,0.000
382.000,76.400,2.500,4.512,2.500,72.000,3.000,2.500
383.000,76.600,2.500,4.659,2.125,72.000,3.000,1.500
384.000,76.800,2.500,4.585,2.500,71.000,3.000,1.000
385.000,77.000,2.500,4.585,2.625,71.000,3.000,3.000
386.000,77.200,2.500,4.610,2.625,71.000,3.000,1.500
387.000,77.400,2.500,4.366,2.750,71.000,3.000,1.500
388.000,77.600,2.500,4.659,2.625,72.000,3.000,2.000
389.000,77.800,2.375,4.610,2.750,72.000,3.000,1.500
390.000,78.000,2.375,4.610,2.625,73.000,3.000,1.500
391.000,78.200,2.375,4.488,2.375,72.000,3.000,1.500
392.000,78.400,2.375,4.610,2.500,72.000,3.000,2.000
393.000,78.600,2.375,4.634,3.125,71.000,3.000,1.500
394.000,78.800,2.375,4.561,2.250,72.000,3.000,0.500
395.000,79.000,2.375,4.561,2.375,71.000,3.000,1.000
396.000,79.200,2.375,4.463,2.875,71.000,3.000,2.000
397.000,79.400,2.375,4.463,2.500,70.000,3.000,1.500
398.000,79.600,2.375,4.537,2.750,70.000,3.000,1.000
399.000,79.800,2.375,4.439,2.875,71.000,3.000,2.000
400.000,80.000,2.375,4.634,2.500,71.000,3.000,1.500
401.000,80.200,2.375,4.537,2.750,71.000,3.000,0.500
402.000,80.400,2.375,4.585,2.625,71.000,3.000,1.500
403.000,80.600,2.375,4.561,2.625,71.000,3.000,0.500
404.000,80.800,2.375,4.537,2.500,71.000,3.000,2.000
405.000,81.000,2.375,4.854,2.625,71.000,3.000,1.500
406.000,81.200,2.375,4.585,2.500,71.000,3.000,2.000
407.000,81.400,2.375,4.512,2.750,71.000,3.000,1.000
408.000,81.600,2.375,4.659,2.875,71.000,3.000,1.500
409.000,81.800,2.375,4.585,2.375,71.000,3.000,2.000
410.000,82.000,2.375,4.634,2.500,71.000,3.000,2.000
411.000,82.200,2.375,4.659,3.125,71.000,3.000,1.000
412.000,82.400,2.375,4.659,2.000,71.000,3.000,2.000
413.000,82.600,2.375,4.610,2.875,71.000,3.000,3.000
414.000,82.800,2.375,4.854,2.625,71.000,3.000,2.500
415.000,83.000,2.375,4.585,2.625,70.000,3.000,3.000
416.000,83.200,2.375,4.561,2.500,70.000,3.000,3.000
417.000,83.400,2.375,4.659,2.875,69.000,3.000,2.500
418.000,83.600,2.375,4.683,2.250,70.000,3.000,3.000
419.000,83.800,2.375,4.707,2.375,70.000,3.000,1.500
420.000,84.000,2.375,4.805,2.500,71.000,3.000,1.500
421.000,84.200,2.375,4.610,2.125,70.000,3.000,1.500
422.000,84.400,2.375,4.537,2.625,71.000,3.000,1.000
423.000,84.600,2.375,4.610,2.375,71.000,3.000,2.000
424.000,84.800,2.375,4.805,2.625,71.000,3.000,2.000
425.000,85.000,2.375,4.732,2.250,72.000,3.000,1.000
426.000,85.200,2.375,4.537,2.250,71.000,3.000,2.000
427.000,85.400,2.375,4.610,2.625,71.000,3.000,1.500
428.000,85.600,2.375,4.585,2.250,71.000,3.000,1.000
429.000,85.800,2.250,4.683,2.875,71.000,3.000,1.500
430.000,86.000,2.250,4.659,2.875,71.000,3.000,0.500
431.000,86.200,2.250,4.683,2.500,71.000,3.000,2.000
432.000,86.400,2.250,4.512,2.750,69.000,3.000,0.000
433.000,86.600,2.250,4.537,2.875,71.000,3.000,0.500
434.000,86.800,2.250,4.634,2.750,71.000,3.000,2.500
