# Step 5 — energy change from the short anneal (seminar 2026-08).
# RAW values, one per structure (n=681). Unit: meV PER CELL, not per atom.
# Origin: Plot > Statistical > Histogram, then set Bin Size 50, Begin -1250, End 0.
# Do NOT feed the binned table below into Histogram - Origin would re-bin it.
#   Use the binned counts only to CHECK your result:
#    -1200 ..  -1150 :   3
#    -1150 ..  -1100 :   4
#    -1100 ..  -1050 :  18
#    -1050 ..  -1000 :  49
#    -1000 ..   -950 :  43
#     -950 ..   -900 :  76
#     -900 ..   -850 :  70
#     -850 ..   -800 : 121
#     -800 ..   -750 : 146
#     -750 ..   -700 : 114
#     -700 ..   -650 :  37
anneal_delta_E_meV_per_cell
-801.673
-801.667
-801.297
-801.225
-800.969
-800.828
-800.549
-800.491
-800.255
-799.566
-798.690
-797.941
-797.728
-797.683
-797.514
-797.207
-797.141
-797.030
-795.924
-795.850
-795.806
-794.946
-794.694
-794.341
-794.230
-794.063
-794.045
-793.736
-793.538
-792.496
-792.129
-791.927
-791.743
-791.538
-791.217
-791.109
-790.509
-790.074
-789.894
-789.318
-788.959
-788.319
-787.632
-787.529
-787.516
-787.265
-786.690
-786.179
-784.972
-784.841
-784.790
-784.732
-784.585
-784.442
-784.390
-784.285
-784.274
-784.149
-783.990
-783.180
-783.129
-783.115
-782.788
-782.378
-782.121
-782.000
-781.802
-781.726
-780.481
-780.449
-780.123
-779.985
-779.838
-779.743
-779.110
-779.087
-778.735
-777.920
-777.869
-777.266
-776.949
-776.907
-775.697
-774.639
-774.619
-774.321
-774.252
-773.801
-773.299
-772.601
-772.479
-771.618
-771.538
-771.467
-771.298
-770.965
-770.659
-770.271
-770.152
-769.834
-769.569
-769.228
-768.856
-768.808
-768.583
-768.541
-768.283
-767.790
-767.430
-767.373
-766.516
-766.374
-765.417
-765.170
-765.149
-765.115
-765.088
-764.902
-764.474
-764.474
-763.933
-763.544
-763.108
-763.087
-762.813
-762.785
-762.126
-762.071
-761.900
-761.638
-761.597
-760.637
-759.301
-758.394
-758.379
-757.987
-757.973
-756.739
-756.646
-756.590
-756.565
-756.318
-755.534
-754.818
-754.355
-754.310
-754.049
-752.096
-751.880
-751.252
-751.125
-750.675
-750.446
-750.412
-750.336
-749.852
-749.285
-749.228
-748.894
-748.334
-748.155
-748.034
-747.389
-746.718
-745.995
-745.492
-745.200
-743.090
-742.763
-742.410
-741.645
-741.589
-741.289
-741.286
-739.429
-739.090
-738.838
-738.438
-738.084
-737.927
-737.475
-736.967
-736.371
-735.814
-735.627
-735.520
-734.826
-733.085
-732.717
-732.684
-732.525
-732.278
-732.024
-730.774
-730.537
-729.984
-729.873
-728.819
-728.793
-728.599
-727.384
-726.972
-726.846
-726.828
-725.947
-725.650
-725.167
-724.941
-723.342
-721.013
-720.828
-719.772
-719.672
-719.586
-719.213
-718.914
-718.464
-718.439
-718.290
-718.131
-717.840
-716.974
-716.602
-716.588
-716.206
-716.014
-715.913
-715.835
-715.166
-714.620
-713.815
-713.778
-713.681
-713.117
-712.638
-712.462
-712.115
-711.974
-711.756
-711.588
-710.067
-709.707
-709.527
-709.325
-708.627
-708.483
-708.154
-708.049
-707.941
-707.892
-707.610
-706.778
-706.527
-706.331
-705.954
-705.886
-705.850
-704.265
-704.119
-703.711
-703.679
-703.428
-703.262
-703.136
-702.623
-702.422
-701.961
-701.881
-700.297
-699.379
-699.119
-697.636
-696.331
-696.203
-695.452
-695.021
-694.800
-694.405
-693.565
-692.945
-691.290
-691.194
-691.096
-690.418
-689.833
-689.114
-688.856
-687.796
-686.625
-686.540
-686.001
-684.440
-684.373
-680.809
-680.726
-673.827
-673.538
-673.531
-672.519
-670.539
-670.468
-670.420
-670.138
-667.794
-665.464
-660.522
