"# lpscl16 element PDOS normalized. _perTOT = /total atoms (62); _perEL = /count of that element {'Li': 27, 'P': 5, 'S': 22, 'Cl': 8}"
E_minus_VBM,Li_perTOT,P_perTOT,S_perTOT,Cl_perTOT,Li_perEL,P_perEL,S_perEL,Cl_perEL
-7.0100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-7.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.9000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.8000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.7000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.6000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.5000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.4000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.3000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.2000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.1000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.0900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.0800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.0700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-6.0600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000
-6.0500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00001,0.00000
-6.0400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00001,0.00000
-6.0300,0.00000,0.00000,0.00001,0.00000,0.00000,0.00004,0.00002,0.00000
-6.0200,0.00000,0.00000,0.00001,0.00000,0.00000,0.00006,0.00003,0.00000
-6.0100,0.00000,0.00001,0.00001,0.00000,0.00001,0.00008,0.00004,0.00000
-6.0000,0.00000,0.00001,0.00002,0.00000,0.00001,0.00012,0.00005,0.00000
-5.9900,0.00000,0.00001,0.00003,0.00000,0.00001,0.00016,0.00007,0.00000
-5.9800,0.00001,0.00002,0.00003,0.00000,0.00001,0.00020,0.00009,0.00000
-5.9700,0.00001,0.00002,0.00004,0.00000,0.00002,0.00026,0.00012,0.00000
-5.9600,0.00001,0.00003,0.00005,0.00000,0.00003,0.00034,0.00015,0.00000
-5.9500,0.00001,0.00003,0.00007,0.00000,0.00003,0.00042,0.00020,0.00000
-5.9400,0.00002,0.00004,0.00009,0.00000,0.00004,0.00054,0.00025,0.00001
-5.9300,0.00002,0.00005,0.00011,0.00000,0.00005,0.00068,0.00032,0.00001
-5.9200,0.00003,0.00007,0.00014,0.00000,0.00006,0.00086,0.00040,0.00001
-5.9100,0.00004,0.00009,0.00018,0.00000,0.00008,0.00108,0.00050,0.00001
-5.9000,0.00004,0.00011,0.00022,0.00000,0.00010,0.00134,0.00063,0.00001
-5.8900,0.00005,0.00013,0.00028,0.00000,0.00012,0.00166,0.00078,0.00003
-5.8800,0.00007,0.00017,0.00034,0.00000,0.00015,0.00206,0.00096,0.00003
-5.8700,0.00008,0.00020,0.00042,0.00000,0.00019,0.00252,0.00117,0.00003
-5.8600,0.00010,0.00025,0.00051,0.00000,0.00023,0.00308,0.00144,0.00004
-5.8500,0.00012,0.00030,0.00062,0.00001,0.00027,0.00374,0.00175,0.00005
-5.8400,0.00015,0.00037,0.00075,0.00001,0.00033,0.00454,0.00211,0.00005
-5.8300,0.00017,0.00044,0.00090,0.00001,0.00040,0.00546,0.00255,0.00006
-5.8200,0.00021,0.00053,0.00109,0.00001,0.00048,0.00656,0.00306,0.00007
-5.8100,0.00025,0.00063,0.00130,0.00001,0.00057,0.00786,0.00365,0.00010
-5.8000,0.00030,0.00075,0.00155,0.00001,0.00069,0.00936,0.00435,0.00011
-5.7900,0.00035,0.00090,0.00183,0.00002,0.00081,0.01112,0.00517,0.00014
-5.7800,0.00042,0.00106,0.00217,0.00002,0.00096,0.01314,0.00611,0.00016
-5.7700,0.00049,0.00125,0.00255,0.00002,0.00113,0.01548,0.00719,0.00019
-5.7600,0.00058,0.00146,0.00299,0.00003,0.00132,0.01816,0.00844,0.00022
-5.7500,0.00067,0.00171,0.00350,0.00003,0.00154,0.02122,0.00985,0.00026
-5.7400,0.00078,0.00199,0.00407,0.00004,0.00180,0.02470,0.01147,0.00030
-5.7300,0.00090,0.00231,0.00472,0.00005,0.00208,0.02866,0.01330,0.00035
-5.7200,0.00105,0.00267,0.00545,0.00005,0.00240,0.03312,0.01537,0.00041
-5.7100,0.00120,0.00307,0.00628,0.00006,0.00276,0.03812,0.01770,0.00047
-5.7000,0.00138,0.00353,0.00720,0.00007,0.00316,0.04374,0.02029,0.00054
-5.6900,0.00157,0.00403,0.00823,0.00008,0.00361,0.04998,0.02319,0.00063
-5.6800,0.00179,0.00459,0.00937,0.00009,0.00411,0.05692,0.02640,0.00071
-5.6700,0.00203,0.00521,0.01063,0.00010,0.00466,0.06458,0.02995,0.00080
-5.6600,0.00229,0.00589,0.01201,0.00012,0.00526,0.07302,0.03385,0.00091
-5.6500,0.00258,0.00663,0.01353,0.00013,0.00591,0.08226,0.03813,0.00103
-5.6400,0.00289,0.00745,0.01519,0.00015,0.00663,0.09236,0.04280,0.00115
-5.6300,0.00323,0.00833,0.01699,0.00017,0.00741,0.10332,0.04787,0.00129
-5.6200,0.00359,0.00929,0.01893,0.00019,0.00825,0.11518,0.05336,0.00144
-5.6100,0.00399,0.01032,0.02103,0.00021,0.00916,0.12798,0.05928,0.00160
-5.6000,0.00441,0.01143,0.02329,0.00023,0.01013,0.14172,0.06564,0.00178
-5.5900,0.00486,0.01261,0.02570,0.00025,0.01116,0.15642,0.07243,0.00198
-5.5800,0.00534,0.01388,0.02827,0.00028,0.01226,0.17208,0.07967,0.00217
-5.5700,0.00584,0.01522,0.03100,0.00031,0.01342,0.18868,0.08735,0.00239
-5.5600,0.00638,0.01663,0.03388,0.00034,0.01464,0.20624,0.09547,0.00261
-5.5500,0.00694,0.01812,0.03691,0.00037,0.01593,0.22470,0.10402,0.00286
-5.5400,0.00752,0.01968,0.04009,0.00040,0.01727,0.24408,0.11299,0.00313
-5.5300,0.00813,0.02132,0.04341,0.00044,0.01867,0.26432,0.12235,0.00339
-5.5200,0.00876,0.02301,0.04687,0.00047,0.02012,0.28538,0.13209,0.00367
-5.5100,0.00942,0.02477,0.05045,0.00051,0.02162,0.30718,0.14219,0.00398
-5.5000,0.01009,0.02659,0.05415,0.00055,0.02316,0.32972,0.15262,0.00429
-5.4900,0.01078,0.02846,0.05797,0.00060,0.02474,0.35290,0.16336,0.00461
-5.4800,0.01148,0.03038,0.06187,0.00064,0.02636,0.37666,0.17437,0.00495
-5.4700,0.01219,0.03233,0.06587,0.00069,0.02800,0.40094,0.18562,0.00531
-5.4600,0.01292,0.03433,0.06993,0.00073,0.02966,0.42566,0.19709,0.00568
-5.4500,0.01365,0.03635,0.07406,0.00078,0.03134,0.45074,0.20872,0.00605
-5.4400,0.01439,0.03839,0.07824,0.00083,0.03303,0.47608,0.22049,0.00644
-5.4300,0.01512,0.04045,0.08245,0.00088,0.03473,0.50162,0.23235,0.00684
-5.4200,0.01586,0.04252,0.08668,0.00094,0.03642,0.52728,0.24428,0.00725
-5.4100,0.01659,0.04459,0.09092,0.00099,0.03810,0.55296,0.25623,0.00768
-5.4000,0.01732,0.04666,0.09516,0.00105,0.03977,0.57860,0.26817,0.00811
-5.3900,0.01804,0.04872,0.09938,0.00110,0.04143,0.60414,0.28007,0.00856
-5.3800,0.01875,0.05076,0.10357,0.00116,0.04305,0.62948,0.29189,0.00903
-5.3700,0.01945,0.05279,0.10774,0.00123,0.04466,0.65458,0.30362,0.00950
-5.3600,0.02013,0.05479,0.11185,0.00129,0.04622,0.67936,0.31521,0.00997
-5.3500,0.02080,0.05676,0.11591,0.00135,0.04776,0.70380,0.32665,0.01047
-5.3400,0.02145,0.05870,0.11991,0.00142,0.04925,0.72782,0.33793,0.01099
-5.3300,0.02208,0.06060,0.12384,0.00149,0.05071,0.75140,0.34901,0.01153
-5.3200,0.02270,0.06246,0.12770,0.00156,0.05212,0.77452,0.35989,0.01206
-5.3100,0.02329,0.06428,0.13149,0.00163,0.05349,0.79712,0.37056,0.01263
-5.3000,0.02387,0.06607,0.13520,0.00170,0.05481,0.81924,0.38101,0.01320
-5.2900,0.02442,0.06781,0.13883,0.00178,0.05608,0.84082,0.39124,0.01381
-5.2800,0.02496,0.06951,0.14238,0.00186,0.05731,0.86188,0.40126,0.01444
-5.2700,0.02547,0.07117,0.14586,0.00195,0.05850,0.88246,0.41106,0.01509
-5.2600,0.02597,0.07278,0.14926,0.00203,0.05963,0.90252,0.42065,0.01576
-5.2500,0.02645,0.07436,0.15260,0.00213,0.06073,0.92212,0.43005,0.01648
-5.2400,0.02691,0.07591,0.15588,0.00222,0.06179,0.94130,0.43929,0.01721
-5.2300,0.02735,0.07743,0.15910,0.00232,0.06280,0.96010,0.44836,0.01800
-5.2200,0.02777,0.07891,0.16227,0.00243,0.06378,0.97854,0.45730,0.01883
-5.2100,0.02819,0.08038,0.16541,0.00254,0.06472,0.99670,0.46615,0.01969
-5.2000,0.02858,0.08182,0.16852,0.00266,0.06564,1.01462,0.47491,0.02061
-5.1900,0.02897,0.08326,0.17161,0.00278,0.06652,1.03238,0.48363,0.02158
-5.1800,0.02935,0.08468,0.17470,0.00292,0.06739,1.05004,0.49233,0.02261
-5.1700,0.02971,0.08610,0.17780,0.00306,0.06823,1.06768,0.50106,0.02370
-5.1600,0.03007,0.08753,0.18092,0.00321,0.06905,1.08538,0.50985,0.02485
-5.1500,0.03042,0.08897,0.18407,0.00336,0.06986,1.10322,0.51875,0.02608
-5.1400,0.03077,0.09043,0.18728,0.00353,0.07067,1.12130,0.52780,0.02738
-5.1300,0.03112,0.09191,0.19056,0.00371,0.07146,1.13970,0.53703,0.02875
-5.1200,0.03147,0.09343,0.19391,0.00390,0.07226,1.15850,0.54648,0.03020
-5.1100,0.03181,0.09498,0.19736,0.00410,0.07306,1.17780,0.55621,0.03175
-5.1000,0.03217,0.09659,0.20093,0.00431,0.07386,1.19766,0.56625,0.03338
-5.0900,0.03252,0.09824,0.20461,0.00453,0.07467,1.21822,0.57663,0.03510
-5.0800,0.03288,0.09996,0.20843,0.00476,0.07550,1.23950,0.58740,0.03691
-5.0700,0.03325,0.10174,0.21240,0.00501,0.07634,1.26162,0.59859,0.03881
-5.0600,0.03362,0.10360,0.21653,0.00527,0.07720,1.28464,0.61022,0.04081
-5.0500,0.03400,0.10553,0.22083,0.00554,0.07808,1.30860,0.62234,0.04290
-5.0400,0.03440,0.10755,0.22531,0.00582,0.07899,1.33358,0.63495,0.04509
-5.0300,0.03480,0.10965,0.22996,0.00611,0.07991,1.35960,0.64808,0.04736
-5.0200,0.03521,0.11183,0.23480,0.00642,0.08086,1.38668,0.66172,0.04972
-5.0100,0.03563,0.11410,0.23983,0.00673,0.08183,1.41486,0.67590,0.05216
-5.0000,0.03607,0.11646,0.24505,0.00706,0.08282,1.44414,0.69059,0.05469
-4.9900,0.03651,0.11891,0.25045,0.00739,0.08383,1.47450,0.70580,0.05727
-4.9800,0.03696,0.12145,0.25602,0.00773,0.08487,1.50592,0.72151,0.05994
-4.9700,0.03742,0.12406,0.26176,0.00808,0.08592,1.53836,0.73769,0.06265
-4.9600,0.03788,0.12675,0.26766,0.00844,0.08699,1.57176,0.75432,0.06541
-4.9500,0.03835,0.12952,0.27370,0.00880,0.08807,1.60606,0.77135,0.06821
-4.9400,0.03883,0.13235,0.27987,0.00917,0.08916,1.64114,0.78873,0.07104
-4.9300,0.03930,0.13524,0.28615,0.00953,0.09024,1.67692,0.80641,0.07389
-4.9200,0.03977,0.13817,0.29250,0.00990,0.09133,1.71328,0.82433,0.07674
-4.9100,0.04024,0.14113,0.29892,0.01027,0.09241,1.75006,0.84242,0.07958
-4.9000,0.04070,0.14412,0.30537,0.01063,0.09347,1.78712,0.86060,0.08240
-4.8900,0.04116,0.14712,0.31183,0.01099,0.09451,1.82430,0.87879,0.08520
-4.8800,0.04160,0.15012,0.31826,0.01135,0.09552,1.86144,0.89691,0.08795
-4.8700,0.04202,0.15309,0.32463,0.01170,0.09649,1.89832,0.91486,0.09064
-4.8600,0.04243,0.15603,0.33091,0.01203,0.09743,1.93474,0.93256,0.09326
-4.8500,0.04281,0.15891,0.33706,0.01236,0.09831,1.97054,0.94989,0.09580
-4.8400,0.04317,0.16173,0.34304,0.01268,0.09913,2.00546,0.96675,0.09825
-4.8300,0.04350,0.16446,0.34883,0.01298,0.09989,2.03930,0.98306,0.10059
-4.8200,0.04380,0.16709,0.35438,0.01327,0.10057,2.07186,0.99870,0.10281
-4.8100,0.04406,0.16959,0.35965,0.01354,0.10117,2.10288,1.01355,0.10490
-4.8000,0.04428,0.17195,0.36461,0.01379,0.10169,2.13218,1.02754,0.10686
-4.7900,0.04447,0.17415,0.36923,0.01402,0.10211,2.15952,1.04055,0.10867
-4.7800,0.04460,0.17619,0.37346,0.01424,0.10243,2.18470,1.05248,0.11033
-4.7700,0.04470,0.17802,0.37728,0.01443,0.10264,2.20750,1.06325,0.11181
-4.7600,0.04474,0.17966,0.38065,0.01460,0.10274,2.22774,1.07275,0.11314
-4.7500,0.04473,0.18107,0.38355,0.01475,0.10271,2.24524,1.08091,0.11429
-4.7400,0.04467,0.18224,0.38594,0.01487,0.10257,2.25982,1.08765,0.11526
-4.7300,0.04455,0.18317,0.38780,0.01497,0.10230,2.27132,1.09289,0.11605
-4.7200,0.04438,0.18384,0.38910,0.01505,0.10190,2.27958,1.09657,0.11665
-4.7100,0.04415,0.18424,0.38984,0.01510,0.10137,2.28452,1.09863,0.11706
-4.7000,0.04386,0.18435,0.38998,0.01513,0.10071,2.28600,1.09903,0.11729
-4.6900,0.04351,0.18419,0.38952,0.01514,0.09991,2.28394,1.09773,0.11731
-4.6800,0.04310,0.18373,0.38844,0.01512,0.09897,2.27826,1.09470,0.11715
-4.6700,0.04263,0.18298,0.38674,0.01507,0.09790,2.26894,1.08991,0.11680
-4.6600,0.04211,0.18193,0.38442,0.01500,0.09670,2.25594,1.08337,0.11626
-4.6500,0.04153,0.18059,0.38147,0.01491,0.09536,2.23926,1.07506,0.11554
-4.6400,0.04089,0.17894,0.37791,0.01479,0.09389,2.21890,1.06501,0.11464
-4.6300,0.04020,0.17701,0.37372,0.01465,0.09230,2.19494,1.05322,0.11356
-4.6200,0.03945,0.17479,0.36894,0.01449,0.09060,2.16738,1.03974,0.11231
-4.6100,0.03866,0.17229,0.36357,0.01431,0.08877,2.13636,1.02460,0.11091
-4.6000,0.03782,0.16951,0.35762,0.01411,0.08684,2.10194,1.00785,0.10935
-4.5900,0.03693,0.16647,0.35113,0.01389,0.08480,2.06424,0.98955,0.10765
-4.5800,0.03600,0.16318,0.34411,0.01366,0.08267,2.02342,0.96975,0.10584
-4.5700,0.03503,0.15965,0.33658,0.01340,0.08044,1.97962,0.94855,0.10385
-4.5600,0.03403,0.15589,0.32859,0.01313,0.07814,1.93302,0.92601,0.10174
-4.5500,0.03299,0.15192,0.32015,0.01284,0.07576,1.88378,0.90224,0.09951
-4.5400,0.03193,0.14775,0.31130,0.01254,0.07331,1.83212,0.87731,0.09719
-4.5300,0.03084,0.14340,0.30209,0.01223,0.07082,1.77822,0.85134,0.09479
-4.5200,0.02973,0.13890,0.29254,0.01191,0.06827,1.72234,0.82442,0.09233
-4.5100,0.02861,0.13425,0.28269,0.01159,0.06569,1.66466,0.79666,0.08983
-4.5000,0.02747,0.12947,0.27259,0.01126,0.06309,1.60548,0.76820,0.08729
-4.4900,0.02633,0.12460,0.26227,0.01094,0.06047,1.54498,0.73912,0.08476
-4.4800,0.02519,0.11963,0.25178,0.01061,0.05784,1.48344,0.70956,0.08225
-4.4700,0.02405,0.11461,0.24116,0.01030,0.05522,1.42112,0.67964,0.07980
-4.4600,0.02291,0.10954,0.23046,0.00999,0.05262,1.35824,0.64947,0.07742
-4.4500,0.02179,0.10444,0.21971,0.00970,0.05004,1.29508,0.61918,0.07518
-4.4400,0.02069,0.09935,0.20896,0.00943,0.04750,1.23188,0.58889,0.07311
-4.4300,0.01960,0.09426,0.19825,0.00920,0.04501,1.16888,0.55871,0.07128
-4.4200,0.01854,0.08922,0.18762,0.00899,0.04258,1.10632,0.52876,0.06966
-4.4100,0.01751,0.08423,0.17712,0.00882,0.04022,1.04444,0.49915,0.06836
-4.4000,0.01652,0.07931,0.16677,0.00870,0.03793,0.98344,0.46999,0.06740
-4.3900,0.01556,0.07448,0.15662,0.00863,0.03574,0.92356,0.44138,0.06685
-4.3800,0.01465,0.06976,0.14670,0.00861,0.03364,0.86500,0.41342,0.06676
-4.3700,0.01378,0.06516,0.13704,0.00867,0.03165,0.80794,0.38620,0.06722
-4.3600,0.01297,0.06069,0.12767,0.00881,0.02978,0.75254,0.35980,0.06826
