r_Angstrom,g_H-Cl__LPSC-H2O,g_H-Cl__LPSC-ion,g_H-Cl__LPSnSC-ion,g_H-H__LPSC-H2O,g_H-H__LPSC-ion,g_H-H__LPSnSC-ion,g_H-O__LPSC-H2O,g_H-O__LPSC-ion,g_H-O__LPSnSC-ion,g_H-S__LPSC-H2O,g_H-S__LPSC-ion,g_H-S__LPSnSC-ion,g_Li-O__LPSC-H2O,g_Li-O__LPSC-ion,g_Li-O__LPSnSC-ion,g_Li-S__LPSC-H2O,g_Li-S__LPSC-ion,g_Li-S__LPSnSC-ion,g_O-O__LPSC-H2O,g_O-O__LPSC-ion,g_O-O__LPSnSC-ion,g_P-O__LPSC-H2O,g_P-O__LPSC-ion,g_P-O__LPSnSC-ion,g_P-S__LPSC-H2O,g_P-S__LPSC-ion,g_P-S__LPSnSC-ion,g_S-S__LPSC-H2O,g_S-S__LPSC-ion,g_S-S__LPSnSC-ion,g_Sn-O__LPSnSC-ion,g_Sn-S__LPSnSC-ion
4.190,0.4745,1.8915,0.1572,3.1991,2.7995,2.9425,2.4374,2.5052,2.6495,0.5694,0.5990,0.6296,0.2109,0.3690,0.3533,1.7076,1.6858,1.7419,1.8280,0.6093,2.4305,0.6326,0.3163,0.4206,0.7881,0.7881,0.3498,3.5204,3.6255,3.5202,3.7850,0.0000
4.210,0.4700,1.0929,0.9342,2.7915,2.2483,3.2135,2.4143,2.7070,2.9243,0.5013,0.4059,0.4054,0.2611,0.3133,0.8998,1.6698,1.1710,1.6630,2.7161,1.8107,0.6019,0.3133,0.6266,1.2497,0.2602,0.7807,1.0394,3.7993,3.1747,3.2787,0.0000,0.0000
4.230,0.1552,0.3093,0.1542,2.3168,2.2271,2.1468,2.4663,2.6815,3.2681,0.3414,0.5877,0.4015,0.3621,0.5173,0.3961,1.4607,1.5037,2.1004,0.8968,1.1958,2.9810,0.6207,1.2414,0.0000,1.1600,0.7733,0.3432,3.0417,2.9386,2.5776,1.2379,1.0296
4.250,0.1537,0.4596,0.4583,2.8873,2.6475,2.7867,2.2950,2.2136,3.1639,0.3382,0.5209,0.2754,0.5636,0.2050,0.1472,1.6385,1.6598,1.4687,1.4807,1.4807,2.0671,0.3074,1.2298,0.8175,0.5107,1.1491,0.6800,2.7578,3.3195,2.2470,0.0000,1.0199
4.270,0.1523,0.6071,0.6054,2.7136,2.6956,3.3418,2.4203,2.2660,3.0614,0.4569,0.4857,0.7881,0.6091,0.4061,0.4859,1.6653,1.5599,1.6368,0.8801,2.3469,2.3403,2.1320,2.4366,1.2148,1.1383,0.7589,0.8420,2.8332,3.1367,2.8331,3.6445,2.0208
4.290,0.0000,0.9022,0.2999,1.9618,1.9487,3.6706,2.6157,1.5208,3.3940,0.3017,0.5714,0.3003,0.3017,0.4023,0.6740,1.9422,1.4410,1.5215,1.4532,0.5813,2.3185,1.2069,1.5087,2.0059,1.5037,1.2530,0.5005,2.9572,2.6063,3.5084,2.4071,0.0000
4.310,0.2989,0.1490,0.2971,3.1674,2.2167,3.3514,1.7997,2.0806,3.2195,0.7175,0.4767,0.6248,0.4982,0.4982,0.3339,2.1105,1.7794,1.8446,2.0156,0.8638,1.7228,1.1958,0.8968,0.7949,0.8690,1.1173,0.9917,1.3904,2.2346,2.7807,1.1924,0.9917
4.330,0.0000,0.4428,0.4416,1.9257,2.4088,3.6737,1.9257,2.4169,2.4810,0.4147,0.4723,0.5306,0.4443,0.5924,0.3781,1.5580,1.8040,1.6704,1.4265,1.1412,1.9914,1.1848,1.4809,1.9690,1.3530,0.6150,0.9826,1.8204,2.1648,2.4107,0.0000,2.4565
4.350,0.4402,0.2925,0.2917,3.1094,3.9311,3.0100,2.1907,2.4652,2.4582,0.4402,0.6727,0.4381,0.6359,0.2446,0.5619,1.3406,1.4015,1.4798,1.6960,1.6960,3.1006,0.2935,0.8804,1.1706,1.3406,1.0968,1.2981,2.2424,2.7787,2.3886,1.1706,0.4868
4.370,0.2908,0.8695,1.0115,2.0307,1.9476,3.1212,2.6609,1.8145,2.7141,0.3780,0.5217,0.6946,0.2423,0.4847,0.3248,1.6906,1.4894,2.1802,1.4005,0.5602,1.9551,0.5816,1.1632,1.1599,2.5359,1.8114,1.4470,2.0771,2.2703,2.1736,2.3198,0.4823
4.390,0.1441,0.5744,0.2864,2.4979,2.8948,2.8179,2.5673,1.8672,3.3790,0.4610,0.4882,0.5162,0.3362,0.4322,0.3678,1.5955,1.8149,1.8162,0.8326,0.8326,1.1071,0.2881,1.1526,0.0000,1.0769,1.7949,0.9559,2.2018,1.8667,1.9624,0.0000,0.4780
4.410,0.2855,0.8538,0.1419,1.8565,2.3222,2.8605,1.8565,1.9188,2.5968,0.3712,0.4838,0.4263,0.6663,0.3331,0.5467,1.4229,1.9763,2.0082,1.3752,1.3752,2.4683,0.2855,1.1422,0.7593,1.5415,1.0672,1.5788,2.0395,1.8024,2.0869,2.2779,1.4209
4.430,0.4245,0.4230,0.4218,2.9300,2.3013,3.1723,2.9300,1.6299,2.2348,0.4810,0.7333,0.4224,0.3773,0.6131,0.2709,1.8802,1.6256,1.3893,1.3628,1.0902,1.9025,1.1319,2.2637,1.5049,1.5276,1.0576,1.0952,1.8332,1.5041,2.4911,0.0000,1.8775
4.450,0.4206,0.6987,0.4181,3.3089,2.2136,3.0100,2.1609,1.8172,2.9530,0.2524,0.5590,0.2791,0.5141,0.4674,0.6264,1.8245,2.0768,1.5815,1.3506,1.0804,2.4242,0.2804,0.2804,0.3729,1.0481,1.5139,1.0854,1.2577,2.0030,1.6303,0.0000,0.4652
4.470,0.4169,0.9695,0.4143,2.7439,2.4598,2.8506,2.0078,1.7343,3.4587,0.3335,0.3878,0.6085,0.3706,0.7875,0.4434,1.7697,1.7312,1.6412,1.8739,1.0708,1.8686,1.3896,0.8338,0.3695,1.2696,2.0775,0.9220,1.1542,1.3850,1.7081,1.1086,0.4610
4.490,0.2755,0.4118,0.2738,2.4542,2.5697,3.3508,2.3216,1.3222,2.4391,0.5234,0.3569,0.5209,0.3673,0.3673,0.6592,1.7540,1.5061,1.3342,0.7960,1.8572,0.5291,0.5509,1.6527,0.0000,1.2583,1.7159,0.7615,1.6472,1.1897,1.4641,1.0987,2.7414
4.510,0.2730,0.6803,0.2713,2.1038,2.2857,2.6049,1.5778,1.5726,2.0255,0.3549,0.4898,0.5706,0.5915,0.5915,0.1742,1.5495,2.1164,1.9564,1.5778,1.5778,0.7867,0.8191,1.6381,1.4520,1.3605,0.7936,0.7548,1.1338,1.3152,1.3605,2.1780,1.8114
4.530,0.2706,0.8091,0.6724,2.8021,2.0714,2.8401,1.8898,1.4288,2.2020,0.6224,0.4585,0.4040,0.4510,0.3608,0.4749,1.7231,1.7231,1.4184,1.8246,1.5639,2.3393,0.8118,0.2706,0.3598,1.1238,1.3485,1.3466,1.1238,0.7642,0.9889,0.0000,0.0000
4.550,0.4024,0.6684,0.2666,2.6483,2.1174,3.5830,2.1961,1.8669,1.8617,0.3755,0.5882,0.5606,0.6706,0.8047,0.2996,1.8751,1.4295,1.9933,1.8086,1.0335,2.8340,1.0730,0.8047,1.0699,0.4456,0.3342,1.0382,0.8466,1.2922,1.4258,0.0000,1.7797
4.570,0.0000,0.0000,0.5285,2.4971,2.4805,2.6638,1.9208,2.4888,2.1636,0.6116,0.5300,0.3440,0.4432,0.4432,0.4242,1.9324,1.8219,1.9583,2.0489,2.3050,1.5323,1.0636,0.5318,0.7071,0.7729,1.2146,1.3231,1.2367,1.1484,0.7950,1.0606,0.8821
4.590,0.5272,0.2627,0.1310,2.2850,3.0264,3.2064,1.9676,1.7713,1.7032,0.5799,0.5780,0.7083,0.2636,0.5711,0.7990,1.7331,1.7149,1.2767,1.2694,2.5389,2.0254,0.5272,0.7907,1.0514,1.2041,0.9851,1.3116,1.0070,0.7005,1.1383,0.0000,0.0000
4.610,0.2613,0.2604,0.3895,1.8877,1.3751,3.3657,1.4472,1.8814,2.6265,0.5226,0.5990,0.5461,0.4791,0.3484,0.7921,1.6639,1.6458,1.6470,0.7551,2.0135,1.7568,0.2613,1.0452,0.0000,1.0851,0.6511,1.5892,0.8247,0.8681,0.7813,1.0423,0.4334
4.630,0.3886,0.7746,0.2575,2.6199,2.5405,2.9659,1.6842,1.5543,2.3559,0.3886,0.7746,0.3094,0.2159,0.5181,0.4960,1.6674,1.6316,1.7703,2.7447,1.7466,2.4881,0.0000,0.5181,1.0333,0.6455,0.6455,0.8594,0.7746,0.9467,0.5594,4.1331,1.7188
4.650,0.2568,0.5119,0.1276,2.6593,2.5802,2.8179,1.6698,1.7875,2.4586,0.4623,0.3840,0.5112,0.1712,0.3852,0.2868,1.7065,1.8487,2.0619,1.9790,1.2369,1.4801,0.5136,0.5136,1.0244,1.3865,0.6399,0.8520,0.4693,0.7252,0.5546,0.0000,1.2780
4.670,0.5093,0.2538,0.5061,2.5139,2.2536,3.1583,1.3489,1.7722,1.7672,0.4074,0.3299,0.3801,0.4668,0.7215,0.5281,1.8152,1.4980,1.9598,0.9810,1.4716,2.2011,0.2546,1.0185,0.3385,0.7402,0.2115,0.9855,0.3384,0.4653,0.4229,1.0156,0.8447
4.690,0.5049,0.7549,0.2509,2.1278,2.7175,3.3120,1.8238,1.7571,2.7189,0.4544,0.2516,0.6030,0.5470,0.5049,0.6848,1.7998,1.5552,1.5411,1.4590,1.9454,1.9399,0.5049,1.0099,0.3357,0.5242,0.5242,0.9771,0.2936,0.4194,0.4613,0.0000,0.8375
4.710,0.5006,0.8732,0.7464,2.7728,2.0358,3.4631,1.7481,2.1628,1.9770,0.6258,0.4990,0.5232,0.4589,0.4589,0.5591,1.7152,1.7499,1.6609,1.4467,2.6523,0.9617,1.0013,1.0013,0.0000,1.1435,0.9356,0.8304,0.4158,0.3742,0.4158,1.9969,1.2457
4.730,0.3723,0.3711,0.3700,2.5103,2.5530,3.0194,1.6736,1.9658,2.1979,0.4468,0.6185,0.6176,0.3309,0.6619,0.7524,1.8038,1.6492,1.5316,2.6299,1.1954,2.6225,0.4964,0.7446,0.9900,0.7215,1.0308,0.5490,0.2474,0.5360,0.4535,1.9801,0.0000
4.750,0.2461,0.6133,0.2446,2.2522,2.5904,3.0528,2.2522,1.2405,2.1794,0.3200,0.6378,0.4899,0.4923,0.3692,0.3927,1.4309,1.8398,2.1719,2.3707,2.1336,2.1276,0.4923,0.4923,0.3272,0.6133,1.4309,0.6804,0.3271,0.4497,0.3271,2.9452,0.8165
4.770,0.2441,0.2433,0.8490,1.9395,2.1017,2.7361,1.4693,2.5188,2.8037,0.4149,0.3406,0.4372,0.5288,0.3254,0.4283,1.3683,1.4528,1.6841,2.3509,0.7053,1.1721,0.9763,0.2441,0.0000,1.1149,0.3041,1.2145,0.3649,0.3243,0.2432,0.9735,0.8097
4.790,0.7261,0.2412,0.3608,1.8650,1.6210,3.1752,1.6319,2.0912,2.1432,0.3388,0.6513,0.5299,0.2420,0.4841,0.3475,1.7757,1.6584,1.7022,0.6994,0.4663,2.0922,0.2420,0.7261,0.6436,1.1056,1.1056,0.8029,0.2010,0.2814,0.3216,0.0000,0.4015
4.810,0.7201,0.3588,0.2385,2.6587,2.6984,3.0916,2.0807,2.0162,2.1254,0.3360,0.6220,0.4539,0.3200,0.4000,0.4595,1.3290,1.7609,1.6403,1.6183,1.8495,2.5359,0.2400,0.4800,0.0000,0.3987,0.7974,0.9290,0.2791,0.3987,0.1595,0.9574,0.7963
4.830,0.4761,0.9490,0.3549,1.8916,2.3345,2.6118,1.0318,1.7139,2.1078,0.5475,0.3084,0.5212,0.3967,0.7538,0.4557,1.4828,1.5981,1.6110,1.6050,0.9171,2.0577,0.7141,0.2380,0.6330,1.7793,1.1862,1.5794,0.3163,0.2372,0.1582,0.9495,1.1845
4.850,0.4722,0.2353,0.2346,1.9329,1.9765,2.7029,1.8760,1.4165,1.9210,0.5430,0.5176,0.5639,0.3148,0.4722,0.5650,1.7974,1.5523,1.6447,0.6822,0.9096,2.2675,0.7082,0.7082,0.3139,0.8823,1.4706,0.7832,0.1569,0.0784,0.1176,0.0000,0.3916
4.870,0.4683,0.4667,0.3491,2.4245,1.6242,2.2898,1.8042,1.5173,2.3535,0.4917,0.4434,0.5593,0.5463,0.5463,0.5977,1.5720,1.8151,1.9730,2.7064,0.9021,2.9236,0.4683,0.2341,0.9339,1.0696,0.7779,1.1651,0.2723,0.1556,0.1945,0.0000,0.0000
4.890,0.2322,0.3472,0.2308,2.4606,1.9998,2.7697,2.2369,1.6163,1.8341,0.4412,0.5324,0.4160,0.6193,0.6967,0.4076,1.8002,1.8163,1.5871,1.1185,2.2369,2.4536,0.2322,0.6967,0.3088,1.1573,1.0609,2.5681,0.1929,0.1543,0.0386,0.0000,0.3852
4.910,0.1152,0.2296,0.1145,1.4976,2.2590,1.8681,1.9414,2.1008,2.2602,0.3225,0.5739,0.2751,0.3455,0.4991,0.6615,1.7059,1.6581,1.6353,2.4406,0.8875,3.9824,0.4607,0.9214,0.6125,0.6696,0.8609,1.4010,0.1913,0.1148,0.1148,0.0000,1.1462
4.930,0.4570,0.1139,0.4542,2.4758,2.4594,2.6159,1.5955,1.3160,2.5700,0.3884,0.4554,0.3411,0.4950,0.4570,0.5104,1.5181,1.3916,1.6827,1.7606,1.1004,5.0474,0.9139,0.0000,0.3038,1.7079,1.5181,1.5159,0.0759,0.0759,0.0380,1.8227,0.3790
4.950,0.5666,0.5647,0.2252,2.3467,2.2227,2.1083,1.3644,2.2845,2.1696,0.5666,0.3388,0.2932,0.6799,0.5666,0.3254,1.8039,1.6471,1.6691,1.7464,2.1830,2.3945,0.2266,0.4533,0.6027,1.5059,1.5059,1.8797,0.0376,0.1129,0.1129,0.0000,0.7519
4.970,0.3372,0.6722,0.4469,2.1113,2.6888,2.9494,1.2451,1.3489,1.8293,0.3147,0.4257,0.4027,0.4122,0.5995,0.6815,1.6027,1.4315,1.7303,2.3820,2.1655,2.8072,0.4496,0.2248,0.2989,1.1203,0.5602,2.1132,0.0373,0.0000,0.1120,1.7935,0.7458
4.990,0.4460,0.4446,0.5541,2.2556,1.7071,3.1385,1.9333,1.7128,1.7613,0.5352,0.6446,0.5327,0.4089,0.3717,0.4626,1.5590,1.6979,1.4797,1.7185,1.5037,2.1421,0.2230,0.2230,0.5930,0.9261,1.3892,1.6030,0.0370,0.0741,0.0000,0.8896,1.1098
5.010,0.4425,0.3308,0.4398,2.8769,2.3285,2.6386,1.8646,1.8584,1.9591,0.3982,0.6174,0.3963,0.2581,0.3687,0.2824,1.3628,1.5925,1.5413,2.1310,2.1310,1.4875,0.6637,0.2212,0.2942,1.0106,2.1132,1.5902,0.1470,0.0000,0.0367,0.8825,1.1009
5.030,0.5487,0.3281,0.3272,2.0613,2.5201,2.2512,2.0613,1.7383,2.3112,0.5048,0.6125,0.3495,0.5121,0.4024,0.3152,1.5495,1.7622,1.4417,1.4799,2.5369,2.7406,0.4390,0.0000,0.2918,1.8230,1.7318,1.4563,0.1094,0.1458,0.0000,0.8755,1.8203
5.050,0.3266,0.0000,0.6492,2.0974,1.7709,2.2334,1.4682,1.8814,2.3972,0.5008,0.4341,0.4118,0.3629,0.5081,0.5559,1.5825,1.6277,1.4014,2.3071,1.4682,1.8823,0.4355,0.8710,1.1581,1.3564,1.5373,1.9263,0.0362,0.0723,0.0362,0.0000,1.0836
5.070,0.6481,0.4306,0.1074,1.9248,1.6536,3.0918,2.0289,2.3850,2.0164,0.3025,0.4737,0.4300,0.3961,0.4681,0.5515,1.6896,1.5252,1.7487,2.0809,1.2485,1.8675,0.4321,0.2160,0.2872,0.9869,1.1663,1.7917,0.0359,0.1435,0.0718,0.0000,2.1501
5.090,0.6430,0.4273,0.2130,2.1162,1.9483,2.0450,1.8581,2.0062,2.1032,0.2572,0.5127,0.3626,0.5359,0.7145,0.3078,1.5132,1.6170,1.2088,0.8258,1.8581,1.8529,0.0000,1.0717,0.0000,1.8692,1.1571,2.0147,0.0712,0.0000,0.0356,0.0000,1.4221
5.110,0.5317,0.3179,0.7398,1.5875,1.3226,2.7900,1.7924,1.8885,2.8502,0.3190,0.4875,0.5503,0.3544,0.6026,0.6447,1.3689,1.6338,1.4393,1.0242,1.8436,2.4512,0.2127,0.6380,0.2828,2.2962,1.7663,2.8221,0.0707,0.0353,0.1060,0.0000,1.0583
5.130,0.4220,0.2103,0.4194,2.2866,1.9685,2.1139,2.1341,1.4180,3.4845,0.4853,0.4416,0.3570,0.2814,0.4572,0.4377,1.2268,1.5627,1.3580,3.4552,1.6260,1.6214,0.2110,0.4220,0.2806,1.3144,1.8402,2.9168,0.1052,0.0701,0.1402,0.0000,1.7501
5.150,0.3141,0.4174,0.5202,1.8151,2.2036,2.4971,2.0167,1.7085,2.0043,0.3769,0.4382,0.5418,0.2443,0.5234,0.4677,1.5506,1.5361,1.4448,2.2184,2.0167,1.6088,0.0000,0.2094,0.2784,1.2173,1.3912,2.8942,0.0348,0.0696,0.1739,0.0000,0.6946
5.170,0.3116,0.4141,0.3097,1.8011,1.7394,2.4778,1.5509,1.5956,1.7403,0.3324,0.4348,0.2688,0.4848,0.4155,0.5967,1.5818,1.6680,1.3371,1.8011,3.6021,3.3924,0.2078,0.0000,0.5525,1.3805,1.6393,3.4462,0.0690,0.0690,0.1380,0.8287,0.0000
5.190,0.5154,0.3082,0.1024,1.7872,1.8739,2.8030,1.5390,2.0781,3.0097,0.4742,0.3904,0.4514,0.3092,0.3436,0.4276,1.4697,1.4983,1.5047,1.3900,3.5744,1.9802,0.6185,0.6185,0.0000,1.9691,1.6267,2.3938,0.0342,0.1370,0.1027,0.0000,1.0259
5.210,0.6137,0.2039,0.7116,2.2169,1.6149,2.3911,1.5764,2.1113,2.0074,0.2660,0.4690,0.4683,0.4092,0.4774,0.3917,1.4585,1.6001,1.3845,3.9411,2.9558,4.3230,0.4092,0.0000,0.0000,1.7841,1.8691,2.6017,0.1020,0.0680,0.0680,0.0000,0.6787
5.230,0.5076,0.2023,0.3027,2.0533,1.8454,2.7118,1.8089,1.9490,2.7695,0.3248,0.4452,0.4647,0.4399,0.3384,0.4859,1.5878,1.3771,1.2931,1.5644,1.9555,3.7050,0.2030,0.4060,0.5399,1.6862,1.8548,2.4695,0.0674,0.1012,0.1012,0.0000,0.6735
5.250,0.5037,0.5020,0.5006,1.5040,1.4458,2.1626,1.6010,1.6440,2.0734,0.5037,0.6627,0.6016,0.4365,0.4030,0.5786,1.2550,1.3805,1.7111,1.3585,2.7169,2.5157,0.2015,0.8059,0.8036,2.2591,2.5937,2.3394,0.0669,0.0669,0.1673,0.0000,2.0052
5.270,0.1000,0.4982,0.2981,2.0222,2.3436,2.0985,1.9741,1.2477,2.4883,0.5999,0.5381,0.3980,0.5332,0.4999,0.3828,1.6469,1.7161,1.7114,3.2741,1.5408,2.8808,0.3999,0.3999,0.7975,1.7437,2.0759,2.9850,0.0664,0.0332,0.1328,0.0000,2.3216
5.290,0.3969,0.2967,0.2958,2.0070,1.4715,2.1300,1.5291,1.9050,2.6120,0.4763,0.4153,0.5135,0.3307,0.3638,0.4116,1.5520,1.5520,1.4615,2.4848,1.1468,3.0496,0.3969,0.3969,0.2638,2.0602,3.2139,4.8277,0.0659,0.1648,0.0000,0.0000,2.3041
5.310,0.4924,0.1963,0.8808,1.6599,2.0257,2.3489,2.6084,2.3634,2.8281,0.3348,0.4515,0.3724,0.6893,0.6565,0.4399,1.6085,1.2268,1.7641,1.5176,2.0867,2.8375,0.1969,0.1969,0.0000,2.0447,2.2083,2.5046,0.0000,0.0981,0.0981,0.0000,2.9402
5.330,0.0977,0.5845,0.0971,1.5533,1.3560,1.9116,2.0240,2.1111,2.3391,0.4105,0.3507,0.5447,0.1955,0.7819,0.4990,1.5288,1.4206,1.2840,2.0711,1.8828,3.3795,0.1955,0.3909,0.0000,2.7600,1.7047,3.5666,0.1299,0.0974,0.1299,2.3391,1.9454
5.350,0.3880,0.1934,0.5785,1.9155,1.9956,2.2213,1.8221,1.7229,2.3680,0.4074,0.4254,0.5407,0.5820,0.3557,0.5262,1.3294,1.3428,1.4160,2.4294,1.8688,2.7953,0.3880,0.7761,0.2580,2.4171,2.7394,4.5055,0.1289,0.0645,0.1289,0.0000,1.2873
5.370,0.5777,0.3839,0.2871,1.4375,1.6583,2.0211,2.0867,1.4790,2.2583,0.5777,0.4222,0.4983,0.3210,0.4493,0.3994,1.5861,1.3728,1.5077,1.2984,2.4113,2.5895,0.0000,0.3851,0.0000,2.1592,3.2788,3.5137,0.1280,0.1919,0.0640,0.7681,2.5554
5.390,0.1911,0.2858,0.8549,2.2094,2.1489,2.1885,2.0713,1.6515,2.3330,0.4396,0.4572,0.4185,0.4460,0.5734,0.5489,1.5743,1.3891,1.6614,2.5776,1.8411,2.0195,0.5734,0.1911,1.0166,3.4133,2.7783,2.7478,0.0953,0.1270,0.0953,0.0000,1.9024
5.410,0.5692,0.3782,0.6600,1.9646,1.8154,1.8555,1.7362,2.2768,3.2240,0.4554,0.3404,0.3965,0.5376,0.6641,0.4541,1.5365,1.6153,1.4729,2.5586,1.6448,3.4626,0.0000,0.0000,0.5045,3.7821,2.9941,3.2521,0.1261,0.2521,0.1261,0.0000,1.2589
5.430,0.0942,0.1877,0.2808,1.5874,1.8921,2.1114,1.9955,1.8081,2.5692,0.3767,0.4130,0.5998,0.2197,0.4395,0.5409,1.6164,1.5252,1.3746,1.9955,3.4468,3.0753,0.0000,0.3767,0.5008,3.6760,2.5810,3.9571,0.1251,0.0939,0.2503,0.7512,2.1868
5.450,0.4674,0.5590,0.6503,1.8008,1.7441,2.7203,1.8008,1.6602,2.2819,0.3178,0.5590,0.5024,0.3739,0.4051,0.5668,1.8504,1.5399,1.5630,2.3411,4.1419,0.8979,0.0000,0.1870,0.2486,2.8727,2.8727,3.5147,0.1863,0.1863,0.3105,0.0000,1.5506
5.470,0.3712,0.2775,0.4611,1.7877,2.1309,2.1249,2.0558,1.6926,2.3097,0.2970,0.4994,0.4248,0.2784,0.5568,0.5034,1.4130,1.2974,1.4161,0.8938,1.9664,3.9218,0.0000,0.3712,0.2468,2.8517,3.0059,3.8995,0.0925,0.1850,0.1850,0.0000,1.8471
5.490,0.1842,0.7345,0.5493,1.9521,1.8510,2.1095,1.9078,2.3878,2.6898,0.4606,0.4224,0.6418,0.5220,0.4299,0.2352,1.5813,1.6068,1.4547,2.8395,1.0648,2.6545,0.3685,0.1842,0.2450,3.5196,2.9840,3.1580,0.1530,0.3061,0.1224,0.0000,4.5842
5.510,0.7316,0.6381,0.3636,2.2023,2.1876,2.1814,2.3785,1.6681,2.7140,0.3658,0.4193,0.4551,0.6402,0.5487,0.5253,1.5192,1.3926,1.5898,1.2333,1.9380,1.7568,0.3658,0.1829,0.2432,3.1143,3.3422,4.2476,0.3646,0.1215,0.1215,2.1887,3.0340
5.530,0.2724,0.4525,0.6317,1.6179,1.7375,2.2956,1.8803,2.0919,2.4771,0.3450,0.4525,0.4518,0.5145,0.5448,0.4636,1.8727,1.3323,1.5060,1.9240,3.4982,1.9186,0.1816,0.9080,0.2414,3.3935,3.2426,4.2169,0.1810,0.2111,0.3016,0.0000,2.7109
5.550,0.2704,0.1797,0.6271,2.2141,2.1562,1.9781,1.9970,2.0769,2.5025,0.3786,0.5211,0.5203,0.4207,0.4207,0.7191,1.4100,1.7469,1.6746,1.3892,2.7784,2.5974,0.3606,0.1803,0.4794,5.0162,3.8931,2.7911,0.1797,0.2695,0.2396,1.4382,4.1866
5.570,0.7160,0.4460,0.4447,1.7672,1.8839,2.0066,1.8103,2.4486,2.5702,0.3222,0.4638,0.4097,0.2685,0.5668,0.4569,1.6477,1.3380,1.6151,1.5517,1.7241,1.8911,0.5370,0.5370,0.0000,3.5679,3.5679,2.5731,0.3271,0.3568,0.2676,0.7139,3.5628
5.590,0.4443,0.7085,0.7065,1.8401,1.9554,2.9248,2.2681,1.5354,2.2116,0.3199,0.3720,0.5306,0.5628,0.5331,0.6238,1.5498,1.3038,1.8394,2.9100,1.7118,2.3897,1.2440,0.7109,0.2363,3.5424,3.3210,3.3408,0.3247,0.2066,0.3837,0.7088,3.5373
5.610,0.3529,0.6155,0.1754,1.6571,1.9415,2.9040,1.9545,1.8209,2.5759,0.4411,0.4397,0.5795,0.5293,0.5293,0.4504,1.3922,1.7708,1.5219,1.6996,1.8695,2.8811,0.3529,0.3529,0.2346,2.7112,3.3707,3.6097,0.3224,0.3224,0.2638,0.0000,3.8048
5.630,0.2628,0.1746,0.6094,1.8563,1.8858,2.4238,1.9406,2.2285,3.2285,0.3329,0.3492,0.4882,0.5548,0.5256,0.6429,1.6734,1.7946,1.7669,2.5313,1.8563,3.5338,0.0000,0.1752,0.2329,2.9102,3.2740,3.5841,0.4074,0.4074,0.4365,0.0000,3.4872
5.650,0.2609,0.2601,0.6916,2.0526,2.0805,2.4481,2.1364,2.2545,2.6228,0.5741,0.5201,0.5194,0.4349,0.4929,0.3886,1.5050,1.6134,1.5582,2.6809,2.1783,3.1746,0.1740,0.5219,0.2313,3.3953,2.9619,2.5970,0.3468,0.6068,0.4623,0.0000,3.4626
5.670,0.4318,0.5165,0.7725,1.9965,1.7767,2.0601,2.2045,2.0313,2.2323,0.3973,0.5165,0.5329,0.5182,0.6046,0.4685,1.5542,1.7814,1.5930,0.9983,1.9965,3.9818,0.1727,0.6909,0.2297,3.7301,3.4432,2.8652,0.4304,0.5165,0.6025,0.0000,6.0169
5.690,0.5146,0.5983,0.5114,2.3956,1.7232,1.9638,1.4869,1.5643,2.8734,0.3602,0.4958,0.4438,0.4002,0.6003,0.7662,1.4839,1.3177,1.4339,2.9738,2.4782,1.4827,0.5146,0.5146,0.0000,3.4190,2.9916,3.0347,0.4559,0.6268,0.4558,0.0000,3.9831
5.710,0.2555,0.2546,0.5925,2.6249,2.0371,2.2751,1.8456,1.5942,2.0789,0.6302,0.3735,0.4238,0.4258,0.6245,0.4348,1.6622,1.6386,1.8420,2.1327,1.8046,4.2534,0.5110,0.6813,0.2265,3.6780,3.6780,2.2601,0.4810,0.7922,0.4244,2.0381,3.6727
5.730,0.4228,0.4214,0.3362,1.5884,2.0229,2.3399,2.1586,1.7049,2.1049,0.3214,0.3540,0.5555,0.4228,0.3946,0.5937,1.5687,1.2760,1.5599,2.9324,2.2808,2.4368,0.0000,0.1691,0.6746,3.7929,3.5821,2.8990,0.5619,0.6462,0.7304,0.0000,2.8055
5.750,0.5039,0.5022,0.3339,2.0627,2.2499,2.9646,2.3054,2.0155,2.6128,0.4031,0.3683,0.5182,0.4199,0.4199,0.5360,1.7903,1.5345,1.5267,2.1032,2.1032,3.3878,0.3359,0.1680,0.2233,3.1388,2.5110,2.0431,0.5859,0.5859,0.8649,1.3399,3.6218
5.770,0.7506,0.5818,0.4973,1.7673,1.9151,1.7506,2.1288,1.8415,2.4350,0.3503,0.4322,0.3984,0.5838,0.4170,0.5056,1.7086,1.6971,1.6379,1.1246,0.8033,2.4031,0.3336,0.1668,0.4435,2.5629,1.5932,1.2911,0.6373,0.5818,0.7481,0.0000,0.8300
5.790,0.3313,0.4127,0.8231,1.6753,2.1000,2.2126,2.0742,1.9480,2.4579,0.4804,0.5943,0.5605,0.4969,0.5246,0.8722,1.5707,1.4446,1.5277,2.7124,1.4360,3.1821,0.3313,0.1656,0.6607,3.1643,2.6828,2.0149,0.8805,0.7704,0.9630,0.0000,4.3962
5.810,0.9871,0.4919,0.1635,1.9015,1.9282,2.0797,2.1392,2.0531,2.2835,0.3784,0.4755,0.4421,0.4935,0.3839,0.4462,1.8332,1.4119,1.8010,3.1691,3.0107,2.6862,0.4935,0.1645,0.6562,2.9376,1.9812,1.4553,0.9564,0.9564,0.9837,0.6562,1.9101
