time_s_exact,R40_Eeq_surface_residual_N_V,R80_Eeq_surface_residual_N_V,R160_Eeq_surface_residual_N_V,difference_R80_minus_R40_Eeq_surface_residual_N_V,difference_R160_minus_R80_Eeq_surface_residual_N_V,R40_Eeq_surface_residual_P_V,R80_Eeq_surface_residual_P_V,R160_Eeq_surface_residual_P_V,difference_R80_minus_R40_Eeq_surface_residual_P_V,difference_R160_minus_R80_Eeq_surface_residual_P_V,R40_Li_total_mol_m2,R80_Li_total_mol_m2,R160_Li_total_mol_m2,difference_R80_minus_R40_Li_total_mol_m2,difference_R160_minus_R80_Li_total_mol_m2,R40_V_V,R80_V_V,R160_V_V,difference_R80_minus_R40_V_V,difference_R160_minus_R80_V_V,R40_boundary_N_Eeq_V,R80_boundary_N_Eeq_V,R160_boundary_N_Eeq_V,difference_R80_minus_R40_boundary_N_Eeq_V,difference_R160_minus_R80_boundary_N_Eeq_V,R40_boundary_N_etamid_V,R80_boundary_N_etamid_V,R160_boundary_N_etamid_V,difference_R80_minus_R40_boundary_N_etamid_V,difference_R160_minus_R80_boundary_N_etamid_V,R40_boundary_N_phil_V,R80_boundary_N_phil_V,R160_boundary_N_phil_V,difference_R80_minus_R40_boundary_N_phil_V,difference_R160_minus_R80_boundary_N_phil_V,R40_boundary_N_phis_V,R80_boundary_N_phis_V,R160_boundary_N_phis_V,difference_R80_minus_R40_boundary_N_phis_V,difference_R160_minus_R80_boundary_N_phis_V,R40_boundary_N_x_particle_average,R80_boundary_N_x_particle_average,R160_boundary_N_x_particle_average,difference_R80_minus_R40_boundary_N_x_particle_average,difference_R160_minus_R80_boundary_N_x_particle_average,R40_boundary_N_x_surface,R80_boundary_N_x_surface,R160_boundary_N_x_surface,difference_R80_minus_R40_boundary_N_x_surface,difference_R160_minus_R80_boundary_N_x_surface,R40_boundary_P_Eeq_V,R80_boundary_P_Eeq_V,R160_boundary_P_Eeq_V,difference_R80_minus_R40_boundary_P_Eeq_V,difference_R160_minus_R80_boundary_P_Eeq_V,R40_boundary_P_etamid_V,R80_boundary_P_etamid_V,R160_boundary_P_etamid_V,difference_R80_minus_R40_boundary_P_etamid_V,difference_R160_minus_R80_boundary_P_etamid_V,R40_boundary_P_phil_V,R80_boundary_P_phil_V,R160_boundary_P_phil_V,difference_R80_minus_R40_boundary_P_phil_V,difference_R160_minus_R80_boundary_P_phil_V,R40_boundary_P_phis_V,R80_boundary_P_phis_V,R160_boundary_P_phis_V,difference_R80_minus_R40_boundary_P_phis_V,difference_R160_minus_R80_boundary_P_phis_V,R40_boundary_P_x_particle_average,R80_boundary_P_x_particle_average,R160_boundary_P_x_particle_average,difference_R80_minus_R40_boundary_P_x_particle_average,difference_R160_minus_R80_boundary_P_x_particle_average,R40_boundary_P_x_surface,R80_boundary_P_x_surface,R160_boundary_P_x_surface,difference_R80_minus_R40_boundary_P_x_surface,difference_R160_minus_R80_boundary_P_x_surface,R40_delta_Eeq_V,R80_delta_Eeq_V,R160_delta_Eeq_V,difference_R80_minus_R40_delta_Eeq_V,difference_R160_minus_R80_delta_Eeq_V,R40_delta_etaMid_V,R80_delta_etaMid_V,R160_delta_etaMid_V,difference_R80_minus_R40_delta_etaMid_V,difference_R160_minus_R80_delta_etaMid_V,R40_delta_phiL_V,R80_delta_phiL_V,R160_delta_phiL_V,difference_R80_minus_R40_delta_phiL_V,difference_R160_minus_R80_delta_phiL_V,R40_eta_minus_etaMid_N_V,R80_eta_minus_etaMid_N_V,R160_eta_minus_etaMid_N_V,difference_R80_minus_R40_eta_minus_etaMid_N_V,difference_R160_minus_R80_eta_minus_etaMid_N_V,R40_eta_minus_etaMid_P_V,R80_eta_minus_etaMid_P_V,R160_eta_minus_etaMid_P_V,difference_R80_minus_R40_eta_minus_etaMid_P_V,difference_R160_minus_R80_eta_minus_etaMid_P_V,R40_identity_residual_V,R80_identity_residual_V,R160_identity_residual_V,difference_R80_minus_R40_identity_residual_V,difference_R160_minus_R80_identity_residual_V,R40_reaction_input_surface_residual_N_x,R80_reaction_input_surface_residual_N_x,R160_reaction_input_surface_residual_N_x,difference_R80_minus_R40_reaction_input_surface_residual_N_x,difference_R160_minus_R80_reaction_input_surface_residual_N_x,R40_reaction_input_surface_residual_P_x,R80_reaction_input_surface_residual_P_x,R160_reaction_input_surface_residual_P_x,difference_R80_minus_R40_reaction_input_surface_residual_P_x,difference_R160_minus_R80_reaction_input_surface_residual_P_x
0.19,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915190774,1.236902963915189418,1.236902963915190462,-1.356E-15,1.044E-15,2.2521506756788483,2.253378472481559,2.253646216209223,0.0012277968027107,0.000267743727664,1.3912157301610426,1.3899581738677547,1.389683808030612,-0.0012575562932879,-0.0002743658371427,-0.05412862731280943,-0.05409849430143021,-0.05409178398544423,0.00003013301137922,0.00000671031598598,-1.3370871028482332,-1.3358596795663245,-1.3355920240451677,0.0012274232819087,0.0002676555211568,0.0,0.0,0.0,0.0,0.0,0.011725527015037943,0.011725528445715009,0.011725528807378476,1.430677066E-9,3.61663467E-10,0.012068985301548093,0.012089042876015414,0.012093418913286393,0.000020057574467321,0.000004376037270979,3.5784630989511643,3.578463538563032,3.5784636478478595,4.396118677E-7,1.092848275E-7,0.008176375655347012,0.008176250274971597,0.008176219106680982,-1.25380375415E-7,-3.1168290615E-8,-1.3344887989276633,-1.3332613163564448,-1.3329936507453177,0.0012274825712185,0.0002676656111271,2.2521506756788483,2.253378472481559,2.253646216209223,0.0012277968027107,0.000267743727664,0.9240586969593387,0.9240586970668788,0.9240586970939436,1.075401E-10,2.70648E-11,0.9239216449394692,0.9239208256594205,0.9239206219914003,-8.192800487E-7,-2.036680202E-7,2.1872473687901217,2.1885053646952773,2.1887798398172475,0.0012579959051556,0.0002744751219702,0.062305002968156442,0.062274744576401807,0.062268003092125212,-0.000030258391754635,-0.000006741484276595,0.0025983039205699,0.0025983632098797,0.0025983732998500,5.92893098E-8,1.00899703E-8,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,2.58E-16,1.93E-16,2.88E-16,-6.5E-17,9.5E-17,0E-13,0E-13,0E-12,0E-13,0E-13,0E-11,0E-10,0E-10,0E-11,0E-10
0.2,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915190583,1.236902963915190895,1.236902963915189708,3.12E-16,-1.187E-15,2.252807701243912,2.2539923385566087,2.254252853335724,0.0011846373126967,0.0002605147791153,1.3905481154429822,1.389334555411155,1.3890675717277137,-0.0012135600318272,-0.0002669836834413,-0.05411513755424324,-0.05408585621996531,-0.05407930202951161,0.00002928133427793,0.00000655419045370,-1.336432977888739,-1.3352486991911896,-1.334988269698202,0.0011842786975494,0.0002604294929876,0.0,0.0,0.0,0.0,0.0,0.011725782477432755,0.011725783925318532,0.011725784289899843,1.447885777E-9,3.64581311E-10,0.012079633518247776,0.012098989368032676,0.012103247662584395,0.000019355849784900,0.000004258294551719,3.5784651334324438,3.578465561381993,3.5784656677663147,4.279495492E-7,1.063843217E-7,0.00817555713897633,0.008175435157147248,0.008175404834334543,-1.21981829082E-7,-3.0322812705E-8,-1.333832989327508,-1.3326486579825314,-1.3323882192649255,0.0011843313449766,0.0002604387176059,2.252807701243912,2.2539923385566087,2.254252853335724,0.0011846373126967,0.0002605147791153,0.9240584240601821,0.924058424170556,0.9240584241983248,1.103739E-10,2.77688E-11,0.9239178533905033,0.9239170558448645,0.9239168575823546,-7.975456388E-7,-1.982625099E-7,2.1879170179894616,2.189131005970838,2.1893980960386010,0.0012139879813764,0.0002670900677630,0.06229069469321957,0.062261291377112558,0.062254706863846153,-0.000029403316107012,-0.000006584513266405,0.002599988561231,0.0026000412086582,0.0026000504332765,5.26474272E-8,9.2246183E-9,0E-17,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,-1.7E-16,-5.8E-17,3.47E-16,1.12E-16,4.05E-16,0E-13,0E-12,0E-12,0E-13,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.21,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,1.236902963915190960,1.236902963915191012,1.236902963915189586,5.2E-17,-1.426E-15,2.253445389293915,2.254590691601642,2.254844540092171,0.001145302307727,0.000253848490529,1.3899001334103838,1.3887266877886608,1.3884665129948681,-0.0011734456217230,-0.0002601747937927,-0.05410198272318034,-0.05407349416081453,-0.05406708524060666,0.00002848856236581,0.00000640892020787,-1.3357981506872034,-1.3346531936278463,-1.3343994277542615,0.0011449570593571,0.0002537658735848,0.0,0.0,0.0,0.0,0.0,0.011726037963685083,0.011726039426795397,0.011726039794029254,1.463110314E-9,3.67233857E-10,0.012089968600614823,0.012108684639862278,0.012112834335051963,0.000018716039247455,0.000004149695189685,3.578467117750241,3.5784675349137953,3.578467638621424,4.171635543E-7,1.037076287E-7,0.008174753806307056,0.008174634968184602,0.008174605425725012,-1.18838122454E-7,-2.9542459590E-8,-1.3331964822626332,-1.332051478280338,-1.331797703954978,0.0011450039822952,0.000253774325360,2.253445389293915,2.254590691601642,2.254844540092171,0.001145302307727,0.000253848490529,0.9240581511805073,0.9240581512936402,0.9240581513220948,1.131329E-10,2.84546E-11,0.9239141553284136,0.9239133778840299,0.9239131846099236,-7.774443837E-7,-1.932741063E-7,2.1885669843398572,2.1897408471251345,2.1900011256265559,0.0011738627852773,0.0002602785014214,0.062276736529487396,0.062248129128999132,0.062241690666331672,-0.000028607400488264,-0.000006438462667460,0.0026016684245702,0.0026017153475083,0.0026017237992835,4.69229381E-8,8.4517752E-9,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,2.04E-16,6.8E-17,-7.2E-17,-1.36E-16,-1.40E-16,0E-13,0E-12,0E-12,0E-13,0E-12,0E-9,0E-11,0E-10,0E-11,0E-11
0.22,0E-15,0E-16,0E-14,0E-16,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,1.23690296391519170,1.236902963915191124,1.236902963915191109,-5.76E-16,-1.5E-17,2.2540653184225845,2.2551746747342065,2.2554223491635033,0.0011093563116220,0.0002476744292968,1.389270184788963,1.3881334116593465,1.38787954416639,-0.0011367731296165,-0.0002538674929565,-0.05408913917693514,-0.05406138915423209,-0.054055115924631414,0.00002775002270305,0.000006273229600676,-1.3351810456120279,-1.3340720225051144,-1.3338244282417586,0.0011090231069135,0.0002475942633558,0.0,0.0,0.0,0.0,0.0,0.011726293472605594,0.011726294949223377,0.011726295318872149,1.476617783E-9,3.69648772E-10,0.01210001605650381,0.01211814718257859,0.01212219627856895,0.00001813112607478,0.00000404909599036,3.5784690555282204,3.578469462683784,3.578469563910586,4.071555636E-7,1.01226802E-7,0.008173964586415394,0.008173848665701478,0.008173819846603703,-1.15920713916E-7,-2.8819097775E-8,-1.3325777016920513,-1.3314686366152788,-1.3312210345936863,0.0011090650767725,0.0002476020215925,2.2540653184225845,2.2551746747342065,2.2554223491635033,0.0011093563116220,0.0002476744292968,0.9240578783199717,0.9240578784357939,0.9240578784649176,1.158222E-10,2.91237E-11,0.9239105439999781,0.9239097852069286,0.9239095965561988,-7.587930495E-7,-1.886507298E-7,2.1891988707392574,2.1903360510244375,2.190590019744196,0.0011371802851801,0.0002539687197585,0.062263103763350534,0.062235237819933568,0.062228935771235117,-0.000027865943416966,-0.000006302048698451,0.0026033439199766,0.0026033858898356,0.0026033936480723,4.19698590E-8,7.7582367E-9,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-3.4E-17,-1.68E-16,-1.17E-16,-1.34E-16,5.1E-17,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.23,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915190977,1.236902963915190695,1.236902963915188714,-2.82E-16,-1.981E-15,2.254668883478637,2.2557452957470945,2.255987229839346,0.0010764122684575,0.0002419340922515,1.3886568560308787,1.3875537048677145,1.3873057026302293,-0.0011031511631642,-0.0002480022374852,-0.05407658560247186,-0.054049524408044336,-0.05404337835701889,0.000027061194427524,0.000006146051025446,-1.3345802704284069,-1.3335041804596701,-1.3332623242732105,0.0010760899687368,0.0002418561864596,0.0,0.0,0.0,0.0,0.0,0.011726549003120122,0.011726550491754592,0.011726550863604529,1.488634470E-9,3.71849937E-10,0.012109798431498777,0.012127393299197334,0.012131348846454318,0.000017594867698557,0.000003955547256984,3.5784709499751535,3.578471347812849,3.5784714467313825,3.978376955E-7,9.89185335E-8,0.008173188530125941,0.008173075326064705,0.008173047180112025,-1.13204061236E-7,-2.8145952680E-8,-1.3319752550266424,-1.3308991273918196,-1.3306572640721488,0.0010761276348228,0.0002418633196708,2.254668883478637,2.2557452957470945,2.255987229839346,0.0010764122684575,0.0002419340922515,0.9240576054782573,0.9240576055967032,0.9240576056264799,1.184459E-10,2.97767E-11,0.9239070134251907,0.9239062719973304,0.923906087648392,-7.414278603E-7,-1.843489384E-7,2.1898140939442748,2.1909176429451345,2.1911657441011532,0.0011035490008597,0.0002481011560187,0.062249774132597801,0.062222599734109041,0.062216425537130915,-0.000027174398488760,-0.000006174196978126,0.0026050154017645,0.0026050530678505,0.0026050602010617,3.76660860E-8,7.1332112E-9,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-1.01E-16,4.59E-16,1.85E-16,5.60E-16,-2.74E-16,0E-13,0E-12,0E-12,0E-13,0E-12,0E-10,0E-10,0E-11,0E-10,0E-11
0.24,0E-15,0E-16,0E-15,0E-16,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,1.236902963915189816,1.236902963915190005,1.236902963915190431,1.89E-16,4.26E-16,2.255257319527453,2.2563034486669586,2.256540027080568,0.0010461291395056,0.0002365784136094,1.388058895162608,1.3869866605928238,1.386744131510437,-0.0010722345697842,-0.0002425290823868,-0.05406430277445762,-0.054037884966350536,-0.054031858483882145,0.000026417808107084,0.000006026482468391,-1.3339945923881504,-1.3329487756264733,-1.3327122730265548,0.0010458167616771,0.0002365025999185,0.0,0.0,0.0,0.0,0.0,0.011726804554254927,0.01172680605360665,0.011726806427464643,1.499351723E-9,3.73857993E-10,0.012119335694130996,0.012136437453189156,0.012140305705573909,0.000017101759058160,0.000003868252384753,3.5784728039457443,3.578473193079701,3.578473289842972,3.891339567E-7,9.6763271E-8,0.008172424792232569,0.008172314126157598,0.008172286608819856,-1.10666074971E-7,-2.7517337742E-8,-1.331387909210524,-1.3303420585388999,-1.330105549371224,0.0010458506716241,0.0002365091676759,2.255257319527453,2.2563034486669586,2.256540027080568,0.0010461291395056,0.0002365784136094,0.9240573326550663,0.9240573327760755,0.9240573328064889,1.210092E-10,3.04134E-11,0.923903558283899,0.9239028330767088,0.9239026527444133,-7.252071902E-7,-1.803322955E-7,2.1904139087831363,2.1914865324868772,2.191729158332535,0.0010726237037409,0.0002426258456578,0.062236727566690189,0.062210199092508134,0.062204145092702001,-0.000026528474182055,-0.000006053999806133,0.0026066831776264,0.0026067170875734,0.0026067236553308,3.39099470E-8,6.5677574E-9,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,1.11E-16,-1.34E-16,1.99E-16,-2.45E-16,3.33E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-11,0E-10,0E-11
0.25,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,1.236902963915191021,1.236902963915189989,1.236902963915189037,-1.032E-15,-9.52E-16,2.2558317233334733,2.25684993114617,2.257081497014783,0.0010182078126967,0.000231565868613,1.3874751901179472,1.3864314697203872,1.3861940639671595,-0.0010437203975600,-0.0002374057532277,-0.054052273326751665,-0.05402645743359713,-0.05402054367851705,0.000025815893154535,0.00000591375508008,-1.3334229167911955,-1.33240501228679,-1.3321735202886424,0.0010179045044055,0.0002314919981476,0.0,0.0,0.0,0.0,0.0,0.011727060125123636,0.01172706163405504,0.011727062009746061,1.508931404E-9,3.75691021E-10,0.012128645581459874,0.012145292549638446,0.012149079086749946,0.000016646968178572,0.000003786537111500,3.578474619992394,3.5784750009715753,3.5784750957160636,3.809791813E-7,9.47444883E-8,0.008171672616349657,0.008171564328537162,0.008171537400092355,-1.08287812495E-7,-2.6928444807E-8,-1.33081456927527,-1.3297966341539427,-1.329565136101373,0.0010179351213273,0.0002314980525697,2.2558317233334733,2.25684993114617,2.257081497014783,0.0010182078126967,0.000231565868613,0.9240570598501189,0.9240570599736357,0.924057060004671,1.235168E-10,3.10353E-11,0.923900173819335,0.9238994638097437,0.9238992872397401,-7.100095913E-7,-1.765700036E-7,2.1909994298744468,2.1920435312511881,2.1922810317489041,0.0010441013767413,0.0002375004977160,0.062223945943101322,0.062198021762134292,0.062192081078609405,-0.000025924180967030,-0.000005940683524887,0.0026083475159255,0.0026083781328473,0.0026083841872694,3.06169218E-8,6.0544221E-9,0E-18,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-3.22E-16,3.08E-16,9.5E-17,6.30E-16,-2.13E-16,0E-13,0E-12,0E-12,0E-13,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
0.26,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,1.236902963915190614,1.236902963915190591,1.236902963915190218,-2.3E-17,-3.73E-16,2.256393071986953,2.257385458568207,2.257612319592263,0.000992386581254,0.000226861024056,1.3869047499409162,1.3858874065456182,1.3856548103731725,-0.0010173433952980,-0.0002325961724457,-0.05404048154549068,-0.05401522975025497,-0.05400942254200691,0.00002525179523571,0.00000580720824806,-1.3328642683954255,-1.3318721767953632,-1.3316453878311656,0.0009920916000623,0.0002267889641976,0.0,0.0,0.0,0.0,0.0,0.011727315714916003,0.01172731723242677,0.01172731760979157,1.517510767E-9,3.7736480E-10,0.01213774389887996,0.012153970163277773,0.012157679989290767,0.000016226264397813,0.000003709826012994,3.5784764004082477,3.5784767737256784,3.5784768665737854,3.733174307E-7,9.28481070E-8,0.008170931322302177,0.008170825269292692,0.008170798894115539,-1.06053009485E-7,-2.6375177153E-8,-1.3302542597435971,-1.3292621404267642,-1.329035345875638,0.0009921193168329,0.0002267945511262,2.256393071986953,2.257385458568207,2.257612319592263,0.000992386581254,0.000226861024056,0.9240567870631533,0.9240567871891237,0.9240567872207708,1.259704E-10,3.16471E-11,0.9238968557578916,0.9238961600270772,0.9238959869912535,-6.957308144E-7,-1.730358237E-7,2.1915716504673315,2.1925893671800602,2.1928220562006129,0.0010177167127287,0.0002326890205527,0.062211412867792857,0.062186055019547662,0.062180221436122449,-0.000025357848245195,-0.000005833583425213,0.0026100086518284,0.0026100363685990,0.0026100419555276,2.77167706E-8,5.5869286E-9,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,2.43E-16,1.38E-16,5.1E-17,-1.05E-16,-8.7E-17,0E-13,0E-12,0E-13,0E-13,0E-13,0E-10,0E-10,0E-11,0E-10,0E-11
0.27,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-14,0E-16,0E-16,1.236902963915190774,1.236902963915191617,1.236902963915190109,8.43E-16,-1.508E-15,2.2569422388619294,2.2579106755799723,2.2581331089992567,0.0009684367180429,0.0002224334192844,1.3863466886737388,1.3853538170838562,1.3851257477622863,-0.0009928715898826,-0.0002280693215699,-0.05402891318471381,-0.05400419100896636,-0.053998484738708497,0.00002472217574745,0.000005706270257863,-1.332317775489025,-1.3313496260748898,-1.3311272630235778,0.0009681494141352,0.0002223630513120,0.0,0.0,0.0,0.0,0.0,0.011727571322888307,0.011727572848094848,0.011727573226988154,1.525206541E-9,3.78893306E-10,0.012146644777101858,0.012162480724929281,0.012166118349284957,0.000015835947827423,0.000003637624355676,3.5784781472628358,3.5784785133633115,3.57847860442535,3.661004757E-7,9.10620385E-8,0.00817020029567983,0.008170096348042222,0.008170070494017079,-1.03947637608E-7,-2.5854025143E-8,-1.3297061086965862,-1.3287379341313816,-1.32851556592011,0.0009681745652046,0.0002223682112716,2.2569422388619294,2.2579106755799723,2.2581331089992567,0.0009684367180429,0.0002224334192844,0.9240565142939218,0.9240565144222951,0.9240565144545395,1.283733E-10,3.22444E-11,0.9238936002427025,0.9238929179617237,0.923892748254496,-6.822809788E-7,-1.697072277E-7,2.1921314585890970,2.1931246962794553,2.1933528566630637,0.0009932376903583,0.0002281603836084,0.06219911348039364,0.062174287357008582,0.062168555232725576,-0.000024826123385058,-0.000005732124283006,0.0026116667924388,0.0026116919435082,0.0026116971034678,2.51510694E-8,5.1599596E-9,0E-17,0E-17,0E-18,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,-4E-17,2.18E-16,-3.76E-16,2.58E-16,-5.94E-16,0E-12,0E-13,0E-13,0E-13,0E-13,0E-11,0E-11,0E-11,0E-11,0E-11
0.28,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,1.236902963915189804,1.236902963915191326,1.236902963915189586,1.522E-15,-1.740E-15,2.2574800072374024,2.2584261656022697,2.258644422294477,0.0009461583648673,0.0002182566922073,1.3858002115976238,1.3848301094302846,1.384606311077835,-0.0009701021673392,-0.0002237983524496,-0.054017555303141895,-0.05399333130255157,-0.05398772085945014,0.000024224000590325,0.00000561044310143,-1.331782656294482,-1.330836778127733,-1.330618590218385,0.000945878166749,0.000218187909348,0.0,0.0,0.0,0.0,0.0,0.011727826948355252,0.011727828480473577,0.011727828860762457,1.532118325E-9,3.80288880E-10,0.012155360891606922,0.012170833675263736,0.01217440317918486,0.000015472783656814,0.000003569503921124,3.578479862431671,3.5784802217181744,3.578480311094007,3.592865034E-7,8.93758326E-8,0.008169478979186184,0.008169377019641821,0.008169351657697721,-1.01959544363E-7,-2.5361944100E-8,-1.329169334173455,-1.3282234331355462,-1.3280052404572273,0.0009459010379088,0.0002181926783189,2.2574800072374024,2.2584261656022697,2.258644422294477,0.0009461583648673,0.0002182566922073,0.9240562415421908,0.9240562416729197,0.9240562417057506,1.307289E-10,3.28309E-11,0.9238904037784791,0.9238897341963187,0.9238895676315786,-6.695821604E-7,-1.665647401E-7,2.1926796508340472,2.1936501122878898,2.193874000016172,0.0009704614538426,0.0002238877282822,0.062187034282328079,0.062162708322193391,0.062157072517147861,-0.000024325960134688,-0.000005635805045530,0.002613322121027,0.0026133449921868,0.0026133497611577,2.28711598E-8,4.7689709E-9,0E-18,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,1.21E-16,-2.91E-16,-5.61E-16,-4.12E-16,-2.70E-16,0E-12,0E-13,0E-13,0E-13,0E-13,0E-11,0E-10,0E-11,0E-11,0E-11
0.29,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,1.236902963915190485,1.236902963915190505,1.236902963915189631,2.0E-17,-8.74E-16,2.258007081920662,2.2589324587390083,2.259146766627671,0.0009253768183463,0.0002143078886627,1.3852646034863523,1.3843157457425783,1.3840959858576742,-0.0009488577437740,-0.0002197598849041,-0.05400639612009028,-0.05398264159729815,-0.05397712230688878,0.00002375452279213,0.00000551929040937,-1.331258207366262,-1.3303331041452802,-1.3301188635507855,0.0009251032209818,0.0002142405944947,0.0,0.0,0.0,0.0,0.0,0.01172808259068303,0.01172808412901448,0.011728084510577,1.53833145E-9,3.8156252E-10,0.012163903649998307,0.01217903759267445,0.01218254268447823,0.000015133942676143,0.00000350509180378,3.578481547620973,3.5784819004600332,3.578481988240429,3.528390602E-7,8.77803958E-8,0.008168766865362276,0.008168666787234713,0.008168641890950568,-1.00078127563E-7,-2.4896284145E-8,-1.3286432325656734,-1.3277181085082597,-1.3275038635037086,0.0009251240574137,0.0002142450045511,2.258007081920662,2.2589324587390083,2.259146766627671,0.0009253768183463,0.0002143078886627,0.9240559688077383,0.9240559689407792,0.924055968974185,1.330409E-10,3.34058E-11,0.9238872631854351,0.9238866056190133,0.923886442027599,-6.575664218E-7,-1.635914143E-7,2.1932169441346207,2.1941661547174549,2.1943860023827548,0.0009492105828342,0.0002198476652999,0.062175162985452556,0.062151308384532863,0.062145764197839348,-0.000023854600919693,-0.000005544186693515,0.0026149748005886,0.0026149956370205,0.0026150000470769,2.08364319E-8,4.4100564E-9,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,1.44E-16,3.7E-17,-4.8E-17,-1.07E-16,-8.5E-17,0E-13,0E-13,0E-12,0E-13,0E-13,0E-11,0E-11,0E-10,0E-11,0E-11
0.3,0E-15,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,1.236902963915189991,1.236902963915190390,1.23690296391519088,3.99E-16,4.90E-16,2.2585240991774107,2.2594300384063493,2.259640605317093,0.0009059392289386,0.0002105669107437,1.384739218566743,1.3838102355209028,1.3835943020752741,-0.0009289830458402,-0.0002159334456287,-0.05399542488843756,-0.05397211362651566,-0.053966681198743593,0.00002331126192190,0.000005432427772067,-1.3307437936783055,-1.329838121894387,-1.3296276208765305,0.0009056717839185,0.0002105010178565,0.0,0.0,0.0,0.0,0.0,0.011728338249283455,0.011728339793202789,0.011728340175926864,1.543919334E-9,3.82724075E-10,0.012172283352128,0.012187100300458878,0.012190544361920618,0.000014816948330878,0.000003444061461740,3.578483204388455,3.5784835511146476,3.5784836373824183,3.467261926E-7,8.62677707E-8,0.008168063490507471,0.008167965196414162,0.008167940741675928,-9.8294093309E-8,-2.4454738234E-8,-1.3281271687015515,-1.3272214779047125,-1.327010972807001,0.0009056907968390,0.0002105050977115,2.2585240991774107,2.2594300384063493,2.259640605317093,0.0009059392289386,0.0002105669107437,0.9240556960903556,0.9240556962256645,0.9240556962596348,1.353089E-10,3.39703E-11,0.9238841755605468,0.9238835293863346,0.9238833686139153,-6.461742122E-7,-1.607724193E-7,2.193743985821712,2.1946733155937448,2.1948893353071442,0.0009293297720328,0.0002160197133994,0.062163488378945031,0.062140078822929822,0.062134621940419521,-0.000023409556015209,-0.000005456882510301,0.0026166249767540,0.0026166439896745,0.0026166480695295,1.90129205E-8,4.0798550E-9,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-3.31E-16,1.78E-16,-2.21E-16,5.09E-16,-3.99E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-11,0E-10,0E-11,0E-11
