time_s_exact,electrode,sample_index,coordinate_R40_m,coordinate_R80_m,coordinate_R160_m,R40_x_surface,R80_x_surface,R160_x_surface,difference_R80_minus_R40_x_surface,difference_R160_minus_R80_x_surface,R40_x_particle_average,R80_x_particle_average,R160_x_particle_average,difference_R80_minus_R40_x_particle_average,difference_R160_minus_R80_x_particle_average,R40_Eeq_V,R80_Eeq_V,R160_Eeq_V,difference_R80_minus_R40_Eeq_V,difference_R160_minus_R80_Eeq_V,R40_etaMid_V,R80_etaMid_V,R160_etaMid_V,difference_R80_minus_R40_etaMid_V,difference_R160_minus_R80_etaMid_V,R40_phil_V,R80_phil_V,R160_phil_V,difference_R80_minus_R40_phil_V,difference_R160_minus_R80_phil_V
0.04,N,10,0.0000021666666666666665,0.0000021666666666666665,0.0000021666666666666665,0.011836546069078689,0.011877223123316079,0.011888457115534054,0.000040677054237390,0.000011233992217975,0.011721699497088582,0.011721700000234874,0.011721700225306865,5.03146292E-10,2.25071991E-10,1.40578904858871,1.4032387060419584,1.4025343647650266,-0.0025503425467516,-0.0007043412769318,-0.05440012769347846,-0.05435457743170158,-0.05434026082176291,0.00004555026177688,0.00001431660993867,-1.3513876958837752,-1.3488829036134207,-1.3481928789493236,0.0025047922703545,0.0006900246640971
0.04,N,11,0.000002383333333333333,0.000002383333333333333,0.000002383333333333333,0.01183654734775741,0.01187722475769937,0.011888458821101091,0.00004067740994196,0.000011234063401721,0.011721699508383625,0.011721700011069291,0.011721700235934785,5.02685666E-10,2.24865494E-10,1.4057889684189726,1.4032386035704956,1.4025342578305333,-0.0025503648484770,-0.0007043457399623,-0.05440051124210621,-0.054354939013592674,-0.054340618007280295,0.000045572228513536,0.000014321006312379,-1.3513871124994956,-1.3488823198972206,-1.3481922951670748,0.0025047926022750,0.0006900247301458
0.04,N,12,0.0000026,0.0000026,0.0000026,0.011836548629472867,0.011877226395963473,0.01188846053071765,0.000040677766490606,0.000011234134754177,0.011721699519705496,0.011721700021929439,0.011721700246587936,5.02223943E-10,2.24658497E-10,1.4057888880588403,1.4032385008557162,1.402534150642146,-0.0025503872031241,-0.0007043502135702,-0.054400950677433446,-0.054355356461097015,-0.054341031054175426,0.000045594216336431,0.000014325406921589,-1.3513864735536327,-1.3488816805878934,-1.3481916557854143,0.0025047929657393,0.0006900248024791
0.04,N,13,0.0000028166666666666667,0.0000028166666666666667,0.0000028166666666666667,0.011836550199872512,0.01187722840315087,0.011888462625295146,0.000040678203278358,0.000011234222144276,0.01172169953357747,0.011721700035235353,0.0117217002596401,5.01657883E-10,2.24404747E-10,1.4057887895989811,1.403238375010433,1.4025340193177371,-0.0025504145885481,-0.0007043556926959,-0.05440142809072235,-0.05435580688759312,-0.054341476080882245,0.00004562120312923,0.000014330806710875,-1.3513857790455979,-1.3488809856848778,-1.3481909608037856,0.0025047933607201,0.0006900248810922
0.04,N,14,0.000003033333333333333,0.000003033333333333333,0.000003033333333333333,0.011836551773916454,0.011877230414995494,0.011888464724732317,0.000040678641079040,0.000011234309736823,0.011721699547481635,0.011721700048572146,0.011721700272722551,5.01090511E-10,2.24150405E-10,1.4057886909106343,1.4032382488731538,1.4025338876886397,-0.0025504420374805,-0.0007043611845141,-0.05440196135388975,-0.05435631313223066,-0.05434197691936671,0.00004564822165909,0.00001433621286395,-1.3513850289747198,-1.3488802351875389,-1.3481902102215624,0.0025047937871809,0.0006900249659765
0.04,N,15,0.0000032499999999999994,0.0000032499999999999994,0.0000032499999999999994,0.011836553636058175,0.01187723279501163,0.011888467208344848,0.000040679158953455,0.000011234413333218,0.011721699563930724,0.011721700064349727,0.011721700288199128,5.00419003E-10,2.23849401E-10,1.405788574159327,1.4032380996525056,1.4025337319727738,-0.0025504745068214,-0.0007043676797318,-0.05440253263318717,-0.054356852404326306,-0.054342509788232185,0.000045680228860864,0.000014342616094121,-1.3513842233402809,-1.3488794290951927,-1.3481894040380666,0.0025047942450882,0.0006900250571261
0.04,N,16,0.0000034666666666666664,0.0000034666666666666664,0.0000034666666666666664,0.011836555502451884,0.011877235180461548,0.011888469697627364,0.000040679678009664,0.000011234517165816,0.011721699580417374,0.01172170008016333,0.011721700303711037,4.99745956E-10,2.23547707E-10,1.4057884571414314,1.4032379500911731,1.4025335759014157,-0.0025505070502583,-0.0007043741897574,-0.05440315972580678,-0.054357447447339835,-0.05434309841952101,0.000045712278466945,0.000014349027818825,-1.3513833621414686,-1.3488785674070716,-1.3481885422525404,0.0025047947343970,0.0006900251545312
0.04,N,17,0.000003683333333333333,0.000003683333333333333,0.000003683333333333333,0.011836557656360755,0.011877237933335578,0.011888472570304108,0.000040680276974823,0.000011234636968530,0.011721699599443804,0.011721700098412778,0.011721700321612214,4.98968974E-10,2.23199436E-10,1.4057883220971037,1.4032377774933316,1.4025333957922639,-0.0025505446037721,-0.0007043817010677,-0.05440382487275408,-0.05435807556625538,-0.054343719131733526,0.00004574930649870,0.000014356434521854,-1.3513824453774412,-1.3488776501223736,-1.3481876248641884,0.0025047952550676,0.0006900252581852
0.04,N,18,0.0000039,0.0000039,0.0000039,0.01183655981512946,0.011877240692420134,0.011888475449461325,0.000040680877290674,0.000011234757041191,0.011721699618513165,0.011721700116703399,0.011721700339553776,4.98190234E-10,2.22850377E-10,1.4057881867480777,1.4032376045061066,1.4025332152768044,-0.0025505822419711,-0.0007043892293022,-0.054404545796721715,-0.054358759409106394,-0.054344395557252234,0.000045786387615321,0.000014363851854160,-1.3513814730472493,-1.3488766772401999,-1.348186651872123,0.0025047958070494,0.0006900253680769
0.04,N,19,0.0000041166666666666665,0.0000041166666666666665,0.0000041166666666666665,0.011836562260834514,0.011877243818185808,0.011888478711236009,0.000040681557351294,0.000011234893050201,0.011721699640117194,0.011721700137424945,0.011721700359879775,4.97307751E-10,2.22454830E-10,1.4057880334089097,1.403237408528956,1.4025330107722522,-0.0025506248799537,-0.0007043977567038,-0.054405304813239574,-0.05435947637627736,-0.05434510411421023,0.000045828436962214,0.00001437226206713,-1.3513804451499276,-1.348875648759632,-1.3481856232754341,0.0025047963902956,0.0006900254841979
0.04,N,20,0.000004333333333333333,0.000004333333333333333,0.000004333333333333333,0.011836564712007428,0.011877246950938964,0.011888481980301858,0.000040682238931536,0.000011235029362894,0.011721699661769527,0.011721700158192811,0.011721700380251205,4.96423284E-10,2.22058394E-10,1.4057878797269214,1.4032372121137089,1.4025328058105637,-0.0025506676132125,-0.0007044063031452,-0.054406119570727274,-0.05436024902063674,-0.05434586833559085,0.000045870550090534,0.00001438068504589,-1.351379361684389,-1.3488745646796403,-1.3481845390731042,0.0025047970047487,0.0006900256065361
0.04,N,21,0.00000455,0.00000455,0.00000455,0.011836567449541601,0.011877250449634622,0.011888485631212786,0.000040683000093021,0.000011235181578164,0.011721699685951449,0.011721700181386711,0.011721700403002274,4.95435262E-10,2.21615563E-10,1.4057877080908479,1.4032369927548451,1.4025325769082098,-0.0025507153360028,-0.0007044158466353,-0.05440697245901549,-0.05436105483770781,-0.054346664738898154,0.00004591762130768,0.000014390098809656,-1.351378222649547,-1.3488734249991907,-1.34818339926411,0.0025047976503563,0.0006900257350807
0.04,N,22,0.000004766666666666666,0.000004766666666666666,0.000004766666666666666,0.011836570193151865,0.011877253956094947,0.011888489290225807,0.000040683762943082,0.000011235334130860,0.011721699710187045,0.011721700204632087,0.011721700425803831,4.94445042E-10,2.21171744E-10,1.4057875360738192,1.4032367729091575,1.402532347497876,-0.0025507631646617,-0.0007044254112815,-0.05440788105247396,-0.05436191628545539,-0.05434751675797722,0.00004596476701857,0.00001439952747817,-1.3513770280441744,-1.348872229717122,-1.3481822038473021,0.0025047983270524,0.0006900258698199
0.04,N,23,0.000004983333333333334,0.000004983333333333334,0.000004983333333333334,0.011836573222552042,0.01187725782776349,0.011888493330315867,0.000040684605211448,0.000011235502552377,0.01172169973694719,0.011721700230298646,0.011721700450980246,4.93351456E-10,2.20681600E-10,1.4057873461385277,1.4032365301658913,1.4025320941950308,-0.0025508159726364,-0.0007044359708605,-0.05440882781501122,-0.054362810954284635,-0.054348401009443936,0.000046016860726585,0.000014409944840699,-1.3513757778670652,-1.3488709788322855,-1.3481809528215443,0.0025047990347797,0.0006900260107412
0.04,N,24,0.0000052,0.0000052,0.0000052,0.01183657625863677,0.011877261707974157,0.011888497379319216,0.000040685449337387,0.000011235671345059,0.011721699763766386,0.011721700256021837,0.011721700476212207,4.92255451E-10,2.20190370E-10,1.4057871557841326,1.4032362868870565,1.4025318403333462,-0.0025508688970761,-0.0007044465537103,-0.05440983024716717,-0.05436376120751052,-0.05434934082826115,0.00004606903965665,0.00001442037924937,-1.3513744721168521,-1.3488696723433873,-1.348179646185557,0.0025047997734648,0.0006900261578303
0.04,N,25,0.000005416666666666667,0.000005416666666666667,0.000005416666666666667,0.011836579579943763,0.011877265952663049,0.01188850180863587,0.000040686372719286,0.000011235855972821,0.011721699793105113,0.011721700284161375,0.011721700503814294,4.91056262E-10,2.19652919E-10,1.405786947547064,1.4032360207564116,1.402531562627034,-0.0025509267906524,-0.0007044581293776,-0.05441087088670993,-0.05436474473016628,-0.05435031292990167,0.00004612615654365,0.00001443180026461,-1.3513731107922091,-1.3488683102491652,-1.3481782839380911,0.0025048005430439,0.0006900263110741
0.04,N,26,0.000005633333333333333,0.000005633333333333333,0.000005633333333333333,0.01183658290854402,0.011877270206671809,0.011888506247677302,0.000040687298127789,0.000011236041005493,0.011721699822508275,0.011721700312362698,0.011721700531476972,4.89854423E-10,2.19114274E-10,1.4057867388527274,1.4032357540414357,1.4025312843110045,-0.0025509848112917,-0.0007044697304312,-0.0544119671605674,-0.05436578379117174,-0.054351340550701455,0.00004618336939566,0.000014443240470285,-1.351371693891628,-1.3488668925481913,-1.3481768660777338,0.0025048013434367,0.0006900264704575
0.04,N,27,0.000005849999999999999,0.000005849999999999999,0.000005849999999999999,0.011836586521802582,0.011877274824433117,0.01188851106627255,0.000040688302630535,0.000011236241839433,0.011721699854425989,0.011721700342975573,0.011721700561505042,4.88549584E-10,2.18529469E-10,1.405786512311076,1.4032354645201477,1.4025309821979655,-0.0025510477909283,-0.0007044823221822,-0.05441310168014901,-0.054366856169931976,-0.054352400504739995,0.000046245510217034,0.000014455665191981,-1.3513702214136656,-1.348865419239092,-1.3481753926031264,0.0025048021745736,0.0006900266359656
0.04,N,28,0.000006066666666666666,0.000006066666666666666,0.000006066666666666666,0.011836590142963392,0.011877279452292363,0.011888515895404385,0.000040689309328971,0.000011236443112022,0.011721699886413507,0.01172170037365539,0.011721700591598782,4.87241883E-10,2.17943392E-10,1.4057862852739746,1.403235174365746,1.4025306794243106,-0.0025511109082286,-0.0007044949414354,-0.0544142917989876,-0.05436798404122478,-0.054353515929972396,0.00004630775776282,0.000014468111252384,-1.3513686933566695,-1.348863890320303,-1.3481738635127216,0.0025048030363665,0.0006900268075814
0.04,N,29,0.000006283333333333333,0.000006283333333333333,0.000006283333333333333,0.011836594048222222,0.011877284443182704,0.011888521103334855,0.000040690394960482,0.000011236660152151,0.011721699920910645,0.011721700406741985,0.011721700624053226,4.85831340E-10,2.17311241E-10,1.405786040424687,1.4032348614502654,1.402530352900994,-0.0025511789744216,-0.0007045085492714,-0.05441552020191942,-0.05436914527858172,-0.054354663738834574,0.00004637492333770,0.000014481539747146,-1.3513671097190814,-1.3488623057903408,-1.3481722788050512,0.0025048039287406,0.0006900269852896
0.04,N,30,0.0000065,0.0000065,0.0000065,0.011836597961992592,0.011877289444949403,0.01188852632261408,0.000040691482956811,0.000011236877664677,0.011721699955482967,0.011721700439900694,0.011721700656578394,4.84417727E-10,2.16677700E-10,1.4057857950417485,1.403234547852866,1.4025300256661408,-0.0025512471888825,-0.0007045221867252,-0.054416804169294064,-0.05437036196288059,-0.054355866971150135,0.000046442206413474,0.000014494991730455,-1.3513654704991043,-1.348860665647504,-1.3481706384784324,0.0025048048516003,0.0006900271690716
0.04,N,31,0.000006716666666666666,0.000006716666666666666,0.000006716666666666666,0.01183660215930431,0.011877294809029994,0.011888531919940932,0.000040692649725684,0.000011237110910938,0.01172169999255999,0.011721700475461437,0.011721700691459605,4.82901447E-10,2.15998168E-10,1.4057855318815258,1.4032342115393543,1.4025296747287122,-0.0025513203421715,-0.0007045368106421,-0.054418126459168326,-0.05437161206153496,-0.05435710263747162,0.000046514397633366,0.00001450942406334,-1.351363775695063,-1.3488589698901996,-1.3481689425312884,0.0025048058048634,0.0006900273589112
0.04,N,32,0.000006933333333333333,0.000006933333333333333,0.000006933333333333333,0.011836606365737178,0.011877300184765746,0.01188853752942908,0.000040693819028568,0.000011237344663334,0.011721700029717593,0.01172170051109945,0.011721700726416606,4.81381857E-10,2.15317156E-10,1.4057852681494312,1.4032338744950954,1.402529323028803,-0.0025513936543358,-0.0007045514662924,-0.0544195042789124,-0.05437291756176643,-0.05435839367972872,0.00004658671714597,0.00001452388203771,-1.3513620253050178,-1.3488572185165888,-1.3481671909618012,0.0025048067884290,0.0006900275547876
0.04,N,33,0.000007149999999999999,0.000007149999999999999,0.000007149999999999999,0.011836610855158344,0.01187730592210237,0.011888543516218073,0.000040695066944026,0.000011237594115703,0.011721700069375013,0.011721700549134795,0.011721700763725019,4.79759782E-10,2.14590224E-10,1.405784986674727,1.4032335147794281,1.4025289476731393,-0.0025514718952989,-0.0007045671062888,-0.05442092045959601,-0.05437425652463146,-0.05435971720634858,0.00004666393496455,0.00001453931828288,-1.3513602193271779,-1.3488554115249693,-1.3481653837682857,0.0025048078022086,0.0006900277566836
0.04,N,34,0.000007366666666666666,0.000007366666666666666,0.000007366666666666666,0.011836615354310636,0.011877311671873367,0.011888549515981318,0.000040696317562731,0.000011237844107951,0.011721700109118388,0.011721700587252562,0.011721700801114288,4.78134174E-10,2.13861726E-10,1.4057847045899075,1.4032331542841592,1.4025285715040245,-0.0025515503057483,-0.0007045827801347,-0.054422392135818454,-0.05437565084393148,-0.05436109606160677,0.000046741291886974,0.00001455478232471,-1.351358357759458,-1.348853548913365,-1.3481635209487872,0.002504808846093,0.0006900279645778
0.04,N,35,0.0000075833333333333324,0.0000075833333333333324,0.0000075833333333333324,0.011836620135901766,0.011877317782536402,0.011888555892302796,0.000040697646634636,0.000011238109766394,0.011721700151356743,0.01172170062776298,0.011721700840850346,4.76406237E-10,2.13087366E-10,1.4057844047969275,1.4032327711619244,1.4025281717257159,-0.0025516336350031,-0.0007045994362085,-0.054423902211456765,-0.05437707867413022,-0.054362507451569675,0.000046823537326545,0.000014571222560545,-1.351356440599953,-1.3488516306799647,-1.348161602501514,0.0025048099199883,0.0006900281784507
0.04,N,36,0.0000078,0.0000078,0.0000078,0.011836624927834364,0.01187732390641346,0.011888562282411913,0.000040698978579096,0.000011238375998453,0.011721700193686443,0.011721700668361009,0.011721700880672339,4.74674566E-10,2.12311330E-10,1.4057841043555652,1.4032323872112056,1.4025277710829585,-0.0025517171443596,-0.0007046161282471,-0.05442546774854273,-0.05437856181584566,-0.05436397412309413,0.00004690593269707,0.00001458769275153,-1.3513544678464302,-1.3488496568226522,-1.348159628424373,0.0025048110237780,0.0006900283982792
0.04,N,37,0.000008016666666666666,0.000008016666666666666,0.000008016666666666666,0.011836630001659921,0.011877330390477869,0.011888569048340783,0.000040700388817948,0.000011238657862914,0.011721700238506307,0.011721700711347016,0.011721700922836547,4.72840709E-10,2.11489531E-10,1.405783786240268,1.403231980677703,1.4025273468773078,-0.002551805562565,-0.0007046338003952,-0.05442707172355932,-0.054380078516712116,-0.054365473379651696,0.000046993206847204,0.000014605137060420,-1.351352439496873,-1.3488476273395105,-1.3481575987154664,0.0025048121573625,0.0006900286240441
0.04,N,38,0.000008233333333333333,0.000008233333333333333,0.000008233333333333333,0.011836635086437695,0.011877336888536415,0.011888575828871149,0.000040701802098720,0.000011238940334734,0.011721700283422912,0.011721700754425805,0.011721700965091751,4.71002893E-10,2.10665946E-10,1.4057834674382963,1.4032315732668053,1.4025269217561824,-0.0025518941714910,-0.0007046515106229,-0.05442873112616975,-0.054381650484397026,-0.05436702787091274,0.000047080641772724,0.000014622613484286,-1.3513503555489004,-1.3488455422282826,-1.3481555133725627,0.0025048133206178,0.0006900288557199
0.04,N,39,0.000008449999999999999,0.000008449999999999999,0.000008449999999999999,0.01183664045256606,0.011877343746081735,0.011888582984486919,0.000040703293515675,0.000011239238405184,0.011721700330824892,0.011721700799887954,0.011721701009684624,4.69063062E-10,2.09796670E-10,1.4057831309963948,1.403231143317048,1.4025264731182046,-0.0025519876793468,-0.0007046701988434,-0.05443042900526773,-0.05438325605947725,-0.05436861499752088,0.00004717294579048,0.00001464106195637,-1.3513482160003834,-1.3488434014869453,-1.3481533723936592,0.0025048145134381,0.0006900290932861
0.04,N,40,0.000008666666666666666,0.000008666666666666666,0.000008666666666666666,0.011836645830257814,0.01187735061840181,0.011888590155518542,0.000040704788143996,0.000011239537116732,0.011721700378329014,0.01172170084544806,0.011721701054373576,4.67119046E-10,2.08925516E-10,1.4057827938294996,1.403230712440953,1.4025260235136943,-0.0025520813885466,-0.0007046889272587,-0.054432182278341346,-0.054384916856894616,-0.05437025731218914,0.000047265421446730,0.000014659544705476,-1.351346020848793,-1.3488412051131013,-1.3481511757763849,0.0025048157356917,0.0006900293367164
0.04,N,41,0.000008883333333333332,0.000008883333333333332,0.000008883333333333332,0.011836651488761344,0.011877357849512198,0.011888597700905307,0.000040706360750854,0.000011239851393109,0.011721700428313754,0.011721700893386925,0.011721701101395659,4.65073171E-10,2.08008734E-10,1.4057824390564566,1.4032302590696648,1.4025255504381173,-0.0025521799867918,-0.0007047086315475,-0.05443397406649875,-0.05438661130994249,-0.054371932312510696,0.00004736275655626,0.000014678997431794,-1.3513437700918884,-1.348838953104621,-1.3481489235186321,0.0025048169872674,0.0006900295859889
0.04,N,42,0.0000091,0.0000091,0.0000091,0.011836657159439889,0.011877365096178477,0.011888605262522799,0.000040707936738588,0.000011240166344322,0.011721700478406046,0.011721700941428922,0.011721701148518905,4.63022876E-10,2.07089983E-10,1.405782083520073,1.4032298047230636,1.4025250763449173,-0.0025522787970094,-0.0007047283781463,-0.05443582121524959,-0.05438836094106447,-0.054373662454462846,0.00004746027418512,0.000014698486601624,-1.3513414637269916,-1.348836645458965,-1.3481466156178903,0.0025048182680266,0.0006900298410747
0.04,N,43,0.000009316666666666665,0.000009316666666666665,0.000009316666666666665,0.011836663110394881,0.011877372700942645,0.011888613197769224,0.000040709590547764,0.000011240496826579,0.011721700530974224,0.011721700991845113,0.011721701197970778,4.60870889E-10,2.06125665E-10,1.4057817104111052,1.4032293279246826,1.4025245788261822,-0.0025523824864226,-0.0007047490985004,-0.05443770691772243,-0.05439014427604838,-0.05437542533236628,0.00004756264167405,0.00001471894368210,-1.3513391017517522,-1.3488342821738997,-1.348144252071947,0.0025048195778525,0.0006900301019527
0.04,N,44,0.000009533333333333332,0.000009533333333333332,0.000009533333333333332,0.011836669074136993,0.011877380322044393,0.011888621150061807,0.000040711247907400,0.000011240828017414,0.011721700583655367,0.011721701042369618,0.01172170124752889,4.58714251E-10,2.05159272E-10,1.40578133650042,1.4032288501019787,1.4025240802386985,-0.0025524863984413,-0.0007047698632802,-0.05443964794764122,-0.0543919827450583,-0.05437724330568394,0.00004766520258292,0.00001473943937436,-1.3513366841633394,-1.3488318632467422,-1.348141832878151,0.0025048209165972,0.0006900303685912
0.04,N,45,0.00000975,0.00000975,0.00000975,0.011836675317623713,0.011877388300555665,0.011888629475261174,0.000040712982931952,0.000011241174705509,0.011721700638807708,0.01172170109526377,0.011721701299411169,4.56456062E-10,2.04147399E-10,1.405780945050495,1.403228349870653,1.4025235582709563,-0.002552595179842,-0.0007047915996967,-0.05444162756996529,-0.05439385496615401,-0.05437909406524133,0.00004777260381128,0.00001476090091268,-1.3513342109592945,-1.3488293886751554,-1.3481393580341878,0.0025048222841391,0.0006900306409676
0.04,N,46,0.000009966666666666667,0.000009966666666666667,0.000009966666666666667,0.011836681574510153,0.011877396296186785,0.011888637818322709,0.000040714721676632,0.000011241522135924,0.011721700694078418,0.011721701148271427,0.011721701351404773,4.54193009E-10,2.03133346E-10,1.4057805527604434,1.4032278485659588,1.402523035183304,-0.0025527041944846,-0.0007048133826548,-0.054443662486816535,-0.054395782277441906,-0.05438099987420797,0.000047880209374629,0.000014782403233936,-1.3513316821366363,-1.3488268584563132,-1.3481368275372627,0.0025048236803231,0.0006900309190505
0.04,N,47,0.000010183333333333331,0.000010183333333333331,0.000010183333333333331,0.011836688110612796,0.011877404648543095,0.011888646533572878,0.000040716537930299,0.000011241885029783,0.011721700751815669,0.011721701203644215,0.011721701405718085,4.51828546E-10,2.02073870E-10,1.4057801429642827,1.403227324895549,1.4025224887604195,-0.0025528180687337,-0.0007048361351295,-0.05444573603480429,-0.05439774338903769,-0.054382938519698776,0.00004799264576660,0.000014804869338914,-1.3513290976927965,-1.3488242725877746,-1.3481342413849606,0.0025048251050219,0.0006900312028140
0.04,N,48,0.0000104,0.0000104,0.0000104,0.01183669466072829,0.011877413018802147,0.011888655267501843,0.000040718358073857,0.000011242248699696,0.01172170080967671,0.0117217012591357,0.011721701460147817,4.4945899E-10,2.01012117E-10,1.4057797322895533,1.4032268001026853,1.4025219411664243,-0.0025529321868680,-0.0007048589362610,-0.05444786484463182,-0.054399759547201665,-0.05438493216880125,0.000048105297430155,0.000014827378400415,-1.351326457624642,-1.3488216310665695,-1.348131599574343,0.0025048265580725,0.0006900314922265
