% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:24"
% Table,Table 1 - Global Evaluation 1
% Time (s),Time (s),Minimum (mol/m^3),Minimum 1 (mol/m^3),Minimum 2 (mol/m^3),Minimum 3 (mol/m^3),ce_stop_threshold (mol/m^3),comp1.minguardall(comp1.cl)<=ce_stop_threshold
0.0016250000000000006,0.0016250000000000006,1199.9980930635004,1199.9980930635004,1199.9995613219571,1200.0005219125906,0,0
0.0017500000000000007,0.0017500000000000007,1199.9979585410933,1199.9979585410933,1199.9995288610758,1200.0005618165073,0,0
0.0018750000000000004,0.0018750000000000004,1199.9978255805358,1199.9978255805358,1199.999496348987,1200.0006017476746,0,0
0.002,0.002,1199.9976941257955,1199.9976941257955,1199.9994637895309,1200.0006417011405,0,0
0.002125,0.002125,1199.9975641224075,1199.9975641224075,1199.999431186425,1200.000681672762,0,0
0.0022500000000000003,0.0022500000000000003,1199.9974303260271,1199.9974303260271,1199.9993985431959,1200.0007216591007,0,0
0.0023750000000000004,0.0023750000000000004,1199.9972876601262,1199.9972876601262,1199.9993658631483,1200.0007616573153,0,0
0.0025000000000000005,0.0025000000000000005,1199.9971450164508,1199.9971450164508,1199.9993331493558,1200.0008016650686,0,0
0.0026250000000000006,0.0026250000000000006,1199.9970021600352,1199.9970021600352,1199.9993004046648,1200.0008416804437,0,0
0.0027500000000000007,0.0027500000000000007,1199.9968592234243,1199.9968592234243,1199.9992676317004,1200.0008817018702,0,0
0.002875000000000001,0.002875000000000001,1199.9967163088643,1199.9967163088643,1199.999234832881,1200.000921728063,0,0
0.003000000000000001,0.003000000000000001,1199.99657343208,1199.99657343208,1199.9992020104285,1200.0009617579747,0,0
0.003125000000000001,0.003125000000000001,1199.996430608369,1199.996430608369,1199.9991691663847,1200.0010017907484,0,0
0.003250000000000001,0.003250000000000001,1199.9962878525089,1199.9962878525089,1199.9991363026234,1200.0010418256877,0,0
0.0033750000000000013,0.0033750000000000013,1199.9961451786937,1199.9961451786937,1199.9991034208638,1200.0010818622238,0,0
0.0035000000000000014,0.0035000000000000014,1199.996002600492,1199.996002600492,1199.9990705226812,1200.0011218998948,0,0
0.0036250000000000015,0.0036250000000000015,1199.9958601308213,1199.9958601308213,1199.9990376095213,1200.0011619383254,0,0
0.0037500000000000016,0.0037500000000000016,1199.9957177819372,1199.9957177819372,1199.9990046827086,1200.0012019772105,0,0
0.0038750000000000017,0.0038750000000000017,1199.995575565431,1199.995575565431,1199.9989717434567,1200.0012420163025,0,0
0.004000000000000002,0.004000000000000002,1199.9954334922375,1199.9954334922375,1199.9989387928779,1200.0012820554025,0,0
0.004125000000000002,0.004125000000000002,1199.9952915726456,1199.9952915726456,1199.998905831991,1200.0013220943488,0,0
0.004250000000000002,0.004250000000000002,1199.9951490620078,1199.9951490620078,1199.99887286173,1200.0013621330115,0,0
0.004375000000000002,0.004375000000000002,1199.9950065325224,1199.9950065325224,1199.9988398829498,1200.0014021712866,0,0
0.004500000000000002,0.004500000000000002,1199.9948640076566,1199.9948640076566,1199.998806896434,1200.0014422090908,0,0
0.004625000000000002,0.004625000000000002,1199.994721487514,1199.994721487514,1199.9987739029002,1200.0014822463577,0,0
0.0047500000000000025,0.0047500000000000025,1199.9945789723415,1199.9945789723415,1199.9987409030055,1200.0015222830355,0,0
0.004875000000000001,0.004875000000000001,1199.9944364625244,1199.9944364625244,1199.9987078973516,1200.0015623190832,0,0
0.005,0.005,1199.9942939585806,1199.9942939585806,1199.9986748864894,1200.0016023544688,0,0
0.005125,0.005125,1199.9941514611528,1199.9941514611528,1199.9986418709238,1200.001642389169,0,0
0.00525,0.00525,1199.9940089710021,1199.9940089710021,1199.9986088511168,1200.0016824231652,0,0
0.0053750000000000004,0.0053750000000000004,1199.9938664890008,1199.9938664890008,1199.9985758274904,1200.001722456444,0,0
0.0055000000000000005,0.0055000000000000005,1199.9937240161228,1199.9937240161228,1199.9985428004322,1200.001762488997,0,0
0.005625000000000001,0.005625000000000001,1199.993581553437,1199.993581553437,1199.9985097702963,1200.0018025208178,0,0
0.005750000000000001,0.005750000000000001,1199.9934391021,1199.9934391021,1199.9984767374067,1200.0018425519033,0,0
0.005875000000000001,0.005875000000000001,1199.9932966633476,1199.9932966633476,1199.9984437020598,1200.0018825822522,0,0
0.006000000000000001,0.006000000000000001,1199.9931542384875,1199.9931542384875,1199.9984106645272,1200.0019226118652,0,0
0.006125000000000001,0.006125000000000001,1199.9930118288935,1199.9930118288935,1199.9983776250565,1200.0019626407436,0,0
0.006250000000000001,0.006250000000000001,1199.9928694359962,1199.9928694359962,1199.9983445838752,1200.0020026688908,0,0
0.006375000000000001,0.006375000000000001,1199.9927270612786,1199.9927270612786,1199.99831154119,1200.0020426963101,0,0
0.0065000000000000014,0.0065000000000000014,1199.9925847062684,1199.9925847062684,1199.9982784971908,1200.0020827230055,0,0
0.0066250000000000015,0.0066250000000000015,1199.9924423725333,1199.9924423725333,1199.9982454520505,1200.0021227489829,0,0
0.006750000000000002,0.006750000000000002,1199.9923000616739,1199.9923000616739,1199.9982124059281,1200.0021627742462,0,0
0.006875000000000002,0.006875000000000002,1199.9921577753191,1199.9921577753191,1199.9981793589675,1200.0022027988016,0,0
0.007000000000000002,0.007000000000000002,1199.9920155151224,1199.9920155151224,1199.998146311301,1200.0022428226544,0,0
0.007125000000000002,0.007125000000000002,1199.9918732827548,1199.9918732827548,1199.9981132630494,1200.002282845811,0,0
0.007250000000000002,0.007250000000000002,1199.9917310799026,1199.9917310799026,1199.9980802143227,1200.002322868276,0,0
0.007375000000000002,0.007375000000000002,1199.991588908262,1199.991588908262,1199.9980471652204,1200.0023628900565,0,0
0.007500000000000002,0.007500000000000002,1199.9914467695362,1199.9914467695362,1199.9980141158348,1200.0024029111576,0,0
0.0076250000000000024,0.0076250000000000024,1199.9913046654308,1199.9913046654308,1199.9979810662492,1200.0024429315858,0,0
0.0077500000000000025,0.0077500000000000025,1199.9911625515902,1199.9911625515902,1199.9979480165396,1200.002482951347,0,0
0.007875000000000002,0.007875000000000002,1199.9910202295432,1199.9910202295432,1199.9979149667745,1200.0025229704463,0,0
0.008000000000000002,0.008000000000000002,1199.9908778873476,1199.9908778873476,1199.9978819170176,1200.00256298889,0,0
0.008125000000000002,0.008125000000000002,1199.9907355274822,1199.9907355274822,1199.997848867326,1200.002603006684,0,0
0.008250000000000002,0.008250000000000002,1199.9905931745402,1199.9905931745402,1199.997815817752,1200.0026430238327,0,0
0.008375000000000002,0.008375000000000002,1199.9904508287912,1199.9904508287912,1199.9977827683422,1200.0026830403426,0,0
0.008500000000000002,0.008500000000000002,1199.9903084905209,1199.9903084905209,1199.9977497191398,1200.0027230562187,0,0
0.008625000000000002,0.008625000000000002,1199.9901661600315,1199.9901661600315,1199.997716670184,1200.002763071466,0,0
0.008750000000000003,0.008750000000000003,1199.9900238376415,1199.9900238376415,1199.9976836215103,1200.0028030860906,0,0
0.008875000000000003,0.008875000000000003,1199.9898815236847,1199.9898815236847,1199.9976505731497,1200.002843100097,0,0
0.009000000000000003,0.009000000000000003,1199.989739218508,1199.989739218508,1199.9976175251318,1200.0028831134896,0,0
0.009125000000000003,0.009125000000000003,1199.989596922475,1199.989596922475,1199.9975844774824,1200.0029231262745,0,0
0.009250000000000003,0.009250000000000003,1199.9894546359617,1199.9894546359617,1199.997551430225,1200.0029631384564,0,0
0.009375000000000003,0.009375000000000003,1199.9893123593583,1199.9893123593583,1199.9975183833803,1200.0030031500391,0,0
0.009500000000000003,0.009500000000000003,1199.9891700930673,1199.9891700930673,1199.997485336968,1200.003043161028,0,0
0.009625000000000003,0.009625000000000003,1199.9890278375044,1199.9890278375044,1199.9974522910054,1200.0030831714275,0,0
0.009750000000000003,0.009750000000000003,1199.9888855789375,1199.9888855789375,1199.9974192455065,1200.0031231812418,0,0
0.009875000000000002,0.009875000000000002,1199.9887432777555,1199.9887432777555,1199.997386200486,1200.0031631904758,0,0
0.01,0.01,1199.9886009840777,1199.9886009840777,1199.9973531559556,1200.0032031991334,0,0
0.010125,0.010125,1199.9884586982034,1199.9884586982034,1199.9973201119265,1200.0032432072187,0,0
0.01025,0.01025,1199.9883164204434,1199.9883164204434,1199.9972870684078,1200.0032832147365,0,0
0.010375,0.010375,1199.9881741511172,1199.9881741511172,1199.997254025408,1200.0033232216904,0,0
0.0105,0.0105,1199.9880318905539,1199.9880318905539,1199.9972209829346,1200.0033632280845,0,0
0.010625,0.010625,1199.9878896390924,1199.9878896390924,1199.997187940994,1200.0034032339229,0,0
0.010750000000000001,0.010750000000000001,1199.9877473970798,1199.9877473970798,1199.9971548995918,1200.0034432392092,0,0
0.010875000000000001,0.010875000000000001,1199.9876051648714,1199.9876051648714,1199.9971218587327,1200.003483243947,0,0
0.011000000000000001,0.011000000000000001,1199.9874629428316,1199.9874629428316,1199.9970888184205,1200.0035232481407,0,0
0.011125000000000001,0.011125000000000001,1199.9873207313312,1199.9873207313312,1199.997055778659,1200.0035632517938,0,0
0.011250000000000001,0.011250000000000001,1199.987178530749,1199.987178530749,1199.997022739451,1200.0036032549092,0,0
0.011375000000000001,0.011375000000000001,1199.9870363414705,1199.9870363414705,1199.9969897007986,1200.0036432574914,0,0
0.011500000000000002,0.011500000000000002,1199.9868941638879,1199.9868941638879,1199.996956662704,1200.0036832595435,0,0
0.011625000000000002,0.011625000000000002,1199.986751998399,1199.986751998399,1199.9969236251686,1200.0037232610684,0,0
0.011750000000000002,0.011750000000000002,1199.9866098454088,1199.9866098454088,1199.9968905881929,1200.0037632620706,0,0
0.011875000000000002,0.011875000000000002,1199.986467705326,1199.986467705326,1199.9968575517776,1200.0038032625525,0,0
0.012000000000000002,0.012000000000000002,1199.9863255785656,1199.9863255785656,1199.9968245159232,1200.003843262518,0,0
0.012125000000000002,0.012125000000000002,1199.9861834655474,1199.9861834655474,1199.9967914806296,1200.0038832619703,0,0
0.012250000000000002,0.012250000000000002,1199.9860413666945,1199.9860413666945,1199.9967584458961,1200.0039232609115,0,0
0.012375000000000002,0.012375000000000002,1199.9858992824356,1199.9858992824356,1199.9967254117228,1200.003963259346,0,0
0.012500000000000002,0.012500000000000002,1199.9857572132023,1199.9857572132023,1199.9966923781085,1200.0040032572765,0,0
0.012625000000000003,0.012625000000000003,1199.9856151594295,1199.9856151594295,1199.9966593450529,1200.0040432547055,0,0
0.012750000000000003,0.012750000000000003,1199.985473121556,1199.985473121556,1199.996626312554,1200.0040832516365,0,0
0.012875000000000003,0.012875000000000003,1199.9853311000224,1199.9853311000224,1199.9965932806113,1200.0041232480726,0,0
0.013000000000000003,0.013000000000000003,1199.9851890952727,1199.9851890952727,1199.9965602492225,1200.0041632440161,0,0
0.013125000000000003,0.013125000000000003,1199.9850471077532,1199.9850471077532,1199.996527218387,1200.0042032394704,0,0
0.013250000000000003,0.013250000000000003,1199.984905137912,1199.984905137912,1199.9964941881028,1200.0042432344383,0,0
0.013375000000000003,0.013375000000000003,1199.9847631861974,1199.9847631861974,1199.9964611583678,1200.0042832289216,0,0
0.013500000000000003,0.013500000000000003,1199.984621253062,1199.984621253062,1199.9964281291805,1200.0043232229245,0,0
0.013625000000000003,0.013625000000000003,1199.984479283338,1199.984479283338,1199.996395100539,1200.0043632164488,0,0
0.013750000000000004,0.013750000000000004,1199.9843371978834,1199.9843371978834,1199.996362072441,1200.0044032094972,0,0
0.013875000000000004,0.013875000000000004,1199.9841951227559,1199.9841951227559,1199.9963290448843,1200.0044432020727,0,0
0.014000000000000004,0.014000000000000004,1199.9840530582073,1199.9840530582073,1199.9962960178673,1200.0044831941777,0,0
0.014125000000000004,0.014125000000000004,1199.983910977095,1199.983910977095,1199.9962629913873,1200.0045231858144,0,0
0.014250000000000004,0.014250000000000004,1199.9837688593655,1199.9837688593655,1199.9962299654426,1200.004563176986,0,0
0.014375000000000004,0.014375000000000004,1199.9836267496078,1199.9836267496078,1199.9961969400306,1200.0046031676948,0,0
0.014500000000000004,0.014500000000000004,1199.983484648012,1199.983484648012,1199.9961639151495,1200.0046431579426,0,0
0.014625000000000004,0.014625000000000004,1199.983342554773,1199.983342554773,1199.9961308907966,1200.0046831477325,0,0
0.014750000000000004,0.014750000000000004,1199.983200470086,1199.983200470086,1199.9960978669696,1200.0047231370668,0,0
0.014875000000000005,0.014875000000000005,1199.9830583941507,1199.9830583941507,1199.9960648436665,1200.0047631259474,0,0
0.015000000000000005,0.015000000000000005,1199.9829163271684,1199.9829163271684,1199.9960318208848,1200.0048031143772,0,0
0.015125000000000005,0.015125000000000005,1199.9827742693428,1199.9827742693428,1199.995998798622,1200.0048431023583,0,0
0.015250000000000005,0.015250000000000005,1199.9826322208805,1199.9826322208805,1199.995965776876,1200.0048830898932,0,0
0.015375000000000005,0.015375000000000005,1199.9824901563197,1199.9824901563197,1199.9959327556444,1200.0049230769837,0,0
0.015500000000000005,0.015500000000000005,1199.9823480522048,1199.9823480522048,1199.9958997349252,1200.004963063632,0,0
0.015625000000000003,0.015625000000000003,1199.98220595504,1199.98220595504,1199.9958667147155,1200.0050030498403,0,0
0.015750000000000004,0.015750000000000004,1199.9820638649828,1199.9820638649828,1199.995833695013,1200.0050430356114,0,0
0.015875000000000004,0.015875000000000004,1199.9819217821955,1199.9819217821955,1199.995800675816,1200.005083020947,0,0
0.016000000000000004,0.016000000000000004,1199.9817797068401,1199.9817797068401,1199.9957676571219,1200.0051230058489,0,0
0.016125000000000004,0.016125000000000004,1199.9816376390822,1199.9816376390822,1199.9957346389278,1200.0051629903196,0,0
0.016250000000000004,0.016250000000000004,1199.9814955790891,1199.9814955790891,1199.9957016212322,1200.0052029743613,0,0
0.016375000000000004,0.016375000000000004,1199.9813535270307,1199.9813535270307,1199.9956686040323,1200.0052429579753,0,0
0.016500000000000004,0.016500000000000004,1199.9812114830784,1199.9812114830784,1199.9956355873264,1200.0052829411645,0,0
0.016625000000000004,0.016625000000000004,1199.981069447405,1199.981069447405,1199.995602571112,1200.00532292393,0,0
0.016750000000000004,0.016750000000000004,1199.9809274201862,1199.9809274201862,1199.9955695553865,1200.0053629062747,0,0
0.016875000000000005,0.016875000000000005,1199.9807854015983,1199.9807854015983,1199.9955365401481,1200.0054028882,0,0
0.017000000000000005,0.017000000000000005,1199.9806433918202,1199.9806433918202,1199.9955035253947,1200.0054428697078,0,0
0.017125000000000005,0.017125000000000005,1199.9805013910322,1199.9805013910322,1199.9954705111236,1200.0054828508003,0,0
0.017250000000000005,0.017250000000000005,1199.980359399416,1199.980359399416,1199.995437497333,1200.0055228314793,0,0
0.017375000000000005,0.017375000000000005,1199.9802174171552,1199.9802174171552,1199.9954044840206,1200.0055628117464,0,0
0.017500000000000005,0.017500000000000005,1199.980075380725,1199.980075380725,1199.9953714711849,1200.0056027916037,0,0
0.017625000000000005,0.017625000000000005,1199.9799333391495,1199.9799333391495,1199.995338458823,1200.005642771053,0,0
0.017750000000000005,0.017750000000000005,1199.9797913046878,1199.9797913046878,1199.9953054469327,1200.005682750096,0,0
0.017875000000000005,0.017875000000000005,1199.9796492774856,1199.9796492774856,1199.9952724355123,1200.0057227287346,0,0
0.018000000000000006,0.018000000000000006,1199.9795072576883,1199.9795072576883,1199.9952394245602,1200.0057627069707,0,0
0.018125000000000006,0.018125000000000006,1199.979365245444,1199.979365245444,1199.9952064140732,1200.0058026848055,0,0
0.018250000000000006,0.018250000000000006,1199.9792232409022,1199.9792232409022,1199.99517340405,1200.0058426622413,0,0
0.018375000000000006,0.018375000000000006,1199.9790812442127,1199.9790812442127,1199.995140394489,1200.0058826392794,0,0
0.018500000000000006,0.018500000000000006,1199.9789392555278,1199.9789392555278,1199.9951073853874,1200.0059226159217,0,0
0.018625000000000006,0.018625000000000006,1199.978797275001,1199.978797275001,1199.9950743767436,1200.00596259217,0,0
0.018750000000000006,0.018750000000000006,1199.9786553027857,1199.9786553027857,1199.9950413685553,1200.0060025680257,0,0
0.018875000000000006,0.018875000000000006,1199.978513339038,1199.978513339038,1199.9950083608214,1200.0060425434904,0,0
0.019000000000000006,0.019000000000000006,1199.9783713839145,1199.9783713839145,1199.9949753535393,1200.006082518566,0,0
0.019125000000000007,0.019125000000000007,1199.9782294375734,1199.9782294375734,1199.9949423467071,1200.0061224932542,0,0
0.019250000000000007,0.019250000000000007,1199.9780875001727,1199.9780875001727,1199.9949093403231,1200.006162467556,0,0
0.019375000000000007,0.019375000000000007,1199.9779455718722,1199.9779455718722,1199.9948763343855,1200.0062024414735,0,0
0.019500000000000007,0.019500000000000007,1199.9778036528332,1199.9778036528332,1199.9948433288923,1200.0062424150083,0,0
0.019625000000000007,0.019625000000000007,1199.9776617432171,1199.9776617432171,1199.9948103238419,1200.0062823881615,0,0
0.019750000000000007,0.019750000000000007,1199.9775198431862,1199.9775198431862,1199.994777319232,1200.0063223609352,0,0
0.019875000000000004,0.019875000000000004,1199.9773779529041,1199.9773779529041,1199.9947443150618,1200.0063623333306,0,0
0.02,0.02,1199.9772360725349,1199.9772360725349,1199.9947113113283,1200.006402305349,0,0
0.020125,0.020125,1199.9770942022433,1199.9770942022433,1199.9946783080302,1200.0064422769922,0,0
0.02025,0.02025,1199.9769523421944,1199.9769523421944,1199.994645305166,1200.006482248262,0,0
0.020375,0.020375,1199.9768104925556,1199.9768104925556,1199.9946123027341,1200.0065222191593,0,0
0.0205,0.0205,1199.9766686534924,1199.9766686534924,1199.994579300732,1200.0065621896856,0,0
0.020625,0.020625,1199.976526825173,1199.976526825173,1199.9945462991586,1200.0066021598425,0,0
0.02075,0.02075,1199.9763850077652,1199.9763850077652,1199.9945132980122,1200.0066421296312,0,0
0.020875,0.020875,1199.976243201437,1199.976243201437,1199.9944802972911,1200.0066820990535,0,0
0.021,0.021,1199.9761014063574,1199.9761014063574,1199.9944472969935,1200.00672206811,0,0
0.021125,0.021125,1199.975959622696,1199.975959622696,1199.9944142971178,1200.0067620368034,0,0
0.02125,0.02125,1199.9758178506222,1199.9758178506222,1199.9943812976624,1200.006802005134,0,0
0.021375,0.021375,1199.9756760495766,1199.9756760495766,1199.994348298626,1200.0068419731033,0,0
0.021500000000000002,0.021500000000000002,1199.9755342083301,1199.9755342083301,1199.9943153000065,1200.0068819407134,0,0
0.021625000000000002,0.021625000000000002,1199.9753923763326,1199.9753923763326,1199.9942823018025,1200.0069219079646,0,0
0.021750000000000002,0.021750000000000002,1199.9752505537197,1199.9752505537197,1199.9942493040126,1200.0069618748585,0,0
0.021875000000000002,0.021875000000000002,1199.9751086748502,1199.9751086748502,1199.9942163066353,1200.0070018413971,0,0
0.022000000000000002,0.022000000000000002,1199.974966791973,1199.974966791973,1199.9941833096686,1200.0070418075811,0,0
0.022125000000000002,0.022125000000000002,1199.9748249166219,1199.9748249166219,1199.994150313111,1200.0070817734118,0,0
0.022250000000000002,0.022250000000000002,1199.9746830489073,1199.9746830489073,1199.9941173169616,1200.0071217388909,0,0
0.022375000000000003,0.022375000000000003,1199.9745411889405,1199.9745411889405,1199.9940843212187,1200.0071617040192,0,0
0.022500000000000003,0.022500000000000003,1199.9743993368331,1199.9743993368331,1199.9940513258805,1200.0072016687977,0,0
0.022625000000000003,0.022625000000000003,1199.9742574926977,1199.9742574926977,1199.9940183309457,1200.0072416332284,0,0
0.022750000000000003,0.022750000000000003,1199.974115656647,1199.974115656647,1199.9939853364128,1200.0072815973122,0,0
0.022875000000000003,0.022875000000000003,1199.9739738287942,1199.9739738287942,1199.9939523422806,1200.00732156105,0,0
0.023000000000000003,0.023000000000000003,1199.9738319753726,1199.9738319753726,1199.9939193485477,1200.0073615244437,0,0
0.023125000000000003,0.023125000000000003,1199.9736900872815,1199.9736900872815,1199.993886355212,1200.0074014874942,0,0
0.023250000000000003,0.023250000000000003,1199.9735482056699,1199.9735482056699,1199.9938533622728,1200.0074414502024,0,0
0.023375000000000003,0.023375000000000003,1199.9734063306296,1199.9734063306296,1199.9938203697282,1200.00748141257,0,0
0.023500000000000004,0.023500000000000004,1199.9732644622532,1199.9732644622532,1199.9937873775768,1200.0075213745977,0,0
0.023625000000000004,0.023625000000000004,1199.9731226006338,1199.9731226006338,1199.9937543858177,1200.007561336287,0,0
0.023750000000000004,0.023750000000000004,1199.9729807458652,1199.9729807458652,1199.9937213944495,1200.0076012976388,0,0
0.023875000000000004,0.023875000000000004,1199.9728388980413,1199.9728388980413,1199.9936884034705,1200.007641258655,0,0
0.024000000000000004,0.024000000000000004,1199.9726970572578,1199.9726970572578,1199.9936554128797,1200.0076812193354,0,0
0.024125000000000004,0.024125000000000004,1199.9725552236087,1199.9725552236087,1199.9936224226753,1200.0077211796824,0,0
0.024250000000000004,0.024250000000000004,1199.9724133971906,1199.9724133971906,1199.9935894328569,1200.0077611396966,0,0
0.024375000000000004,0.024375000000000004,1199.9722715780997,1199.9722715780997,1199.993556443422,1200.0078010993789,0,0
0.024500000000000004,0.024500000000000004,1199.972129766432,1199.972129766432,1199.99352345437,1200.0078410587305,0,0
0.024625000000000005,0.024625000000000005,1199.9719879385596,1199.9719879385596,1199.9934904656993,1200.0078810177527,0,0
0.024750000000000005,0.024750000000000005,1199.9718460665144,1199.9718460665144,1199.993457477409,1200.0079209764463,0,0
0.024875000000000005,0.024875000000000005,1199.9717042003203,1199.9717042003203,1199.9934244894973,1200.0079609348127,0,0
0.025000000000000005,0.025000000000000005,1199.9715623400564,1199.9715623400564,1199.9933915019637,1200.0080008928528,0,0
0.025125000000000005,0.025125000000000005,1199.9714204858017,1199.9714204858017,1199.9933585148065,1200.0080408505676,0,0
0.025250000000000005,0.025250000000000005,1199.9712786376367,1199.9712786376367,1199.9933255280246,1200.0080808079585,0,0
0.025375000000000005,0.025375000000000005,1199.9711367956422,1199.9711367956422,1199.9932925416163,1200.0081207650262,0,0
0.025500000000000005,0.025500000000000005,1199.970994959899,1199.970994959899,1199.9932595555808,1200.0081607217721,0,0
0.025625000000000005,0.025625000000000005,1199.9708531304886,1199.9708531304886,1199.993226569917,1200.008200678197,0,0
0.025750000000000006,0.025750000000000006,1199.9707113074935,1199.9707113074935,1199.9931935846234,1200.0082406343015,0,0
0.025875000000000006,0.025875000000000006,1199.970569490995,1199.970569490995,1199.9931605996992,1200.0082805900875,0,0
0.026000000000000006,0.026000000000000006,1199.9704276810771,1199.9704276810771,1199.9931276151428,1200.008320545555,0,0
0.026125000000000006,0.026125000000000006,1199.970285877822,1199.970285877822,1199.993094630953,1200.008360500706,0,0
0.026250000000000006,0.026250000000000006,1199.9701440813137,1199.9701440813137,1199.993061647129,1200.008400455541,0,0
0.026375000000000006,0.026375000000000006,1199.970002291636,1199.970002291636,1199.9930286636693,1200.0084404100612,0,0
0.026500000000000006,0.026500000000000006,1199.9698605088731,1199.9698605088731,1199.9929956805731,1200.008480364267,0,0
0.026625000000000006,0.026625000000000006,1199.96971873311,1199.96971873311,1199.992962697839,1200.0085203181598,0,0
0.026750000000000006,0.026750000000000006,1199.9695769644318,1199.9695769644318,1199.992929715466,1200.0085602717406,0,0
0.026875000000000007,0.026875000000000007,1199.969435202923,1199.969435202923,1199.992896733453,1200.0086002250102,0,0
0.027000000000000007,0.027000000000000007,1199.9692934486698,1199.9692934486698,1199.992863751799,1200.0086401779702,0,0
0.027125000000000007,0.027125000000000007,1199.9691516658715,1199.9691516658715,1199.9928307705025,1200.0086801306209,0,0
0.027250000000000007,0.027250000000000007,1199.9690098501658,1199.9690098501658,1199.9927977895627,1200.0087200829632,0,0
0.027375000000000007,0.027375000000000007,1199.9688680402646,1199.9688680402646,1199.9927648089783,1200.0087600349984,0,0
0.027500000000000007,0.027500000000000007,1199.9687262362393,1199.9687262362393,1199.9927318287482,1200.0087999867274,0,0
0.027625000000000007,0.027625000000000007,1199.9685844381606,1199.9685844381606,1199.9926988488717,1200.0088399381502,0,0
0.027750000000000007,0.027750000000000007,1199.9684426461006,1199.9684426461006,1199.9926658693473,1200.008879889269,0,0
0.027875000000000007,0.027875000000000007,1199.9683008601312,1199.9683008601312,1199.9926328901743,1200.0089198400842,0,0
0.028000000000000008,0.028000000000000008,1199.968159080325,1199.968159080325,1199.9925999113514,1200.0089597905965,0,0
0.028125000000000008,0.028125000000000008,1199.9680173067543,1199.9680173067543,1199.992566932878,1200.008999740807,0,0
0.028250000000000008,0.028250000000000008,1199.9678755394925,1199.9678755394925,1199.9925339547522,1200.0090396907167,0,0
0.028375000000000008,0.028375000000000008,1199.9677337786122,1199.9677337786122,1199.9925009769736,1200.0090796403258,0,0
0.028500000000000008,0.028500000000000008,1199.9675920241873,1199.9675920241873,1199.992467999541,1200.0091195896362,0,0
0.028625000000000008,0.028625000000000008,1199.9674502762919,1199.9674502762919,1199.992435022454,1200.0091595386484,0,0
0.028750000000000008,0.028750000000000008,1199.9673085349998,1199.9673085349998,1199.9924020457104,1200.009199487363,0,0
0.02887500000000001,0.02887500000000001,1199.9671668003855,1199.9671668003855,1199.99236906931,1200.0092394357812,0,0
0.02900000000000001,0.02900000000000001,1199.967025072524,1199.967025072524,1199.9923360932517,1200.0092793839037,0,0
0.02912500000000001,0.02912500000000001,1199.9668833514897,1199.9668833514897,1199.9923031175347,1200.0093193317311,0,0
