# li3po4g_mp-2878 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.757 eV. Gap is the fixed-occ nscf value (5.821 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s,P_p,P_s
-36.037,-38.7938,0,0,0,0,0,0
-36.027,-38.7838,0,0,0,0,0,0
-36.017,-38.7738,0,0,0,0,0,0
-36.007,-38.7638,0,0,0,0,0,0
-35.997,-38.7538,0,0,0,0,0,0
-35.987,-38.7438,0,0,0,0,0,0
-35.977,-38.7338,0,0,0,0,0,0
-35.967,-38.7238,0,0,0,0,0,0
-35.957,-38.7138,0,0,0,0,0,0
-35.947,-38.7038,0,0,0,0,0,0
-35.937,-38.6938,0,0,0,0,0,0
-35.927,-38.6838,0,0,0,0,0,0
-35.917,-38.6738,0,0,0,0,0,0
-35.907,-38.6638,0,0,0,0,0,0
-35.897,-38.6538,0,0,0,0,0,0
-35.887,-38.6438,0,0,0,0,0,0
-35.877,-38.6338,0,0,0,0,0,0
-35.867,-38.6238,0,0,0,0,0,0
-35.857,-38.6138,0,0,0,0,0,0
-35.847,-38.6038,0,0,0,0,0,0
-35.837,-38.5938,0,0,0,0,0,0
-35.827,-38.5838,0,0,0,0,0,0
-35.817,-38.5738,0,0,0,0,0,0
-35.807,-38.5638,0,0,0,0,0,0
-35.797,-38.5538,0,0,0,0,0,0
-35.787,-38.5438,0,0,0,0,0,0
-35.777,-38.5338,0,0,0,0,0,0
-35.767,-38.5238,0,0,0,0,0,0
-35.757,-38.5138,0,0,0,0,0,0
-35.747,-38.5038,0,0,0,0,0,0
-35.737,-38.4938,0,0,0,0,0,0
-35.727,-38.4838,0,0,0,0,0,0
-35.717,-38.4738,0,0,0,0,0,0
-35.707,-38.4638,0,0,0,0,0,0
-35.697,-38.4538,0,0,0,0,0,0
-35.687,-38.4438,0,0,0,0,0,0
-35.677,-38.4338,0,0,0,0,0,0
-35.667,-38.4238,0,0,0,0,0,0
-35.657,-38.4138,0,0,0,0,0,0
-35.647,-38.4038,0,0,0,0,0,0
-35.637,-38.3938,0,0,0,0,0,0
-35.627,-38.3838,0,0,0,0,0,0
-35.617,-38.3738,0,0,0,0,0,0
-35.607,-38.3638,0,0,0,0,0,0
-35.597,-38.3538,0,0,0,0,0,0
-35.587,-38.3438,0,0,0,0,0,0
-35.577,-38.3338,0,0,0,0,0,0
-35.567,-38.3238,0,0,0,0,0,0
-35.557,-38.3138,0,0,0,0,0,0
-35.547,-38.3038,0,0,0,0,0,0
-35.537,-38.2938,0,0,0,0,0,0
-35.527,-38.2838,0,0,0,0,0,0
-35.517,-38.2738,0,0,0,0,0,0
-35.507,-38.2638,0,0,0,0,0,0
-35.497,-38.2538,0,0,0,0,0,0
-35.487,-38.2438,0,0,0,0,0,0
-35.477,-38.2338,0,0,0,0,0,0
-35.467,-38.2238,0,0,0,0,0,0
-35.457,-38.2138,0,0,0,0,0,0
-35.447,-38.2038,0,0,0,0,0,0
-35.437,-38.1938,0,0,0,0,0,0
-35.427,-38.1838,0,0,0,0,0,0
-35.417,-38.1738,0,0,0,0,0,0
-35.407,-38.1638,0,0,0,0,0,0
-35.397,-38.1538,0,0,0,0,0,0
-35.387,-38.1438,0,0,0,0,0,0
-35.377,-38.1338,0,0,0,0,0,0
-35.367,-38.1238,0,0,0,0,0,0
-35.357,-38.1138,0,0,0,0,0,0
-35.347,-38.1038,0,0,0,0,0,0
-35.337,-38.0938,0,0,0,0,0,0
-35.327,-38.0838,0,0,0,0,0,0
-35.317,-38.0738,0,0,0,0,0,0
-35.307,-38.0638,0,0,0,0,0,0
-35.297,-38.0538,0,0,0,0,0,0
-35.287,-38.0438,0,0,0,0,0,0
-35.277,-38.0338,0,0,0,0,0,0
-35.267,-38.0238,0,0,0,0,0,0
-35.257,-38.0138,0,0,0,0,0,0
-35.247,-38.0038,0,0,0,0,0,0
-35.237,-37.9938,0,0,0,0,0,0
-35.227,-37.9838,0,0,0,0,0,0
-35.217,-37.9738,0,0,0,0,0,0
-35.207,-37.9638,0,0,0,0,0,0
-35.197,-37.9538,0,0,0,0,0,0
-35.187,-37.9438,0,0,0,0,0,0
-35.177,-37.9338,0,0,0,0,0,0
-35.167,-37.9238,0,0,0,0,0,0
-35.157,-37.9138,0,0,0,0,0,0
-35.147,-37.9038,0,0,0,0,0,0
-35.137,-37.8938,0,0,0,0,0,0
-35.127,-37.8838,0,0,0,0,0,0
-35.117,-37.8738,0,0,0,0,0,0
-35.107,-37.8638,0,0,0,0,0,0
-35.097,-37.8538,0,0,0,0,0,0
-35.087,-37.8438,0,0,0,0,0,0
-35.077,-37.8338,0,0,0,0,0,0
-35.067,-37.8238,0,0,0,0,0,0
-35.057,-37.8138,0,0,0,0,0,0
-35.047,-37.8038,0,0,0,0,0,0
-35.037,-37.7938,0,0,0,0,0,0
-35.027,-37.7838,0,0,0,0,0,0
-35.017,-37.7738,0,0,0,0,0,0
-35.007,-37.7638,0,0,0,0,0,0
-34.997,-37.7538,0,0,0,0,0,0
-34.987,-37.7438,0,0,0,0,0,0
-34.977,-37.7338,0,0,0,0,0,0
-34.967,-37.7238,0,0,0,0,0,0
-34.957,-37.7138,0,0,0,0,0,0
-34.947,-37.7038,0,0,0,0,0,0
