# li3po4_mp-13725 total DOS (QE dos.x, degauss 0.007 Ry). VBM 2.892 / CBM 8.804 / gap 5.912 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-33.328,-36.2199,9.674e-85,12
-33.318,-36.2099,9.674e-85,12
-33.308,-36.1999,9.674e-85,12
-33.298,-36.1899,9.674e-85,12
-33.288,-36.1799,9.674e-85,12
-33.278,-36.1699,9.674e-85,12
-33.268,-36.1599,9.674e-85,12
-33.258,-36.1499,9.674e-85,12
-33.248,-36.1399,9.674e-85,12
-33.238,-36.1299,9.674e-85,12
-33.228,-36.1199,9.674e-85,12
-33.218,-36.1099,9.674e-85,12
-33.208,-36.0999,9.674e-85,12
-33.198,-36.0899,9.674e-85,12
-33.188,-36.0799,9.674e-85,12
-33.178,-36.0699,9.674e-85,12
-33.168,-36.0599,9.674e-85,12
-33.158,-36.0499,9.674e-85,12
-33.148,-36.0399,9.674e-85,12
-33.138,-36.0299,9.674e-85,12
-33.128,-36.0199,9.674e-85,12
-33.118,-36.0099,9.674e-85,12
