# nd2s3_mp-438 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 10.881 eV. Gap is the fixed-occ nscf value (-0.021 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,S_p,S_s
-0.928,-11.8088,1.8342,0.4304,1.34376,0.315332,0.05736,16.624
-0.918,-11.7988,1.61776,0.3914,1.21756,0.279056,0.05212,14.928
-0.908,-11.7888,1.41352,0.35244,1.08828,0.24442,0.04688,13.26
-0.898,-11.7788,1.22168,0.31408,0.96472,0.212228,0.04184,11.68
-0.888,-11.7688,1.03832,0.27716,0.84756,0.182084,0.037,10.168
-0.878,-11.7588,0.87876,0.24256,0.7368,0.154788,0.03248,8.768
-0.868,-11.7488,0.73424,0.21032,0.6332,0.130348,0.02824,7.488
-0.858,-11.7388,0.608,0.1804,0.54196,0.10876,0.02444,6.336
-0.848,-11.7288,0.4984,0.15388,0.45872,0.09002,0.021016,5.32
-0.838,-11.7188,0.40512,0.13028,0.38588,0.073608,0.017908,4.428
-0.828,-11.7088,0.3268,0.10932,0.32212,0.05968,0.015192,3.6668
-0.818,-11.6988,0.26104,0.09116,0.26664,0.04795,0.012824,3.008
-0.808,-11.6888,0.2078,0.07544,0.21972,0.0381748,0.010768,2.452
-0.798,-11.6788,0.163776,0.06204,0.17964,0.0301116,0.008964,1.9856
-0.788,-11.6688,0.128516,0.050644,0.146,0.023514,0.007428,1.6
-0.778,-11.6588,0.10012,0.041088,0.117664,0.0182188,0.006108,1.282
-0.768,-11.6488,0.077464,0.032996,0.093992,0.013942,0.00498,1.016
-0.758,-11.6388,0.05942,0.026308,0.074732,0.0106008,0.00402,0.8004
-0.748,-11.6288,0.045312,0.020752,0.05892,0.0079724,0.003218,0.624
-0.738,-11.6188,0.034304,0.016216,0.04568,0.00591884,0.00254,0.48276
-0.728,-11.6088,0.025692,0.012488,0.035136,0.00435352,0.0019808,0.36896
-0.718,-11.5988,0.019056,0.00952,0.0267,0.00316288,0.0015248,0.2788
-0.708,-11.5888,0.0139948,0.007152,0.0200224,0.00226956,0.0011572,0.2082
-0.698,-11.5788,0.0101384,0.0052972,0.0147588,0.00160864,0.000864,0.15304
-0.688,-11.5688,0.0072772,0.0038584,0.0107616,0.00112308,0.000634,0.11136
-0.678,-11.5588,0.0051164,0.0027684,0.0076844,0.000774868,0.0004572,0.079376
-0.668,-11.5488,0.003552,0.00195,0.00539404,0.0005242,0.00032392,0.055624
-0.658,-11.5388,0.0024284,0.0013476,0.00374244,0.000349836,0.00022552,0.038416
-0.648,-11.5288,0.00163196,0.0009196,0.00254364,0.00022972,0.00015412,0.025996
-0.638,-11.5188,0.00107592,0.00061344,0.00169396,0.000148404,0.00010308,0.017316
-0.628,-11.5088,0.0006972,0.00040176,0.0011092,9.4012e-05,6.78e-05,0.0112728
-0.618,-11.4988,0.00044464,0.00025804,0.000711592,5.84508e-05,4.3644e-05,0.0072468
-0.608,-11.4888,0.00027748,0.00016252,0.00044646,3.57156e-05,2.756e-05,0.0045536
-0.598,-11.4788,0.00016988,0.00010016,0.000275232,2.14408e-05,1.706e-05,0.0028032
-0.588,-11.4688,0.000102092,6.0612e-05,0.00016642,1.26056e-05,1.0336e-05,0.00169184
-0.578,-11.4588,6.01e-05,3.5936e-05,9.84468e-05,7.2662e-06,6.128e-06,0.001
-0.568,-11.4488,3.472e-05,2.0836e-05,5.71808e-05,4.11084e-06,3.5624e-06,0.00058056
-0.558,-11.4388,1.964e-05,1.1868e-05,3.24152e-05,2.28092e-06,2.0308e-06,0.00032948
-0.548,-11.4288,1.08752e-05,6.6072e-06,1.80392e-05,1.2386e-06,1.1328e-06,0.000183516
-0.538,-11.4188,5.8808e-06,3.6052e-06,9.8426e-06,6.58776e-07,6.172e-07,0.000100016
-0.528,-11.4088,3.1384e-06,1.9232e-06,5.25552e-06,3.44576e-07,3.3008e-07,5.3224e-05
-0.518,-11.3988,1.634e-06,1.0076e-06,2.7368e-06,1.7662e-07,1.7224e-07,2.7772e-05
-0.508,-11.3888,8.3416e-07,5.1492e-07,1.40196e-06,8.84896e-08,8.852e-08,1.4202e-05
-0.498,-11.3788,4.154e-07,2.5804e-07,7.01236e-07,4.33736e-08,4.432e-08,7.1212e-06
-0.488,-11.3688,2.0292e-07,1.2656e-07,3.43952e-07,2.08288e-08,2.1788e-08,3.49e-06
-0.478,-11.3588,9.7216e-08,6.0784e-08,1.65064e-07,9.84188e-09,1.0464e-08,1.6732e-06
-0.468,-11.3488,4.5464e-08,2.8584e-08,7.74172e-08,4.53248e-09,4.92e-09,7.868e-07
-0.458,-11.3388,2.0864e-08,1.3132e-08,3.56544e-08,2.04724e-09,2.2664e-09,3.6108e-07
-0.448,-11.3288,9.39e-09,5.9236e-09,1.60458e-08,9.0516e-10,1.0208e-09,1.62664e-07
-0.438,-11.3188,4.1148e-09,2.6092e-09,7.069e-09,3.92716e-10,4.4948e-10,7.1596e-08
-0.428,-11.3088,1.7684e-09,1.1232e-09,3.0436e-09,1.6664e-10,1.9368e-10,3.0852e-08
-0.418,-11.2988,7.464e-10,4.7504e-10,1.2852e-09,6.90116e-11,8.184e-11,1.3016e-08
-0.408,-11.2888,3.0688e-10,1.964e-10,5.314e-10,2.81252e-11,3.3816e-11,5.3696e-09
-0.398,-11.2788,1.23972e-10,7.9368e-11,2.14244e-10,1.12103e-11,1.3708e-11,2.17324e-09
-0.388,-11.2688,4.888e-11,3.1384e-11,8.46796e-11,4.36988e-12,5.416e-12,8.594e-10
-0.378,-11.2588,1.8876e-11,1.214e-11,3.27452e-11,1.67172e-12,2.098e-12,3.32308e-10
-0.368,-11.2488,7.1448e-12,4.6048e-12,1.24002e-11,6.23628e-13,7.944e-13,1.25952e-10
-0.358,-11.2388,2.6412e-12,1.7064e-12,4.6004e-12,2.28856e-13,2.9432e-13,4.662e-11
-0.348,-11.2288,8.5792e-13,5.7272e-13,1.53202e-12,6.1346e-14,9.928e-14,1.55312e-11
-0.338,-11.2188,3.0604e-13,2.044e-13,5.4416e-13,2.1798e-14,3.5344e-14,5.52848e-12
-0.328,-11.2088,1.06732e-13,7.1256e-14,1.90571e-13,7.61788e-15,1.2324e-14,1.92732e-12
-0.318,-11.1988,0,0,0,0,0,0
-0.308,-11.1888,0,0,0,0,0,0
-0.298,-11.1788,0,0,0,0,0,0
-0.288,-11.1688,0,0,0,0,0,0
-0.278,-11.1588,0,0,0,0,0,0
-0.268,-11.1488,0,0,0,0,0,0
-0.258,-11.1388,0,0,0,0,0,0
-0.248,-11.1288,0,0,0,0,0,0
-0.238,-11.1188,0,0,0,0,0,0
-0.228,-11.1088,0,0,0,0,0,0
-0.218,-11.0988,0,0,0,0,0,0
-0.208,-11.0888,0,0,0,0,0,0
-0.198,-11.0788,0,0,0,0,0,0
-0.188,-11.0688,0,0,0,0,0,0
-0.178,-11.0588,0,0,0,0,0,0
-0.168,-11.0488,0,0,0,0,0,0
-0.158,-11.0388,0,0,0,0,0,0
-0.148,-11.0288,0,0,0,0,0,0
-0.138,-11.0188,0,0,0,0,0,0
-0.128,-11.0088,0,0,0,0,0,0
-0.118,-10.9988,0,0,0,0,0,0
-0.108,-10.9888,0,0,0,0,0,0
-0.098,-10.9788,0,0,0,0,0,0
-0.088,-10.9688,0,0,0,0,0,0
-0.078,-10.9588,0,0,0,0,0,0
-0.068,-10.9488,0,0,0,0,0,0
-0.058,-10.9388,0,0,0,0,0,0
-0.048,-10.9288,0,0,0,0,0,0
-0.038,-10.9188,0,0,0,0,0,0
-0.028,-10.9088,0,0,0,0,0,0
-0.018,-10.8988,0,0,0,0,0,0
-0.008,-10.8888,0,0,0,0,0,0
0.002,-10.8788,0,0,0,0,0,0
0.012,-10.8688,0,0,0,0,0,0
0.022,-10.8588,0,0,0,0,0,0
0.032,-10.8488,0,0,0,0,0,0
0.042,-10.8388,0,0,0,0,0,0
0.052,-10.8288,0,0,0,0,0,0
0.062,-10.8188,0,0,0,0,0,0
0.072,-10.8088,0,0,0,0,0,0
0.082,-10.7988,0,0,0,0,0,0
0.092,-10.7888,0,0,0,0,0,0
0.102,-10.7788,0,0,0,0,0,0
0.112,-10.7688,0,0,0,0,0,0
0.122,-10.7588,0,0,0,0,0,0
0.132,-10.7488,0,0,0,0,0,0
0.142,-10.7388,0,0,0,0,0,0
0.152,-10.7288,0,0,0,0,0,0
0.162,-10.7188,0,0,0,0,0,0
0.172,-10.7088,0,0,0,0,0,0
0.182,-10.6988,0,0,0,0,0,0
0.192,-10.6888,0,0,0,0,0,0
0.202,-10.6788,0,0,0,0,0,0
0.212,-10.6688,0,0,0,0,0,0
0.222,-10.6588,0,0,0,0,0,0
0.232,-10.6488,0,0,0,0,0,0
0.242,-10.6388,0,0,0,0,0,0
0.252,-10.6288,0,0,0,0,0,0
0.262,-10.6188,0,0,0,0,0,0
0.272,-10.6088,0,0,0,0,0,0
0.282,-10.5988,0,0,0,0,0,0
0.292,-10.5888,0,0,0,0,0,0
0.302,-10.5788,0,0,0,0,0,0
0.312,-10.5688,0,0,0,0,0,0
0.322,-10.5588,0,0,0,0,0,0
0.332,-10.5488,0,0,0,0,0,0
0.342,-10.5388,0,0,0,0,0,0
0.352,-10.5288,0,0,0,0,0,0
0.362,-10.5188,0,0,0,0,0,0
0.372,-10.5088,0,0,0,0,0,0
0.382,-10.4988,0,0,0,0,0,0
0.392,-10.4888,0,0,0,0,0,0
0.402,-10.4788,0,0,0,0,0,0
0.412,-10.4688,0,0,0,0,0,0
0.422,-10.4588,0,0,0,0,0,0
0.432,-10.4488,0,0,0,0,0,0
0.442,-10.4388,0,0,0,0,0,0
0.452,-10.4288,0,0,0,0,0,0
0.462,-10.4188,0,0,0,0,0,0
0.472,-10.4088,0,0,0,0,0,0
0.482,-10.3988,0,0,0,0,0,0
0.492,-10.3888,0,0,0,0,0,0
0.502,-10.3788,0,0,0,0,0,0
0.512,-10.3688,0,0,0,0,0,0
0.522,-10.3588,0,0,0,0,0,0
0.532,-10.3488,0,0,0,0,0,0
0.542,-10.3388,0,0,0,0,0,0
0.552,-10.3288,0,0,0,0,0,0
0.562,-10.3188,0,0,0,0,0,0
0.572,-10.3088,0,0,0,0,0,0
0.582,-10.2988,0,0,0,0,0,0
0.592,-10.2888,0,0,0,0,0,0
0.602,-10.2788,0,0,0,0,0,0
0.612,-10.2688,0,0,0,0,0,0
0.622,-10.2588,0,0,0,0,0,0
0.632,-10.2488,0,0,0,0,0,0
0.642,-10.2388,0,0,0,0,0,0
0.652,-10.2288,0,0,0,0,0,0
0.662,-10.2188,0,0,0,0,0,0
0.672,-10.2088,0,0,0,0,0,0
0.682,-10.1988,0,0,0,0,0,0
0.692,-10.1888,0,0,0,0,0,0
0.702,-10.1788,0,0,0,0,0,0
0.712,-10.1688,0,0,0,0,0,0
0.722,-10.1588,0,0,0,0,0,0
0.732,-10.1488,0,0,0,0,0,0
0.742,-10.1388,0,0,0,0,0,0
0.752,-10.1288,0,0,0,0,0,0
0.762,-10.1188,0,0,0,0,0,0
0.772,-10.1088,0,0,0,0,0,0
0.782,-10.0988,0,0,0,0,0,0
0.792,-10.0888,0,0,0,0,0,0
0.802,-10.0788,0,0,0,0,0,0
0.812,-10.0688,0,0,0,0,0,0
0.822,-10.0588,0,0,0,0,0,0
0.832,-10.0488,0,0,0,0,0,0
0.842,-10.0388,0,0,0,0,0,0
0.852,-10.0288,0,0,0,0,0,0
0.862,-10.0188,0,0,0,0,0,0
0.872,-10.0088,0,0,0,0,0,0
0.882,-9.9988,0,0,0,0,0,0
0.892,-9.9888,0,0,0,0,0,0
0.902,-9.9788,0,0,0,0,0,0
0.912,-9.9688,0,0,0,0,0,0
0.922,-9.9588,0,0,0,0,0,0
0.932,-9.9488,0,0,0,0,0,0
0.942,-9.9388,0,0,0,0,0,0
0.952,-9.9288,0,0,0,0,0,0
0.962,-9.9188,0,0,0,0,0,0
0.972,-9.9088,0,0,0,0,0,0
0.982,-9.8988,0,0,0,0,0,0
0.992,-9.8888,0,0,0,0,0,0
1.002,-9.8788,0,0,0,0,0,0
1.012,-9.8688,0,0,0,0,0,0
1.022,-9.8588,0,0,0,0,0,0
1.032,-9.8488,0,0,0,0,0,0
1.042,-9.8388,0,0,0,0,0,0
1.052,-9.8288,0,0,0,0,0,0
1.062,-9.8188,0,0,0,0,0,0
1.072,-9.8088,0,0,0,0,0,0
1.082,-9.7988,0,0,0,0,0,0
1.092,-9.7888,0,0,0,0,0,0
1.102,-9.7788,0,0,0,0,0,0
1.112,-9.7688,0,0,0,0,0,0
1.122,-9.7588,0,0,0,0,0,0
1.132,-9.7488,0,0,0,0,0,0
1.142,-9.7388,0,0,0,0,0,0
1.152,-9.7288,0,0,0,0,0,0
1.162,-9.7188,0,0,0,0,0,0
1.172,-9.7088,0,0,0,0,0,0
1.182,-9.6988,0,0,0,0,0,0
1.192,-9.6888,0,0,0,0,0,0
1.202,-9.6788,0,0,0,0,0,0
1.212,-9.6688,0,0,0,0,0,0
1.222,-9.6588,0,0,0,0,0,0
1.232,-9.6488,0,0,0,0,0,0
1.242,-9.6388,0,0,0,0,0,0
1.252,-9.6288,0,0,0,0,0,0
1.262,-9.6188,0,0,0,0,0,0
1.272,-9.6088,0,0,0,0,0,0
1.282,-9.5988,0,0,0,0,0,0
1.292,-9.5888,0,0,0,0,0,0
1.302,-9.5788,0,0,0,0,0,0
1.312,-9.5688,0,0,0,0,0,0
1.322,-9.5588,0,0,0,0,0,0
1.332,-9.5488,0,0,0,0,0,0
1.342,-9.5388,0,0,0,0,0,0
1.352,-9.5288,0,0,0,0,0,0
1.362,-9.5188,0,0,0,0,0,0
1.372,-9.5088,0,0,0,0,0,0
1.382,-9.4988,0,0,0,0,0,0
1.392,-9.4888,0,0,0,0,0,0
1.402,-9.4788,0,0,0,0,0,0
1.412,-9.4688,0,0,0,0,0,0
1.422,-9.4588,0,0,0,0,0,0
1.432,-9.4488,0,0,0,0,0,0
1.442,-9.4388,0,0,0,0,0,0
1.452,-9.4288,0,0,0,0,0,0
1.462,-9.4188,0,0,0,0,0,0
1.472,-9.4088,0,0,0,0,0,0
1.482,-9.3988,0,0,0,0,0,0
1.492,-9.3888,0,0,0,0,0,0
1.502,-9.3788,0,0,0,0,0,0
1.512,-9.3688,0,0,0,0,0,0
1.522,-9.3588,0,0,0,0,0,0
1.532,-9.3488,0,0,0,0,0,0
1.542,-9.3388,0,0,0,0,0,0
1.552,-9.3288,0,0,0,0,0,0
1.562,-9.3188,0,0,0,0,0,0
1.572,-9.3088,0,0,0,0,0,0
1.582,-9.2988,0,0,0,0,0,0
1.592,-9.2888,0,0,0,0,0,0
1.602,-9.2788,0,0,0,0,0,0
1.612,-9.2688,0,0,0,0,0,0
1.622,-9.2588,0,0,0,0,0,0
1.632,-9.2488,0,0,0,0,0,0
1.642,-9.2388,0,0,0,0,0,0
1.652,-9.2288,0,0,0,0,0,0
1.662,-9.2188,0,0,0,0,0,0
1.672,-9.2088,0,0,0,0,0,0
1.682,-9.1988,0,0,0,0,0,0
1.692,-9.1888,0,0,0,0,0,0
1.702,-9.1788,0,0,0,0,0,0
1.712,-9.1688,0,0,0,0,0,0
1.722,-9.1588,0,0,0,0,0,0
1.732,-9.1488,0,0,0,0,0,0
1.742,-9.1388,0,0,0,0,0,0
1.752,-9.1288,0,0,0,0,0,0
1.762,-9.1188,0,0,0,0,0,0
1.772,-9.1088,0,0,0,0,0,0
1.782,-9.0988,0,0,0,0,0,0
1.792,-9.0888,0,0,0,0,0,0
1.802,-9.0788,0,0,0,0,0,0
1.812,-9.0688,0,0,0,0,0,0
1.822,-9.0588,0,0,0,0,0,0
1.832,-9.0488,0,0,0,0,0,0
1.842,-9.0388,0,0,0,0,0,0
1.852,-9.0288,0,0,0,0,0,0
1.862,-9.0188,0,0,0,0,0,0
1.872,-9.0088,0,0,0,0,0,0
1.882,-8.9988,0,0,0,0,0,0
1.892,-8.9888,0,0,0,0,0,0
1.902,-8.9788,0,0,0,0,0,0
1.912,-8.9688,0,0,0,0,0,0
1.922,-8.9588,0,0,0,0,0,0
1.932,-8.9488,0,0,0,0,0,0
1.942,-8.9388,0,0,0,0,0,0
1.952,-8.9288,0,0,0,0,0,0
1.962,-8.9188,0,0,0,0,0,0
1.972,-8.9088,0,0,0,0,0,0
1.982,-8.8988,0,0,0,0,0,0
1.992,-8.8888,0,0,0,0,0,0
2.002,-8.8788,0,0,0,0,0,0
2.012,-8.8688,0,0,0,0,0,0
2.022,-8.8588,0,0,0,0,0,0
2.032,-8.8488,0,0,0,0,0,0
2.042,-8.8388,0,0,0,0,0,0
2.052,-8.8288,0,0,0,0,0,0
2.062,-8.8188,0,0,0,0,0,0
2.072,-8.8088,0,0,0,0,0,0
2.082,-8.7988,0,0,0,0,0,0
2.092,-8.7888,0,0,0,0,0,0
2.102,-8.7788,0,0,0,0,0,0
2.112,-8.7688,0,0,0,0,0,0
2.122,-8.7588,0,0,0,0,0,0
2.132,-8.7488,0,0,0,0,0,0
2.142,-8.7388,0,0,0,0,0,0
2.152,-8.7288,0,0,0,0,0,0
2.162,-8.7188,0,0,0,0,0,0
2.172,-8.7088,0,0,0,0,0,0
2.182,-8.6988,0,0,0,0,0,0
2.192,-8.6888,0,0,0,0,0,0
2.202,-8.6788,0,0,0,0,0,0
2.212,-8.6688,0,0,0,0,0,0
2.222,-8.6588,0,0,0,0,0,0
2.232,-8.6488,0,0,0,0,0,0
2.242,-8.6388,0,0,0,0,0,0
2.252,-8.6288,0,0,0,0,0,0
2.262,-8.6188,0,0,0,0,0,0
2.272,-8.6088,0,0,0,0,0,0
2.282,-8.5988,0,0,0,0,0,0
2.292,-8.5888,0,0,0,0,0,0
2.302,-8.5788,0,0,0,0,0,0
2.312,-8.5688,0,0,0,0,0,0
2.322,-8.5588,0,0,0,0,0,0
2.332,-8.5488,0,0,0,0,0,0
2.342,-8.5388,0,0,0,0,0,0
2.352,-8.5288,0,0,0,0,0,0
2.362,-8.5188,0,0,0,0,0,0
2.372,-8.5088,0,0,0,0,0,0
2.382,-8.4988,0,0,0,0,0,0
2.392,-8.4888,0,0,0,0,0,0
2.402,-8.4788,0,0,0,0,0,0
2.412,-8.4688,0,0,0,0,0,0
2.422,-8.4588,0,0,0,0,0,0
2.432,-8.4488,0,0,0,0,0,0
2.442,-8.4388,0,0,0,0,0,0
2.452,-8.4288,0,0,0,0,0,0
2.462,-8.4188,0,0,0,0,0,0
2.472,-8.4088,0,0,0,0,0,0
2.482,-8.3988,0,0,0,0,0,0
2.492,-8.3888,0,0,0,0,0,0
2.502,-8.3788,0,0,0,0,0,0
2.512,-8.3688,0,0,0,0,0,0
2.522,-8.3588,0,0,0,0,0,0
2.532,-8.3488,0,0,0,0,0,0
2.542,-8.3388,0,0,0,0,0,0
2.552,-8.3288,0,0,0,0,0,0
2.562,-8.3188,0,0,0,0,0,0
2.572,-8.3088,0,0,0,0,0,0
2.582,-8.2988,0,0,0,0,0,0
2.592,-8.2888,0,0,0,0,0,0
2.602,-8.2788,0,0,0,0,0,0
2.612,-8.2688,0,0,0,0,0,0
2.622,-8.2588,0,0,0,0,0,0
2.632,-8.2488,0,0,0,0,0,0
2.642,-8.2388,0,0,0,0,0,0
2.652,-8.2288,0,0,0,0,0,0
2.662,-8.2188,0,0,0,0,0,0
2.672,-8.2088,0,0,0,0,0,0
2.682,-8.1988,0,0,0,0,0,0
2.692,-8.1888,0,0,0,0,0,0
2.702,-8.1788,0,0,0,0,0,0
2.712,-8.1688,0,0,0,0,0,0
2.722,-8.1588,0,0,0,0,0,0
2.732,-8.1488,0,0,0,0,0,0
2.742,-8.1388,0,0,0,0,0,0
2.752,-8.1288,0,0,0,0,0,0
2.762,-8.1188,0,0,0,0,0,0
2.772,-8.1088,0,0,0,0,0,0
2.782,-8.0988,0,0,0,0,0,0
2.792,-8.0888,0,0,0,0,0,0
2.802,-8.0788,0,0,0,0,0,0
2.812,-8.0688,0,0,0,0,0,0
2.822,-8.0588,0,0,0,0,0,0
2.832,-8.0488,0,0,0,0,0,0
2.842,-8.0388,0,0,0,0,0,0
2.852,-8.0288,0,0,0,0,0,0
2.862,-8.0188,0,0,0,0,0,0
2.872,-8.0088,0,0,0,0,0,0
2.882,-7.9988,0,0,0,0,0,0
2.892,-7.9888,0,0,0,0,0,0
2.902,-7.9788,0,0,0,0,0,0
2.912,-7.9688,0,0,0,0,0,0
2.922,-7.9588,0,0,0,0,0,0
2.932,-7.9488,0,0,0,0,0,0
2.942,-7.9388,0,0,0,0,0,0
2.952,-7.9288,0,0,0,0,0,0
2.962,-7.9188,0,0,0,0,0,0
2.972,-7.9088,0,0,0,0,0,0
2.982,-7.8988,0,0,0,0,0,0
2.992,-7.8888,0,0,0,0,0,0
3.002,-7.8788,0,0,0,0,0,0
3.012,-7.8688,0,0,0,0,0,0
3.022,-7.8588,0,0,0,0,0,0
3.032,-7.8488,0,0,0,0,0,0
3.042,-7.8388,0,0,0,0,0,0
3.052,-7.8288,0,0,0,0,0,0
3.062,-7.8188,0,0,0,0,0,0
3.072,-7.8088,0,0,0,0,0,0
3.082,-7.7988,0,0,0,0,0,0
3.092,-7.7888,0,0,0,0,0,0
3.102,-7.7788,0,0,0,0,0,0
3.112,-7.7688,0,0,0,0,0,0
3.122,-7.7588,0,0,0,0,0,0
3.132,-7.7488,0,0,0,0,0,0
3.142,-7.7388,0,0,0,0,0,0
3.152,-7.7288,0,0,0,0,0,0
3.162,-7.7188,0,0,0,0,0,0
3.172,-7.7088,0,0,0,0,0,0
3.182,-7.6988,0,0,0,0,0,0
3.192,-7.6888,0,0,0,0,0,0
3.202,-7.6788,0,0,0,0,0,0
3.212,-7.6688,0,0,0,0,0,0
3.222,-7.6588,0,0,0,0,0,0
3.232,-7.6488,0,0,0,0,0,0
3.242,-7.6388,0,0,0,0,0,0
3.252,-7.6288,0,0,0,0,0,0
3.262,-7.6188,0,0,0,0,0,0
3.272,-7.6088,0,0,0,0,0,0
3.282,-7.5988,0,0,0,0,0,0
3.292,-7.5888,0,0,0,0,0,0
3.302,-7.5788,0,0,0,0,0,0
3.312,-7.5688,0,0,0,0,0,0
3.322,-7.5588,0,0,0,0,0,0
3.332,-7.5488,0,0,0,0,0,0
3.342,-7.5388,0,0,0,0,0,0
3.352,-7.5288,0,0,0,0,0,0
3.362,-7.5188,0,0,0,0,0,0
3.372,-7.5088,0,0,0,0,0,0
3.382,-7.4988,0,0,0,0,0,0
3.392,-7.4888,0,0,0,0,0,0
3.402,-7.4788,0,0,0,0,0,0
3.412,-7.4688,0,0,0,0,0,0
3.422,-7.4588,0,0,0,0,0,0
3.432,-7.4488,0,0,0,0,0,0
3.442,-7.4388,0,0,0,0,0,0
3.452,-7.4288,0,0,0,0,0,0
3.462,-7.4188,0,0,0,0,0,0
3.472,-7.4088,0,0,0,0,0,0
3.482,-7.3988,0,0,0,0,0,0
3.492,-7.3888,0,0,0,0,0,0
3.502,-7.3788,0,0,0,0,0,0
3.512,-7.3688,0,0,0,0,0,0
3.522,-7.3588,0,0,0,0,0,0
3.532,-7.3488,0,0,0,0,0,0
3.542,-7.3388,0,0,0,0,0,0
3.552,-7.3288,0,0,0,0,0,0
3.562,-7.3188,0,0,0,0,0,0
3.572,-7.3088,0,0,0,0,0,0
3.582,-7.2988,0,0,0,0,0,0
3.592,-7.2888,0,0,0,0,0,0
3.602,-7.2788,0,0,0,0,0,0
3.612,-7.2688,0,0,0,0,0,0
3.622,-7.2588,0,0,0,0,0,0
3.632,-7.2488,0,0,0,0,0,0
3.642,-7.2388,0,0,0,0,0,0
3.652,-7.2288,0,0,0,0,0,0
3.662,-7.2188,0,0,0,0,0,0
3.672,-7.2088,0,0,0,0,0,0
3.682,-7.1988,0,0,0,0,0,0
3.692,-7.1888,0,0,0,0,0,0
3.702,-7.1788,0,0,0,0,0,0
3.712,-7.1688,0,0,0,0,0,0
3.722,-7.1588,0,0,0,0,0,0
3.732,-7.1488,0,0,0,0,0,0
3.742,-7.1388,0,0,0,0,0,0
3.752,-7.1288,0,0,0,0,0,0
3.762,-7.1188,0,0,0,0,0,0
3.772,-7.1088,0,0,0,0,0,0
3.782,-7.0988,0,0,0,0,0,0
3.792,-7.0888,0,0,0,0,0,0
3.802,-7.0788,0,0,0,0,0,0
3.812,-7.0688,0,0,0,0,0,0
3.822,-7.0588,0,0,0,0,0,0
3.832,-7.0488,0,0,0,0,0,0
3.842,-7.0388,0,0,0,0,0,0
3.852,-7.0288,0,0,0,0,0,0
3.862,-7.0188,0,0,0,0,0,0
3.872,-7.0088,0,0,0,0,0,0
3.882,-6.9988,0,0,0,0,0,0
3.892,-6.9888,0,0,0,0,0,0
3.902,-6.9788,0,0,0,0,0,0
3.912,-6.9688,0,0,0,0,0,0
3.922,-6.9588,0,0,0,0,0,0
3.932,-6.9488,0,0,0,0,0,0
3.942,-6.9388,0,0,0,0,0,0
3.952,-6.9288,0,0,0,0,0,0
3.962,-6.9188,0,0,0,0,0,0
3.972,-6.9088,0,0,0,0,0,0
3.982,-6.8988,0,0,0,0,0,0
3.992,-6.8888,0,0,0,0,0,0
4.002,-6.8788,0,0,0,0,0,0
4.012,-6.8688,0,0,0,0,0,0
4.022,-6.8588,0,0,0,0,0,0
4.032,-6.8488,0,0,0,0,0,0
4.042,-6.8388,0,0,0,0,0,0
4.052,-6.8288,0,0,0,0,0,0
4.062,-6.8188,0,0,0,0,0,0
4.072,-6.8088,0,0,0,0,0,0
4.082,-6.7988,0,0,0,0,0,0
4.092,-6.7888,0,0,0,0,0,0
4.102,-6.7788,0,0,0,0,0,0
4.112,-6.7688,0,0,0,0,0,0
4.122,-6.7588,0,0,0,0,0,0
4.132,-6.7488,0,0,0,0,0,0
4.142,-6.7388,0,0,0,0,0,0
4.152,-6.7288,0,0,0,0,0,0
4.162,-6.7188,0,0,0,0,0,0
4.172,-6.7088,0,0,0,0,0,0
4.182,-6.6988,0,0,0,0,0,0
4.192,-6.6888,0,0,0,0,0,0
4.202,-6.6788,0,0,0,0,0,0
4.212,-6.6688,0,0,0,0,0,0
4.222,-6.6588,0,0,0,0,0,0
4.232,-6.6488,0,0,0,0,0,0
4.242,-6.6388,0,0,0,0,0,0
4.252,-6.6288,0,0,0,0,0,0
4.262,-6.6188,0,0,0,0,0,0
4.272,-6.6088,0,0,0,0,0,0
4.282,-6.5988,0,0,0,0,0,0
4.292,-6.5888,0,0,0,0,0,0
4.302,-6.5788,0,0,0,0,0,0
4.312,-6.5688,0,0,0,0,0,0
4.322,-6.5588,0,0,0,0,0,0
4.332,-6.5488,0,0,0,0,0,0
4.342,-6.5388,0,0,0,0,0,0
4.352,-6.5288,0,0,0,0,0,0
4.362,-6.5188,0,0,0,0,0,0
4.372,-6.5088,0,0,0,0,0,0
4.382,-6.4988,0,0,0,0,0,0
4.392,-6.4888,0,0,0,0,0,0
4.402,-6.4788,0,0,0,0,0,0
4.412,-6.4688,0,0,0,0,0,0
4.422,-6.4588,0,0,0,0,0,0
4.432,-6.4488,0,0,0,0,0,0
4.442,-6.4388,0,0,0,0,0,0
4.452,-6.4288,0,0,0,0,0,0
4.462,-6.4188,0,0,0,0,0,0
4.472,-6.4088,0,0,0,0,0,0
4.482,-6.3988,0,0,0,0,0,0
4.492,-6.3888,0,0,0,0,0,0
4.502,-6.3788,0,0,0,0,0,0
4.512,-6.3688,0,0,0,0,0,0
4.522,-6.3588,0,0,0,0,0,0
4.532,-6.3488,0,0,0,0,0,0
4.542,-6.3388,0,0,0,0,0,0
4.552,-6.3288,0,0,0,0,0,0
4.562,-6.3188,0,0,0,0,0,0
4.572,-6.3088,0,0,0,0,0,0
4.582,-6.2988,0,0,0,0,0,0
4.592,-6.2888,0,0,0,0,0,0
