# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
-29.002,-32.2541,0,0,0,0
-28.992,-32.2441,0,0,0,0
-28.982,-32.2341,0,0,0,0
-28.972,-32.2241,0,0,0,0
-28.962,-32.2141,0,0,0,0
-28.952,-32.2041,0,0,0,0
-28.942,-32.1941,0,0,0,0
-28.932,-32.1841,0,0,0,0
-28.922,-32.1741,0,0,0,0
-28.912,-32.1641,0,0,0,0
-28.902,-32.1541,0,0,0,0
-28.892,-32.1441,0,0,0,0
-28.882,-32.1341,0,0,0,0
-28.872,-32.1241,0,0,0,0
-28.862,-32.1141,0,0,0,0
-28.852,-32.1041,0,0,0,0
-28.842,-32.0941,0,0,0,0
-28.832,-32.0841,0,0,0,0
-28.822,-32.0741,0,0,0,0
-28.812,-32.0641,0,0,0,0
-28.802,-32.0541,0,0,0,0
-28.792,-32.0441,0,0,0,0
-28.782,-32.0341,0,0,0,0
-28.772,-32.0241,0,0,0,0
-28.762,-32.0141,0,0,0,0
-28.752,-32.0041,0,0,0,0
-28.742,-31.9941,0,0,0,0
-28.732,-31.9841,0,0,0,0
-28.722,-31.9741,0,0,0,0
-28.712,-31.9641,0,0,0,0
-28.702,-31.9541,0,0,0,0
-28.692,-31.9441,0,0,0,0
-28.682,-31.9341,0,0,0,0
-28.672,-31.9241,0,0,0,0
-28.662,-31.9141,0,0,0,0
-28.652,-31.9041,0,0,0,0
-28.642,-31.8941,0,0,0,0
-28.632,-31.8841,0,0,0,0
-28.622,-31.8741,0,0,0,0
-28.612,-31.8641,0,0,0,0
-28.602,-31.8541,0,0,0,0
-28.592,-31.8441,0,0,0,0
-28.582,-31.8341,0,0,0,0
-28.572,-31.8241,0,0,0,0
-28.562,-31.8141,0,0,0,0
-28.552,-31.8041,0,0,0,0
-28.542,-31.7941,0,0,0,0
-28.532,-31.7841,0,0,0,0
-28.522,-31.7741,0,0,0,0
-28.512,-31.7641,0,0,0,0
-28.502,-31.7541,0,0,0,0
-28.492,-31.7441,0,0,0,0
-28.482,-31.7341,0,0,0,0
-28.472,-31.7241,0,0,0,0
-28.462,-31.7141,0,0,0,0
-28.452,-31.7041,0,0,0,0
-28.442,-31.6941,0,0,0,0
-28.432,-31.6841,0,0,0,0
-28.422,-31.6741,0,0,0,0
-28.412,-31.6641,0,0,0,0
-28.402,-31.6541,0,0,0,0
-28.392,-31.6441,0,0,0,0
-28.382,-31.6341,0,0,0,0
-28.372,-31.6241,0,0,0,0
-28.362,-31.6141,0,0,0,0
-28.352,-31.6041,0,0,0,0
-28.342,-31.5941,0,0,0,0
-28.332,-31.5841,0,0,0,0
-28.322,-31.5741,0,0,0,0
-28.312,-31.5641,0,0,0,0
-28.302,-31.5541,0,0,0,0
-28.292,-31.5441,0,0,0,0
-28.282,-31.5341,0,0,0,0
-28.272,-31.5241,0,0,0,0
-28.262,-31.5141,0,0,0,0
-28.252,-31.5041,0,0,0,0
-28.242,-31.4941,0,0,0,0
-28.232,-31.4841,0,0,0,0
-28.222,-31.4741,0,0,0,0
-28.212,-31.4641,0,0,0,0
-28.202,-31.4541,0,0,0,0
-28.192,-31.4441,0,0,0,0
-28.182,-31.4341,0,0,0,0
-28.172,-31.4241,0,0,0,0
-28.162,-31.4141,0,0,0,0
-28.152,-31.4041,0,0,0,0
-28.142,-31.3941,0,0,0,0
-28.132,-31.3841,0,0,0,0
-28.122,-31.3741,0,0,0,0
-28.112,-31.3641,0,0,0,0
-28.102,-31.3541,0,0,0,0
-28.092,-31.3441,0,0,0,0
-28.082,-31.3341,0,0,0,0
-28.072,-31.3241,0,0,0,0
-28.062,-31.3141,0,0,0,0
-28.052,-31.3041,0,0,0,0
-28.042,-31.2941,0,0,0,0
-28.032,-31.2841,0,0,0,0
-28.022,-31.2741,0,0,0,0
-28.012,-31.2641,0,0,0,0
-28.002,-31.2541,0,0,0,0
-27.992,-31.2441,0,0,0,0
-27.982,-31.2341,0,0,0,0
-27.972,-31.2241,0,0,0,0
-27.962,-31.2141,0,0,0,0
-27.952,-31.2041,0,0,0,0
-27.942,-31.1941,0,0,0,0
-27.932,-31.1841,0,0,0,0
-27.922,-31.1741,0,0,0,0
-27.912,-31.1641,0,0,0,0
-27.902,-31.1541,0,0,0,0
-27.892,-31.1441,0,0,0,0
-27.882,-31.1341,0,0,0,0
-27.872,-31.1241,0,0,0,0
-27.862,-31.1141,0,0,0,0
-27.852,-31.1041,0,0,0,0
-27.842,-31.0941,0,0,0,0
-27.832,-31.0841,0,0,0,0
-27.822,-31.0741,0,0,0,0
-27.812,-31.0641,0,0,0,0
-27.802,-31.0541,0,0,0,0
-27.792,-31.0441,0,0,0,0
-27.782,-31.0341,0,0,0,0
-27.772,-31.0241,0,0,0,0
-27.762,-31.0141,0,0,0,0
-27.752,-31.0041,0,0,0,0
-27.742,-30.9941,0,0,0,0
-27.732,-30.9841,0,0,0,0
-27.722,-30.9741,0,0,0,0
-27.712,-30.9641,0,0,0,0
-27.702,-30.9541,0,0,0,0
-27.692,-30.9441,0,0,0,0
-27.682,-30.9341,0,0,0,0
-27.672,-30.9241,0,0,0,0
-27.662,-30.9141,0,0,0,0
-27.652,-30.9041,0,0,0,0
-27.642,-30.8941,0,0,0,0
-27.632,-30.8841,0,0,0,0
-27.622,-30.8741,0,0,0,0
-27.612,-30.8641,0,0,0,0
-27.602,-30.8541,0,0,0,0
-27.592,-30.8441,0,0,0,0
-27.582,-30.8341,0,0,0,0
-27.572,-30.8241,0,0,0,0
-27.562,-30.8141,0,0,0,0
-27.552,-30.8041,0,0,0,0
-27.542,-30.7941,0,0,0,0
-27.532,-30.7841,0,0,0,0
-27.522,-30.7741,0,0,0,0
-27.512,-30.7641,0,0,0,0
-27.502,-30.7541,0,0,0,0
-27.492,-30.7441,0,0,0,0
-27.482,-30.7341,0,0,0,0
-27.472,-30.7241,0,0,0,0
-27.462,-30.7141,0,0,0,0
-27.452,-30.7041,0,0,0,0
-27.442,-30.6941,0,0,0,0
-27.432,-30.6841,0,0,0,0
-27.422,-30.6741,0,0,0,0
-27.412,-30.6641,0,0,0,0
-27.402,-30.6541,0,0,0,0
-27.392,-30.6441,0,0,0,0
-27.382,-30.6341,0,0,0,0
-27.372,-30.6241,0,0,0,0
-27.362,-30.6141,0,0,0,0
-27.352,-30.6041,0,0,0,0
-27.342,-30.5941,0,0,0,0
-27.332,-30.5841,0,0,0,0
-27.322,-30.5741,0,0,0,0
-27.312,-30.5641,0,0,0,0
-27.302,-30.5541,0,0,0,0
-27.292,-30.5441,0,0,0,0
-27.282,-30.5341,0,0,0,0
-27.272,-30.5241,0,0,0,0
-27.262,-30.5141,0,0,0,0
-27.252,-30.5041,0,0,0,0
-27.242,-30.4941,0,0,0,0
-27.232,-30.4841,0,0,0,0
-27.222,-30.4741,0,0,0,0
-27.212,-30.4641,0,0,0,0
-27.202,-30.4541,0,0,0,0
-27.192,-30.4441,0,0,0,0
-27.182,-30.4341,0,0,0,0
-27.172,-30.4241,0,0,0,0
-27.162,-30.4141,0,0,0,0
-27.152,-30.4041,0,0,0,0
-27.142,-30.3941,0,0,0,0
-27.132,-30.3841,0,0,0,0
-27.122,-30.3741,0,0,0,0
-27.112,-30.3641,0,0,0,0
-27.102,-30.3541,0,0,0,0
-27.092,-30.3441,0,0,0,0
-27.082,-30.3341,0,0,0,0
-27.072,-30.3241,0,0,0,0
-27.062,-30.3141,0,0,0,0
-27.052,-30.3041,0,0,0,0
-27.042,-30.2941,0,0,0,0
-27.032,-30.2841,0,0,0,0
-27.022,-30.2741,0,0,0,0
-27.012,-30.2641,0,0,0,0
-27.002,-30.2541,0,0,0,0
-26.992,-30.2441,0,0,0,0
-26.982,-30.2341,0,0,0,0
-26.972,-30.2241,0,0,0,0
-26.962,-30.2141,0,0,0,0
-26.952,-30.2041,0,0,0,0
-26.942,-30.1941,0,0,0,0
-26.932,-30.1841,0,0,0,0
-26.922,-30.1741,0,0,0,0
-26.912,-30.1641,0,0,0,0
-26.902,-30.1541,0,0,0,0
-26.892,-30.1441,0,0,0,0
-26.882,-30.1341,0,0,0,0
-26.872,-30.1241,0,0,0,0
-26.862,-30.1141,0,0,0,0
-26.852,-30.1041,0,0,0,0
-26.842,-30.0941,0,0,0,0
-26.832,-30.0841,0,0,0,0
-26.822,-30.0741,0,0,0,0
-26.812,-30.0641,0,0,0,0
-26.802,-30.0541,0,0,0,0
-26.792,-30.0441,0,0,0,0
-26.782,-30.0341,0,0,0,0
-26.772,-30.0241,0,0,0,0
-26.762,-30.0141,0,0,0,0
-26.752,-30.0041,0,0,0,0
-26.742,-29.9941,0,0,0,0
-26.732,-29.9841,0,0,0,0
-26.722,-29.9741,0,0,0,0
-26.712,-29.9641,0,0,0,0
-26.702,-29.9541,0,0,0,0
-26.692,-29.9441,0,0,0,0
-26.682,-29.9341,0,0,0,0
-26.672,-29.9241,0,0,0,0
-26.662,-29.9141,0,0,0,0
-26.652,-29.9041,0,0,0,0
-26.642,-29.8941,0,0,0,0
-26.632,-29.8841,0,0,0,0
-26.622,-29.8741,0,0,0,0
-26.612,-29.8641,0,0,0,0
-26.602,-29.8541,0,0,0,0
-26.592,-29.8441,0,0,0,0
-26.582,-29.8341,0,0,0,0
-26.572,-29.8241,0,0,0,0
-26.562,-29.8141,0,0,0,0
-26.552,-29.8041,0,0,0,0
-26.542,-29.7941,0,0,0,0
-26.532,-29.7841,0,0,0,0
-26.522,-29.7741,0,0,0,0
-26.512,-29.7641,0,0,0,0
-26.502,-29.7541,0,0,0,0
-26.492,-29.7441,0,0,0,0
-26.482,-29.7341,0,0,0,0
-26.472,-29.7241,0,0,0,0
-26.462,-29.7141,0,0,0,0
-26.452,-29.7041,0,0,0,0
-26.442,-29.6941,0,0,0,0
-26.432,-29.6841,0,0,0,0
-26.422,-29.6741,0,0,0,0
-26.412,-29.6641,0,0,0,0
-26.402,-29.6541,0,0,0,0
-26.392,-29.6441,0,0,0,0
-26.382,-29.6341,0,0,0,0
-26.372,-29.6241,0,0,0,0
-26.362,-29.6141,0,0,0,0
-26.352,-29.6041,0,0,0,0
-26.342,-29.5941,0,0,0,0
-26.332,-29.5841,0,0,0,0
-26.322,-29.5741,0,0,0,0
-26.312,-29.5641,0,0,0,0
-26.302,-29.5541,0,0,0,0
-26.292,-29.5441,0,0,0,0
-26.282,-29.5341,0,0,0,0
-26.272,-29.5241,0,0,0,0
-26.262,-29.5141,0,0,0,0
-26.252,-29.5041,0,0,0,0
-26.242,-29.4941,0,0,0,0
-26.232,-29.4841,0,0,0,0
-26.222,-29.4741,0,0,0,0
-26.212,-29.4641,0,0,0,0
-26.202,-29.4541,0,0,0,0
-26.192,-29.4441,0,0,0,0
-26.182,-29.4341,0,0,0,0
-26.172,-29.4241,0,0,0,0
-26.162,-29.4141,0,0,0,0
-26.152,-29.4041,0,0,0,0
-26.142,-29.3941,0,0,0,0
-26.132,-29.3841,0,0,0,0
-26.122,-29.3741,0,0,0,0
-26.112,-29.3641,0,0,0,0
-26.102,-29.3541,0,0,0,0
-26.092,-29.3441,0,0,0,0
-26.082,-29.3341,0,0,0,0
-26.072,-29.3241,0,0,0,0
-26.062,-29.3141,0,0,0,0
-26.052,-29.3041,0,0,0,0
-26.042,-29.2941,0,0,0,0
-26.032,-29.2841,0,0,0,0
-26.022,-29.2741,0,0,0,0
-26.012,-29.2641,0,0,0,0
-26.002,-29.2541,0,0,0,0
-25.992,-29.2441,0,0,0,0
-25.982,-29.2341,0,0,0,0
-25.972,-29.2241,0,0,0,0
-25.962,-29.2141,0,0,0,0
-25.952,-29.2041,0,0,0,0
-25.942,-29.1941,0,0,0,0
-25.932,-29.1841,0,0,0,0
-25.922,-29.1741,0,0,0,0
-25.912,-29.1641,0,0,0,0
-25.902,-29.1541,0,0,0,0
-25.892,-29.1441,0,0,0,0
-25.882,-29.1341,0,0,0,0
-25.872,-29.1241,0,0,0,0
-25.862,-29.1141,0,0,0,0
-25.852,-29.1041,0,0,0,0
-25.842,-29.0941,0,0,0,0
-25.832,-29.0841,0,0,0,0
-25.822,-29.0741,0,0,0,0
-25.812,-29.0641,0,0,0,0
-25.802,-29.0541,0,0,0,0
-25.792,-29.0441,0,0,0,0
-25.782,-29.0341,0,0,0,0
-25.772,-29.0241,0,0,0,0
-25.762,-29.0141,0,0,0,0
-25.752,-29.0041,0,0,0,0
-25.742,-28.9941,0,0,0,0
-25.732,-28.9841,0,0,0,0
-25.722,-28.9741,0,0,0,0
-25.712,-28.9641,0,0,0,0
-25.702,-28.9541,0,0,0,0
-25.692,-28.9441,0,0,0,0
-25.682,-28.9341,0,0,0,0
-25.672,-28.9241,0,0,0,0
-25.662,-28.9141,0,0,0,0
-25.652,-28.9041,0,0,0,0
-25.642,-28.8941,0,0,0,0
-25.632,-28.8841,0,0,0,0
-25.622,-28.8741,0,0,0,0
-25.612,-28.8641,0,0,0,0
-25.602,-28.8541,0,0,0,0
-25.592,-28.8441,0,0,0,0
-25.582,-28.8341,0,0,0,0
-25.572,-28.8241,0,0,0,0
-25.562,-28.8141,0,0,0,0
-25.552,-28.8041,0,0,0,0
-25.542,-28.7941,0,0,0,0
-25.532,-28.7841,0,0,0,0
-25.522,-28.7741,0,0,0,0
-25.512,-28.7641,0,0,0,0
-25.502,-28.7541,0,0,0,0
-25.492,-28.7441,0,0,0,0
-25.482,-28.7341,0,0,0,0
-25.472,-28.7241,0,0,0,0
-25.462,-28.7141,0,0,0,0
-25.452,-28.7041,0,0,0,0
-25.442,-28.6941,0,0,0,0
-25.432,-28.6841,0,0,0,0
-25.422,-28.6741,0,0,0,0
-25.412,-28.6641,0,0,0,0
-25.402,-28.6541,0,0,0,0
-25.392,-28.6441,0,0,0,0
-25.382,-28.6341,0,0,0,0
-25.372,-28.6241,0,0,0,0
-25.362,-28.6141,0,0,0,0
-25.352,-28.6041,0,0,0,0
-25.342,-28.5941,0,0,0,0
-25.332,-28.5841,0,0,0,0
-25.322,-28.5741,0,0,0,0
-25.312,-28.5641,0,0,0,0
-25.302,-28.5541,0,0,0,0
-25.292,-28.5441,0,0,0,0
-25.282,-28.5341,0,0,0,0
-25.272,-28.5241,0,0,0,0
-25.262,-28.5141,0,0,0,0
-25.252,-28.5041,0,0,0,0
-25.242,-28.4941,0,0,0,0
-25.232,-28.4841,0,0,0,0
-25.222,-28.4741,0,0,0,0
-25.212,-28.4641,0,0,0,0
-25.202,-28.4541,0,0,0,0
-25.192,-28.4441,0,0,0,0
-25.182,-28.4341,0,0,0,0
-25.172,-28.4241,0,0,0,0
-25.162,-28.4141,0,0,0,0
-25.152,-28.4041,0,0,0,0
-25.142,-28.3941,0,0,0,0
-25.132,-28.3841,0,0,0,0
-25.122,-28.3741,0,0,0,0
-25.112,-28.3641,0,0,0,0
-25.102,-28.3541,0,0,0,0
-25.092,-28.3441,0,0,0,0
-25.082,-28.3341,0,0,0,0
-25.072,-28.3241,0,0,0,0
-25.062,-28.3141,0,0,0,0
-25.052,-28.3041,0,0,0,0
-25.042,-28.2941,0,0,0,0
-25.032,-28.2841,0,0,0,0
-25.022,-28.2741,0,0,0,0
-25.012,-28.2641,0,0,0,0
-25.002,-28.2541,0,0,0,0
-24.992,-28.2441,0,0,0,0
-24.982,-28.2341,0,0,0,0
-24.972,-28.2241,0,0,0,0
-24.962,-28.2141,0,0,0,0
-24.952,-28.2041,0,0,0,0
-24.942,-28.1941,0,0,0,0
-24.932,-28.1841,0,0,0,0
-24.922,-28.1741,0,0,0,0
-24.912,-28.1641,0,0,0,0
-24.902,-28.1541,0,0,0,0
-24.892,-28.1441,0,0,0,0
-24.882,-28.1341,0,0,0,0
-24.872,-28.1241,0,0,0,0
-24.862,-28.1141,0,0,0,0
-24.852,-28.1041,0,0,0,0
-24.842,-28.0941,0,0,0,0
-24.832,-28.0841,0,0,0,0
-24.822,-28.0741,0,0,0,0
-24.812,-28.0641,0,0,0,0
-24.802,-28.0541,0,0,0,0
-24.792,-28.0441,0,0,0,0
-24.782,-28.0341,0,0,0,0
-24.772,-28.0241,0,0,0,0
-24.762,-28.0141,0,0,0,0
-24.752,-28.0041,0,0,0,0
-24.742,-27.9941,0,0,0,0
-24.732,-27.9841,0,0,0,0
-24.722,-27.9741,0,0,0,0
-24.712,-27.9641,0,0,0,0
-24.702,-27.9541,0,0,0,0
-24.692,-27.9441,0,0,0,0
-24.682,-27.9341,0,0,0,0
-24.672,-27.9241,0,0,0,0
-24.662,-27.9141,0,0,0,0
-24.652,-27.9041,0,0,0,0
-24.642,-27.8941,0,0,0,0
-24.632,-27.8841,0,0,0,0
-24.622,-27.8741,0,0,0,0
-24.612,-27.8641,0,0,0,0
-24.602,-27.8541,0,0,0,0
-24.592,-27.8441,0,0,0,0
-24.582,-27.8341,0,0,0,0
-24.572,-27.8241,0,0,0,0
-24.562,-27.8141,0,0,0,0
-24.552,-27.8041,0,0,0,0
-24.542,-27.7941,0,0,0,0
-24.532,-27.7841,0,0,0,0
-24.522,-27.7741,0,0,0,0
-24.512,-27.7641,0,0,0,0
-24.502,-27.7541,0,0,0,0
-24.492,-27.7441,0,0,0,0
-24.482,-27.7341,0,0,0,0
-24.472,-27.7241,0,0,0,0
-24.462,-27.7141,0,0,0,0
-24.452,-27.7041,0,0,0,0
-24.442,-27.6941,0,0,0,0
-24.432,-27.6841,0,0,0,0
-24.422,-27.6741,0,0,0,0
-24.412,-27.6641,0,0,0,0
-24.402,-27.6541,0,0,0,0
-24.392,-27.6441,0,0,0,0
-24.382,-27.6341,0,0,0,0
-24.372,-27.6241,0,0,0,0
-24.362,-27.6141,0,0,0,0
-24.352,-27.6041,0,0,0,0
-24.342,-27.5941,0,0,0,0
-24.332,-27.5841,0,0,0,0
-24.322,-27.5741,0,0,0,0
-24.312,-27.5641,0,0,0,0
-24.302,-27.5541,0,0,0,0
-24.292,-27.5441,0,0,0,0
-24.282,-27.5341,0,0,0,0
-24.272,-27.5241,0,0,0,0
-24.262,-27.5141,0,0,0,0
-24.252,-27.5041,0,0,0,0
-24.242,-27.4941,0,0,0,0
-24.232,-27.4841,0,0,0,0
-24.222,-27.4741,0,0,0,0
-24.212,-27.4641,0,0,0,0
-24.202,-27.4541,0,0,0,0
-24.192,-27.4441,0,0,0,0
-24.182,-27.4341,0,0,0,0
-24.172,-27.4241,0,0,0,0
-24.162,-27.4141,0,0,0,0
-24.152,-27.4041,0,0,0,0
-24.142,-27.3941,0,0,0,0
-24.132,-27.3841,0,0,0,0
-24.122,-27.3741,0,0,0,0
-24.112,-27.3641,0,0,0,0
-24.102,-27.3541,0,0,0,0
-24.092,-27.3441,0,0,0,0
-24.082,-27.3341,0,0,0,0
-24.072,-27.3241,0,0,0,0
-24.062,-27.3141,0,0,0,0
-24.052,-27.3041,0,0,0,0
-24.042,-27.2941,0,0,0,0
-24.032,-27.2841,0,0,0,0
-24.022,-27.2741,0,0,0,0
-24.012,-27.2641,0,0,0,0
-24.002,-27.2541,0,0,0,0
-23.992,-27.2441,0,0,0,0
-23.982,-27.2341,0,0,0,0
-23.972,-27.2241,0,0,0,0
-23.962,-27.2141,0,0,0,0
-23.952,-27.2041,0,0,0,0
-23.942,-27.1941,0,0,0,0
-23.932,-27.1841,0,0,0,0
-23.922,-27.1741,0,0,0,0
-23.912,-27.1641,0,0,0,0
-23.902,-27.1541,0,0,0,0
-23.892,-27.1441,0,0,0,0
-23.882,-27.1341,0,0,0,0
-23.872,-27.1241,0,0,0,0
-23.862,-27.1141,0,0,0,0
-23.852,-27.1041,0,0,0,0
-23.842,-27.0941,0,0,0,0
-23.832,-27.0841,0,0,0,0
-23.822,-27.0741,0,0,0,0
-23.812,-27.0641,0,0,0,0
-23.802,-27.0541,0,0,0,0
-23.792,-27.0441,0,0,0,0
-23.782,-27.0341,0,0,0,0
-23.772,-27.0241,0,0,0,0
-23.762,-27.0141,0,0,0,0
-23.752,-27.0041,0,0,0,0
-23.742,-26.9941,0,0,0,0
-23.732,-26.9841,0,0,0,0
-23.722,-26.9741,0,0,0,0
-23.712,-26.9641,0,0,0,0
-23.702,-26.9541,0,0,0,0
-23.692,-26.9441,0,0,0,0
-23.682,-26.9341,0,0,0,0
-23.672,-26.9241,0,0,0,0
-23.662,-26.9141,0,0,0,0
-23.652,-26.9041,0,0,0,0
-23.642,-26.8941,0,0,0,0
-23.632,-26.8841,0,0,0,0
-23.622,-26.8741,0,0,0,0
-23.612,-26.8641,0,0,0,0
-23.602,-26.8541,0,0,0,0
-23.592,-26.8441,0,0,0,0
-23.582,-26.8341,0,0,0,0
-23.572,-26.8241,0,0,0,0
-23.562,-26.8141,0,0,0,0
-23.552,-26.8041,0,0,0,0
-23.542,-26.7941,0,0,0,0
-23.532,-26.7841,0,0,0,0
-23.522,-26.7741,0,0,0,0
-23.512,-26.7641,0,0,0,0
-23.502,-26.7541,0,0,0,0
-23.492,-26.7441,0,0,0,0
-23.482,-26.7341,0,0,0,0
-23.472,-26.7241,0,0,0,0
-23.462,-26.7141,0,0,0,0
-23.452,-26.7041,0,0,0,0
-23.442,-26.6941,0,0,0,0
-23.432,-26.6841,0,0,0,0
-23.422,-26.6741,0,0,0,0
-23.412,-26.6641,0,0,0,0
-23.402,-26.6541,0,0,0,0
-23.392,-26.6441,0,0,0,0
-23.382,-26.6341,0,0,0,0
-23.372,-26.6241,0,0,0,0
-23.362,-26.6141,0,0,0,0
-23.352,-26.6041,0,0,0,0
-23.342,-26.5941,0,0,0,0
-23.332,-26.5841,0,0,0,0
-23.322,-26.5741,0,0,0,0
-23.312,-26.5641,0,0,0,0
-23.302,-26.5541,0,0,0,0
-23.292,-26.5441,0,0,0,0
-23.282,-26.5341,0,0,0,0
-23.272,-26.5241,0,0,0,0
-23.262,-26.5141,0,0,0,0
-23.252,-26.5041,0,0,0,0
-23.242,-26.4941,0,0,0,0
-23.232,-26.4841,0,0,0,0
-23.222,-26.4741,0,0,0,0
-23.212,-26.4641,0,0,0,0
-23.202,-26.4541,0,0,0,0
-23.192,-26.4441,0,0,0,0
-23.182,-26.4341,0,0,0,0
-23.172,-26.4241,0,0,0,0
-23.162,-26.4141,0,0,0,0
-23.152,-26.4041,0,0,0,0
-23.142,-26.3941,0,0,0,0
-23.132,-26.3841,0,0,0,0
-23.122,-26.3741,0,0,0,0
-23.112,-26.3641,0,0,0,0
-23.102,-26.3541,0,0,0,0
-23.092,-26.3441,0,0,0,0
-23.082,-26.3341,0,0,0,0
-23.072,-26.3241,0,0,0,0
-23.062,-26.3141,0,0,0,0
-23.052,-26.3041,0,0,0,0
-23.042,-26.2941,0,0,0,0
-23.032,-26.2841,0,0,0,0
-23.022,-26.2741,0,0,0,0
-23.012,-26.2641,0,0,0,0
-23.002,-26.2541,0,0,0,0
-22.992,-26.2441,0,0,0,0
-22.982,-26.2341,0,0,0,0
-22.972,-26.2241,0,0,0,0
-22.962,-26.2141,0,0,0,0
-22.952,-26.2041,0,0,0,0
-22.942,-26.1941,0,0,0,0
-22.932,-26.1841,0,0,0,0
-22.922,-26.1741,0,0,0,0
-22.912,-26.1641,0,0,0,0
-22.902,-26.1541,0,0,0,0
-22.892,-26.1441,0,0,0,0
-22.882,-26.1341,0,0,0,0
-22.872,-26.1241,0,0,0,0
-22.862,-26.1141,0,0,0,0
-22.852,-26.1041,0,0,0,0
-22.842,-26.0941,0,0,0,0
-22.832,-26.0841,0,0,0,0
-22.822,-26.0741,0,0,0,0
-22.812,-26.0641,0,0,0,0
-22.802,-26.0541,0,0,0,0
-22.792,-26.0441,0,0,0,0
-22.782,-26.0341,0,0,0,0
-22.772,-26.0241,0,0,0,0
-22.762,-26.0141,0,0,0,0
-22.752,-26.0041,0,0,0,0
-22.742,-25.9941,0,0,0,0
-22.732,-25.9841,0,0,0,0
-22.722,-25.9741,0,0,0,0
-22.712,-25.9641,0,0,0,0
-22.702,-25.9541,0,0,0,0
-22.692,-25.9441,0,0,0,0
-22.682,-25.9341,0,0,0,0
-22.672,-25.9241,0,0,0,0
-22.662,-25.9141,0,0,0,0
-22.652,-25.9041,0,0,0,0
-22.642,-25.8941,0,0,0,0
-22.632,-25.8841,0,0,0,0
-22.622,-25.8741,0,0,0,0
-22.612,-25.8641,0,0,0,0
-22.602,-25.8541,0,0,0,0
-22.592,-25.8441,0,0,0,0
-22.582,-25.8341,0,0,0,0
-22.572,-25.8241,0,0,0,0
-22.562,-25.8141,0,0,0,0
-22.552,-25.8041,0,0,0,0
-22.542,-25.7941,0,0,0,0
-22.532,-25.7841,0,0,0,0
-22.522,-25.7741,0,0,0,0
-22.512,-25.7641,0,0,0,0
-22.502,-25.7541,0,0,0,0
-22.492,-25.7441,0,0,0,0
-22.482,-25.7341,0,0,0,0
-22.472,-25.7241,0,0,0,0
-22.462,-25.7141,0,0,0,0
-22.452,-25.7041,0,0,0,0
-22.442,-25.6941,0,0,0,0
-22.432,-25.6841,0,0,0,0
-22.422,-25.6741,0,0,0,0
-22.412,-25.6641,0,0,0,0
-22.402,-25.6541,0,0,0,0
-22.392,-25.6441,0,0,0,0
-22.382,-25.6341,0,0,0,0
-22.372,-25.6241,0,0,0,0
-22.362,-25.6141,0,0,0,0
-22.352,-25.6041,0,0,0,0
-22.342,-25.5941,0,0,0,0
-22.332,-25.5841,0,0,0,0
-22.322,-25.5741,0,0,0,0
-22.312,-25.5641,0,0,0,0
-22.302,-25.5541,0,0,0,0
-22.292,-25.5441,0,0,0,0
-22.282,-25.5341,0,0,0,0
-22.272,-25.5241,0,0,0,0
-22.262,-25.5141,0,0,0,0
-22.252,-25.5041,0,0,0,0
-22.242,-25.4941,0,0,0,0
-22.232,-25.4841,0,0,0,0
-22.222,-25.4741,0,0,0,0
-22.212,-25.4641,0,0,0,0
-22.202,-25.4541,0,0,0,0
-22.192,-25.4441,0,0,0,0
-22.182,-25.4341,0,0,0,0
-22.172,-25.4241,0,0,0,0
-22.162,-25.4141,0,0,0,0
-22.152,-25.4041,0,0,0,0
-22.142,-25.3941,0,0,0,0
-22.132,-25.3841,0,0,0,0
-22.122,-25.3741,0,0,0,0
-22.112,-25.3641,0,0,0,0
-22.102,-25.3541,0,0,0,0
-22.092,-25.3441,0,0,0,0
-22.082,-25.3341,0,0,0,0
-22.072,-25.3241,0,0,0,0
-22.062,-25.3141,0,0,0,0
-22.052,-25.3041,0,0,0,0
-22.042,-25.2941,0,0,0,0
-22.032,-25.2841,0,0,0,0
-22.022,-25.2741,0,0,0,0
-22.012,-25.2641,0,0,0,0
-22.002,-25.2541,0,0,0,0
-21.992,-25.2441,0,0,0,0
-21.982,-25.2341,0,0,0,0
-21.972,-25.2241,0,0,0,0
-21.962,-25.2141,0,0,0,0
-21.952,-25.2041,0,0,0,0
-21.942,-25.1941,0,0,0,0
-21.932,-25.1841,0,0,0,0
-21.922,-25.1741,0,0,0,0
-21.912,-25.1641,0,0,0,0
-21.902,-25.1541,0,0,0,0
-21.892,-25.1441,0,0,0,0
-21.882,-25.1341,0,0,0,0
-21.872,-25.1241,0,0,0,0
-21.862,-25.1141,0,0,0,0
-21.852,-25.1041,0,0,0,0
-21.842,-25.0941,0,0,0,0
-21.832,-25.0841,0,0,0,0
-21.822,-25.0741,0,0,0,0
-21.812,-25.0641,0,0,0,0
-21.802,-25.0541,0,0,0,0
-21.792,-25.0441,0,0,0,0
-21.782,-25.0341,0,0,0,0
-21.772,-25.0241,0,0,0,0
-21.762,-25.0141,0,0,0,0
-21.752,-25.0041,0,0,0,0
-21.742,-24.9941,0,0,0,0
-21.732,-24.9841,0,0,0,0
-21.722,-24.9741,0,0,0,0
-21.712,-24.9641,0,0,0,0
