# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
3.698,0.4459,1.78e-11,2.1644e-14,4.5e-11,1.968e-22
3.708,0.4559,3.768e-11,6.008e-14,1.808e-11,7.29e-23
3.718,0.4659,9.84e-11,1.6388e-13,1.038e-11,2.64e-23
3.728,0.4759,2.604e-10,4.372e-13,1.386e-11,9.35e-24
3.738,0.4859,6.784e-10,1.14e-12,3.06e-11,3.1e-27
3.748,0.4959,1.728e-09,2.9e-12,7.82e-11,7.89e-27
3.758,0.5059,4.312e-09,7.216e-12,1.948e-10,1.968e-26
3.768,0.5159,1.052e-08,1.764e-11,4.74e-10,4.8e-26
3.778,0.5259,2.51e-08,4.212e-11,1.134e-09,1.144e-25
3.788,0.5359,5.844e-08,9.82e-11,2.64e-09,2.669e-25
3.798,0.5459,1.334e-07,2.2432e-10,6.04e-09,6.1e-25
3.808,0.5559,2.984e-07,5.024e-10,1.348e-08,1.361e-24
3.818,0.5659,6.512e-07,1.094e-09,2.94e-08,2.97e-24
3.828,0.5759,1.39e-06,2.3368e-09,6.3e-08,6.35e-24
3.838,0.5859,2.91e-06,4.888e-09,1.316e-07,1.328e-23
3.848,0.5959,5.94e-06,1.0004e-08,2.68e-07,2.72e-23
3.858,0.6059,1.19e-05,1.9968e-08,5.38e-07,5.43e-23
3.868,0.6159,2.33e-05,3.908e-08,1.052e-06,1.063e-22
3.878,0.6259,4.456e-05,7.492e-08,2.02e-06,2.033e-22
3.888,0.6359,8.32e-05,1.4008e-07,3.76e-06,3.81e-22
3.898,0.6459,0.0001528,2.5644e-07,6.9e-06,6.97e-22
3.908,0.6559,0.0002736,4.592e-07,1.236e-05,1.248e-21
3.918,0.6659,0.0004788,8.052e-07,2.16e-05,2.19e-21
3.928,0.6759,0.00082,1.378e-06,3.72e-05,3.75e-21
3.938,0.6859,0.001376,2.3132e-06,6.22e-05,6.29e-21
3.948,0.6959,0.002258,3.792e-06,0.000102,1.031e-20
3.958,0.7059,0.003624,6.096e-06,0.0001638,1.653e-20
3.968,0.7159,0.005688,9.544e-06,0.000256,2.591e-20
3.978,0.7259,0.00874,1.466e-05,0.000394,3.99e-20
3.988,0.7359,0.01312,2.2016e-05,0.000592,5.99e-20
3.998,0.7459,0.01926,3.232e-05,0.00087,8.78e-20
4.008,0.7559,0.02766,4.644e-05,0.00125,1.263e-19
4.018,0.7659,0.03886,6.516e-05,0.001756,1.777e-19
4.028,0.7759,0.05348,8.98e-05,0.00242,2.443e-19
4.038,0.7859,0.0716,0.00012056,0.00324,3.28e-19
4.048,0.7959,0.0944,0.00015872,0.00428,4.32e-19
4.058,0.8059,0.1216,0.00020432,0.0055,5.56e-19
4.068,0.8159,0.1532,0.00025696,0.00692,6.99e-19
4.078,0.8259,0.1884,0.0003164,0.00852,8.61e-19
4.088,0.8359,0.227,0.0003812,0.01026,1.036e-18
4.098,0.8459,0.2676,0.0004492,0.01208,1.221e-18
4.108,0.8559,0.3082,0.0005168,0.01394,1.407e-18
4.118,0.8659,0.3474,0.000582,0.0157,1.587e-18
4.128,0.8759,0.3832,0.0006424,0.01732,1.748e-18
4.138,0.8859,0.4134,0.0006936,0.01868,1.889e-18
4.148,0.8959,0.4362,0.0007308,0.01972,1.988e-18
4.158,0.9059,0.4504,0.0007544,0.0204,2.051e-18
4.168,0.9159,0.4546,0.0007632,0.0206,2.079e-18
4.178,0.9259,0.449,0.000754,0.0202,2.049e-18
4.188,0.9359,0.434,0.0007264,0.0196,1.984e-18
4.198,0.9459,0.41,0.0006888,0.01852,1.873e-18
4.208,0.9559,0.379,0.0006376,0.01712,1.731e-18
4.218,0.9659,0.3426,0.0005768,0.01548,1.564e-18
4.228,0.9759,0.3032,0.0005076,0.0137,1.384e-18
4.238,0.9859,0.2622,0.0004404,0.01186,1.198e-18
4.248,0.9959,0.222,0.0003728,0.01004,1.013e-18
4.258,1.0059,0.1836,0.0003084,0.0083,8.39e-19
4.268,1.0159,0.1486,0.00024992,0.00672,6.8e-19
4.278,1.0259,0.1178,0.00019784,0.00532,5.38e-19
4.288,1.0359,0.0914,0.00015356,0.00412,4.18e-19
4.298,1.0459,0.0694,0.00011636,0.00312,3.16e-19
4.308,1.0559,0.05128,8.612e-05,0.00232,2.349e-19
4.318,1.0659,0.03726,6.24e-05,0.001684,1.7e-19
4.328,1.0759,0.02642,4.436e-05,0.001194,1.206e-19
4.338,1.0859,0.01836,3.08e-05,0.00083,8.37e-20
4.348,1.0959,0.01246,2.09e-05,0.000564,5.69e-20
4.358,1.1059,0.00826,1.3876e-05,0.000374,3.78e-20
4.368,1.1159,0.005388,9.032e-06,0.000244,2.449e-20
4.378,1.1259,0.003426,5.776e-06,0.0001572,1.559e-20
4.388,1.1359,0.002148,3.624e-06,0.0001014,9.7e-21
4.398,1.1459,0.001338,2.282e-06,6.88e-05,5.91e-21
4.408,1.1559,0.000858,1.5024e-06,5.42e-05,3.54e-21
4.418,1.1659,0.0006088,1.1388e-06,5.54e-05,2.096e-21
4.428,1.1759,0.000544,1.1152e-06,7.42e-05,1.268e-21
4.438,1.1859,0.0006452,1.436e-06,0.0001154,8.33e-22
4.448,1.1959,0.000932,2.164e-06,0.0001888,6.69e-22
4.458,1.2059,0.001464,3.456e-06,0.00031,7.16e-22
4.468,1.2159,0.002336,5.548e-06,0.000502,9.57e-22
4.478,1.2259,0.003694,8.8e-06,0.000798,1.416e-21
4.488,1.2359,0.005732,1.364e-05,0.001242,2.155e-21
4.498,1.2459,0.00872,2.076e-05,0.00189,3.259e-21
4.508,1.2559,0.01298,3.092e-05,0.00282,4.835e-21
4.518,1.2659,0.01896,4.508e-05,0.0041,7.03e-21
4.528,1.2759,0.02698,6.44e-05,0.00584,1.002e-20
4.538,1.2859,0.03764,8.936e-05,0.00814,1.399e-20
4.548,1.2959,0.0512,0.00012232,0.0111,1.902e-20
4.558,1.3059,0.06836,0.0001628,0.01482,2.537e-20
4.568,1.3159,0.0894,0.0002124,0.01932,3.313e-20
4.578,1.3259,0.1142,0.0002712,0.0246,4.234e-20
4.588,1.3359,0.1422,0.0003388,0.0308,2.88e-14
4.598,1.3459,0.1736,0.0004132,0.0376,8.22e-14
4.608,1.3559,0.2074,0.0004944,0.045,2.3e-13
4.618,1.3659,0.2426,0.0005772,0.0526,6.26e-13
4.628,1.3759,0.277,0.0006616,0.06,2.26e-12
4.638,1.3859,0.31,0.0007388,0.0672,6.04e-12
4.648,1.3959,0.3392,0.0008092,0.0734,1.582e-11
4.658,1.4059,0.3628,0.0008632,0.0786,4.14e-11
4.668,1.4159,0.3796,0.0009044,0.0822,1.044e-10
4.678,1.4259,0.389,0.000923201,0.0842,2.58e-10
4.688,1.4359,0.3892,0.000927601,0.0842,6.22e-10
4.698,1.4459,0.3812,0.000909603,0.0826,1.476e-09
4.708,1.4559,0.3656,0.000869206,0.0792,3.42e-09
4.718,1.4659,0.3428,0.000815613,0.0742,7.8e-09
4.728,1.4759,0.3142,0.000746029,0.068,1.744e-08
4.738,1.4859,0.2816,0.00066886,0.061,3.82e-08
4.748,1.4959,0.247,0.000588524,0.0534,8.18e-08
4.758,1.5059,0.2124,0.000505049,0.046,1.724e-07
4.768,1.5159,0.178,0.000424891,0.0386,3.56e-07
4.778,1.5259,0.1464,0.000350142,0.0316,7.2e-07
4.788,1.5359,0.1174,0.000283374,0.0254,1.428e-06
4.798,1.5459,0.0924,0.000226874,0.02,2.78e-06
4.808,1.5559,0.07136,0.000182294,0.01546,5.3e-06
4.818,1.5659,0.05416,0.000151584,0.01174,9.92e-06
4.828,1.5759,0.04068,0.00013706,0.00884,1.82e-05
4.838,1.5859,0.0307,0.00014398,0.0067,3.28e-05
4.848,1.5959,0.024,0.00017884,0.00528,5.78e-05
4.858,1.6059,0.02046,0.00025454,0.00458,0.0001002
4.868,1.6159,0.02006,0.00038838,0.00458,0.0001702
4.878,1.6259,0.02308,0.00060804,0.00536,0.000284
4.888,1.6359,0.03004,0.00095272,0.00706,0.000464
4.898,1.6459,0.04188,0.0014776,0.00988,0.000742
4.908,1.6559,0.05956,0.0022578,0.01412,0.001166
4.918,1.6659,0.085,0.0033888,0.0202,0.001796
4.928,1.6759,0.1198,0.0049964,0.0284,0.00272
4.938,1.6859,0.166,0.0072156,0.0394,0.00402
4.948,1.6959,0.2264,0.0102492,0.0536,0.00584
4.958,1.7059,0.3026,0.0143252,0.0716,0.00832
4.968,1.7159,0.3974,0.019596,0.0938,0.01162
4.978,1.7259,0.5112,0.026274,0.1206,0.0159
4.988,1.7359,0.646,0.034654,0.1522,0.0214
4.998,1.7459,0.802,0.044798,0.1884,0.0282
5.008,1.7559,0.98,0.056822,0.228,0.0362
5.018,1.7659,1.168,0.07072,0.272,0.0458
5.028,1.7759,1.372,0.086264,0.32,0.0568
5.038,1.7859,1.578,0.103468,0.366,0.0692
5.048,1.7959,1.788,0.12182,0.414,0.0824
5.058,1.8059,1.986,0.140448,0.458,0.096
5.068,1.8159,2.166,0.158888,0.498,0.1098
5.078,1.8259,2.322,0.17624,0.532,0.1232
5.088,1.8359,2.44,0.1917,0.556,0.1352
5.098,1.8459,2.518,0.20434,0.572,0.1456
5.108,1.8559,2.554,0.21338,0.576,0.1534
5.118,1.8659,2.54,0.21884,0.572,0.1584
5.128,1.8759,2.478,0.21978,0.556,0.1604
5.138,1.8859,2.374,0.21598,0.53,0.1588
5.148,1.8959,2.232,0.20868,0.496,0.1542
5.158,1.9059,2.06,0.19702,0.456,0.1466
5.168,1.9159,1.864,0.1824,0.41,0.1366
5.178,1.9259,1.654,0.16564,0.364,0.1244
5.188,1.9359,1.442,0.147184,0.316,0.1112
5.198,1.9459,1.232,0.128376,0.27,0.0972
5.208,1.9559,1.038,0.109648,0.228,0.0832
5.218,1.9659,0.858,0.091862,0.1906,0.0698
5.228,1.9759,0.702,0.075458,0.1582,0.0572
5.238,1.9859,0.5688,0.06124,0.132,0.046
5.248,1.9959,0.462,0.048838,0.112,0.0362
5.258,2.0059,0.3782,0.038488,0.0982,0.0278
5.268,2.0159,0.3176,0.030292,0.09,0.021
5.278,2.0259,0.2776,0.023994,0.0872,0.01552
5.288,2.0359,0.2548,0.019374,0.0888,0.01124
5.298,2.0459,0.2464,0.0162056,0.094,0.008
5.308,2.0559,0.2494,0.014222,0.102,0.00564
5.318,2.0659,0.2602,0.0131594,0.1116,0.00398
5.328,2.0759,0.2766,0.0127646,0.1222,0.00292
5.338,2.0859,0.2952,0.0129424,0.1326,0.00234
5.348,2.0959,0.315,0.0134814,0.1424,0.00218
5.358,2.1059,0.3334,0.0143754,0.1508,0.00244
5.368,2.1159,0.3508,0.015584,0.1578,0.00312
5.378,2.1259,0.3672,0.0171502,0.1632,0.00426
5.388,2.1359,0.384,0.0191686,0.1672,0.00596
5.398,2.1459,0.402,0.021808,0.1708,0.0083
5.408,2.1559,0.4228,0.025246,0.1746,0.01142
5.418,2.1659,0.4512,0.029662,0.1794,0.01542
5.428,2.1759,0.488,0.035232,0.1862,0.0204
5.438,2.1859,0.5348,0.042144,0.196,0.0264
5.448,2.1959,0.5932,0.05025,0.21,0.0336
5.458,2.2059,0.6644,0.060054,0.226,0.042
5.468,2.2159,0.7468,0.071234,0.248,0.0514
5.478,2.2259,0.836,0.083418,0.27,0.0616
5.488,2.2359,0.934,0.09624,0.296,0.0726
5.498,2.2459,1.032,0.109652,0.322,0.084
5.508,2.2559,1.128,0.123336,0.348,0.0958
5.518,2.2659,1.212,0.13688,0.37,0.1078
5.528,2.2759,1.284,0.14948,0.388,0.1196
5.538,2.2859,1.34,0.16164,0.4,0.1312
5.548,2.2959,1.372,0.17292,0.404,0.1428
5.558,2.3059,1.386,0.18294,0.402,0.1542
5.568,2.3159,1.378,0.19228,0.394,0.1654
5.578,2.3259,1.356,0.20098,0.378,0.177
5.588,2.3359,1.32,0.20904,0.358,0.1888
5.598,2.3459,1.274,0.2172,0.336,0.2
5.608,2.3559,1.222,0.22518,0.31,0.214
5.618,2.3659,1.172,0.23294,0.284,0.226
5.628,2.3759,1.124,0.2409,0.258,0.238
5.638,2.3859,1.082,0.24908,0.236,0.25
5.648,2.3959,1.05,0.25652,0.214,0.262
5.658,2.4059,1.024,0.2634,0.1978,0.272
5.668,2.4159,1.006,0.2693,0.184,0.28
5.678,2.4259,0.992,0.274,0.1734,0.286
5.688,2.4359,0.982,0.27734,0.1656,0.288
5.698,2.4459,0.972,0.27924,0.1598,0.29
5.708,2.4559,0.962,0.27874,0.1558,0.29
5.718,2.4659,0.95,0.2768,0.1524,0.286
5.728,2.4759,0.934,0.27304,0.1496,0.28
5.738,2.4859,0.914,0.26766,0.1464,0.274
5.748,2.4959,0.888,0.26098,0.1426,0.264
5.758,2.5059,0.856,0.25326,0.138,0.256
5.768,2.5159,0.818,0.24416,0.1326,0.246
5.778,2.5259,0.778,0.235,0.126,0.236
5.788,2.5359,0.732,0.2254,0.1186,0.226
5.798,2.5459,0.684,0.2158,0.1106,0.218
5.808,2.5559,0.6414,0.20678,0.1022,0.21
5.818,2.5659,0.5944,0.199,0.0938,0.202
5.828,2.5759,0.5524,0.19162,0.0854,0.1964
5.838,2.5859,0.5154,0.18484,0.0774,0.1916
5.848,2.5959,0.4822,0.1793,0.07,0.1876
5.858,2.6059,0.4544,0.174318,0.0634,0.1846
5.868,2.6159,0.432,0.170564,0.0578,0.182
5.878,2.6259,0.4152,0.167192,0.053,0.18
5.888,2.6359,0.4048,0.164838,0.0492,0.1786
5.898,2.6459,0.4008,0.163464,0.0464,0.178
5.908,2.6559,0.4028,0.163108,0.0446,0.178
5.918,2.6659,0.4116,0.164134,0.0442,0.1792
5.928,2.6759,0.4274,0.166384,0.0448,0.1818
5.938,2.6859,0.4498,0.170854,0.047,0.186
5.948,2.6959,0.4792,0.17774,0.0504,0.1922
5.958,2.7059,0.5148,0.18626,0.0556,0.2
5.968,2.7159,0.5572,0.19748,0.0626,0.21
5.978,2.7259,0.6066,0.21048,0.0714,0.222
5.988,2.7359,0.663,0.22578,0.082,0.236
5.998,2.7459,0.7222,0.24168,0.0948,0.252
6.008,2.7559,0.784,0.2584,0.1092,0.268
6.018,2.7659,0.852,0.274784,0.1258,0.282
6.028,2.7759,0.918,0.290384,0.144,0.298
6.038,2.7859,0.988,0.30478,0.1638,0.31
6.048,2.7959,1.052,0.31704,0.1854,0.322
6.058,2.8059,1.124,0.32714,0.208,0.332
6.068,2.8159,1.192,0.33472,0.234,0.34
6.078,2.8259,1.266,0.34014,0.26,0.348
6.088,2.8359,1.34,0.34384,0.288,0.354
6.098,2.8459,1.42,0.3469,0.32,0.36
6.108,2.8559,1.508,0.34928,0.352,0.368
6.118,2.8659,1.602,0.35258,0.386,0.378
6.128,2.8759,1.7,0.3564,0.42,0.39
6.138,2.8859,1.806,0.36214,0.456,0.404
6.148,2.8959,1.912,0.3694,0.492,0.42
6.158,2.9059,2.018,0.37764,0.526,0.438
6.168,2.9159,2.116,0.3861,0.556,0.456
6.178,2.9259,2.204,0.39442,0.582,0.474
6.188,2.9359,2.274,0.40144,0.602,0.49
6.198,2.9459,2.32,0.40518,0.616,0.5
6.208,2.9559,2.342,0.40552,0.622,0.506
6.218,2.9659,2.332,0.40156,0.62,0.506
6.228,2.9759,2.298,0.39324,0.608,0.498
6.238,2.9859,2.238,0.38034,0.592,0.484
6.248,2.9959,2.16,0.36336,0.57,0.464
6.258,3.0059,2.064,0.34384,0.544,0.44
6.268,3.0159,1.958,0.32306,0.518,0.414
6.278,3.0259,1.854,0.30208,0.49,0.388
6.288,3.0359,1.758,0.28214,0.466,0.36
6.298,3.0459,1.67,0.26458,0.444,0.338
6.308,3.0559,1.596,0.25076,0.428,0.318
6.318,3.0659,1.538,0.24012,0.414,0.302
6.328,3.0759,1.492,0.23368,0.404,0.292
6.338,3.0859,1.46,0.2306,0.398,0.286
6.348,3.0959,1.434,0.23022,0.392,0.284
6.358,3.1059,1.412,0.23168,0.388,0.284
6.368,3.1159,1.388,0.23374,0.382,0.286
6.378,3.1259,1.362,0.23652,0.376,0.286
6.388,3.1359,1.328,0.23758,0.366,0.288
6.398,3.1459,1.284,0.23664,0.354,0.286
6.408,3.1559,1.232,0.23372,0.34,0.28
6.418,3.1659,1.168,0.2278,0.322,0.274
6.428,3.1759,1.094,0.21992,0.302,0.262
6.438,3.1859,1.018,0.2097,0.28,0.25
6.448,3.1959,0.942,0.19794,0.26,0.234
6.458,3.2059,0.868,0.18516,0.242,0.218
6.468,3.2159,0.8,0.17354,0.226,0.202
6.478,3.2259,0.746,0.16268,0.216,0.1888
6.488,3.2359,0.704,0.1545,0.212,0.1776
6.498,3.2459,0.69,0.15018,0.214,0.17
6.508,3.2559,0.696,0.14966,0.222,0.1672
6.518,3.2659,0.724,0.1538,0.24,0.1694
6.528,3.2759,0.778,0.16236,0.266,0.1768
6.538,3.2859,0.856,0.1758,0.298,0.1892
6.548,3.2959,0.952,0.19342,0.336,0.206
6.558,3.3059,1.066,0.21398,0.378,0.226
6.568,3.3159,1.186,0.23682,0.42,0.25
6.578,3.3259,1.308,0.25988,0.462,0.274
6.588,3.3359,1.42,0.28188,0.5,0.296
6.598,3.3459,1.52,0.3019,0.532,0.316
6.608,3.3559,1.598,0.31814,0.556,0.332
6.618,3.3659,1.648,0.32954,0.57,0.344
6.628,3.3759,1.666,0.33548,0.572,0.348
6.638,3.3859,1.656,0.3355,0.562,0.348
6.648,3.3959,1.608,0.3303,0.542,0.342
6.658,3.4059,1.54,0.32024,0.514,0.33
6.668,3.4159,1.442,0.30564,0.476,0.314
6.678,3.4259,1.328,0.28872,0.434,0.294
6.688,3.4359,1.202,0.27012,0.39,0.272
6.698,3.4459,1.074,0.25132,0.344,0.25
6.708,3.4559,0.948,0.23278,0.3,0.23
6.718,3.4659,0.828,0.2159,0.258,0.21
6.728,3.4759,0.7218,0.20136,0.22,0.1922
6.738,3.4859,0.628,0.18855,0.1876,0.177
6.748,3.4959,0.5482,0.17828,0.1598,0.1642
6.758,3.5059,0.4846,0.169354,0.1368,0.1538
6.768,3.5159,0.436,0.162366,0.1182,0.1454
6.778,3.5259,0.4014,0.156706,0.1036,0.1388
6.788,3.5359,0.3796,0.151764,0.0924,0.1336
6.798,3.5459,0.3694,0.147134,0.0838,0.1294
6.808,3.5559,0.37,0.143598,0.0776,0.1264
6.818,3.5659,0.3802,0.14036,0.073,0.1244
6.828,3.5759,0.3996,0.137998,0.0702,0.1236
6.838,3.5859,0.427,0.136314,0.0686,0.1238
6.848,3.5959,0.4616,0.13569,0.068,0.1252
6.858,3.6059,0.5018,0.13652,0.0682,0.1278
6.868,3.6159,0.5464,0.138178,0.0692,0.1316
6.878,3.6259,0.5928,0.141048,0.0706,0.136
6.888,3.6359,0.6392,0.144308,0.0722,0.141
6.898,3.6459,0.684,0.148356,0.0736,0.1462
6.908,3.6559,0.724,0.152128,0.0748,0.1512
6.918,3.6659,0.758,0.15544,0.0754,0.1554
6.928,3.6759,0.784,0.15848,0.0752,0.1588
6.938,3.6859,0.804,0.16002,0.074,0.1608
6.948,3.6959,0.818,0.16028,0.0722,0.1616
6.958,3.7059,0.824,0.15968,0.0694,0.1608
6.968,3.7159,0.824,0.15754,0.0658,0.1584
6.978,3.7259,0.822,0.15396,0.0616,0.1546
6.988,3.7359,0.816,0.14934,0.057,0.1496
6.998,3.7459,0.806,0.14322,0.052,0.1434
7.008,3.7559,0.792,0.136472,0.047,0.136
7.018,3.7659,0.782,0.1289,0.042,0.1278
7.028,3.7759,0.77,0.1201,0.0372,0.119
7.038,3.7859,0.758,0.111288,0.0328,0.1096
7.048,3.7959,0.746,0.101668,0.0286,0.0998
7.058,3.8059,0.732,0.092252,0.0248,0.09
7.068,3.8159,0.718,0.082712,0.0216,0.0802
7.078,3.8259,0.706,0.073508,0.01864,0.071
7.088,3.8359,0.694,0.065058,0.01616,0.0622
7.098,3.8459,0.69,0.057408,0.01416,0.0544
7.108,3.8559,0.686,0.050804,0.01258,0.0478
7.118,3.8659,0.694,0.04556,0.01146,0.0426
7.128,3.8759,0.706,0.04184,0.0108,0.039
7.138,3.8859,0.726,0.039788,0.0106,0.037
7.148,3.8959,0.7518,0.039698,0.01084,0.037
7.158,3.9059,0.7862,0.041624,0.01152,0.039
7.168,3.9159,0.828,0.045598,0.01262,0.0432
7.178,3.9259,0.878,0.051818,0.01418,0.0492
7.188,3.9359,0.928,0.0604,0.01612,0.0572
7.198,3.9459,0.976,0.07082,0.01846,0.0672
7.208,3.9559,1.016,0.083308,0.0212,0.0786
7.218,3.9659,1.056,0.09745,0.0242,0.0916
7.228,3.9759,1.088,0.113036,0.0274,0.1052
7.238,3.9859,1.112,0.130046,0.031,0.1196
7.248,3.9959,1.128,0.147664,0.0348,0.1342
7.258,4.0059,1.134,0.16608,0.0388,0.1488
7.268,4.0159,1.136,0.1851,0.043,0.1634
7.278,4.0259,1.136,0.20486,0.0478,0.1778
7.288,4.0359,1.138,0.22524,0.0528,0.1924
7.298,4.0459,1.142,0.24744,0.0586,0.208
7.308,4.0559,1.156,0.27102,0.0654,0.224
7.318,4.0659,1.186,0.2977,0.0736,0.244
7.328,4.0759,1.23,0.3276,0.0832,0.266
7.338,4.0859,1.302,0.36162,0.0948,0.29
7.348,4.0959,1.39,0.39978,0.1086,0.322
7.358,4.1059,1.506,0.44284,0.1246,0.356
7.368,4.1159,1.646,0.48962,0.143,0.396
7.378,4.1259,1.81,0.53994,0.1634,0.44
7.388,4.1359,1.992,0.59394,0.1856,0.49
7.398,4.1459,2.188,0.64818,0.21,0.54
7.408,4.1559,2.392,0.70562,0.234,0.592
7.418,4.1659,2.598,0.75806,0.258,0.644
7.428,4.1759,2.804,0.8138,0.282,0.696
7.438,4.1859,3.006,0.86524,0.304,0.744
7.448,4.1959,3.198,0.91294,0.326,0.788
7.458,4.2059,3.384,0.96148,0.344,0.83
7.468,4.2159,3.56,1.0121,0.362,0.868
7.478,4.2259,3.728,1.066,0.378,0.9
7.488,4.2359,3.894,1.1186,0.394,0.932
7.498,4.2459,4.058,1.17516,0.41,0.96
7.508,4.2559,4.224,1.23974,0.426,0.986
7.518,4.2659,4.4,1.30436,0.444,1.01
7.528,4.2759,4.58,1.377,0.466,1.034
7.538,4.2859,4.762,1.44972,0.488,1.054
7.548,4.2959,4.948,1.51848,0.514,1.07
7.558,4.3059,5.128,1.58524,0.542,1.084
7.568,4.3159,5.294,1.64394,0.572,1.09
7.578,4.3259,5.436,1.68656,0.6,1.09
7.588,4.3359,5.542,1.71102,0.626,1.08
7.598,4.3459,5.588,1.72122,0.65,1.06
7.608,4.3559,5.62,1.70512,0.666,1.032
7.618,4.3659,5.56,1.6647,0.676,0.992
7.628,4.3759,5.454,1.60386,0.678,0.942
7.638,4.3859,5.28,1.52262,0.67,0.884
7.648,4.3959,5.05,1.42304,0.654,0.818
7.658,4.4059,4.772,1.31512,0.628,0.746
7.668,4.4159,4.458,1.19692,0.596,0.672
7.678,4.4259,4.124,1.07652,0.556,0.596
7.688,4.4359,3.778,0.95402,0.514,0.52
7.698,4.4459,3.438,0.83942,0.468,0.448
7.708,4.4559,3.118,0.73192,0.424,0.38
7.718,4.4659,2.832,0.63952,0.382,0.318
7.728,4.4759,2.586,0.5593,0.344,0.264
7.738,4.4859,2.386,0.4919,0.31,0.216
7.748,4.4959,2.232,0.44074,0.284,0.1758
7.758,4.5059,2.12,0.4039,0.264,0.1436
7.768,4.5159,2.052,0.38156,0.25,0.1192
7.778,4.5259,2.02,0.371684,0.244,0.1018
7.788,4.5359,2.016,0.373304,0.244,0.0916
7.798,4.5459,2.034,0.38561,0.25,0.0876
7.808,4.5559,2.076,0.40818,0.262,0.0898
7.818,4.5659,2.128,0.43941,0.278,0.0978
7.828,4.5759,2.2,0.479688,0.298,0.1108
7.838,4.5859,2.28,0.528192,0.322,0.1288
7.848,4.5959,2.378,0.58254,0.348,0.1514
7.858,4.6059,2.494,0.64764,0.378,0.1778
7.868,4.6159,2.622,0.71874,0.41,0.208
7.878,4.6259,2.766,0.7904,0.444,0.24
7.888,4.6359,2.924,0.86796,0.478,0.276
7.898,4.6459,3.094,0.94958,0.512,0.312
7.908,4.6559,3.266,1.0252,0.544,0.348
7.918,4.6659,3.434,1.09876,0.574,0.382
7.928,4.6759,3.59,1.16226,0.6,0.416
7.938,4.6859,3.73,1.22366,0.622,0.446
7.948,4.6959,3.84,1.27086,0.636,0.472
7.958,4.7059,3.918,1.30784,0.646,0.492
7.968,4.7159,3.962,1.3326,0.648,0.51
7.978,4.7259,3.968,1.3492,0.644,0.52
7.988,4.7359,3.938,1.3535,0.634,0.526
7.998,4.7459,3.874,1.34964,0.618,0.526
8.008,4.7559,3.782,1.33358,0.596,0.522
8.018,4.7659,3.66,1.31332,0.572,0.512
8.028,4.7759,3.522,1.2869,0.544,0.5
8.038,4.7859,3.37,1.2483,0.514,0.484
8.048,4.7959,3.208,1.21162,0.484,0.464
8.058,4.8059,3.038,1.1668,0.452,0.442
8.068,4.8159,2.878,1.1219,0.422,0.42
8.078,4.8259,2.724,1.07696,0.392,0.394
8.088,4.8359,2.58,1.03202,0.364,0.368
8.098,4.8459,2.458,0.98908,0.34,0.34
8.108,4.8559,2.352,0.95214,0.318,0.314
8.118,4.8659,2.274,0.92334,0.302,0.286
8.128,4.8759,2.226,0.90464,0.29,0.262
8.138,4.8859,2.206,0.89404,0.282,0.238
8.148,4.8959,2.208,0.88956,0.28,0.216
8.158,4.9059,2.23,0.89318,0.28,0.196
8.168,4.9159,2.268,0.90892,0.284,0.178
8.178,4.9259,2.316,0.92472,0.29,0.1618
8.188,4.9359,2.36,0.94054,0.298,0.147
8.198,4.9459,2.396,0.95236,0.304,0.134
8.208,4.9559,2.416,0.96214,0.31,0.1218
8.218,4.9659,2.416,0.9639,0.312,0.1108
8.228,4.9759,2.396,0.95756,0.312,0.1006
8.238,4.9859,2.354,0.93912,0.31,0.091
8.248,4.9959,2.294,0.90866,0.304,0.0822
8.258,5.0059,2.226,0.87408,0.298,0.0742
8.268,5.0159,2.154,0.82952,0.29,0.067
8.278,5.0259,2.086,0.78496,0.28,0.0606
8.288,5.0359,2.03,0.7384,0.272,0.0554
8.298,5.0459,1.992,0.695924,0.268,0.0514
8.308,5.0559,1.984,0.659948,0.264,0.0488
8.318,5.0659,1.996,0.632876,0.264,0.0476
8.328,5.0759,2.042,0.618352,0.266,0.0476
8.338,5.0859,2.11,0.61836,0.274,0.0492
8.348,5.0959,2.196,0.633324,0.282,0.0522
8.358,5.1059,2.3,0.661616,0.296,0.0566
8.368,5.1159,2.408,0.704036,0.31,0.0622
8.378,5.1259,2.516,0.758532,0.326,0.069
8.388,5.1359,2.62,0.825116,0.344,0.0766
8.398,5.1459,2.712,0.89374,0.36,0.0848
8.408,5.1559,2.784,0.96638,0.378,0.0936
8.418,5.1659,2.838,1.03698,0.394,0.1028
8.428,5.1759,2.868,1.1015,0.406,0.1118
8.438,5.1859,2.868,1.15796,0.418,0.1202
8.448,5.1959,2.852,1.1963,0.426,0.128
8.458,5.2059,2.808,1.2165,0.43,0.1348
8.468,5.2159,2.74,1.2225,0.43,0.14
8.478,5.2259,2.658,1.20436,0.426,0.1438
8.488,5.2359,2.552,1.17004,0.418,0.1456
8.498,5.2459,2.436,1.11756,0.406,0.1458
8.508,5.2559,2.31,1.04696,0.392,0.1442
8.518,5.2659,2.172,0.968236,0.374,0.1412
8.528,5.2759,2.038,0.883456,0.354,0.1374
8.538,5.2859,1.902,0.794812,0.334,0.133
8.548,5.2959,1.772,0.702964,0.312,0.129
