# li2s_mp-1153 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.243 eV. Gap is the fixed-occ nscf value (3.438 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,S_p,S_s
14.26,12.0166,0.58,0.004506,0.0807,0.0216
14.27,12.0266,0.57,0.004438,0.0794,0.0213
14.28,12.0366,0.55,0.004256,0.0764,0.0205
14.29,12.0466,0.516,0.004022,0.0719,0.0193
14.3,12.0566,0.476,0.0037,0.0663,0.0178
14.31,12.0666,0.428,0.003362,0.0597,0.016
14.32,12.0766,0.378,0.00298,0.0526,0.0141
14.33,12.0866,0.326,0.002612,0.0454,0.0122
14.34,12.0966,0.274,0.002278,0.0383,0.0103
14.35,12.1066,0.228,0.002006,0.0317,0.00846
14.36,12.1166,0.1838,0.001832,0.0257,0.00682
14.37,12.1266,0.146,0.001792,0.0205,0.00538
14.38,12.1366,0.114,0.001936,0.0161,0.00416
14.39,12.1466,0.0884,0.002312,0.0127,0.00314
14.4,12.1566,0.0686,0.003022,0.0101,0.00232
14.41,12.1666,0.0546,0.00413,0.00844,0.00168
14.42,12.1766,0.0458,0.005758,0.00761,0.00118
14.43,12.1866,0.0422,0.0080452,0.0076,0.000819
14.44,12.1966,0.0432,0.011092,0.00841,0.000554
14.45,12.2066,0.0484,0.015058,0.01,0.000367
14.46,12.2166,0.0582,0.020044,0.0124,0.000238
14.47,12.2266,0.0718,0.026212,0.0157,0.000151
14.48,12.2366,0.0894,0.033318,0.0196,9.38e-05
14.49,12.2466,0.1108,0.041642,0.0243,5.73e-05
14.5,12.2566,0.1352,0.050782,0.0296,3.46e-05
14.51,12.2666,0.1622,0.060732,0.0354,2.08e-05
14.52,12.2766,0.1912,0.07109,0.0414,1.27e-05
14.53,12.2866,0.222,0.081246,0.0474,8.08e-06
14.54,12.2966,0.25,0.090792,0.0532,5.53e-06
14.55,12.3066,0.28,0.099524,0.0584,4.2e-06
14.56,12.3166,0.306,0.106432,0.0629,3.54e-06
14.57,12.3266,0.328,0.111508,0.0664,3.24e-06
14.58,12.3366,0.348,0.11415,0.0687,3.1e-06
14.59,12.3466,0.362,0.114354,0.0699,3.05e-06
14.6,12.3566,0.374,0.11212,0.0699,3.03e-06
14.61,12.3666,0.382,0.10765,0.0688,3.04e-06
14.62,12.3766,0.386,0.100948,0.0669,3.12e-06
14.63,12.3866,0.39,0.092824,0.0645,3.3e-06
14.64,12.3966,0.392,0.083482,0.0617,3.68e-06
14.65,12.4066,0.394,0.073734,0.0589,4.34e-06
14.66,12.4166,0.396,0.063786,0.0563,5.42e-06
14.67,12.4266,0.398,0.054446,0.054,7.07e-06
14.68,12.4366,0.402,0.04612,0.052,9.47e-06
14.69,12.4466,0.406,0.038816,0.0505,1.28e-05
14.7,12.4566,0.41,0.033134,0.0493,1.74e-05
14.71,12.4666,0.412,0.02888,0.0482,2.33e-05
14.72,12.4766,0.414,0.026254,0.0472,3.07e-05
14.73,12.4866,0.412,0.025256,0.046,3.98e-05
14.74,12.4966,0.408,0.025882,0.0446,5.07e-05
14.75,12.5066,0.402,0.027732,0.0428,6.31e-05
14.76,12.5166,0.392,0.030802,0.0406,7.7e-05
14.77,12.5266,0.378,0.034686,0.038,9.18e-05
14.78,12.5366,0.362,0.03898,0.0351,0.000107
14.79,12.5466,0.342,0.043678,0.0318,0.000122
14.8,12.5566,0.322,0.048372,0.0284,0.000137
14.81,12.5666,0.302,0.052458,0.025,0.00015
14.82,12.5766,0.28,0.05593,0.0217,0.00016
14.83,12.5866,0.258,0.05858,0.0185,0.000168
14.84,12.5966,0.236,0.060008,0.0156,0.000172
14.85,12.6066,0.214,0.060212,0.0131,0.000172
14.86,12.6166,0.1936,0.059392,0.0109,0.000169
14.87,12.6266,0.1732,0.057348,0.0091,0.000163
14.88,12.6366,0.1536,0.054688,0.00773,0.000154
14.89,12.6466,0.1352,0.051614,0.00679,0.000142
14.9,12.6566,0.1182,0.048336,0.00629,0.00013
14.91,12.6666,0.1028,0.04546,0.00625,0.000118
14.92,12.6766,0.0894,0.04319,0.0067,0.000107
14.93,12.6866,0.0784,0.042138,0.00767,9.67e-05
14.94,12.6966,0.07,0.042706,0.0092,8.92e-05
14.95,12.7066,0.0644,0.0449,0.0113,8.47e-05
14.96,12.7166,0.0614,0.048922,0.014,8.34e-05
14.97,12.7266,0.0612,0.054772,0.0172,8.55e-05
14.98,12.7366,0.0634,0.06265,0.021,9.07e-05
14.99,12.7466,0.068,0.07195,0.0252,9.87e-05
15,12.7566,0.074,0.08247,0.0297,0.000109
15.01,12.7666,0.0814,0.093598,0.0343,0.00012
15.02,12.7766,0.089,0.10453,0.0388,0.000133
15.03,12.7866,0.0966,0.115056,0.0429,0.000144
15.04,12.7966,0.1034,0.123966,0.0465,0.000155
15.05,12.8066,0.1088,0.131254,0.0492,0.000163
15.06,12.8166,0.1124,0.13571,0.0511,0.000168
15.07,12.8266,0.1136,0.137532,0.0518,0.00017
15.08,12.8366,0.1126,0.136518,0.0514,0.000169
15.09,12.8466,0.1092,0.132466,0.0499,0.000164
15.1,12.8566,0.1038,0.125782,0.0474,0.000156
15.11,12.8666,0.0964,0.11687,0.044,0.000145
15.12,12.8766,0.0878,0.106136,0.04,0.000133
15.13,12.8866,0.0784,0.09439,0.0356,0.000119
15.14,12.8966,0.069,0.082238,0.0309,0.000106
15.15,12.9066,0.0598,0.070288,0.0263,9.34e-05
15.16,12.9166,0.0514,0.058748,0.022,8.35e-05
15.17,12.9266,0.0446,0.048622,0.018,7.72e-05
15.18,12.9366,0.0398,0.039716,0.0144,7.58e-05
15.19,12.9466,0.0374,0.032436,0.0115,8.08e-05
15.2,12.9566,0.0378,0.02698,0.00905,9.39e-05
15.21,12.9666,0.0418,0.023354,0.00724,0.000117
15.22,12.9766,0.0494,0.02176,0.00601,0.000152
15.23,12.9866,0.0616,0.022198,0.00536,0.000202
15.24,12.9966,0.0788,0.02447,0.00526,0.000267
15.25,13.0066,0.1014,0.028776,0.00573,0.000351
15.26,13.0166,0.1296,0.035118,0.00678,0.000454
15.27,13.0266,0.164,0.043094,0.00841,0.000576
15.28,13.0366,0.204,0.052902,0.0107,0.000717
15.29,13.0466,0.25,0.064136,0.0136,0.000873
15.3,13.0566,0.302,0.076388,0.0171,0.00104
15.31,13.0666,0.358,0.08945,0.0213,0.00121
15.32,13.0766,0.416,0.10252,0.0261,0.00138
15.33,13.0866,0.476,0.11516,0.0315,0.00154
15.34,13.0966,0.536,0.12678,0.0372,0.00169
15.35,13.1066,0.592,0.13636,0.0433,0.0018
15.36,13.1166,0.644,0.14388,0.0494,0.00188
15.37,13.1266,0.69,0.14836,0.0554,0.00192
15.38,13.1366,0.728,0.14976,0.0611,0.00192
15.39,13.1466,0.756,0.14812,0.0661,0.00188
15.4,13.1566,0.774,0.1434,0.0704,0.0018
15.41,13.1666,0.782,0.13604,0.0737,0.00168
15.42,13.1766,0.782,0.12626,0.0761,0.00154
15.43,13.1866,0.774,0.11484,0.0775,0.00139
15.44,13.1966,0.758,0.10242,0.078,0.00122
15.45,13.2066,0.738,0.089408,0.0777,0.00106
15.46,13.2166,0.716,0.076814,0.0768,0.000907
15.47,13.2266,0.692,0.064654,0.0756,0.00078
15.48,13.2366,0.672,0.053934,0.0742,0.000685
15.49,13.2466,0.654,0.044464,0.0729,0.000634
15.5,13.2566,0.642,0.03685,0.0718,0.00064
15.51,13.2666,0.634,0.031098,0.0709,0.000718
15.52,13.2766,0.63,0.027412,0.0703,0.000889
15.53,13.2866,0.63,0.026004,0.07,0.00118
15.54,13.2966,0.632,0.026682,0.0698,0.00161
15.55,13.3066,0.636,0.03006,0.0697,0.00222
15.56,13.3166,0.64,0.03596,0.0696,0.00304
15.57,13.3266,0.646,0.04458,0.0695,0.00412
15.58,13.3366,0.652,0.05594,0.0692,0.00548
15.59,13.3466,0.658,0.07046,0.069,0.00714
15.6,13.3566,0.666,0.08796,0.069,0.00912
15.61,13.3666,0.678,0.1082,0.0691,0.0114
15.62,13.3766,0.692,0.13058,0.0697,0.014
15.63,13.3866,0.712,0.15508,0.0708,0.0168
15.64,13.3966,0.738,0.18044,0.0725,0.0197
15.65,13.4066,0.768,0.20602,0.0747,0.0227
15.66,13.4166,0.8,0.23096,0.0775,0.0257
15.67,13.4266,0.836,0.25438,0.0806,0.0285
15.68,13.4366,0.87,0.27364,0.0837,0.0309
15.69,13.4466,0.902,0.29068,0.0866,0.0331
15.7,13.4566,0.93,0.3055,0.089,0.0349
15.71,13.4666,0.95,0.316,0.0907,0.0362
15.72,13.4766,0.962,0.3244,0.0914,0.0373
15.73,13.4866,0.97,0.3326,0.0911,0.0381
15.74,13.4966,0.97,0.3388,0.0899,0.0388
15.75,13.5066,0.97,0.349,0.088,0.0397
15.76,13.5166,0.97,0.3614,0.0856,0.0408
15.77,13.5266,0.976,0.3798,0.0832,0.0423
15.78,13.5366,0.992,0.4026,0.081,0.0444
15.79,13.5466,1.02,0.4336,0.0796,0.0471
15.8,13.5566,1.064,0.469,0.0792,0.0504
15.81,13.5666,1.122,0.5086,0.08,0.0543
15.82,13.5766,1.194,0.5506,0.0821,0.0585
15.83,13.5866,1.28,0.5944,0.0856,0.0629
15.84,13.5966,1.372,0.6344,0.0904,0.0672
15.85,13.6066,1.468,0.6722,0.0961,0.0712
15.86,13.6166,1.564,0.7018,0.103,0.0747
15.87,13.6266,1.652,0.721,0.11,0.0774
15.88,13.6366,1.73,0.7318,0.117,0.0793
15.89,13.6466,1.796,0.73,0.124,0.0802
15.9,13.6566,1.846,0.7178,0.13,0.0801
15.91,13.6666,1.88,0.6972,0.136,0.0792
15.92,13.6766,1.898,0.6682,0.142,0.0774
15.93,13.6866,1.904,0.631,0.147,0.0749
15.94,13.6966,1.9,0.5914,0.152,0.0719
15.95,13.7066,1.888,0.5478,0.157,0.0684
15.96,13.7166,1.868,0.5038,0.16,0.0646
15.97,13.7266,1.846,0.46,0.164,0.0605
15.98,13.7366,1.82,0.416,0.167,0.0563
15.99,13.7466,1.79,0.376,0.169,0.052
16,13.7566,1.756,0.336,0.17,0.0475
16.01,13.7666,1.716,0.29796,0.17,0.043
16.02,13.7766,1.672,0.26194,0.169,0.0386
16.03,13.7866,1.62,0.22996,0.167,0.0341
16.04,13.7966,1.558,0.19822,0.163,0.0298
16.05,13.8066,1.488,0.16914,0.157,0.0257
16.06,13.8166,1.408,0.14254,0.15,0.0218
16.07,13.8266,1.32,0.11828,0.142,0.0181
16.08,13.8366,1.224,0.09676,0.132,0.0149
16.09,13.8466,1.12,0.0776,0.122,0.012
16.1,13.8566,1.014,0.06142,0.111,0.00945
16.11,13.8666,0.906,0.0476,0.0993,0.00732
16.12,13.8766,0.798,0.03616,0.0877,0.00556
16.13,13.8866,0.694,0.02706,0.0764,0.00414
16.14,13.8966,0.594,0.019734,0.0655,0.00302
16.15,13.9066,0.5,0.01415,0.0553,0.00216
16.16,13.9166,0.416,0.009928,0.0459,0.00151
16.17,13.9266,0.338,0.00683,0.0375,0.00104
16.18,13.9366,0.272,0.004598,0.0301,0.000697
16.19,13.9466,0.214,0.003056,0.0238,0.000459
16.2,13.9566,0.1668,0.0019854,0.0185,0.000296
16.21,13.9666,0.1274,0.0012876,0.0141,0.000187
16.22,13.9766,0.096,0.0008532,0.0106,0.000116
16.23,13.9866,0.0714,0.0006104,0.00793,7.22e-05
16.24,13.9966,0.053,0.0005128,0.00589,4.56e-05
16.25,14.0066,0.0398,0.00053764,0.00444,3.11e-05
16.26,14.0166,0.0312,0.00067908,0.00349,2.49e-05
16.27,14.0266,0.0264,0.00095018,0.00298,2.48e-05
16.28,14.0366,0.025,0.0013706,0.00284,2.98e-05
16.29,14.0466,0.0268,0.0019844,0.00306,3.94e-05
16.3,14.0566,0.0316,0.0028402,0.00359,5.39e-05
16.31,14.0666,0.0392,0.0040172,0.00443,7.38e-05
16.32,14.0766,0.0498,0.0055606,0.00557,9.97e-05
16.33,14.0866,0.0634,0.0075924,0.007,0.000132
16.34,14.0966,0.08,0.010215,0.0087,0.000172
16.35,14.1066,0.0992,0.013572,0.0106,0.000218
16.36,14.1166,0.1212,0.017786,0.0128,0.000272
16.37,14.1266,0.1454,0.022984,0.0151,0.000333
16.38,14.1366,0.1716,0.02971,0.0174,0.000399
16.39,14.1466,0.199,0.037674,0.0198,0.00047
16.4,14.1566,0.228,0.047484,0.0221,0.000545
16.41,14.1666,0.256,0.05955,0.0243,0.000622
16.42,14.1766,0.282,0.07408,0.0264,0.000702
16.43,14.1866,0.308,0.091484,0.0282,0.000785
16.44,14.1966,0.332,0.11178,0.0299,0.000873
16.45,14.2066,0.352,0.13534,0.0314,0.00097
16.46,14.2166,0.37,0.1622,0.0327,0.00108
16.47,14.2266,0.384,0.19194,0.0341,0.00121
16.48,14.2366,0.394,0.22514,0.0354,0.00137
16.49,14.2466,0.402,0.258,0.0367,0.00157
16.5,14.2566,0.406,0.29286,0.0381,0.0018
16.51,14.2666,0.406,0.32568,0.0396,0.00208
16.52,14.2766,0.402,0.35646,0.0412,0.00241
16.53,14.2866,0.396,0.3831,0.0427,0.00278
16.54,14.2966,0.384,0.40362,0.0441,0.00319
16.55,14.3066,0.372,0.41794,0.0453,0.00362
16.56,14.3166,0.356,0.42408,0.0461,0.00405
16.57,14.3266,0.336,0.42,0.0466,0.00446
16.58,14.3366,0.314,0.4097,0.0465,0.00483
16.59,14.3466,0.29,0.39122,0.0458,0.00513
16.6,14.3566,0.266,0.36658,0.0445,0.00535
16.61,14.3666,0.24,0.33582,0.0426,0.00547
16.62,14.3766,0.214,0.30098,0.0402,0.00548
16.63,14.3866,0.189,0.2641,0.0373,0.00537
16.64,14.3966,0.1644,0.2292,0.0341,0.00516
16.65,14.4066,0.141,0.19276,0.0307,0.00485
16.66,14.4166,0.1198,0.15976,0.0273,0.00446
16.67,14.4266,0.1006,0.12966,0.024,0.00401
16.68,14.4366,0.0838,0.10324,0.0208,0.00353
16.69,14.4466,0.0696,0.080526,0.018,0.00304
16.7,14.4566,0.058,0.061698,0.0156,0.00256
16.71,14.4666,0.0488,0.046358,0.0136,0.00211
16.72,14.4766,0.0422,0.034092,0.0121,0.00171
16.73,14.4866,0.0376,0.02469,0.0112,0.00135
16.74,14.4966,0.035,0.017582,0.0106,0.00104
16.75,14.5066,0.034,0.012334,0.0105,0.000786
16.76,14.5166,0.0344,0.0085796,0.0106,0.000582
16.77,14.5266,0.0356,0.0060306,0.0111,0.000422
16.78,14.5366,0.0374,0.0044418,0.0116,0.000301
16.79,14.5466,0.0396,0.0036498,0.0122,0.000213
16.8,14.5566,0.0416,0.0036134,0.0128,0.000151
16.81,14.5666,0.0438,0.0043334,0.0134,0.000112
16.82,14.5766,0.0458,0.0059328,0.0138,9.06e-05
16.83,14.5866,0.0476,0.0086166,0.0141,8.58e-05
16.84,14.5966,0.0496,0.012712,0.0144,9.64e-05
16.85,14.6066,0.0522,0.01861,0.0146,0.000123
16.86,14.6166,0.0556,0.02682,0.0149,0.000166
16.87,14.6266,0.0608,0.03788,0.0154,0.00023
16.88,14.6366,0.068,0.052618,0.0163,0.000318
16.89,14.6466,0.0784,0.071254,0.0176,0.000434
16.9,14.6566,0.0922,0.0946,0.0196,0.000583
16.91,14.6666,0.1102,0.12306,0.0224,0.00077
16.92,14.6766,0.1326,0.15664,0.026,0.001
16.93,14.6866,0.1598,0.19516,0.0304,0.00128
16.94,14.6966,0.1914,0.23758,0.0357,0.00161
16.95,14.7066,0.228,0.28468,0.0417,0.002
16.96,14.7166,0.266,0.33386,0.0484,0.00246
16.97,14.7266,0.308,0.38308,0.0554,0.00299
16.98,14.7366,0.35,0.4323,0.0627,0.00361
16.99,14.7466,0.392,0.47748,0.0699,0.00431
17,14.7566,0.434,0.51658,0.0768,0.00513
17.01,14.7666,0.476,0.5516,0.0833,0.00606
17.02,14.7766,0.514,0.5785,0.0893,0.00714
17.03,14.7866,0.55,0.59526,0.0946,0.00837
17.04,14.7966,0.586,0.6059,0.0995,0.00976
17.05,14.8066,0.622,0.60642,0.104,0.0113
17.06,14.8166,0.66,0.60084,0.108,0.013
17.07,14.8266,0.7,0.58916,0.112,0.0149
17.08,14.8366,0.742,0.57342,0.117,0.0169
17.09,14.8466,0.79,0.55164,0.122,0.019
17.1,14.8566,0.844,0.53182,0.128,0.0211
17.11,14.8666,0.902,0.50994,0.135,0.0232
17.12,14.8766,0.966,0.48806,0.142,0.0251
17.13,14.8866,1.034,0.47012,0.151,0.0269
17.14,14.8966,1.106,0.45614,0.161,0.0284
17.15,14.9066,1.18,0.44612,0.172,0.0296
17.16,14.9166,1.252,0.44004,0.183,0.0303
17.17,14.9266,1.324,0.43992,0.194,0.0307
17.18,14.9366,1.392,0.44376,0.205,0.0306
17.19,14.9466,1.456,0.45558,0.215,0.0301
17.2,14.9566,1.514,0.47138,0.224,0.0291
17.21,14.9666,1.564,0.4932,0.23,0.0278
17.22,14.9766,1.606,0.51902,0.235,0.0261
17.23,14.9866,1.638,0.54688,0.236,0.0241
17.24,14.9966,1.662,0.57478,0.235,0.0219
17.25,15.0066,1.678,0.6027,0.231,0.0196
17.26,15.0166,1.684,0.62862,0.224,0.0173
17.27,15.0266,1.68,0.65056,0.214,0.015
17.28,15.0366,1.668,0.66444,0.202,0.0128
17.29,15.0466,1.646,0.67024,0.189,0.0107
17.3,15.0566,1.616,0.66796,0.173,0.00882
17.31,15.0666,1.574,0.65556,0.157,0.00714
17.32,15.0766,1.526,0.63302,0.141,0.00569
17.33,15.0866,1.466,0.60232,0.125,0.00447
17.34,15.0966,1.398,0.5655,0.11,0.00345
17.35,15.1066,1.32,0.52054,0.0956,0.00264
17.36,15.1166,1.236,0.47148,0.0828,0.00201
17.37,15.1266,1.146,0.42238,0.0716,0.00153
17.38,15.1366,1.054,0.37124,0.0622,0.00118
17.39,15.1466,0.96,0.3241,0.0546,0.000948
17.4,15.1566,0.868,0.27902,0.0488,0.000804
17.41,15.1666,0.78,0.238,0.0447,0.000732
17.42,15.1766,0.7,0.2037,0.0421,0.000719
17.43,15.1866,0.626,0.1745,0.0409,0.000752
17.44,15.1966,0.564,0.15104,0.0408,0.000824
17.45,15.2066,0.512,0.1331,0.0416,0.000929
17.46,15.2166,0.47,0.12028,0.043,0.00106
17.47,15.2266,0.436,0.1126,0.0447,0.00123
17.48,15.2366,0.412,0.10944,0.0465,0.00142
17.49,15.2466,0.396,0.1108,0.0483,0.00165
17.5,15.2566,0.386,0.11668,0.0498,0.00191
17.51,15.2666,0.382,0.1275,0.051,0.00221
17.52,15.2766,0.384,0.14344,0.052,0.00255
17.53,15.2866,0.394,0.16494,0.0527,0.00293
17.54,15.2966,0.408,0.19218,0.0532,0.00334
17.55,15.3066,0.43,0.22476,0.0537,0.00377
17.56,15.3166,0.458,0.26566,0.0543,0.0042
17.57,15.3266,0.494,0.3087,0.055,0.00462
17.58,15.3366,0.534,0.35784,0.056,0.005
17.59,15.3466,0.582,0.40902,0.0571,0.00533
17.6,15.3566,0.63,0.46022,0.0584,0.00557
17.61,15.3666,0.682,0.50936,0.0598,0.00573
17.62,15.3766,0.732,0.5544,0.0611,0.00577
17.63,15.3866,0.778,0.5913,0.0621,0.0057
17.64,15.3966,0.818,0.61998,0.0628,0.00552
17.65,15.4066,0.85,0.63842,0.063,0.00524
17.66,15.4166,0.872,0.6446,0.0627,0.00487
17.67,15.4266,0.882,0.63852,0.0616,0.00444
17.68,15.4366,0.882,0.62218,0.0599,0.00397
17.69,15.4466,0.87,0.5936,0.0576,0.00348
17.7,15.4566,0.846,0.55882,0.0548,0.00299
17.71,15.4666,0.812,0.51588,0.0514,0.00252
17.72,15.4766,0.768,0.46884,0.0477,0.00209
17.73,15.4866,0.718,0.41774,0.0437,0.00171
17.74,15.4966,0.662,0.36862,0.0396,0.00137
17.75,15.5066,0.602,0.31952,0.0355,0.00108
17.76,15.5166,0.54,0.27248,0.0313,0.000846
17.77,15.5266,0.478,0.2295,0.0273,0.000653
17.78,15.5366,0.418,0.1916,0.0235,0.000499
17.79,15.5466,0.358,0.1574,0.02,0.000378
17.8,15.5566,0.302,0.1277,0.0167,0.000285
17.81,15.5666,0.252,0.1023,0.0138,0.000213
17.82,15.5766,0.208,0.081396,0.0112,0.000159
17.83,15.5866,0.1684,0.064384,0.00902,0.000118
17.84,15.5966,0.1358,0.05106,0.00718,8.76e-05
17.85,15.6066,0.1098,0.041418,0.0057,6.54e-05
17.86,15.6166,0.0904,0.035054,0.00457,4.96e-05
17.87,15.6266,0.0776,0.031764,0.00377,3.89e-05
17.88,15.6366,0.0712,0.031546,0.00328,3.24e-05
17.89,15.6466,0.071,0.034398,0.00308,2.94e-05
17.9,15.6566,0.077,0.040118,0.00317,2.93e-05
17.91,15.6666,0.089,0.048906,0.00351,3.18e-05
17.92,15.6766,0.1066,0.06036,0.0041,3.66e-05
17.93,15.6866,0.1296,0.074676,0.00492,4.34e-05
17.94,15.6966,0.1574,0.09124,0.00595,5.19e-05
17.95,15.7066,0.1892,0.10986,0.00716,6.18e-05
17.96,15.7166,0.224,0.12992,0.00854,7.26e-05
17.97,15.7266,0.262,0.15058,0.0101,8.41e-05
17.98,15.7366,0.298,0.17084,0.0117,9.56e-05
17.99,15.7466,0.336,0.18988,0.0134,0.000107
18,15.7566,0.372,0.20668,0.0153,0.000118
18.01,15.7666,0.406,0.22102,0.0173,0.000128
18.02,15.7766,0.438,0.2313,0.0195,0.000139
18.03,15.7866,0.466,0.2375,0.0219,0.00015
18.04,15.7966,0.492,0.23762,0.0246,0.000164
18.05,15.8066,0.518,0.23566,0.0278,0.000183
18.06,15.8166,0.544,0.22966,0.0316,0.000211
18.07,15.8266,0.572,0.22164,0.0359,0.000251
18.08,15.8366,0.602,0.21158,0.041,0.000311
18.09,15.8466,0.636,0.19914,0.0468,0.000397
18.1,15.8566,0.674,0.18732,0.0532,0.000518
18.11,15.8666,0.716,0.17614,0.0602,0.00068
18.12,15.8766,0.76,0.1658,0.0676,0.000894
18.13,15.8866,0.806,0.15708,0.0752,0.00117
18.14,15.8966,0.85,0.14978,0.0827,0.00151
18.15,15.9066,0.89,0.14388,0.0899,0.00192
18.16,15.9166,0.926,0.13918,0.0964,0.0024
18.17,15.9266,0.954,0.13546,0.102,0.00294
18.18,15.9366,0.972,0.1321,0.107,0.00354
18.19,15.9466,0.982,0.12888,0.11,0.00419
18.2,15.9566,0.982,0.12582,0.112,0.00485
18.21,15.9666,0.974,0.12228,0.113,0.00552
18.22,15.9766,0.958,0.11852,0.112,0.00616
18.23,15.9866,0.934,0.1145,0.111,0.00675
18.24,15.9966,0.906,0.11046,0.108,0.00726
18.25,16.0066,0.876,0.10622,0.104,0.00769
18.26,16.0166,0.842,0.1024,0.0995,0.00801
18.27,16.0266,0.808,0.099,0.0945,0.00822
18.28,16.0366,0.774,0.09646,0.089,0.00833
18.29,16.0466,0.744,0.09518,0.0833,0.00836
18.3,16.0566,0.718,0.09536,0.0775,0.00832
18.31,16.0666,0.696,0.09724,0.0719,0.00824
18.32,16.0766,0.684,0.10142,0.0667,0.00815
18.33,16.0866,0.68,0.1077,0.062,0.00807
18.34,16.0966,0.686,0.11648,0.0579,0.00802
18.35,16.1066,0.704,0.12756,0.0544,0.00801
18.36,16.1166,0.732,0.14052,0.0517,0.00805
18.37,16.1266,0.772,0.15494,0.0497,0.00813
18.38,16.1366,0.82,0.1706,0.0483,0.00824
18.39,16.1466,0.874,0.18626,0.0474,0.00836
18.4,16.1566,0.928,0.20148,0.0468,0.00846
18.41,16.1666,0.98,0.21542,0.0463,0.00851
18.42,16.1766,1.026,0.22586,0.0457,0.0085
18.43,16.1866,1.062,0.23416,0.045,0.0084
18.44,16.1966,1.082,0.2383,0.044,0.0082
18.45,16.2066,1.084,0.23826,0.0427,0.0079
18.46,16.2166,1.07,0.23402,0.0409,0.00749
18.47,16.2266,1.036,0.22564,0.0388,0.007
18.48,16.2366,0.986,0.21308,0.0364,0.00643
18.49,16.2466,0.922,0.198,0.0337,0.00581
18.5,16.2566,0.846,0.18044,0.0308,0.00515
18.51,16.2666,0.764,0.16142,0.0279,0.00449
18.52,16.2766,0.682,0.14198,0.025,0.00385
18.53,16.2866,0.602,0.12278,0.0222,0.00324
18.54,16.2966,0.528,0.10502,0.0196,0.00267
18.55,16.3066,0.466,0.08916,0.0172,0.00217
18.56,16.3166,0.416,0.07558,0.0152,0.00173
18.57,16.3266,0.384,0.06494,0.0135,0.00136
18.58,16.3366,0.368,0.05744,0.0123,0.00106
18.59,16.3466,0.372,0.05288,0.0115,0.000828
18.6,16.3566,0.392,0.05164,0.0115,0.000655
18.61,16.3666,0.43,0.05356,0.0121,0.000538
18.62,16.3766,0.484,0.05842,0.0136,0.000475
18.63,16.3866,0.552,0.06602,0.0161,0.000461
18.64,16.3966,0.634,0.07616,0.0197,0.000493
18.65,16.4066,0.722,0.08882,0.0246,0.000569
18.66,16.4166,0.816,0.1036,0.0309,0.000685
18.67,16.4266,0.914,0.12008,0.0386,0.00084
18.68,16.4366,1.01,0.13806,0.0476,0.00103
18.69,16.4466,1.1,0.15712,0.058,0.00125
18.7,16.4566,1.184,0.1766,0.0694,0.00149
18.71,16.4666,1.256,0.1959,0.0815,0.00174
18.72,16.4766,1.314,0.21516,0.0939,0.002
18.73,16.4866,1.358,0.23214,0.106,0.00225
18.74,16.4966,1.384,0.245,0.118,0.00248
18.75,16.5066,1.39,0.25768,0.128,0.00267
18.76,16.5166,1.38,0.26416,0.136,0.00281
18.77,16.5266,1.352,0.26638,0.142,0.00291
18.78,16.5366,1.304,0.26634,0.145,0.00294
18.79,16.5466,1.244,0.26002,0.146,0.00291
18.8,16.5566,1.168,0.24746,0.144,0.00282
18.81,16.5666,1.082,0.23266,0.139,0.00267
18.82,16.5766,0.988,0.21568,0.132,0.00249
18.83,16.5866,0.89,0.19456,0.122,0.00226
18.84,16.5966,0.79,0.17236,0.111,0.00202
18.85,16.6066,0.694,0.14972,0.0998,0.00176
18.86,16.6166,0.6,0.1273,0.0877,0.0015
18.87,16.6266,0.512,0.10614,0.0757,0.00126
18.88,16.6366,0.432,0.08688,0.0642,0.00103
18.89,16.6466,0.36,0.06954,0.0536,0.000833
18.9,16.6566,0.298,0.05472,0.0441,0.000659
18.91,16.6666,0.246,0.04266,0.0359,0.000512
18.92,16.6766,0.2,0.03271,0.0291,0.000392
18.93,16.6866,0.164,0.02529,0.0236,0.000299
18.94,16.6966,0.1348,0.020162,0.0194,0.000228
18.95,16.7066,0.1126,0.016976,0.0165,0.000178
18.96,16.7166,0.0966,0.015682,0.0147,0.000146
18.97,16.7266,0.0866,0.016172,0.014,0.000129
18.98,16.7366,0.0824,0.018422,0.0142,0.000126
18.99,16.7466,0.084,0.02241,0.0151,0.000135
19,16.7566,0.092,0.02822,0.0168,0.000155
19.01,16.7666,0.1064,0.035914,0.019,0.000184
19.02,16.7766,0.128,0.045498,0.0216,0.000224
19.03,16.7866,0.157,0.05718,0.0246,0.000274
19.04,16.7966,0.194,0.07096,0.0278,0.000334
19.05,16.8066,0.24,0.08664,0.0312,0.000405
19.06,16.8166,0.292,0.1046,0.0345,0.000486
19.07,16.8266,0.352,0.12428,0.0378,0.000577
19.08,16.8366,0.42,0.14584,0.041,0.00068
19.09,16.8466,0.49,0.16868,0.0441,0.000791
19.1,16.8566,0.566,0.193,0.047,0.000912
19.11,16.8666,0.642,0.21736,0.0496,0.00104
19.12,16.8766,0.716,0.24454,0.0521,0.00117
19.13,16.8866,0.786,0.26974,0.0543,0.0013
19.14,16.8966,0.848,0.29694,0.0562,0.00142
19.15,16.9066,0.898,0.3221,0.0578,0.00154
19.16,16.9166,0.938,0.34722,0.059,0.00164
