# li2s_mp-1153 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.243 eV. Gap is the fixed-occ nscf value (3.438 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,S_p,S_s
-5.9,-8.1434,0,0,0,0
-5.89,-8.1334,0,0,0,0
-5.88,-8.1234,0,0,0,0
-5.87,-8.1134,0,0,0,0
-5.86,-8.1034,0,0,0,0
-5.85,-8.0934,0,0,0,0
-5.84,-8.0834,0,0,0,0
-5.83,-8.0734,0,0,0,0
-5.82,-8.0634,0,0,0,0
-5.81,-8.0534,0,0,0,0
-5.8,-8.0434,0,0,0,0
-5.79,-8.0334,0,0,0,0
-5.78,-8.0234,0,0,0,0
-5.77,-8.0134,0,0,0,0
-5.76,-8.0034,0,0,0,0
-5.75,-7.9934,0,0,0,0
-5.74,-7.9834,0,0,0,0
-5.73,-7.9734,0,0,0,0
-5.72,-7.9634,0,0,0,0
-5.71,-7.9534,0,0,0,0
-5.7,-7.9434,0,0,0,0
-5.69,-7.9334,0,0,0,0
-5.68,-7.9234,0,0,0,0
-5.67,-7.9134,0,0,0,0
-5.66,-7.9034,0,0,0,0
-5.65,-7.8934,0,0,0,0
-5.64,-7.8834,0,0,0,0
-5.63,-7.8734,0,0,0,0
-5.62,-7.8634,0,0,0,0
-5.61,-7.8534,0,0,0,0
-5.6,-7.8434,0,0,0,0
-5.59,-7.8334,0,0,0,0
-5.58,-7.8234,0,0,0,0
-5.57,-7.8134,0,0,0,0
-5.56,-7.8034,0,0,0,0
-5.55,-7.7934,0,0,0,0
-5.54,-7.7834,0,0,0,0
-5.53,-7.7734,0,0,0,0
-5.52,-7.7634,0,0,0,0
-5.51,-7.7534,0,0,0,0
-5.5,-7.7434,0,0,0,0
-5.49,-7.7334,0,0,0,0
-5.48,-7.7234,0,0,0,0
-5.47,-7.7134,0,0,0,0
-5.46,-7.7034,0,0,0,0
-5.45,-7.6934,0,0,0,0
-5.44,-7.6834,0,0,0,0
-5.43,-7.6734,0,0,0,0
-5.42,-7.6634,0,0,0,0
-5.41,-7.6534,0,0,0,0
-5.4,-7.6434,0,0,0,0
-5.39,-7.6334,0,0,0,0
-5.38,-7.6234,0,0,0,0
-5.37,-7.6134,0,0,0,0
-5.36,-7.6034,0,0,0,0
-5.35,-7.5934,0,0,0,0
-5.34,-7.5834,0,0,0,0
-5.33,-7.5734,0,0,0,0
-5.32,-7.5634,0,0,0,0
-5.31,-7.5534,0,0,0,0
-5.3,-7.5434,0,0,0,0
-5.29,-7.5334,0,0,0,0
-5.28,-7.5234,0,0,0,0
-5.27,-7.5134,0,0,0,0
-5.26,-7.5034,0,0,0,0
-5.25,-7.4934,0,0,0,0
-5.24,-7.4834,0,0,0,0
-5.23,-7.4734,0,0,0,0
-5.22,-7.4634,0,0,0,0
-5.21,-7.4534,0,0,0,0
-5.2,-7.4434,0,0,0,0
-5.19,-7.4334,0,0,0,0
-5.18,-7.4234,0,0,0,0
-5.17,-7.4134,0,0,0,0
-5.16,-7.4034,0,0,0,0
-5.15,-7.3934,0,0,0,0
-5.14,-7.3834,0,0,0,0
-5.13,-7.3734,0,0,0,0
-5.12,-7.3634,0,0,0,0
-5.11,-7.3534,0,0,0,0
-5.1,-7.3434,0,0,0,0
-5.09,-7.3334,0,0,0,0
-5.08,-7.3234,0,0,0,0
-5.07,-7.3134,0,0,0,0
-5.06,-7.3034,0,0,0,0
-5.05,-7.2934,0,0,0,0
-5.04,-7.2834,0,0,0,0
-5.03,-7.2734,0,0,0,0
-5.02,-7.2634,0,0,0,0
-5.01,-7.2534,0,0,0,0
-5,-7.2434,0,0,0,0
-4.99,-7.2334,0,0,0,0
-4.98,-7.2234,0,0,0,0
-4.97,-7.2134,0,0,0,0
-4.96,-7.2034,0,0,0,0
-4.95,-7.1934,0,0,0,0
-4.94,-7.1834,0,0,0,0
-4.93,-7.1734,0,0,0,0
-4.92,-7.1634,0,0,0,0
-4.91,-7.1534,0,0,0,0
-4.9,-7.1434,0,0,0,0
-4.89,-7.1334,0,0,0,0
-4.88,-7.1234,0,0,0,0
-4.87,-7.1134,0,0,0,0
-4.86,-7.1034,0,0,0,0
-4.85,-7.0934,0,0,0,0
-4.84,-7.0834,0,0,0,0
-4.83,-7.0734,0,0,0,0
-4.82,-7.0634,0,0,0,0
-4.81,-7.0534,0,0,0,0
-4.8,-7.0434,0,0,0,0
-4.79,-7.0334,0,0,0,0
-4.78,-7.0234,0,0,0,0
-4.77,-7.0134,0,0,0,0
-4.76,-7.0034,0,0,0,0
-4.75,-6.9934,0,0,0,0
-4.74,-6.9834,0,0,0,0
-4.73,-6.9734,0,0,0,0
-4.72,-6.9634,0,0,0,0
-4.71,-6.9534,0,0,0,0
-4.7,-6.9434,0,0,0,0
-4.69,-6.9334,0,0,0,0
-4.68,-6.9234,0,0,0,0
-4.67,-6.9134,0,0,0,0
-4.66,-6.9034,0,0,0,0
-4.65,-6.8934,0,0,0,0
-4.64,-6.8834,0,0,0,0
-4.63,-6.8734,0,0,0,0
-4.62,-6.8634,0,0,0,0
-4.61,-6.8534,0,0,0,0
-4.6,-6.8434,0,0,0,0
-4.59,-6.8334,0,0,0,0
-4.58,-6.8234,0,0,0,0
-4.57,-6.8134,0,0,0,0
-4.56,-6.8034,0,0,0,0
-4.55,-6.7934,0,0,0,0
-4.54,-6.7834,0,0,0,0
-4.53,-6.7734,0,0,0,0
-4.52,-6.7634,0,0,0,0
-4.51,-6.7534,0,0,0,0
-4.5,-6.7434,0,0,0,0
-4.49,-6.7334,0,0,0,0
-4.48,-6.7234,0,0,0,0
-4.47,-6.7134,0,0,0,0
-4.46,-6.7034,0,0,0,0
-4.45,-6.6934,0,0,0,0
-4.44,-6.6834,0,0,0,0
-4.43,-6.6734,0,0,0,0
-4.42,-6.6634,0,0,0,0
-4.41,-6.6534,0,0,0,0
-4.4,-6.6434,0,0,0,0
-4.39,-6.6334,0,0,0,0
-4.38,-6.6234,0,0,0,0
-4.37,-6.6134,0,0,0,0
-4.36,-6.6034,0,0,0,0
-4.35,-6.5934,0,0,0,0
-4.34,-6.5834,0,0,0,0
-4.33,-6.5734,0,0,0,0
-4.32,-6.5634,0,0,0,0
-4.31,-6.5534,0,0,0,0
-4.3,-6.5434,0,0,0,0
-4.29,-6.5334,0,0,0,0
-4.28,-6.5234,0,0,0,0
-4.27,-6.5134,0,0,0,0
-4.26,-6.5034,0,0,0,0
-4.25,-6.4934,0,0,0,0
-4.24,-6.4834,0,0,0,0
-4.23,-6.4734,0,0,0,0
-4.22,-6.4634,0,0,0,0
-4.21,-6.4534,0,0,0,0
-4.2,-6.4434,0,0,0,0
-4.19,-6.4334,0,0,0,0
-4.18,-6.4234,0,0,0,0
-4.17,-6.4134,0,0,0,0
-4.16,-6.4034,0,0,0,0
-4.15,-6.3934,0,0,0,0
-4.14,-6.3834,0,0,0,0
-4.13,-6.3734,0,0,0,0
-4.12,-6.3634,0,0,0,0
-4.11,-6.3534,0,0,0,0
-4.1,-6.3434,0,0,0,0
-4.09,-6.3334,0,0,0,0
-4.08,-6.3234,0,0,0,0
-4.07,-6.3134,0,0,0,0
-4.06,-6.3034,0,0,0,0
-4.05,-6.2934,0,0,0,0
-4.04,-6.2834,0,0,0,0
-4.03,-6.2734,0,0,0,0
-4.02,-6.2634,0,0,0,0
-4.01,-6.2534,0,0,0,0
-4,-6.2434,0,0,0,0
-3.99,-6.2334,0,0,0,0
-3.98,-6.2234,0,0,0,0
-3.97,-6.2134,0,0,0,0
-3.96,-6.2034,0,0,0,0
-3.95,-6.1934,0,0,0,0
-3.94,-6.1834,0,0,0,0
-3.93,-6.1734,0,0,0,0
-3.92,-6.1634,0,0,0,0
-3.91,-6.1534,0,0,0,0
-3.9,-6.1434,0,0,0,0
-3.89,-6.1334,0,0,0,0
-3.88,-6.1234,0,0,0,0
-3.87,-6.1134,0,0,0,0
-3.86,-6.1034,0,0,0,0
-3.85,-6.0934,0,0,0,0
-3.84,-6.0834,0,0,0,0
-3.83,-6.0734,0,0,0,0
-3.82,-6.0634,0,0,0,0
-3.81,-6.0534,0,0,0,0
-3.8,-6.0434,0,0,0,0
-3.79,-6.0334,0,0,0,0
-3.78,-6.0234,0,0,0,0
-3.77,-6.0134,0,0,0,0
-3.76,-6.0034,0,0,0,0
-3.75,-5.9934,0,0,0,0
-3.74,-5.9834,0,0,0,0
-3.73,-5.9734,0,0,0,0
-3.72,-5.9634,0,0,0,0
-3.71,-5.9534,0,0,0,0
-3.7,-5.9434,0,0,0,0
-3.69,-5.9334,0,0,0,0
-3.68,-5.9234,0,0,0,0
-3.67,-5.9134,0,0,0,0
-3.66,-5.9034,0,0,0,0
-3.65,-5.8934,0,0,0,0
-3.64,-5.8834,0,0,0,0
-3.63,-5.8734,0,0,0,0
-3.62,-5.8634,0,0,0,0
-3.61,-5.8534,0,0,0,0
-3.6,-5.8434,0,0,0,0
-3.59,-5.8334,0,0,0,0
-3.58,-5.8234,0,0,0,0
-3.57,-5.8134,0,0,0,0
-3.56,-5.8034,0,0,0,0
-3.55,-5.7934,0,0,0,0
-3.54,-5.7834,0,0,0,0
-3.53,-5.7734,0,0,0,0
-3.52,-5.7634,0,0,0,0
-3.51,-5.7534,0,0,0,0
-3.5,-5.7434,0,0,0,0
-3.49,-5.7334,0,0,0,0
-3.48,-5.7234,0,0,0,0
-3.47,-5.7134,0,0,0,0
-3.46,-5.7034,0,0,0,0
-3.45,-5.6934,0,0,0,0
-3.44,-5.6834,0,0,0,0
-3.43,-5.6734,0,0,0,0
-3.42,-5.6634,0,0,0,0
-3.41,-5.6534,0,0,0,0
-3.4,-5.6434,0,0,0,0
-3.39,-5.6334,0,0,0,0
-3.38,-5.6234,0,0,0,0
-3.37,-5.6134,0,0,0,0
-3.36,-5.6034,0,0,0,0
-3.35,-5.5934,0,0,0,0
-3.34,-5.5834,0,0,0,0
-3.33,-5.5734,0,0,0,0
-3.32,-5.5634,0,0,0,0
-3.31,-5.5534,0,0,0,0
-3.3,-5.5434,0,0,0,0
-3.29,-5.5334,0,0,0,0
-3.28,-5.5234,0,0,0,0
-3.27,-5.5134,0,0,0,0
-3.26,-5.5034,0,0,0,0
-3.25,-5.4934,0,0,0,0
-3.24,-5.4834,0,0,0,0
-3.23,-5.4734,0,0,0,0
-3.22,-5.4634,0,0,0,0
-3.21,-5.4534,0,0,0,0
-3.2,-5.4434,0,0,0,0
-3.19,-5.4334,0,0,0,0
-3.18,-5.4234,0,0,0,0
-3.17,-5.4134,0,0,0,0
-3.16,-5.4034,0,0,0,0
-3.15,-5.3934,0,0,0,0
-3.14,-5.3834,0,0,0,0
-3.13,-5.3734,0,0,0,0
-3.12,-5.3634,0,0,0,0
-3.11,-5.3534,0,0,0,0
-3.1,-5.3434,0,0,0,0
-3.09,-5.3334,0,0,0,0
-3.08,-5.3234,0,0,0,0
-3.07,-5.3134,0,0,0,0
-3.06,-5.3034,0,0,0,0
-3.05,-5.2934,0,0,0,0
-3.04,-5.2834,0,0,0,0
-3.03,-5.2734,0,0,0,0
-3.02,-5.2634,0,0,0,0
-3.01,-5.2534,0,0,0,0
-3,-5.2434,0,0,0,0
-2.99,-5.2334,0,0,0,0
-2.98,-5.2234,0,0,0,0
-2.97,-5.2134,0,0,0,0
-2.96,-5.2034,0,0,0,0
-2.95,-5.1934,0,0,0,0
-2.94,-5.1834,0,0,0,0
-2.93,-5.1734,0,0,0,0
-2.92,-5.1634,0,0,0,0
-2.91,-5.1534,0,0,0,0
-2.9,-5.1434,0,0,0,0
-2.89,-5.1334,0,0,0,0
-2.88,-5.1234,0,0,0,0
-2.87,-5.1134,0,0,0,0
-2.86,-5.1034,0,0,0,0
-2.85,-5.0934,0,0,0,0
-2.84,-5.0834,0,0,0,0
-2.83,-5.0734,0,0,0,0
-2.82,-5.0634,0,0,0,0
-2.81,-5.0534,0,0,0,0
-2.8,-5.0434,0,0,0,0
-2.79,-5.0334,0,0,0,0
-2.78,-5.0234,0,0,0,0
-2.77,-5.0134,0,0,0,0
-2.76,-5.0034,0,0,0,0
-2.75,-4.9934,0,0,0,0
-2.74,-4.9834,0,0,0,0
-2.73,-4.9734,0,0,0,0
-2.72,-4.9634,0,0,0,0
-2.71,-4.9534,0,0,0,0
-2.7,-4.9434,0,0,0,0
-2.69,-4.9334,0,0,0,0
-2.68,-4.9234,0,0,0,0
-2.67,-4.9134,0,0,0,0
-2.66,-4.9034,0,0,0,0
-2.65,-4.8934,0,0,0,0
-2.64,-4.8834,0,0,0,0
-2.63,-4.8734,0,0,0,0
-2.62,-4.8634,0,0,0,0
-2.61,-4.8534,0,0,0,0
-2.6,-4.8434,0,0,0,0
-2.59,-4.8334,0,0,0,0
-2.58,-4.8234,0,0,0,0
-2.57,-4.8134,0,0,0,0
-2.56,-4.8034,0,0,0,0
-2.55,-4.7934,0,0,0,0
-2.54,-4.7834,0,0,0,0
-2.53,-4.7734,0,0,0,0
-2.52,-4.7634,0,0,0,0
-2.51,-4.7534,0,0,0,0
-2.5,-4.7434,0,0,0,0
-2.49,-4.7334,0,0,0,0
-2.48,-4.7234,0,0,0,0
-2.47,-4.7134,0,0,0,0
-2.46,-4.7034,0,0,0,0
-2.45,-4.6934,0,0,0,0
-2.44,-4.6834,0,0,0,0
-2.43,-4.6734,0,0,0,0
-2.42,-4.6634,0,0,0,0
-2.41,-4.6534,0,0,0,0
-2.4,-4.6434,0,0,0,0
-2.39,-4.6334,0,0,0,0
-2.38,-4.6234,0,0,0,0
-2.37,-4.6134,0,0,0,0
-2.36,-4.6034,0,0,0,0
-2.35,-4.5934,0,0,0,0
-2.34,-4.5834,0,0,0,0
-2.33,-4.5734,0,0,0,0
-2.32,-4.5634,0,0,0,0
-2.31,-4.5534,0,0,0,0
-2.3,-4.5434,0,0,0,0
-2.29,-4.5334,0,0,0,0
-2.28,-4.5234,0,0,0,0
-2.27,-4.5134,0,0,0,0
-2.26,-4.5034,0,0,0,0
-2.25,-4.4934,0,0,0,0
-2.24,-4.4834,0,0,0,0
-2.23,-4.4734,0,0,0,0
-2.22,-4.4634,0,0,0,0
-2.21,-4.4534,0,0,0,0
-2.2,-4.4434,0,0,0,0
-2.19,-4.4334,0,0,0,0
-2.18,-4.4234,0,0,0,0
-2.17,-4.4134,0,0,0,0
-2.16,-4.4034,0,0,0,0
-2.15,-4.3934,0,0,0,0
-2.14,-4.3834,0,0,0,0
-2.13,-4.3734,0,0,0,0
-2.12,-4.3634,0,0,0,0
-2.11,-4.3534,0,0,0,0
-2.1,-4.3434,0,0,0,0
-2.09,-4.3334,0,0,0,0
-2.08,-4.3234,0,0,0,0
-2.07,-4.3134,0,0,0,0
-2.06,-4.3034,0,0,0,0
-2.05,-4.2934,0,0,0,0
-2.04,-4.2834,0,0,0,0
-2.03,-4.2734,0,0,0,0
-2.02,-4.2634,0,0,0,0
-2.01,-4.2534,0,0,0,0
-2,-4.2434,0,0,0,0
-1.99,-4.2334,0,0,0,0
-1.98,-4.2234,0,0,0,0
-1.97,-4.2134,0,0,0,0
-1.96,-4.2034,0,0,0,0
-1.95,-4.1934,0,0,0,0
-1.94,-4.1834,0,0,0,0
-1.93,-4.1734,0,0,0,0
-1.92,-4.1634,0,0,0,0
-1.91,-4.1534,0,0,0,0
-1.9,-4.1434,0,0,0,0
-1.89,-4.1334,0,0,0,0
-1.88,-4.1234,0,0,0,0
-1.87,-4.1134,0,0,0,0
-1.86,-4.1034,0,0,0,0
-1.85,-4.0934,0,0,0,0
-1.84,-4.0834,0,0,0,0
-1.83,-4.0734,0,0,0,0
-1.82,-4.0634,0,0,0,0
-1.81,-4.0534,0,0,0,0
-1.8,-4.0434,0,0,0,0
-1.79,-4.0334,0,0,0,0
-1.78,-4.0234,0,0,0,0
-1.77,-4.0134,0,0,0,0
-1.76,-4.0034,0,0,0,0
-1.75,-3.9934,0,0,0,0
-1.74,-3.9834,0,0,0,0
-1.73,-3.9734,0,0,0,0
-1.72,-3.9634,0,0,0,0
-1.71,-3.9534,0,0,0,0
-1.7,-3.9434,0,0,0,0
-1.69,-3.9334,0,0,0,0
-1.68,-3.9234,0,0,0,0
-1.67,-3.9134,0,0,0,0
-1.66,-3.9034,0,0,0,0
-1.65,-3.8934,0,0,0,0
-1.64,-3.8834,0,0,0,0
-1.63,-3.8734,0,0,0,0
-1.62,-3.8634,0,0,0,0
-1.61,-3.8534,0,0,0,0
-1.6,-3.8434,0,0,0,0
-1.59,-3.8334,0,0,0,0
-1.58,-3.8234,0,0,0,0
-1.57,-3.8134,0,0,0,0
-1.56,-3.8034,0,0,0,0
-1.55,-3.7934,0,0,0,0
-1.54,-3.7834,0,0,0,0
-1.53,-3.7734,0,0,0,0
-1.52,-3.7634,0,0,0,0
-1.51,-3.7534,0,0,0,0
-1.5,-3.7434,0,0,0,0
-1.49,-3.7334,0,0,0,0
-1.48,-3.7234,0,0,0,0
-1.47,-3.7134,0,0,0,0
-1.46,-3.7034,0,0,0,0
-1.45,-3.6934,0,0,0,0
-1.44,-3.6834,0,0,0,0
-1.43,-3.6734,0,0,0,0
-1.42,-3.6634,0,0,0,0
-1.41,-3.6534,0,0,0,0
-1.4,-3.6434,0,0,0,0
-1.39,-3.6334,0,0,0,0
-1.38,-3.6234,0,0,0,0
-1.37,-3.6134,0,0,0,0
-1.36,-3.6034,0,0,0,0
-1.35,-3.5934,0,0,0,0
-1.34,-3.5834,0,0,0,0
-1.33,-3.5734,0,0,0,0
-1.32,-3.5634,0,0,0,0
-1.31,-3.5534,0,0,0,0
-1.3,-3.5434,0,0,0,0
-1.29,-3.5334,0,0,0,0
-1.28,-3.5234,0,0,0,0
-1.27,-3.5134,0,0,0,0
-1.26,-3.5034,0,0,0,0
-1.25,-3.4934,0,0,0,0
-1.24,-3.4834,0,0,0,0
-1.23,-3.4734,0,0,0,0
-1.22,-3.4634,0,0,0,0
-1.21,-3.4534,0,0,0,0
-1.2,-3.4434,0,0,0,0
-1.19,-3.4334,0,0,0,0
-1.18,-3.4234,0,0,0,0
-1.17,-3.4134,0,0,0,0
-1.16,-3.4034,0,0,0,0
-1.15,-3.3934,0,0,0,0
-1.14,-3.3834,0,0,0,0
-1.13,-3.3734,0,0,0,0
-1.12,-3.3634,0,0,0,0
-1.11,-3.3534,0,0,0,0
-1.1,-3.3434,0,0,0,0
-1.09,-3.3334,0,0,0,0
-1.08,-3.3234,0,0,0,0
-1.07,-3.3134,0,0,0,0
-1.06,-3.3034,0,0,0,0
-1.05,-3.2934,0,0,0,0
-1.04,-3.2834,0,0,0,0
-1.03,-3.2734,0,0,0,0
-1.02,-3.2634,0,0,0,0
-1.01,-3.2534,0,0,0,0
-1,-3.2434,0,0,0,0
-0.99,-3.2334,8.3e-13,2.704e-13,1.37e-12,1.32e-14
-0.98,-3.2234,2.36e-12,7.734e-13,3.91e-12,3.77e-14
-0.97,-3.2134,6.6e-12,2.156e-12,1.09e-11,1.05e-13
-0.96,-3.2034,1.802e-11,5.878e-12,2.98e-11,2.87e-13
-0.95,-3.1934,5.24e-11,1.696e-11,8.64e-11,7.75e-13
-0.94,-3.1834,1.378e-10,4.446e-11,2.27e-10,2.02e-12
-0.93,-3.1734,3.54e-10,1.145e-10,5.84e-10,5.18e-12
-0.92,-3.1634,8.92e-10,2.87e-10,1.47e-09,1.29e-11
-0.91,-3.1534,2.2e-09,7.08e-10,3.62e-09,3.17e-11
-0.9,-3.1434,5.3e-09,1.708e-09,8.73e-09,7.58e-11
-0.89,-3.1334,1.252e-08,4.022e-09,2.06e-08,1.77e-10
-0.88,-3.1234,2.9e-08,9.29e-09,4.76e-08,4.07e-10
-0.87,-3.1134,6.54e-08,2.1e-08,1.08e-07,9.11e-10
-0.86,-3.1034,1.448e-07,4.654e-08,2.38e-07,2e-09
-0.85,-3.0934,3.14e-07,1.0064e-07,5.16e-07,4.28e-09
-0.84,-3.0834,6.66e-07,2.13e-07,1.1e-06,8.99e-09
-0.83,-3.0734,1.384e-06,4.422e-07,2.27e-06,1.84e-08
-0.82,-3.0634,2.82e-06,8.984e-07,4.62e-06,3.7e-08
-0.81,-3.0534,5.6e-06,1.786e-06,9.21e-06,7.28e-08
-0.8,-3.0434,1.094e-05,3.48e-06,1.79e-05,1.4e-07
-0.79,-3.0334,2.08e-05,6.632e-06,3.43e-05,2.63e-07
-0.78,-3.0234,3.9e-05,1.2374e-05,6.4e-05,4.84e-07
-0.77,-3.0134,7.14e-05,2.262e-05,0.000117,8.72e-07
-0.76,-3.0034,0.0001282,4.046e-05,0.00021,1.54e-06
-0.75,-2.9934,0.000226,7.104e-05,0.000369,2.65e-06
-0.74,-2.9834,0.000388,0.00012186,0.000634,4.46e-06
-0.73,-2.9734,0.000652,0.000205,0.00107,7.36e-06
-0.72,-2.9634,0.001076,0.0003366,0.00176,1.19e-05
-0.71,-2.9534,0.00174,0.0005436,0.00284,1.88e-05
-0.7,-2.9434,0.00276,0.000859,0.0045,2.9e-05
-0.69,-2.9334,0.00428,0.0013318,0.00698,4.39e-05
-0.68,-2.9234,0.0065,0.002016,0.0106,6.5e-05
-0.67,-2.9134,0.00966,0.00299,0.0158,9.42e-05
-0.66,-2.9034,0.0141,0.004354,0.023,0.000134
-0.65,-2.8934,0.0202,0.006214,0.0328,0.000185
-0.64,-2.8834,0.0282,0.008664,0.0459,0.000252
-0.63,-2.8734,0.0386,0.011864,0.0629,0.000334
-0.62,-2.8634,0.0518,0.0159,0.0844,0.000435
-0.61,-2.8534,0.0682,0.02086,0.111,0.000554
-0.6,-2.8434,0.088,0.02684,0.143,0.00069
-0.59,-2.8334,0.111,0.03388,0.18,0.000842
-0.58,-2.8234,0.1374,0.04168,0.223,0.00101
-0.57,-2.8134,0.1664,0.0504,0.27,0.00118
-0.56,-2.8034,0.1976,0.0598,0.32,0.00135
-0.55,-2.7934,0.23,0.06924,0.372,0.00151
-0.54,-2.7834,0.262,0.07866,0.424,0.00166
-0.53,-2.7734,0.292,0.0876,0.472,0.00178
-0.52,-2.7634,0.318,0.0956,0.516,0.00187
-0.51,-2.7534,0.342,0.10198,0.551,0.00193
-0.5,-2.7434,0.358,0.1067,0.578,0.00194
-0.49,-2.7334,0.366,0.1093,0.592,0.00192
-0.48,-2.7234,0.368,0.10956,0.595,0.00186
-0.47,-2.7134,0.362,0.10766,0.586,0.00177
-0.46,-2.7034,0.35,0.10366,0.564,0.00165
-0.45,-2.6934,0.33,0.09776,0.533,0.00152
-0.44,-2.6834,0.306,0.09044,0.493,0.00138
-0.43,-2.6734,0.278,0.08196,0.448,0.00124
-0.42,-2.6634,0.246,0.073,0.399,0.00113
-0.41,-2.6534,0.216,0.06382,0.35,0.00105
-0.4,-2.6434,0.187,0.0553,0.304,0.00101
-0.39,-2.6334,0.1606,0.04772,0.263,0.00105
-0.38,-2.6234,0.1384,0.04132,0.229,0.00116
-0.37,-2.6134,0.1214,0.03676,0.205,0.00137
-0.36,-2.6034,0.1108,0.03386,0.192,0.0017
-0.35,-2.5934,0.1068,0.03324,0.19,0.00217
-0.34,-2.5834,0.1104,0.03476,0.203,0.00279
-0.33,-2.5734,0.1218,0.0388,0.229,0.00358
-0.32,-2.5634,0.1414,0.04536,0.271,0.00454
-0.31,-2.5534,0.1692,0.05446,0.328,0.00568
-0.3,-2.5434,0.206,0.06588,0.4,0.00699
-0.29,-2.5334,0.25,0.07962,0.487,0.00844
-0.28,-2.5234,0.3,0.0954,0.588,0.01
-0.27,-2.5134,0.358,0.11304,0.701,0.0117
-0.26,-2.5034,0.422,0.13202,0.824,0.0133
-0.25,-2.4934,0.488,0.15194,0.954,0.015
-0.24,-2.4834,0.558,0.1722,1.09,0.0165
-0.23,-2.4734,0.628,0.192,1.22,0.0179
-0.22,-2.4634,0.694,0.2108,1.35,0.019
-0.21,-2.4534,0.758,0.228,1.47,0.02
-0.2,-2.4434,0.814,0.2426,1.58,0.0207
-0.19,-2.4334,0.862,0.2542,1.67,0.0211
-0.18,-2.4234,0.9,0.2632,1.74,0.0212
-0.17,-2.4134,0.928,0.2698,1.79,0.0212
-0.16,-2.4034,0.944,0.2722,1.82,0.021
-0.15,-2.3934,0.948,0.272,1.83,0.0206
-0.14,-2.3834,0.94,0.2674,1.82,0.0202
-0.13,-2.3734,0.922,0.2626,1.79,0.0199
-0.12,-2.3634,0.896,0.2534,1.74,0.0196
-0.11,-2.3534,0.862,0.2442,1.68,0.0195
-0.1,-2.3434,0.822,0.2326,1.6,0.0196
-0.09,-2.3334,0.776,0.2206,1.53,0.0199
-0.08,-2.3234,0.73,0.2088,1.44,0.0203
-0.07,-2.3134,0.682,0.1974,1.36,0.0209
-0.06,-2.3034,0.634,0.1866,1.28,0.0217
-0.05,-2.2934,0.59,0.177,1.21,0.0225
-0.04,-2.2834,0.546,0.1686,1.14,0.0233
-0.03,-2.2734,0.506,0.1614,1.07,0.024
-0.02,-2.2634,0.468,0.15584,1.02,0.0246
-0.01,-2.2534,0.436,0.1522,0.978,0.025
-0,-2.2434,0.406,0.15048,0.947,0.0252
0.01,-2.2334,0.382,0.15112,0.928,0.0251
0.02,-2.2234,0.36,0.15452,0.924,0.0249
0.03,-2.2134,0.346,0.16112,0.937,0.0245
0.04,-2.2034,0.336,0.17092,0.97,0.0241
0.05,-2.1934,0.332,0.18478,1.02,0.0238
0.06,-2.1834,0.336,0.2023,1.1,0.0236
0.07,-2.1734,0.348,0.2229,1.2,0.0238
0.08,-2.1634,0.364,0.24798,1.32,0.0243
0.09,-2.1534,0.39,0.2753,1.45,0.0252
0.1,-2.1434,0.42,0.3048,1.6,0.0267
0.11,-2.1334,0.456,0.3344,1.76,0.0285
0.12,-2.1234,0.494,0.3622,1.91,0.0309
0.13,-2.1134,0.532,0.3898,2.06,0.0335
0.14,-2.1034,0.568,0.4114,2.2,0.0365
0.15,-2.0934,0.602,0.4288,2.31,0.0395
0.16,-2.0834,0.63,0.4398,2.39,0.0426
0.17,-2.0734,0.65,0.4444,2.43,0.0455
0.18,-2.0634,0.662,0.4426,2.44,0.0481
0.19,-2.0534,0.664,0.4346,2.42,0.0504
0.2,-2.0434,0.658,0.42,2.36,0.052
0.21,-2.0334,0.642,0.4012,2.28,0.0531
0.22,-2.0234,0.618,0.378,2.17,0.0535
0.23,-2.0134,0.588,0.3506,2.04,0.0531
0.24,-2.0034,0.552,0.325,1.9,0.052
0.25,-1.9934,0.514,0.2972,1.75,0.0501
0.26,-1.9834,0.472,0.2694,1.61,0.0476
0.27,-1.9734,0.432,0.24366,1.47,0.0445
0.28,-1.9634,0.392,0.21996,1.34,0.041
0.29,-1.9534,0.356,0.20016,1.23,0.0371
0.3,-1.9434,0.322,0.1823,1.13,0.033
0.31,-1.9334,0.294,0.1674,1.05,0.0289
0.32,-1.9234,0.268,0.15526,0.977,0.0248
0.33,-1.9134,0.246,0.1455,0.922,0.021
0.34,-1.9034,0.228,0.13786,0.878,0.0174
0.35,-1.8934,0.212,0.13156,0.843,0.0141
0.36,-1.8834,0.2,0.12612,0.814,0.0113
0.37,-1.8734,0.1894,0.12096,0.786,0.00885
0.38,-1.8634,0.1798,0.11604,0.759,0.00681
0.39,-1.8534,0.1708,0.11032,0.729,0.00515
0.4,-1.8434,0.1622,0.10418,0.695,0.00382
0.41,-1.8334,0.154,0.09724,0.659,0.0028
0.42,-1.8234,0.1464,0.08968,0.62,0.00204
0.43,-1.8134,0.1398,0.0815,0.58,0.0015
0.44,-1.8034,0.1342,0.07314,0.541,0.00114
0.45,-1.7934,0.1302,0.065,0.506,0.00095
0.46,-1.7834,0.1284,0.0575,0.477,0.000901
0.47,-1.7734,0.1288,0.05068,0.457,0.000994
0.48,-1.7634,0.132,0.04534,0.447,0.00124
0.49,-1.7534,0.138,0.04174,0.449,0.00165
