# li2o_mp-1960 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.795 eV. Gap is the fixed-occ nscf value (4.986 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s
6.997,4.2025,0,0,0,0
7.007,4.2125,0,0,0,0
7.017,4.2225,0,0,0,0
7.027,4.2325,0,0,0,0
7.037,4.2425,0,0,0,0
7.047,4.2525,0,0,0,0
7.057,4.2625,0,0,0,0
7.067,4.2725,0,0,0,0
7.077,4.2825,0,0,0,0
7.087,4.2925,0,0,0,0
7.097,4.3025,0,0,0,0
7.107,4.3125,0,0,0,0
7.117,4.3225,0,0,0,0
7.127,4.3325,0,0,0,0
7.137,4.3425,0,0,0,0
7.147,4.3525,0,0,0,0
7.157,4.3625,0,0,0,0
7.167,4.3725,0,0,0,0
7.177,4.3825,0,0,0,0
7.187,4.3925,0,0,0,0
7.197,4.4025,0,0,0,0
7.207,4.4125,0,0,0,0
7.217,4.4225,0,0,0,0
7.227,4.4325,0,0,0,0
7.237,4.4425,0,0,0,0
7.247,4.4525,0,0,0,0
7.257,4.4625,0,0,0,0
7.267,4.4725,0,0,0,0
7.277,4.4825,0,0,0,0
7.287,4.4925,0,0,0,0
7.297,4.5025,0,0,0,0
7.307,4.5125,0,0,0,0
7.317,4.5225,0,0,0,0
7.327,4.5325,0,0,0,0
7.337,4.5425,0,0,0,0
7.347,4.5525,0,0,0,0
7.357,4.5625,0,0,0,0
7.367,4.5725,0,0,0,0
7.377,4.5825,0,0,0,0
7.387,4.5925,0,0,0,0
7.397,4.6025,4.44e-13,7.92e-15,8.82e-15,9.65e-14
7.407,4.6125,1.276e-12,2.278e-14,2.54e-14,2.77e-13
7.417,4.6225,3.58e-12,6.42e-14,7.13e-14,7.8e-13
7.427,4.6325,9.86e-12,1.762e-13,1.96e-13,2.15e-12
7.437,4.6425,2.66e-11,4.75e-13,5.27e-13,5.77e-12
7.447,4.6525,6.98e-11,1.248e-12,1.39e-12,1.52e-11
7.457,4.6625,1.798e-10,3.212e-12,3.57e-12,3.91e-11
7.467,4.6725,4.52e-10,8.08e-12,9e-12,9.84e-11
7.477,4.6825,1.116e-09,1.992e-11,2.22e-11,2.42e-10
7.487,4.6925,2.68e-09,4.794e-11,5.34e-11,5.84e-10
7.497,4.7025,6.34e-09,1.132e-10,1.26e-10,1.38e-09
7.507,4.7125,1.46e-08,2.608e-10,2.9e-10,3.18e-09
7.517,4.7225,3.3e-08,5.88e-10,6.54e-10,7.16e-09
7.527,4.7325,7.26e-08,1.298e-09,1.44e-09,1.58e-08
7.537,4.7425,1.568e-07,2.8e-09,3.12e-09,3.41e-08
7.547,4.7525,3.32e-07,5.92e-09,6.58e-09,7.2e-08
7.557,4.7625,6.84e-07,1.22e-08,1.36e-08,1.49e-07
7.567,4.7725,1.38e-06,2.466e-08,2.74e-08,3e-07
7.577,4.7825,2.72e-06,4.862e-08,5.42e-08,5.93e-07
7.587,4.7925,5.28e-06,9.42e-08,1.05e-07,1.15e-06
7.597,4.8025,9.96e-06,1.78e-07,1.98e-07,2.17e-06
7.607,4.8125,1.844e-05,3.292e-07,3.66e-07,4.01e-06
7.617,4.8225,3.34e-05,5.96e-07,6.63e-07,7.25e-06
7.627,4.8325,5.9e-05,1.054e-06,1.17e-06,1.28e-05
7.637,4.8425,0.0001022,1.824e-06,2.03e-06,2.22e-05
7.647,4.8525,0.000173,3.09e-06,3.44e-06,3.76e-05
7.657,4.8625,0.000286,5.12e-06,5.69e-06,6.23e-05
7.667,4.8725,0.000464,8.28e-06,9.22e-06,0.000101
7.677,4.8825,0.000736,1.314e-05,1.46e-05,0.00016
7.687,4.8925,0.00114,2.036e-05,2.27e-05,0.000248
7.697,4.9025,0.00173,3.09e-05,3.44e-05,0.000376
7.707,4.9125,0.00256,4.588e-05,5.1e-05,0.000558
7.717,4.9225,0.00372,6.66e-05,7.39e-05,0.000809
7.727,4.9325,0.00528,9.46e-05,0.000105,0.00115
7.737,4.9425,0.00734,0.0001312,0.000146,0.00159
7.747,4.9525,0.00996,0.0001784,0.000198,0.00217
7.757,4.9625,0.01324,0.0002372,0.000263,0.00288
7.767,4.9725,0.0172,0.0003086,0.000342,0.00374
7.777,4.9825,0.0218,0.0003942,0.000434,0.00475
7.787,4.9925,0.0272,0.0004902,0.00054,0.00591
7.797,5.0025,0.033,0.0006,0.000657,0.00719
7.807,5.0125,0.0394,0.000718,0.000782,0.00856
7.817,5.0225,0.0458,0.000844,0.00091,0.00997
7.827,5.0325,0.0522,0.000974,0.00104,0.0114
7.837,5.0425,0.058,0.001108,0.00115,0.0127
7.847,5.0525,0.0632,0.001242,0.00126,0.0138
7.857,5.0625,0.0674,0.001378,0.00134,0.0147
7.867,5.0725,0.0704,0.001518,0.0014,0.0154
7.877,5.0825,0.0716,0.00167,0.00143,0.0158
7.887,5.0925,0.0716,0.001842,0.00142,0.0158
7.897,5.1025,0.0698,0.002046,0.00139,0.0156
7.907,5.1125,0.0668,0.0023,0.00133,0.015
7.917,5.1225,0.0624,0.002618,0.00125,0.0143
7.927,5.1325,0.0572,0.003012,0.00115,0.0134
7.937,5.1425,0.0514,0.003508,0.00105,0.0124
7.947,5.1525,0.0454,0.004092,0.000941,0.0114
7.957,5.1625,0.0396,0.004784,0.000849,0.0105
7.967,5.1725,0.0342,0.005546,0.000778,0.00979
7.977,5.1825,0.0298,0.00638,0.000738,0.00924
7.987,5.1925,0.0266,0.007262,0.000741,0.00893
7.997,5.2025,0.0246,0.00813,0.000797,0.00889
8.007,5.2125,0.0242,0.008938,0.000917,0.00914
8.017,5.2225,0.0256,0.009664,0.00111,0.00967
8.027,5.2325,0.0286,0.010238,0.00138,0.0105
8.037,5.2425,0.0338,0.01062,0.00174,0.0116
8.047,5.2525,0.0408,0.010784,0.00219,0.013
8.057,5.2625,0.0494,0.01075,0.00273,0.0145
8.067,5.2725,0.0598,0.010474,0.00335,0.0163
8.077,5.2825,0.0714,0.009978,0.00403,0.0183
8.087,5.2925,0.0838,0.009328,0.00475,0.0203
8.097,5.3025,0.0966,0.008522,0.00549,0.0223
8.107,5.3125,0.109,0.00761,0.00621,0.0242
8.117,5.3225,0.1206,0.006672,0.00686,0.0259
8.127,5.3325,0.1304,0.005736,0.00743,0.0273
8.137,5.3425,0.138,0.004846,0.00787,0.0283
8.147,5.3525,0.143,0.004046,0.00815,0.0288
8.157,5.3625,0.1448,0.003358,0.00827,0.0288
8.167,5.3725,0.1436,0.002806,0.00821,0.0283
8.177,5.3825,0.1392,0.002436,0.00798,0.0273
8.187,5.3925,0.132,0.002248,0.0076,0.0259
8.197,5.4025,0.1226,0.00231,0.0071,0.0242
8.207,5.4125,0.1116,0.002628,0.00652,0.0223
8.217,5.4225,0.0994,0.003288,0.00591,0.0204
8.227,5.4325,0.0868,0.00434,0.00531,0.0187
8.237,5.4425,0.0744,0.005878,0.00476,0.0172
8.247,5.4525,0.0628,0.007952,0.0043,0.0162
8.257,5.4625,0.0524,0.010676,0.00398,0.0158
8.267,5.4725,0.0436,0.014124,0.00381,0.0161
8.277,5.4825,0.0366,0.01836,0.00384,0.0172
8.287,5.4925,0.0314,0.0235,0.00406,0.0191
8.297,5.5025,0.0282,0.02934,0.00449,0.0219
8.307,5.5125,0.027,0.03592,0.00514,0.0255
8.317,5.5225,0.0278,0.04322,0.00601,0.0298
8.327,5.5325,0.0304,0.051,0.0071,0.0348
8.337,5.5425,0.0352,0.05908,0.00842,0.0404
8.347,5.5525,0.0422,0.06722,0.00998,0.0464
8.357,5.5625,0.0514,0.07498,0.0118,0.0528
8.367,5.5725,0.0634,0.08214,0.0138,0.0594
8.377,5.5825,0.0782,0.08846,0.0162,0.0662
8.387,5.5925,0.096,0.09354,0.0187,0.0729
8.397,5.6025,0.117,0.09734,0.0216,0.0795
8.407,5.6125,0.1414,0.09962,0.0248,0.086
8.417,5.6225,0.1688,0.10058,0.0282,0.0923
8.427,5.6325,0.1992,0.09982,0.0318,0.0982
8.437,5.6425,0.232,0.0976,0.0356,0.104
8.447,5.6525,0.266,0.0942,0.0395,0.109
8.457,5.6625,0.302,0.0896,0.0434,0.113
8.467,5.6725,0.336,0.084,0.0472,0.117
8.477,5.6825,0.37,0.0778,0.0508,0.12
8.487,5.6925,0.4,0.0714,0.0541,0.122
8.497,5.7025,0.428,0.0644,0.057,0.124
8.507,5.7125,0.452,0.05752,0.0594,0.124
8.517,5.7225,0.47,0.05082,0.0612,0.123
8.527,5.7325,0.482,0.04436,0.0624,0.121
8.537,5.7425,0.488,0.03834,0.0629,0.118
8.547,5.7525,0.49,0.03294,0.0628,0.114
8.557,5.7625,0.486,0.02796,0.0621,0.109
8.567,5.7725,0.476,0.02354,0.0607,0.103
8.577,5.7825,0.46,0.0197,0.0587,0.0971
8.587,5.7925,0.44,0.01638,0.0561,0.0905
8.597,5.8025,0.416,0.01356,0.053,0.0835
8.607,5.8125,0.386,0.0112,0.0494,0.0763
8.617,5.8225,0.356,0.00926,0.0455,0.069
8.627,5.8325,0.322,0.00772,0.0413,0.0616
8.637,5.8425,0.288,0.00656,0.037,0.0545
8.647,5.8525,0.254,0.00574,0.0327,0.0476
8.657,5.8625,0.22,0.00528,0.0284,0.0412
8.667,5.8725,0.1868,0.0052,0.0245,0.0355
8.677,5.8825,0.1568,0.00556,0.0209,0.0305
8.687,5.8925,0.1298,0.0064,0.0177,0.0264
8.697,5.9025,0.1066,0.00778,0.0151,0.0234
8.707,5.9125,0.087,0.00978,0.0131,0.0215
8.717,5.9225,0.0714,0.01242,0.0118,0.0207
8.727,5.9325,0.0596,0.01584,0.0111,0.0211
8.737,5.9425,0.0516,0.01996,0.011,0.0227
8.747,5.9525,0.0468,0.02482,0.0116,0.0254
8.757,5.9625,0.045,0.03038,0.0127,0.0292
8.767,5.9725,0.046,0.03648,0.0143,0.0338
8.777,5.9825,0.049,0.0431,0.0162,0.0391
8.787,5.9925,0.0538,0.04982,0.0185,0.045
8.797,6.0025,0.0598,0.0568,0.0211,0.0513
8.807,6.0125,0.067,0.06342,0.0238,0.0578
8.817,6.0225,0.075,0.06982,0.0266,0.0642
8.827,6.0325,0.0836,0.0758,0.0294,0.0706
8.837,6.0425,0.0922,0.08112,0.0322,0.0767
8.847,6.0525,0.1012,0.08598,0.035,0.0825
8.857,6.0625,0.1104,0.0902,0.0378,0.0881
8.867,6.0725,0.1196,0.094,0.0405,0.0935
8.877,6.0825,0.1288,0.0974,0.0433,0.0987
8.887,6.0925,0.1378,0.1008,0.046,0.104
8.897,6.1025,0.147,0.104,0.0488,0.109
8.907,6.1125,0.156,0.1072,0.0516,0.114
8.917,6.1225,0.1646,0.1102,0.0543,0.118
8.927,6.1325,0.1732,0.1132,0.0569,0.123
8.937,6.1425,0.1814,0.1158,0.0594,0.127
8.947,6.1525,0.1892,0.1178,0.0617,0.13
8.957,6.1625,0.197,0.1188,0.0638,0.133
8.967,6.1725,0.206,0.1188,0.0658,0.135
8.977,6.1825,0.214,0.1178,0.0676,0.136
8.987,6.1925,0.224,0.1156,0.0694,0.137
8.997,6.2025,0.236,0.112,0.0714,0.137
9.007,6.2125,0.252,0.1074,0.0739,0.137
9.017,6.2225,0.272,0.102,0.077,0.137
9.027,6.2325,0.296,0.0962,0.081,0.138
9.037,6.2425,0.326,0.0902,0.086,0.139
9.047,6.2525,0.36,0.0844,0.0921,0.142
9.057,6.2625,0.4,0.079,0.0994,0.146
9.067,6.2725,0.446,0.0744,0.108,0.151
9.077,6.2825,0.492,0.0706,0.117,0.157
9.087,6.2925,0.542,0.0678,0.126,0.163
9.097,6.3025,0.59,0.0658,0.135,0.17
9.107,6.3125,0.632,0.0648,0.144,0.176
9.117,6.3225,0.67,0.0642,0.152,0.181
9.127,6.3325,0.7,0.0642,0.157,0.184
9.137,6.3425,0.718,0.0644,0.161,0.186
9.147,6.3525,0.726,0.0646,0.163,0.185
9.157,6.3625,0.72,0.0646,0.162,0.182
9.167,6.3725,0.704,0.0644,0.158,0.176
9.177,6.3825,0.676,0.0636,0.152,0.169
9.187,6.3925,0.64,0.0626,0.145,0.159
9.197,6.4025,0.598,0.0608,0.136,0.148
9.207,6.4125,0.55,0.0586,0.126,0.137
9.217,6.4225,0.502,0.056,0.116,0.125
9.227,6.4325,0.458,0.0528,0.107,0.113
9.237,6.4425,0.416,0.04944,0.0983,0.102
9.247,6.4525,0.382,0.04622,0.0915,0.0922
9.257,6.4625,0.356,0.0429,0.0865,0.084
9.267,6.4725,0.34,0.04016,0.0836,0.0778
9.277,6.4825,0.332,0.0378,0.0828,0.0736
9.287,6.4925,0.332,0.03608,0.084,0.0716
9.297,6.5025,0.34,0.0354,0.0871,0.0716
9.307,6.5125,0.352,0.03554,0.0915,0.0735
9.317,6.5225,0.37,0.03648,0.0969,0.0769
9.327,6.5325,0.388,0.03812,0.103,0.0816
9.337,6.5425,0.404,0.04058,0.108,0.0869
9.347,6.5525,0.418,0.0432,0.113,0.0924
9.357,6.5625,0.428,0.04602,0.117,0.0977
9.367,6.5725,0.432,0.04874,0.119,0.102
9.377,6.5825,0.428,0.051,0.12,0.105
9.387,6.5925,0.418,0.0526,0.118,0.107
9.397,6.6025,0.4,0.0532,0.114,0.106
9.407,6.6125,0.378,0.053,0.109,0.104
9.417,6.6225,0.35,0.0518,0.102,0.1
9.427,6.6325,0.318,0.0496,0.0942,0.0946
9.437,6.6425,0.286,0.04652,0.0854,0.0877
9.447,6.6525,0.252,0.04284,0.0764,0.0798
9.457,6.6625,0.222,0.03876,0.0677,0.0716
9.467,6.6725,0.1936,0.03444,0.0597,0.0634
9.477,6.6825,0.1708,0.03034,0.053,0.0558
9.487,6.6925,0.1542,0.02664,0.048,0.0492
9.497,6.7025,0.1452,0.0236,0.0452,0.0442
9.507,6.7125,0.1448,0.02142,0.045,0.041
9.517,6.7225,0.1542,0.02028,0.0476,0.04
9.527,6.7325,0.174,0.02034,0.0534,0.0415
9.537,6.7425,0.204,0.02168,0.0625,0.0455
9.547,6.7525,0.246,0.0244,0.075,0.0523
9.557,6.7625,0.298,0.02844,0.0908,0.0616
9.567,6.7725,0.36,0.03378,0.11,0.0734
9.577,6.7825,0.43,0.04024,0.131,0.0874
9.587,6.7925,0.506,0.0478,0.154,0.103
9.597,6.8025,0.582,0.0558,0.178,0.12
9.607,6.8125,0.66,0.0642,0.202,0.137
9.617,6.8225,0.732,0.0726,0.224,0.153
9.627,6.8325,0.796,0.0804,0.244,0.169
9.637,6.8425,0.846,0.0874,0.26,0.182
9.647,6.8525,0.882,0.093,0.272,0.192
9.657,6.8625,0.902,0.0972,0.279,0.199
9.667,6.8725,0.902,0.0996,0.28,0.202
9.677,6.8825,0.884,0.1002,0.275,0.201
9.687,6.8925,0.852,0.099,0.266,0.197
9.697,6.9025,0.806,0.0964,0.253,0.189
9.707,6.9125,0.748,0.093,0.236,0.18
9.717,6.9225,0.684,0.0886,0.218,0.169
9.727,6.9325,0.618,0.0838,0.198,0.157
9.737,6.9425,0.554,0.0794,0.18,0.146
9.747,6.9525,0.492,0.0752,0.162,0.135
9.757,6.9625,0.438,0.0718,0.147,0.126
9.767,6.9725,0.392,0.0688,0.134,0.118
9.777,6.9825,0.354,0.0668,0.123,0.111
9.787,6.9925,0.324,0.0652,0.116,0.106
9.797,7.0025,0.304,0.064,0.111,0.102
9.807,7.0125,0.29,0.0628,0.108,0.0992
9.817,7.0225,0.282,0.0616,0.107,0.0961
9.827,7.0325,0.28,0.06,0.107,0.0929
9.837,7.0425,0.282,0.058,0.108,0.0893
9.847,7.0525,0.286,0.0552,0.109,0.085
9.857,7.0625,0.292,0.05202,0.111,0.0799
9.867,7.0725,0.3,0.04804,0.114,0.0743
9.877,7.0825,0.308,0.04376,0.117,0.0682
9.887,7.0925,0.318,0.03922,0.119,0.0619
9.897,7.1025,0.326,0.03472,0.122,0.0558
9.907,7.1125,0.336,0.03052,0.124,0.0501
9.917,7.1225,0.344,0.02668,0.127,0.0451
9.927,7.1325,0.35,0.02344,0.129,0.0413
9.937,7.1425,0.356,0.02094,0.131,0.0388
9.947,7.1525,0.362,0.01932,0.133,0.0378
9.957,7.1625,0.368,0.01862,0.135,0.0384
9.967,7.1725,0.374,0.01886,0.137,0.0408
9.977,7.1825,0.38,0.02004,0.14,0.0449
9.987,7.1925,0.39,0.02206,0.144,0.0506
9.997,7.2025,0.402,0.02482,0.149,0.0577
10.007,7.2125,0.416,0.02818,0.156,0.0659
10.017,7.2225,0.434,0.03192,0.163,0.0748
10.027,7.2325,0.454,0.03592,0.171,0.084
10.037,7.2425,0.476,0.03962,0.179,0.0929
10.047,7.2525,0.496,0.04322,0.187,0.101
10.057,7.2625,0.516,0.04626,0.195,0.108
10.067,7.2725,0.532,0.0486,0.201,0.113
10.077,7.2825,0.544,0.04984,0.205,0.116
10.087,7.2925,0.552,0.0502,0.206,0.116
10.097,7.3025,0.552,0.04976,0.206,0.114
10.107,7.3125,0.546,0.04806,0.203,0.11
10.117,7.3225,0.536,0.04564,0.197,0.104
10.127,7.3325,0.522,0.04278,0.191,0.0964
10.137,7.3425,0.504,0.03916,0.183,0.0876
10.147,7.3525,0.486,0.03568,0.176,0.0782
10.157,7.3625,0.47,0.03202,0.17,0.0688
10.167,7.3725,0.46,0.02872,0.165,0.0598
10.177,7.3825,0.454,0.02594,0.163,0.0517
10.187,7.3925,0.456,0.02382,0.164,0.0449
10.197,7.4025,0.466,0.02248,0.168,0.0394
10.207,7.4125,0.484,0.02198,0.175,0.0355
10.217,7.4225,0.51,0.02234,0.186,0.0333
10.227,7.4325,0.54,0.02354,0.199,0.0326
10.237,7.4425,0.576,0.02546,0.213,0.0335
10.247,7.4525,0.612,0.02798,0.229,0.0355
10.257,7.4625,0.648,0.03098,0.244,0.0387
10.267,7.4725,0.682,0.03416,0.258,0.0426
10.277,7.4825,0.708,0.03754,0.271,0.0471
10.287,7.4925,0.73,0.04074,0.281,0.0517
10.297,7.5025,0.744,0.0437,0.289,0.0563
10.307,7.5125,0.752,0.04614,0.293,0.0606
10.317,7.5225,0.752,0.048,0.296,0.0643
10.327,7.5325,0.748,0.049,0.296,0.0672
10.337,7.5425,0.74,0.0494,0.294,0.0693
10.347,7.5525,0.728,0.049,0.29,0.0704
10.357,7.5625,0.718,0.048,0.286,0.0706
10.367,7.5725,0.706,0.0462,0.281,0.0698
10.377,7.5825,0.694,0.044,0.276,0.0683
10.387,7.5925,0.682,0.0414,0.271,0.066
10.397,7.6025,0.668,0.03846,0.264,0.063
10.407,7.6125,0.654,0.0354,0.257,0.0596
10.417,7.6225,0.638,0.03224,0.249,0.0558
10.427,7.6325,0.616,0.02906,0.239,0.0517
10.437,7.6425,0.59,0.02598,0.227,0.0474
10.447,7.6525,0.56,0.02302,0.214,0.043
10.457,7.6625,0.524,0.02022,0.198,0.0385
10.467,7.6725,0.484,0.01758,0.182,0.0342
10.477,7.6825,0.438,0.01518,0.164,0.03
10.487,7.6925,0.392,0.01296,0.145,0.026
10.497,7.7025,0.344,0.01102,0.127,0.0223
10.507,7.7125,0.298,0.00932,0.109,0.0189
10.517,7.7225,0.252,0.0079,0.0922,0.016
10.527,7.7325,0.212,0.0068,0.077,0.0136
10.537,7.7425,0.1748,0.00602,0.0639,0.0118
10.547,7.7525,0.144,0.00562,0.053,0.0105
10.557,7.7625,0.1194,0.0056,0.0446,0.00997
10.567,7.7725,0.1012,0.00602,0.0388,0.0101
10.577,7.7825,0.0896,0.00694,0.0357,0.011
10.587,7.7925,0.0848,0.00834,0.0353,0.0128
10.597,7.8025,0.0866,0.01022,0.0376,0.0153
10.607,7.8125,0.095,0.01264,0.0427,0.0186
10.617,7.8225,0.1098,0.01556,0.0504,0.0227
10.627,7.8325,0.1308,0.01892,0.0608,0.0275
10.637,7.8425,0.158,0.02266,0.0737,0.0329
10.647,7.8525,0.1912,0.02672,0.0892,0.0388
10.657,7.8625,0.23,0.0309,0.107,0.0449
10.667,7.8725,0.274,0.03512,0.127,0.0511
10.677,7.8825,0.324,0.03932,0.149,0.0573
10.687,7.8925,0.378,0.04312,0.173,0.0631
10.697,7.9025,0.436,0.0466,0.198,0.0683
10.707,7.9125,0.496,0.0498,0.223,0.073
10.717,7.9225,0.558,0.0522,0.249,0.077
10.727,7.9325,0.618,0.0542,0.275,0.0802
10.737,7.9425,0.678,0.0558,0.301,0.0826
10.747,7.9525,0.736,0.0568,0.324,0.0844
10.757,7.9625,0.788,0.0574,0.346,0.0856
10.767,7.9725,0.832,0.0576,0.365,0.0862
10.777,7.9825,0.87,0.0576,0.38,0.0864
10.787,7.9925,0.898,0.0572,0.391,0.0861
10.797,8.0025,0.914,0.0568,0.398,0.0854
10.807,8.0125,0.918,0.056,0.4,0.0843
10.817,8.0225,0.912,0.0548,0.397,0.0827
10.827,8.0325,0.892,0.0536,0.388,0.0805
10.837,8.0425,0.86,0.0518,0.375,0.0778
10.847,8.0525,0.818,0.0494,0.357,0.0743
10.857,8.0625,0.766,0.0468,0.335,0.0702
10.867,8.0725,0.706,0.04368,0.309,0.0655
10.877,8.0825,0.642,0.04026,0.281,0.0602
10.887,8.0925,0.572,0.03652,0.252,0.0545
10.897,8.1025,0.504,0.03254,0.221,0.0485
10.907,8.1125,0.434,0.02852,0.191,0.0424
10.917,8.1225,0.368,0.02452,0.163,0.0364
10.927,8.1325,0.306,0.0207,0.136,0.0307
10.937,8.1425,0.25,0.01714,0.111,0.0254
10.947,8.1525,0.202,0.0139,0.0892,0.0206
10.957,8.1625,0.1586,0.01106,0.0703,0.0164
10.967,8.1725,0.1224,0.00862,0.0543,0.0127
10.977,8.1825,0.0926,0.00656,0.0411,0.00972
10.987,8.1925,0.0686,0.00492,0.0305,0.00726
10.997,8.2025,0.05,0.003596,0.0222,0.00531
11.007,8.2125,0.0356,0.002576,0.0158,0.0038
11.017,8.2225,0.0248,0.001804,0.011,0.00266
11.027,8.2325,0.01692,0.001238,0.00754,0.00183
11.037,8.2425,0.01132,0.000832,0.00504,0.00123
11.047,8.2525,0.00742,0.000546,0.0033,0.000806
11.057,8.2625,0.00476,0.0003514,0.00212,0.000518
11.067,8.2725,0.00298,0.0002212,0.00133,0.000326
11.077,8.2825,0.00183,0.0001362,0.000816,0.000201
11.087,8.2925,0.0011,8.18e-05,0.000491,0.000121
11.097,8.3025,0.000646,4.84e-05,0.000289,7.12e-05
11.107,8.3125,0.000372,2.784e-05,0.000166,4.1e-05
11.117,8.3225,0.00021,1.57e-05,9.36e-05,2.31e-05
11.127,8.3325,0.0001156,8.66e-06,5.16e-05,1.28e-05
11.137,8.3425,6.22e-05,4.66e-06,2.78e-05,6.89e-06
11.147,8.3525,3.3e-05,2.47e-06,1.47e-05,3.64e-06
11.157,8.3625,1.71e-05,1.28e-06,7.64e-06,1.88e-06
11.167,8.3725,8.9e-06,6.58e-07,3.99e-06,9.51e-07
11.177,8.3825,4.96e-06,3.46e-07,2.26e-06,4.72e-07
11.187,8.3925,3.58e-06,2.118e-07,1.69e-06,2.34e-07
11.197,8.4025,4.1e-06,1.914e-07,2.03e-06,1.21e-07
11.207,8.4125,6.74e-06,2.716e-07,3.4e-06,7.76e-08
11.217,8.4225,1.254e-05,4.82e-07,6.36e-06,7.84e-08
11.227,8.4325,2.38e-05,9.04e-07,1.21e-05,1.2e-07
11.237,8.4425,4.44e-05,1.69e-06,2.26e-05,2.17e-07
11.247,8.4525,8.12e-05,3.104e-06,4.13e-05,4.04e-07
11.257,8.4625,0.0001458,5.6e-06,7.42e-05,7.47e-07
11.267,8.4725,0.000256,9.86e-06,0.00013,1.36e-06
11.277,8.4825,0.00044,1.698e-05,0.000224,2.43e-06
11.287,8.4925,0.000738,2.868e-05,0.000376,4.27e-06
11.297,8.5025,0.001214,4.74e-05,0.000617,7.37e-06
11.307,8.5125,0.00195,7.68e-05,0.000993,1.25e-05
11.317,8.5225,0.00306,0.0001216,0.00156,2.07e-05
11.327,8.5325,0.00472,0.0001888,0.0024,3.38e-05
11.337,8.5425,0.00712,0.0002868,0.00362,5.42e-05
11.347,8.5525,0.01048,0.000426,0.00534,8.54e-05
11.357,8.5625,0.01512,0.000622,0.0077,0.000132
11.367,8.5725,0.0214,0.00089,0.0109,0.0002
11.377,8.5825,0.0294,0.001246,0.015,0.000298
11.387,8.5925,0.0398,0.001712,0.0203,0.000436
11.397,8.6025,0.0526,0.002302,0.0268,0.000626
11.407,8.6125,0.0682,0.003038,0.0347,0.000881
11.417,8.6225,0.0864,0.003934,0.044,0.00122
11.427,8.6325,0.1072,0.005,0.0547,0.00165
11.437,8.6425,0.1302,0.00622,0.0664,0.00219
11.447,8.6525,0.1548,0.00758,0.079,0.00286
11.457,8.6625,0.1802,0.0091,0.092,0.00366
11.467,8.6725,0.206,0.0107,0.105,0.00458
11.477,8.6825,0.23,0.01236,0.117,0.00562
11.487,8.6925,0.252,0.014,0.128,0.00677
11.497,8.7025,0.27,0.01558,0.138,0.00798
11.507,8.7125,0.282,0.01704,0.145,0.00922
11.517,8.7225,0.292,0.0183,0.149,0.0104
11.527,8.7325,0.294,0.01928,0.15,0.0116
11.537,8.7425,0.29,0.01996,0.149,0.0125
11.547,8.7525,0.282,0.02028,0.145,0.0133
11.557,8.7625,0.268,0.02022,0.138,0.0138
11.567,8.7725,0.25,0.01982,0.129,0.0141
11.577,8.7825,0.228,0.01904,0.118,0.0141
11.587,8.7925,0.206,0.01798,0.106,0.0137
11.597,8.8025,0.1812,0.01664,0.0935,0.0131
11.607,8.8125,0.1568,0.01512,0.081,0.0122
11.617,8.8225,0.1332,0.01348,0.0689,0.0112
11.627,8.8325,0.111,0.0118,0.0575,0.01
11.637,8.8425,0.091,0.01012,0.0471,0.00876
11.647,8.8525,0.073,0.00848,0.0379,0.00751
11.657,8.8625,0.0578,0.007,0.03,0.0063
11.667,8.8725,0.0448,0.005648,0.0233,0.00516
11.677,8.8825,0.034,0.004482,0.0178,0.00415
11.687,8.8925,0.0254,0.003476,0.0133,0.00325
11.697,8.9025,0.01868,0.002636,0.00976,0.0025
11.707,8.9125,0.01346,0.00196,0.00704,0.00188
11.717,8.9225,0.00952,0.00143,0.00498,0.00138
11.727,8.9325,0.0066,0.001018,0.00346,0.000994
11.737,8.9425,0.0045,0.0007128,0.00236,0.0007
11.747,8.9525,0.003,0.0004882,0.00158,0.000482
11.757,8.9625,0.00197,0.000326,0.00104,0.000324
11.767,8.9725,0.001266,0.000214,0.000666,0.000214
11.777,8.9825,0.000798,0.0001372,0.00042,0.000138
11.787,8.9925,0.000492,8.62e-05,0.00026,8.69e-05
11.797,9.0025,0.000298,5.3e-05,0.000157,5.36e-05
11.807,9.0125,0.0001772,3.178e-05,9.35e-05,3.23e-05
11.817,9.0225,0.000103,1.876e-05,5.44e-05,1.91e-05
11.827,9.0325,5.88e-05,1.08e-05,3.1e-05,1.1e-05
11.837,9.0425,3.28e-05,6.086e-06,1.73e-05,6.22e-06
11.847,9.0525,1.792e-05,3.352e-06,9.47e-06,3.44e-06
11.857,9.0625,9.6e-06,1.812e-06,5.07e-06,1.86e-06
11.867,9.0725,5.02e-06,9.56e-07,2.66e-06,9.82e-07
11.877,9.0825,2.58e-06,4.936e-07,1.37e-06,5.08e-07
11.887,9.0925,1.298e-06,2.496e-07,6.87e-07,2.57e-07
11.897,9.1025,6.38e-07,1.234e-07,3.38e-07,1.27e-07
11.907,9.1125,3.08e-07,5.976e-08,1.63e-07,6.16e-08
11.917,9.1225,1.448e-07,2.826e-08,7.67e-08,2.92e-08
11.927,9.1325,6.68e-08,1.308e-08,3.54e-08,1.35e-08
11.937,9.1425,3.02e-08,5.92e-09,1.6e-08,6.12e-09
11.947,9.1525,1.334e-08,2.622e-09,7.06e-09,2.71e-09
